state,district,year,bank_branches,loan_amount,deposit_amount,digital_transactions,financial_inclusion,credit_growth,atm_count
Karnataka,Dakshina Kannada,2022,96.6,77.17,43.55,54.71,88.33,34.45,14.72
Chhattisgarh,Kabirdham,2023,18.9,20.98,84.77,77.19,33.39,92.24,81.85
Madhya Pradesh,Ashoknagar,2020,48.65,50.08,50.02,41.79,78.02,99.3,48.78
Assam,Bongaigaon,2020,69.71,53.03,68.35,11.82,13.85,54.22,61.34
Meghalaya,East Garo Hills,2019,73.2,36.75,11.99,28.49,83.53,40.34,71.74
Assam,Majuli,2021,67.26,14.63,26.1,48.06,77.31,30.54,76.86
Kerala,Thrissur,2023,31.49,38.7,48.62,92.04,74.53,54.59,15.98
Gujarat,Dahod,2017,21.05,52.32,77.67,87.36,95.23,98.27,86.92
Uttar Pradesh,Jaunpur,2015,33.66,66.63,32.28,85.34,65.36,24.32,47.15
Kerala,Pathanamthitta,2015,20.06,13.26,93.75,59.5,29.72,52.81,90.57
Arunachal Pradesh,Tawang,2025,96.32,26.35,82.07,84.77,15.31,11.25,26.25
Karnataka,Belagavi,2019,29.04,74.14,86.68,26.43,27.4,28.96,21.65
Rajasthan,Kekri,2025,18.77,44.64,60.27,14.15,12.32,82.91,87.25
Himachal Pradesh,Kinnaur,2025,12.99,28.68,96.25,44.16,15.9,83.12,44.86
Gujarat,Bhavnagar,2018,13.67,29.51,38.36,27.3,74.81,68.7,45.84
Uttar Pradesh,Saharanpur,2016,99.35,64.96,71.1,15.28,37.44,46.99,24.68
Telangana,Hanamkonda,2024,65.0,52.58,19.47,68.68,85.19,46.79,74.93
Arunachal Pradesh,Kamle,2024,48.7,14.99,46.95,85.66,37.59,39.67,13.23
Maharashtra,Ahmednagar,2022,82.42,17.64,21.53,70.64,42.1,47.27,71.9
Punjab,Gurdaspur,2020,47.53,58.81,65.58,61.52,58.81,84.01,23.63
Uttar Pradesh,Gorakhpur,2018,16.92,89.01,90.47,35.44,24.81,18.26,37.3
Madhya Pradesh,Katni,2024,64.84,57.62,67.66,19.14,64.76,17.67,64.3
Karnataka,Udupi,2017,81.03,90.92,51.93,54.47,39.32,45.54,59.27
Uttar Pradesh,Amethi,2020,25.2,27.49,39.1,84.34,66.91,88.03,84.39
Telangana,Ranga Reddy,2025,26.91,87.49,95.45,36.42,12.37,62.48,21.11
Andhra Pradesh,Palnadu,2016,28.29,53.26,42.05,95.67,30.16,87.45,81.93
Kerala,Pathanamthitta,2022,30.14,80.27,78.92,93.35,51.59,53.54,47.65
Uttar Pradesh,Etah,2017,86.3,73.21,91.39,47.33,92.28,51.75,83.0
Nagaland,Noklak,2023,67.52,65.63,68.32,24.69,25.44,61.48,25.75
Andhra Pradesh,NTR,2021,97.82,32.27,32.52,30.74,56.08,61.83,35.66
Mizoram,Champhai,2017,46.67,83.29,50.59,47.84,55.26,87.35,93.77
Uttar Pradesh,Kaushambi,2020,15.86,38.0,17.0,65.64,99.1,64.31,76.1
Meghalaya,East Garo Hills,2021,58.87,55.38,76.37,87.34,97.65,74.63,80.01
Karnataka,Haveri,2020,91.12,67.2,58.78,87.0,74.52,74.05,79.61
Assam,Tinsukia,2017,76.24,74.24,99.06,99.96,35.16,13.99,74.09
Uttar Pradesh,Unnao,2016,10.55,59.77,11.54,48.06,16.59,34.12,95.91
Nagaland,Zunheboto,2021,49.78,38.01,27.13,47.67,73.82,19.53,38.47
Madhya Pradesh,Balaghat,2019,18.99,49.96,42.94,80.72,79.34,42.22,36.66
Arunachal Pradesh,Kra Daadi,2024,17.92,37.68,64.08,88.63,60.36,52.09,95.0
Tamil Nadu,Thanjavur,2017,10.94,75.09,64.99,87.95,30.76,76.12,74.13
Uttar Pradesh,Agra,2016,50.63,66.49,17.12,25.22,17.53,92.57,31.05
Madhya Pradesh,Betul,2018,61.05,66.21,36.31,66.42,93.93,27.88,37.4
Nagaland,Chümoukedima,2022,82.49,23.01,25.66,74.92,38.43,76.36,38.61
Assam,Golaghat,2018,33.11,16.99,40.57,99.65,13.8,27.7,89.62
Gujarat,Chhota Udepur,2018,68.77,36.25,87.23,31.03,45.48,79.23,35.92
Bihar,Katihar,2020,73.06,59.32,62.98,80.59,25.18,34.05,36.22
Uttar Pradesh,Gonda,2020,33.6,98.28,60.78,34.87,97.4,69.41,37.13
Odisha,Nuapada,2024,72.38,24.35,22.64,35.49,71.79,33.79,39.49
Jharkhand,Simdega,2022,48.12,78.74,18.91,15.78,35.38,67.0,55.66
Meghalaya,East Garo Hills,2018,19.9,16.77,90.95,25.05,14.13,30.04,57.97
Maharashtra,Kolhapur,2025,36.82,24.16,48.41,31.91,43.03,12.44,56.56
Madhya Pradesh,Gwalior,2021,14.43,24.11,16.64,75.25,14.45,71.3,52.25
Haryana,Palwal,2018,39.41,68.27,48.96,97.94,64.49,12.51,18.29
Karnataka,Chitradurga,2022,35.67,65.61,50.86,30.38,64.01,14.66,29.93
Karnataka,Tumakuru,2022,49.86,25.51,19.05,92.46,67.56,22.32,54.18
Assam,Cachar,2018,74.76,53.13,56.71,92.86,56.69,92.74,43.2
Maharashtra,Latur,2022,47.05,42.31,11.47,16.4,62.57,98.17,30.14
Tripura,Unakoti,2015,18.68,12.49,66.89,85.97,79.65,58.9,93.43
Meghalaya,East Garo Hills,2019,24.76,64.35,97.7,61.99,99.76,25.82,40.95
Gujarat,Bhavnagar,2025,16.72,43.85,60.84,47.48,11.53,18.11,15.21
Arunachal Pradesh,Upper Siang,2018,98.86,69.72,14.35,70.87,56.2,62.23,81.82
Bihar,Buxar,2024,70.12,46.2,59.94,79.89,59.91,15.79,82.85
Telangana,Rajanna Sircilla,2017,92.82,69.5,63.56,74.52,59.82,67.0,24.18
Chhattisgarh,Mungeli,2023,70.83,21.19,28.27,26.1,55.46,25.77,65.09
Andhra Pradesh,Alluri Sitharama Raju,2015,63.87,60.97,81.61,65.39,10.58,10.84,47.32
Uttar Pradesh,Hardoi,2023,70.67,81.08,47.09,60.04,84.1,22.83,68.35
Assam,Golaghat,2021,72.64,19.18,69.06,32.36,91.75,96.52,56.5
West Bengal,Purba Medinipur,2022,30.73,42.06,45.76,97.47,91.91,47.04,72.64
Chhattisgarh,Bijapur,2018,17.27,79.91,95.22,18.68,42.49,92.32,22.38
Madhya Pradesh,Hoshangabad (Narmadapuram),2021,32.75,32.07,83.28,81.44,65.31,10.27,54.01
Bihar,Begusarai,2015,33.24,88.57,59.57,26.52,71.41,69.54,25.26
Uttar Pradesh,Sant Kabir Nagar,2022,51.66,63.49,46.14,40.44,51.7,32.99,42.87
Telangana,Peddapalli,2025,28.48,42.88,91.41,37.74,30.18,14.84,53.27
Odisha,Bargarh,2019,58.22,54.75,21.6,26.82,94.51,17.58,94.17
Mizoram,Hnahthial,2022,41.35,65.56,66.78,60.31,23.41,49.16,91.19
Tamil Nadu,Tirunelveli,2020,53.41,21.9,65.66,75.81,40.33,17.05,21.88
Karnataka,Mysuru,2016,32.27,64.59,26.8,36.36,80.85,90.16,51.29
Madhya Pradesh,Datia,2025,46.76,83.04,42.98,52.07,41.88,57.27,39.07
Tripura,Dhalai,2019,80.22,86.88,75.31,62.59,85.0,53.83,59.73
Arunachal Pradesh,Lower Siang,2025,94.45,12.39,27.98,31.8,95.63,57.84,98.21
Uttar Pradesh,Bulandshahr,2019,64.54,59.76,93.03,38.18,13.17,21.11,17.58
Tamil Nadu,Karur,2021,39.2,43.92,50.82,32.32,87.51,56.9,27.12
Chhattisgarh,Raigarh,2022,20.65,55.22,44.56,83.39,44.27,78.33,27.34
Rajasthan,Sawai Madhopur,2016,16.06,60.53,22.36,65.4,43.73,77.16,56.33
Himachal Pradesh,Hamirpur,2016,61.24,67.99,36.49,93.64,19.49,88.91,58.11
Manipur,Bishnupur,2018,94.82,30.74,88.99,16.41,95.34,79.47,24.49
Sikkim,Mangan,2022,97.06,49.51,63.5,20.9,92.02,72.99,61.4
Punjab,Malerkotla,2018,18.21,32.01,78.08,72.06,53.64,54.82,98.8
Arunachal Pradesh,Pakke-Kessang,2023,93.37,85.15,63.84,91.48,20.28,70.66,69.08
Sikkim,Gyalshing,2023,51.57,49.49,13.98,40.9,41.81,56.91,93.8
Chhattisgarh,Kondagaon,2025,51.92,86.04,13.8,89.49,77.47,35.91,39.18
Chhattisgarh,Dhamtari,2018,74.33,75.26,13.32,29.24,43.39,95.6,41.41
Tamil Nadu,Erode,2015,74.55,86.63,32.27,27.46,65.78,79.43,36.06
Bihar,West Champaran,2021,26.12,41.09,43.67,61.62,60.94,45.81,63.19
Rajasthan,Pratapgarh,2017,22.83,34.88,77.08,70.24,44.91,64.36,35.46
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2023,31.01,83.56,58.32,44.55,29.13,70.18,13.53
Madhya Pradesh,Singrauli,2016,55.15,65.36,80.2,28.85,38.03,62.77,45.11
Uttar Pradesh,Gautam Buddha Nagar,2022,47.95,14.64,57.56,12.19,80.88,47.36,62.19
Jharkhand,Ramgarh,2024,82.69,18.9,32.97,95.3,41.82,16.66,66.61
Karnataka,Vijayanagara,2025,47.33,61.38,39.3,47.42,45.42,68.07,92.47
Uttar Pradesh,Jalaun,2024,78.61,78.63,75.89,24.06,18.92,49.14,56.77
Uttar Pradesh,Kanpur Nagar,2023,67.63,90.35,85.64,93.6,83.65,58.31,23.89
Chhattisgarh,Mungeli,2021,36.7,39.12,20.73,79.85,49.99,80.44,30.69
Tripura,West Tripura,2020,85.97,43.04,98.92,69.81,64.83,52.33,62.36
Assam,Goalpara,2022,52.49,32.92,33.02,59.4,56.77,22.03,46.48
Rajasthan,Salumbar,2019,74.01,75.3,53.24,61.41,69.21,82.6,93.11
Andhra Pradesh,West Godavari,2019,47.77,34.68,46.4,41.01,87.08,47.67,60.31
Uttar Pradesh,Jhansi,2022,33.78,29.28,85.85,76.95,40.82,45.26,13.88
Andhra Pradesh,Eluru,2021,72.78,18.55,59.16,20.16,25.51,40.36,45.12
Nagaland,Zunheboto,2023,99.71,13.71,95.78,35.4,33.22,33.08,12.17
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2022,51.43,39.43,95.67,22.29,54.01,40.71,61.93
Telangana,Jogulamba Gadwal,2017,21.79,97.24,58.88,38.16,88.01,75.2,52.88
Rajasthan,Kotputli-Behror,2025,75.32,23.44,23.18,76.38,49.18,81.51,40.33
West Bengal,Alipurduar,2021,22.35,30.87,99.58,21.22,72.6,74.55,26.24
Chhattisgarh,Janjgir-Champa,2021,65.57,99.84,76.98,44.68,29.45,34.99,31.48
Punjab,Hoshiarpur,2015,88.14,92.47,90.51,39.37,86.07,40.87,66.0
Assam,Dibrugarh,2017,10.95,91.41,65.59,90.63,40.83,88.5,12.41
Himachal Pradesh,Shimla,2016,81.48,87.2,48.42,99.15,75.47,98.96,59.56
Bihar,Bhagalpur,2019,44.01,66.23,92.37,43.72,42.44,22.48,21.54
Uttar Pradesh,Varanasi,2022,97.81,62.87,94.83,96.6,51.59,14.39,57.51
Uttar Pradesh,Fatehpur,2024,19.74,69.08,72.7,14.35,75.82,12.56,14.09
Maharashtra,Chandrapur,2019,36.27,65.05,27.66,88.42,50.26,53.22,57.02
Uttar Pradesh,Ambedkar Nagar,2023,14.59,72.39,32.65,24.4,35.37,54.64,19.97
Jharkhand,Giridih,2015,99.07,17.56,26.76,66.9,11.81,57.16,35.95
Uttar Pradesh,Aligarh,2020,21.37,99.02,98.9,29.58,28.83,28.11,83.75
Karnataka,Kodagu,2018,69.53,69.77,80.43,67.17,91.48,19.34,61.97
Haryana,Sirsa,2017,26.37,69.55,12.72,72.68,59.99,11.13,48.52
Assam,Jorhat,2024,38.77,37.01,94.5,57.1,38.77,96.8,82.92
Madhya Pradesh,Betul,2024,87.92,60.04,11.3,11.69,72.68,76.92,97.47
Meghalaya,West Khasi Hills,2024,26.65,89.61,24.16,42.93,17.3,54.36,16.13
Andhra Pradesh,Bapatla,2023,30.73,46.2,43.69,93.93,49.95,71.05,76.44
Andhra Pradesh,Sri Sathya Sai,2024,88.79,17.72,28.41,60.77,78.66,82.18,27.65
Gujarat,Porbandar,2018,57.04,31.33,62.35,67.38,94.27,79.41,78.46
Odisha,Kandhamal,2023,70.19,43.74,59.24,43.31,97.61,90.02,53.76
Tamil Nadu,Thiruvarur,2016,57.17,13.55,96.06,63.9,30.34,17.83,74.6
Nagaland,Chümoukedima,2015,37.28,74.22,75.67,71.41,25.77,60.72,94.4
Uttar Pradesh,Baghpat,2022,70.58,87.34,46.63,91.11,90.67,22.01,66.39
Rajasthan,Jaipur,2016,92.99,40.96,97.74,96.5,80.81,37.31,62.27
Assam,Kamrup,2015,31.65,30.92,50.93,81.58,20.35,32.58,74.85
Uttar Pradesh,Gautam Buddha Nagar,2018,94.74,81.5,60.72,61.8,18.82,38.83,73.91
Telangana,Jangaon,2017,99.33,57.65,59.24,84.05,76.68,68.88,23.67
Himachal Pradesh,Lahaul & Spiti,2018,29.23,46.93,18.64,90.87,18.3,70.36,63.85
Bihar,Supaul,2019,29.45,41.01,26.86,87.44,20.27,62.44,40.94
Meghalaya,Ri Bhoi,2016,29.46,63.57,70.2,29.47,75.19,26.66,79.72
Uttar Pradesh,Azamgarh,2016,47.32,14.23,97.29,21.71,98.92,30.06,25.28
Sikkim,Mangan,2017,94.55,57.29,47.3,48.55,90.04,45.92,44.37
Andhra Pradesh,Tirupati,2025,64.48,72.12,86.75,65.76,17.65,67.39,92.69
Chhattisgarh,Bijapur,2021,96.94,33.35,90.55,16.21,62.56,50.5,24.65
Gujarat,Chhota Udepur,2021,49.89,76.01,31.82,19.31,91.03,19.22,98.28
Kerala,Malappuram,2017,36.57,98.89,93.52,81.49,33.59,66.85,70.08
Gujarat,Vadodara,2023,82.77,86.86,52.52,82.58,15.49,81.99,97.76
Gujarat,Aravalli,2018,97.44,33.51,20.93,52.13,62.57,91.35,58.36
Haryana,Panchkula,2017,18.52,57.5,70.8,48.91,86.09,24.41,37.06
Bihar,Saran,2017,55.27,27.06,84.01,20.17,70.42,29.73,85.24
Kerala,Kollam,2015,63.9,93.22,60.08,12.86,76.71,86.56,13.17
Uttar Pradesh,Kaushambi,2020,55.75,20.27,34.73,88.38,17.76,17.32,42.51
Assam,Karbi Anglong,2019,69.73,20.44,64.95,97.77,93.67,34.39,13.54
Nagaland,Mokokchung,2024,89.82,90.5,12.38,49.93,28.35,89.58,91.28
Rajasthan,Jalore,2025,30.29,71.49,77.68,72.69,41.09,15.92,43.08
Kerala,Wayanad,2019,92.37,19.1,60.91,45.74,58.58,10.32,14.84
Chhattisgarh,Mungeli,2022,80.29,11.1,64.69,49.77,92.85,76.68,87.1
Arunachal Pradesh,Pakke-Kessang,2016,32.12,96.12,17.98,38.07,44.18,43.64,72.27
Chhattisgarh,Balrampur,2016,13.0,93.37,18.59,70.45,53.03,77.12,20.02
Arunachal Pradesh,Changlang,2020,63.44,19.25,35.37,66.07,82.68,66.77,95.94
Telangana,Wanaparthy,2019,79.86,53.35,32.16,21.97,10.77,90.85,88.39
Rajasthan,Khairthal-Tijara,2020,26.08,19.33,29.83,60.52,79.31,65.29,68.21
Chhattisgarh,Bastar,2023,33.23,80.81,66.68,75.41,61.21,42.75,33.39
Bihar,East Champaran,2023,84.77,34.82,76.72,49.7,12.86,96.13,51.32
Bihar,Aurangabad,2015,15.95,63.61,26.65,73.58,41.38,23.11,64.31
Telangana,Ranga Reddy,2025,64.57,62.45,87.81,73.03,23.19,98.35,50.18
Uttar Pradesh,Chitrakoot,2018,17.12,44.25,27.75,21.25,25.41,30.17,64.59
Manipur,Tengnoupal,2016,51.52,61.39,32.91,42.18,97.51,73.2,59.8
Tamil Nadu,Tirupathur,2015,93.97,67.22,42.95,77.11,19.56,84.83,30.26
Uttar Pradesh,Baghpat,2017,77.3,77.22,51.38,91.69,17.55,66.16,22.62
Rajasthan,Beawar,2017,89.31,69.87,85.55,93.38,55.44,64.2,98.78
Chhattisgarh,Surguja,2015,36.24,69.88,78.5,90.64,25.76,15.1,84.29
Madhya Pradesh,Seoni,2020,76.77,61.18,98.75,17.79,96.0,42.78,26.19
Andhra Pradesh,Krishna,2025,81.37,49.06,48.35,70.81,37.23,94.25,60.35
Arunachal Pradesh,Upper Subansiri,2016,83.93,73.65,52.14,51.55,58.76,28.01,76.81
West Bengal,Dakshin Dinajpur,2015,27.97,41.24,58.73,31.72,87.92,79.59,69.26
Mizoram,Serchhip,2021,57.5,77.57,39.08,70.22,50.42,50.97,75.79
Punjab,Pathankot,2022,10.92,28.97,97.81,28.52,48.73,25.28,97.08
Uttar Pradesh,Lucknow,2023,82.46,45.49,16.86,94.93,48.94,65.49,90.72
Kerala,Wayanad,2019,43.86,12.49,76.26,54.32,38.87,25.87,81.02
Madhya Pradesh,Sehore,2017,42.27,27.26,40.08,37.22,18.96,51.41,42.73
Uttar Pradesh,Rae Bareli,2024,99.22,63.13,15.67,63.79,29.12,15.27,69.53
Arunachal Pradesh,Siang,2022,99.48,32.5,65.89,12.69,72.42,89.43,81.31
Madhya Pradesh,Jhabua,2021,61.85,65.92,59.68,21.05,90.85,83.95,17.58
Haryana,Charkhi Dadri,2025,50.96,80.31,38.77,46.49,63.15,66.49,40.93
Meghalaya,Ri Bhoi,2017,32.88,70.2,85.6,23.18,30.12,46.74,75.31
West Bengal,Hooghly,2015,51.0,65.31,72.7,44.38,47.11,52.61,35.41
Andhra Pradesh,Annamayya,2016,57.81,96.11,56.65,71.93,51.65,61.16,19.19
Assam,Cachar,2023,21.86,81.83,63.15,78.3,99.5,38.06,29.37
Odisha,Ganjam,2018,63.53,37.73,23.04,29.33,10.65,80.52,73.96
Odisha,Nabarangpur,2025,94.35,70.77,13.09,54.35,53.31,42.38,75.9
Telangana,Mancherial,2021,54.65,65.71,62.09,32.48,39.6,21.2,65.02
Telangana,Medak,2021,89.93,19.29,64.8,18.85,70.63,84.48,94.18
Bihar,Nawada,2024,11.61,68.82,59.9,76.54,38.44,60.44,78.11
Maharashtra,Parbhani,2019,78.71,41.16,13.38,26.75,68.95,34.84,82.6
Odisha,Koraput,2023,73.16,80.7,79.41,31.11,51.92,32.75,66.96
Chhattisgarh,Raipur,2022,40.4,16.24,31.82,95.63,82.22,70.95,38.71
Bihar,East Champaran,2021,68.01,94.95,59.51,37.89,59.57,28.16,62.23
Tamil Nadu,Pudukkottai,2019,43.0,98.39,40.95,16.65,83.28,82.04,73.77
Punjab,Gurdaspur,2021,33.71,69.95,33.38,30.95,88.41,25.01,59.25
Kerala,Kasaragod,2020,41.23,18.13,68.27,52.92,49.84,56.43,41.54
Himachal Pradesh,Chamba,2021,28.09,12.12,17.39,67.85,18.72,98.75,14.23
West Bengal,Paschim Bardhaman,2021,59.72,36.81,98.59,71.35,90.11,97.01,80.0
Bihar,Katihar,2015,18.39,32.15,25.61,97.65,84.48,14.11,31.51
West Bengal,Cooch Behar,2021,76.86,90.08,41.68,40.05,75.33,65.41,21.47
Madhya Pradesh,Panna,2016,89.76,34.87,80.12,44.23,62.89,29.57,32.47
Bihar,Munger,2022,61.77,58.15,21.56,19.42,54.26,81.66,83.44
Bihar,West Champaran,2021,39.49,21.88,62.82,16.82,99.32,11.25,70.22
Punjab,Sri Muktsar Sahib,2018,35.37,39.11,91.04,67.69,24.38,34.6,22.55
Bihar,Nawada,2025,69.67,96.51,97.66,29.61,23.35,73.07,75.21
Uttar Pradesh,Pratapgarh,2025,80.47,11.68,76.03,38.0,56.29,73.14,82.21
Assam,Chirang,2024,97.22,50.9,97.89,29.49,89.01,50.91,68.7
Nagaland,Phek,2019,60.3,45.4,27.77,93.15,92.47,98.2,98.21
Arunachal Pradesh,Anjaw,2020,60.86,45.54,72.54,29.43,80.51,70.19,26.54
Telangana,Kamareddy,2015,72.08,97.81,21.88,84.61,65.44,49.6,61.75
Uttar Pradesh,Meerut,2025,65.66,16.82,18.94,60.23,64.0,33.91,16.56
Tamil Nadu,Ramanathapuram,2018,79.43,18.52,70.93,90.47,32.33,94.21,78.55
Bihar,Purnia,2024,17.37,27.59,49.66,87.85,56.92,55.83,52.48
Karnataka,Dakshina Kannada,2022,48.99,21.61,91.32,61.49,19.47,94.67,38.38
Gujarat,Botad,2025,54.79,71.22,22.72,11.86,99.37,40.4,49.75
Gujarat,Jamnagar,2023,56.71,68.44,14.1,72.79,37.03,43.95,56.37
Chhattisgarh,Raigarh,2022,58.53,52.65,51.53,94.46,26.25,50.06,46.64
Andhra Pradesh,Nandyal,2017,77.5,22.59,37.56,78.91,10.05,52.3,73.34
Rajasthan,Phalodi,2015,96.3,51.57,27.21,37.71,25.43,11.5,78.69
Madhya Pradesh,Bhopal,2025,21.3,33.72,50.55,89.08,58.68,62.12,84.71
Odisha,Nayagarh,2025,90.3,85.94,49.64,85.06,95.44,93.1,32.47
Uttarakhand,Haridwar,2024,55.18,92.04,25.15,79.74,27.64,71.88,38.89
Telangana,Mahabubnagar,2023,85.41,19.16,80.6,80.62,17.47,55.67,91.85
Uttar Pradesh,Balrampur,2022,27.59,39.98,16.87,64.78,33.81,76.02,54.14
West Bengal,South 24 Parganas,2017,66.0,32.5,20.51,79.4,74.2,92.51,39.42
Bihar,Samastipur,2020,11.31,35.65,90.27,34.83,70.95,98.62,50.68
Madhya Pradesh,Seoni,2025,77.83,76.24,80.81,76.79,80.58,66.37,29.87
Haryana,Jhajjar,2023,86.63,12.27,34.72,80.4,67.03,78.96,94.2
Karnataka,Udupi,2025,49.24,30.12,81.04,43.25,68.62,20.88,11.99
Odisha,Ganjam,2023,81.46,33.96,12.4,86.73,71.97,17.86,25.91
Tamil Nadu,Tiruvannamalai,2015,37.2,16.23,52.66,59.59,86.61,87.12,81.96
Chhattisgarh,Bastar,2023,81.96,20.11,84.47,17.34,90.23,93.62,26.99
Kerala,Ernakulam,2024,54.32,51.51,48.03,36.7,70.09,57.42,44.9
Bihar,Jamui,2020,80.39,71.21,60.84,83.75,29.33,85.76,87.94
Madhya Pradesh,Rajgarh,2020,96.14,65.29,52.45,72.23,54.54,85.95,67.49
Meghalaya,West Garo Hills,2019,56.03,87.78,20.57,68.97,66.64,22.29,84.5
Tamil Nadu,Thanjavur,2025,89.13,60.12,94.95,60.53,64.67,16.75,81.53
Jharkhand,Latehar,2020,51.26,21.25,18.77,74.37,74.36,68.55,63.18
Uttarakhand,Pauri Garhwal,2025,60.1,90.9,89.92,74.06,46.82,77.5,87.96
Rajasthan,Pali,2017,22.79,77.98,39.32,17.64,85.23,64.5,21.54
Arunachal Pradesh,Kamle,2024,89.82,33.19,45.9,98.13,19.06,97.83,10.2
Maharashtra,Sindhudurg,2020,23.86,60.56,76.48,36.28,85.52,60.24,77.78
Gujarat,Sabarkantha,2020,84.34,30.84,14.74,44.26,31.09,36.89,34.62
Telangana,Mahabubnagar,2019,37.99,57.79,23.92,85.41,75.02,58.43,83.15
Punjab,Fatehgarh Sahib,2025,27.81,13.48,84.44,39.88,17.36,41.53,12.2
Andhra Pradesh,Nandyal,2018,35.0,71.69,52.61,41.13,35.4,71.93,36.06
Andhra Pradesh,YSR Kadapa,2025,11.99,16.15,61.14,88.45,67.36,38.47,65.81
Arunachal Pradesh,Dibang Valley,2017,42.29,93.19,13.97,98.75,21.74,70.45,86.3
Odisha,Sundargarh,2025,11.09,89.3,73.95,97.22,64.91,84.46,67.29
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2019,51.58,42.17,90.15,34.02,59.05,39.93,14.96
Madhya Pradesh,Neemuch,2018,23.38,10.53,18.3,67.79,19.65,69.34,74.77
Chhattisgarh,Gariaband,2019,78.56,95.53,25.67,73.13,58.57,36.04,95.39
Telangana,Bhadradri Kothagudem,2021,24.87,36.8,53.19,93.95,18.58,33.99,34.7
Karnataka,Gadag,2018,34.02,98.09,66.76,61.67,83.13,32.54,66.07
Manipur,Bishnupur,2025,49.46,50.48,37.36,29.92,45.83,45.97,19.08
Madhya Pradesh,Sagar,2025,40.93,78.12,24.02,70.99,60.68,47.21,26.86
Tamil Nadu,Tirunelveli,2024,10.18,68.25,47.54,20.08,71.5,83.62,94.02
Meghalaya,East Khasi Hills,2016,15.82,69.42,66.14,98.77,14.53,44.39,19.11
Telangana,Adilabad,2023,73.24,48.98,54.03,87.91,86.66,31.02,95.45
Jharkhand,Bokaro,2019,35.94,15.55,10.59,26.26,82.19,82.98,70.52
Uttar Pradesh,Balrampur,2017,76.94,85.23,90.04,41.25,84.79,67.37,68.55
Odisha,Puri,2018,33.42,69.37,43.79,46.89,95.35,66.04,68.81
Madhya Pradesh,Hoshangabad (Narmadapuram),2021,20.62,85.34,44.68,70.26,20.04,69.13,63.29
Rajasthan,Churu,2018,41.08,69.01,77.97,70.8,34.25,42.91,74.65
Uttar Pradesh,Shahjahanpur,2024,79.57,14.3,31.8,76.0,92.53,32.15,32.25
West Bengal,Paschim Medinipur,2016,24.49,58.55,12.62,50.62,41.38,40.63,55.72
Odisha,Jagatsinghpur,2025,33.18,82.53,26.14,38.97,51.93,81.11,98.48
Bihar,Munger,2020,71.97,70.88,21.93,22.35,37.55,73.86,56.54
Arunachal Pradesh,Kamle,2018,79.65,95.09,13.7,21.56,39.74,41.85,36.21
Manipur,Kangpokpi,2024,27.69,17.09,89.72,19.57,76.41,74.1,99.63
Madhya Pradesh,Mandla,2021,48.34,94.79,18.87,21.25,11.64,90.97,16.67
Odisha,Koraput,2023,73.61,71.84,41.25,39.57,39.9,59.85,92.88
Manipur,Tengnoupal,2022,10.03,39.19,98.26,89.63,16.36,26.55,67.44
Karnataka,Bengaluru Urban,2022,86.29,97.79,53.2,78.18,95.43,74.64,55.92
Assam,Nagaon,2024,25.26,13.85,90.92,88.47,80.1,46.96,69.98
Chhattisgarh,Bijapur,2017,71.24,60.85,86.07,40.52,51.41,69.25,87.1
Tamil Nadu,Tirupathur,2017,94.55,77.82,25.08,30.43,50.26,30.28,93.42
Maharashtra,Beed,2021,87.5,13.17,28.04,97.33,87.45,92.09,89.34
Arunachal Pradesh,Lohit,2018,36.46,14.92,72.3,99.17,81.0,29.12,78.14
Uttar Pradesh,Kasganj,2018,29.27,12.24,95.02,91.12,51.53,88.81,73.99
West Bengal,Kolkata,2024,60.0,67.65,89.18,12.6,70.91,77.26,36.83
Haryana,Panchkula,2024,67.62,55.06,38.99,75.0,23.18,52.65,20.88
Bihar,Bhagalpur,2023,39.05,66.87,50.19,33.09,26.87,82.88,18.8
Assam,Morigaon,2022,33.97,87.06,43.0,43.92,15.9,48.61,55.86
Bihar,Gaya,2024,32.08,13.89,47.94,83.5,38.93,80.81,68.5
Uttar Pradesh,Auraiya,2015,54.66,54.66,28.73,60.73,99.27,19.05,81.84
Bihar,East Champaran,2022,25.06,25.12,75.56,89.58,82.48,67.4,36.84
Rajasthan,Deeg,2017,53.53,93.46,31.45,31.19,54.15,70.46,78.96
Karnataka,Belagavi,2017,15.25,23.67,42.68,87.21,82.67,55.44,94.67
Maharashtra,Chandrapur,2016,92.15,82.19,99.76,72.32,60.7,26.0,74.81
Punjab,Gurdaspur,2016,90.62,84.16,42.28,15.51,44.23,90.09,76.15
Uttarakhand,Udham Singh Nagar,2023,82.2,87.86,36.36,20.91,97.11,42.2,55.77
Himachal Pradesh,Kangra,2022,26.04,61.58,11.85,90.78,98.66,48.71,74.99
Uttar Pradesh,Fatehpur,2021,63.29,57.19,79.15,27.46,15.1,11.67,20.35
Bihar,Purnia,2018,26.46,58.99,13.85,13.39,37.27,81.41,28.35
Madhya Pradesh,Ujjain,2016,74.68,67.14,35.75,82.3,17.89,84.91,53.49
Maharashtra,Gondia,2018,52.18,66.12,20.62,55.58,86.96,31.58,79.3
Karnataka,Chitradurga,2019,57.95,63.42,50.22,82.97,49.7,33.37,22.14
