state,district,year,literacy_rate,schools,colleges,teachers,students,dropout_rate,digital_classrooms
Maharashtra,Sindhudurg,2023,64.56,1706,103,3877,189346,14.9,408
Maharashtra,Sindhudurg,2024,55.4,420,73,1150,121676,14.12,72
Maharashtra,Sindhudurg,2025,68.86,101,23,5007,182252,6.89,252
Maharashtra,Solapur,2015,77.11,1245,87,7698,37323,2.48,312
Maharashtra,Solapur,2016,64.75,102,46,4186,57457,4.05,146
Maharashtra,Solapur,2017,59.27,1582,140,7156,46698,13.72,131
Maharashtra,Solapur,2018,63.27,1800,40,895,6241,3.63,493
Maharashtra,Solapur,2019,58.49,1216,134,1283,180427,7.29,376
Maharashtra,Solapur,2020,75.92,352,121,5068,132644,12.79,221
Maharashtra,Solapur,2021,64.58,1650,54,5526,67324,10.27,237
Maharashtra,Solapur,2022,82.93,876,118,3230,157648,6.55,428
Maharashtra,Solapur,2023,83.48,1492,47,1096,164835,14.55,230
Maharashtra,Solapur,2024,60.04,1564,102,1008,99253,12.56,469
Maharashtra,Solapur,2025,93.36,143,178,4698,67254,8.35,302
Maharashtra,Thane,2015,92.49,74,136,3192,93294,4.87,357
Maharashtra,Thane,2016,94.32,749,62,7550,138655,6.63,388
Maharashtra,Thane,2017,71.57,1934,196,7448,51564,13.57,265
Maharashtra,Thane,2018,59.61,580,116,341,174116,14.92,404
Maharashtra,Thane,2019,89.54,395,177,4469,79350,7.71,179
Maharashtra,Thane,2020,67.4,328,151,4408,83020,3.05,367
Maharashtra,Thane,2021,93.1,378,111,3174,51682,14.36,463
Maharashtra,Thane,2022,61.31,1224,105,4946,10670,2.2,250
Maharashtra,Thane,2023,67.07,1201,172,4475,190161,6.87,425
Maharashtra,Thane,2024,77.45,1712,35,6540,95563,5.32,304
Maharashtra,Thane,2025,76.76,1902,69,3907,106597,3.7,127
Maharashtra,Wardha,2015,88.84,1039,106,2492,9452,10.47,12
Maharashtra,Wardha,2016,79.71,1889,76,2740,159869,7.72,95
Maharashtra,Wardha,2017,94.1,555,156,3356,77389,12.54,35
Maharashtra,Wardha,2018,79.59,738,117,5888,186845,8.65,483
Maharashtra,Wardha,2019,90.42,940,198,7030,17055,11.58,170
Maharashtra,Wardha,2020,70.45,962,16,3741,145117,6.78,110
Maharashtra,Wardha,2021,55.22,1942,155,3527,167433,11.9,301
Maharashtra,Wardha,2022,71.04,957,31,4076,76734,8.71,125
Maharashtra,Wardha,2023,87.59,1889,128,5307,10845,11.75,163
Maharashtra,Wardha,2024,72.16,1717,188,5369,127444,1.07,31
Maharashtra,Wardha,2025,89.87,358,12,3161,166790,12.18,387
Maharashtra,Washim,2015,74.12,206,186,5808,177303,7.16,193
Maharashtra,Washim,2016,59.68,185,34,3030,94254,2.59,172
Maharashtra,Washim,2017,94.7,1858,44,588,114835,2.15,376
Maharashtra,Washim,2018,65.3,941,119,5582,74094,8.26,127
Maharashtra,Washim,2019,65.55,316,45,6280,125004,6.69,130
Maharashtra,Washim,2020,84.89,1439,40,5736,91208,11.74,12
Maharashtra,Washim,2021,55.77,1624,101,5456,113331,11.95,201
Maharashtra,Washim,2022,93.63,1631,84,2409,90074,13.95,220
Maharashtra,Washim,2023,67.54,1670,23,382,106138,11.16,81
Maharashtra,Washim,2024,94.81,396,183,1770,80139,14.52,408
Maharashtra,Washim,2025,73.18,491,142,7709,162884,4.79,220
Maharashtra,Yavatmal,2015,66.79,1188,84,6530,184144,13.74,281
Maharashtra,Yavatmal,2016,70.53,940,179,3135,113313,9.59,195
Maharashtra,Yavatmal,2017,62.6,619,47,7680,93476,1.41,268
Maharashtra,Yavatmal,2018,65.37,324,132,430,24115,5.14,84
Maharashtra,Yavatmal,2019,70.24,379,157,7715,199847,7.26,70
Maharashtra,Yavatmal,2020,75.27,59,140,3568,109205,1.95,400
Maharashtra,Yavatmal,2021,80.66,1593,124,631,153522,13.11,343
Maharashtra,Yavatmal,2022,79.92,180,182,1060,71752,7.09,428
Maharashtra,Yavatmal,2023,93.97,1895,69,5633,25780,14.73,274
Maharashtra,Yavatmal,2024,60.21,1573,23,5829,48790,6.42,386
Maharashtra,Yavatmal,2025,74.63,149,123,3085,173822,14.03,131
Manipur,Bishnupur,2015,79.89,1852,15,1281,77442,2.84,474
Manipur,Bishnupur,2016,93.21,1028,79,6709,165342,7.94,130
Manipur,Bishnupur,2017,88.2,728,114,1435,185922,12.28,372
Manipur,Bishnupur,2018,55.03,586,151,7407,34529,14.53,99
Manipur,Bishnupur,2019,61.97,1952,112,830,50992,6.36,7
Manipur,Bishnupur,2020,79.93,477,49,4294,12946,1.59,345
Manipur,Bishnupur,2021,76.15,858,65,966,88242,6.73,5
Manipur,Bishnupur,2022,85.19,401,177,6133,3236,8.63,488
Manipur,Bishnupur,2023,73.61,579,96,6783,84244,4.85,379
Manipur,Bishnupur,2024,67.93,1640,169,854,156991,2.64,329
Manipur,Bishnupur,2025,74.94,1842,98,3695,125069,7.65,233
Manipur,Chandel,2015,88.15,1732,191,837,45874,9.23,245
Manipur,Chandel,2016,71.99,621,118,4569,46415,7.47,229
Manipur,Chandel,2017,67.43,1365,198,5827,30257,9.34,238
Manipur,Chandel,2018,85.44,911,164,7665,39308,7.95,98
Manipur,Chandel,2019,61.29,659,123,5579,116968,12.5,141
Manipur,Chandel,2020,63.26,835,35,3361,115969,13.3,280
Manipur,Chandel,2021,55.47,1060,196,6634,114570,6.1,59
Manipur,Chandel,2022,92.61,1886,27,871,60069,2.71,24
Manipur,Chandel,2023,86.59,586,109,7924,156215,10.62,93
Manipur,Chandel,2024,84.16,207,172,1515,193633,6.24,69
Manipur,Chandel,2025,79.87,995,52,4485,120563,11.25,267
Manipur,Churachandpur,2015,70.56,589,13,6332,158522,5.75,88
Manipur,Churachandpur,2016,90.49,1733,67,2421,179037,6.37,74
Manipur,Churachandpur,2017,84.9,846,58,2426,13998,11.83,158
Manipur,Churachandpur,2018,59.17,196,75,845,86014,3.87,381
Manipur,Churachandpur,2019,65.62,468,75,4162,149747,4.36,414
Manipur,Churachandpur,2020,61.27,1756,17,6586,150032,7.56,495
Manipur,Churachandpur,2021,56.06,594,57,6864,48497,12.5,308
Manipur,Churachandpur,2022,85.13,413,113,3346,178817,6.32,404
Manipur,Churachandpur,2023,90.43,840,127,5343,26968,9.38,48
Manipur,Churachandpur,2024,90.64,773,136,3109,164918,12.55,6
Manipur,Churachandpur,2025,60.73,660,54,5624,107063,14.83,173
Manipur,Imphal East,2015,85.89,668,32,5254,15227,7.3,456
Manipur,Imphal East,2016,85.69,1852,60,434,108038,12.13,212
Manipur,Imphal East,2017,81.18,522,81,559,91687,5.13,447
Manipur,Imphal East,2018,61.86,352,199,4318,7440,12.42,290
Manipur,Imphal East,2019,83.93,380,30,4318,29484,2.18,126
Manipur,Imphal East,2020,73.27,817,38,6333,2028,14.3,484
Manipur,Imphal East,2021,84.56,876,40,7333,148738,6.88,303
Manipur,Imphal East,2022,82.84,1865,98,4952,194236,2.22,287
Manipur,Imphal East,2023,75.24,502,66,1167,96377,11.98,398
Manipur,Imphal East,2024,90.04,1930,179,1080,165324,4.03,318
Manipur,Imphal East,2025,55.19,778,97,1524,164907,7.13,379
Manipur,Imphal West,2015,86.42,947,31,7460,8560,2.93,383
Manipur,Imphal West,2016,67.65,1587,49,3014,109582,8.92,225
Manipur,Imphal West,2017,92.3,872,5,1911,33858,9.04,238
Manipur,Imphal West,2018,56.92,713,103,1728,137392,3.64,198
Manipur,Imphal West,2019,85.96,1486,27,6898,63731,13.88,141
Manipur,Imphal West,2020,63.53,1706,178,3098,54728,4.99,248
Manipur,Imphal West,2021,70.57,1713,21,5536,166777,11.97,170
Manipur,Imphal West,2022,59.31,903,182,2952,50854,4.28,457
Manipur,Imphal West,2023,94.35,1477,181,6763,53222,12.89,476
Manipur,Imphal West,2024,81.67,138,180,7828,80102,6.64,377
Manipur,Imphal West,2025,87.08,1397,152,213,26412,7.4,184
Manipur,Jiribam,2015,56.63,444,98,1358,9883,10.53,244
Manipur,Jiribam,2016,91.49,696,36,2227,142009,4.11,288
Manipur,Jiribam,2017,59.0,1697,184,6109,133422,10.0,318
Manipur,Jiribam,2018,82.23,1752,154,2209,167853,6.65,170
Manipur,Jiribam,2019,81.78,978,81,426,168318,4.17,176
Manipur,Jiribam,2020,74.94,921,30,640,22958,13.98,134
Manipur,Jiribam,2021,61.44,826,116,1705,159315,8.75,82
Manipur,Jiribam,2022,75.84,566,8,6405,59226,1.32,455
Manipur,Jiribam,2023,85.57,1948,77,2686,2900,12.62,152
Manipur,Jiribam,2024,67.23,1935,166,202,179158,14.64,7
Manipur,Jiribam,2025,58.26,1137,111,3830,40419,14.78,235
Manipur,Kakching,2015,89.21,195,76,5094,168499,1.57,403
Manipur,Kakching,2016,87.08,1538,187,7267,106377,1.89,475
Manipur,Kakching,2017,83.1,1498,72,3411,39713,5.75,441
Manipur,Kakching,2018,74.45,156,139,2829,33167,2.9,226
Manipur,Kakching,2019,63.27,654,133,274,55078,9.51,161
Manipur,Kakching,2020,81.11,1918,177,3280,138285,3.05,79
Manipur,Kakching,2021,72.55,592,185,3623,175883,9.99,436
Manipur,Kakching,2022,76.99,347,17,487,49959,9.3,159
Manipur,Kakching,2023,78.89,831,26,7206,166533,12.72,249
Manipur,Kakching,2024,93.39,329,97,7511,104267,8.49,386
Manipur,Kakching,2025,62.45,1578,62,1112,113900,7.27,94
Manipur,Kamjong,2015,87.74,1417,73,816,101829,7.7,283
Manipur,Kamjong,2016,65.48,1813,71,7131,90745,6.81,326
Manipur,Kamjong,2017,74.01,1868,126,2403,103747,13.46,183
Manipur,Kamjong,2018,55.31,555,37,919,104276,14.31,112
Manipur,Kamjong,2019,93.23,663,116,6319,78713,12.42,454
Manipur,Kamjong,2020,58.36,1844,75,6932,154205,5.27,130
Manipur,Kamjong,2021,57.76,241,118,1714,26691,14.39,308
Manipur,Kamjong,2022,75.14,1641,68,5045,188372,11.68,14
Manipur,Kamjong,2023,74.8,874,55,6748,129952,2.95,301
Manipur,Kamjong,2024,91.56,1363,165,1767,124669,12.71,463
Manipur,Kamjong,2025,93.38,414,129,3651,92508,8.52,185
Manipur,Kangpokpi,2015,88.97,918,89,7761,165386,10.92,445
Manipur,Kangpokpi,2016,91.21,1284,188,2644,46841,3.56,413
Manipur,Kangpokpi,2017,73.43,234,151,7646,69936,1.39,476
Manipur,Kangpokpi,2018,90.07,1906,72,5848,144560,14.98,410
Manipur,Kangpokpi,2019,86.91,508,83,2759,115569,7.63,477
Manipur,Kangpokpi,2020,80.65,173,82,7340,162118,4.36,32
Manipur,Kangpokpi,2021,65.87,448,40,3650,119713,5.89,441
Manipur,Kangpokpi,2022,66.52,505,10,6546,39515,7.38,286
Manipur,Kangpokpi,2023,69.65,1007,74,3668,62808,3.96,177
Manipur,Kangpokpi,2024,77.76,672,196,921,137404,11.41,260
Manipur,Kangpokpi,2025,86.05,96,124,3018,108439,9.05,350
Manipur,Noney,2015,56.33,1514,176,6666,188447,4.17,426
Manipur,Noney,2016,71.08,694,194,6506,105691,8.74,422
Manipur,Noney,2017,58.87,183,69,6078,179328,12.99,466
Manipur,Noney,2018,80.63,1041,94,7579,127631,3.54,319
Manipur,Noney,2019,77.01,1418,43,6870,92009,5.58,433
Manipur,Noney,2020,88.72,719,128,2902,59543,8.48,148
Manipur,Noney,2021,59.75,68,22,6001,13317,6.1,261
Manipur,Noney,2022,89.58,460,123,3375,75793,7.0,428
Manipur,Noney,2023,83.22,295,171,7732,182354,2.59,245
Manipur,Noney,2024,88.9,87,7,6563,186073,7.33,49
Manipur,Noney,2025,90.6,1148,49,6980,119721,6.28,66
Manipur,Pherzawl,2015,80.25,1601,22,2827,41904,6.98,393
Manipur,Pherzawl,2016,63.01,974,39,7583,43312,2.0,251
Manipur,Pherzawl,2017,87.69,1109,93,5726,190652,4.13,474
Manipur,Pherzawl,2018,86.86,549,90,2899,8486,7.91,416
Manipur,Pherzawl,2019,67.63,1215,105,6020,184158,7.55,13
Manipur,Pherzawl,2020,88.68,540,170,280,56011,2.44,447
Manipur,Pherzawl,2021,85.74,1406,181,2836,17321,14.34,342
Manipur,Pherzawl,2022,82.62,231,21,1475,29605,13.2,96
Manipur,Pherzawl,2023,93.62,638,164,7970,156912,7.38,361
Manipur,Pherzawl,2024,60.87,1118,60,660,33099,4.14,309
Manipur,Pherzawl,2025,65.0,401,135,6546,78216,5.9,494
Manipur,Senapati,2015,61.69,1515,73,3987,75671,9.08,315
Manipur,Senapati,2016,55.23,292,65,7305,82665,10.46,152
Manipur,Senapati,2017,58.8,159,72,366,189770,2.36,328
Manipur,Senapati,2018,88.22,98,99,1644,27986,6.17,137
Manipur,Senapati,2019,72.88,1940,31,1705,180409,14.65,341
Manipur,Senapati,2020,84.88,1709,37,1786,8863,14.99,269
Manipur,Senapati,2021,55.17,1325,152,7735,42750,10.78,300
Manipur,Senapati,2022,58.08,506,23,7974,103278,13.0,484
Manipur,Senapati,2023,74.68,1243,26,1335,170596,1.45,276
Manipur,Senapati,2024,58.06,1134,171,2168,15745,12.77,40
Manipur,Senapati,2025,60.04,624,35,6574,2294,7.94,426
Manipur,Tamenglong,2015,58.15,1504,67,5259,149541,14.57,12
Manipur,Tamenglong,2016,83.82,1171,30,1432,70957,9.05,409
Manipur,Tamenglong,2017,85.18,1982,170,4002,171712,13.96,38
Manipur,Tamenglong,2018,91.41,282,12,7433,24739,6.15,65
Manipur,Tamenglong,2019,91.47,1534,70,6317,80116,9.65,321
Manipur,Tamenglong,2020,78.02,763,13,3830,73330,7.13,40
Manipur,Tamenglong,2021,93.93,1122,101,6300,179332,6.26,164
Manipur,Tamenglong,2022,55.46,522,126,1655,61503,11.79,44
Manipur,Tamenglong,2023,90.99,307,44,4919,35620,1.9,327
Manipur,Tamenglong,2024,72.01,439,131,7443,77411,8.58,186
Manipur,Tamenglong,2025,57.62,80,181,4330,68991,2.63,309
Manipur,Tengnoupal,2015,76.73,402,10,4566,151604,5.51,224
Manipur,Tengnoupal,2016,56.05,1745,13,6019,90702,11.73,459
Manipur,Tengnoupal,2017,68.79,860,105,575,131395,9.07,359
Manipur,Tengnoupal,2018,64.21,1004,79,786,86513,13.65,164
Manipur,Tengnoupal,2019,79.02,526,156,6513,18251,1.07,421
Manipur,Tengnoupal,2020,75.03,1179,106,6988,149920,9.78,387
Manipur,Tengnoupal,2021,90.96,57,14,1327,79831,8.43,421
Manipur,Tengnoupal,2022,66.99,1132,115,2315,3329,14.32,223
Manipur,Tengnoupal,2023,62.72,1738,92,6685,177752,6.1,219
Manipur,Tengnoupal,2024,86.17,115,199,4462,50750,4.34,323
Manipur,Tengnoupal,2025,74.43,1434,150,690,177379,13.21,40
Manipur,Thoubal,2015,91.17,1612,140,4719,180489,14.75,52
Manipur,Thoubal,2016,64.35,1392,129,1312,164142,8.43,203
Manipur,Thoubal,2017,65.37,1934,150,5141,128050,14.27,11
Manipur,Thoubal,2018,84.02,1518,20,4007,32251,9.16,129
Manipur,Thoubal,2019,77.1,1147,181,1124,198966,3.58,101
Manipur,Thoubal,2020,60.95,675,38,2832,139760,13.64,382
Manipur,Thoubal,2021,87.71,1272,68,5312,111634,7.0,278
Manipur,Thoubal,2022,85.22,113,97,990,198466,11.39,198
Manipur,Thoubal,2023,78.15,928,169,3683,176005,13.62,356
Manipur,Thoubal,2024,57.64,882,29,3656,110227,1.7,86
Manipur,Thoubal,2025,76.23,1834,151,1584,184487,1.26,256
Manipur,Ukhrul,2015,61.74,1063,169,2891,114807,4.73,274
Manipur,Ukhrul,2016,68.68,1630,17,5622,146199,11.28,273
Manipur,Ukhrul,2017,77.03,1082,186,1288,120747,3.46,259
Manipur,Ukhrul,2018,78.07,958,111,6106,61198,8.66,469
Manipur,Ukhrul,2019,56.48,695,156,6409,63401,13.48,444
Manipur,Ukhrul,2020,56.99,863,114,2816,100233,3.39,129
Manipur,Ukhrul,2021,94.67,1262,126,7421,15513,13.67,207
Manipur,Ukhrul,2022,57.15,1197,108,1873,41420,13.15,439
Manipur,Ukhrul,2023,79.72,1841,186,6727,103923,6.09,180
Manipur,Ukhrul,2024,73.75,120,106,3078,40837,7.3,283
Manipur,Ukhrul,2025,81.34,989,48,3847,11193,1.67,257
Meghalaya,East Garo Hills,2015,66.27,1183,107,2397,170325,1.56,333
Meghalaya,East Garo Hills,2016,58.91,1868,31,7855,173723,6.67,355
Meghalaya,East Garo Hills,2017,75.45,1813,105,5417,82959,14.39,95
Meghalaya,East Garo Hills,2018,89.41,247,148,273,33041,11.88,177
Meghalaya,East Garo Hills,2019,86.85,263,125,259,19027,8.26,156
Meghalaya,East Garo Hills,2020,60.51,1278,124,2986,173732,2.53,140
Meghalaya,East Garo Hills,2021,55.83,484,56,840,140984,5.79,247
Meghalaya,East Garo Hills,2022,84.69,1049,11,4637,47448,13.63,109
Meghalaya,East Garo Hills,2023,86.39,1908,114,6656,38926,5.84,234
Meghalaya,East Garo Hills,2024,80.14,1784,21,3611,141635,9.63,348
Meghalaya,East Garo Hills,2025,65.46,1590,61,791,53697,12.23,125
Meghalaya,East Jaintia Hills,2015,94.17,574,6,3902,154373,8.46,379
Meghalaya,East Jaintia Hills,2016,63.69,1014,196,2263,63218,3.58,67
Meghalaya,East Jaintia Hills,2017,80.11,1918,166,1877,4837,10.53,40
Meghalaya,East Jaintia Hills,2018,73.28,1034,169,2172,42695,12.77,260
Meghalaya,East Jaintia Hills,2019,61.34,1661,21,2391,59838,14.88,271
Meghalaya,East Jaintia Hills,2020,63.93,1228,94,7635,75447,10.69,88
Meghalaya,East Jaintia Hills,2021,94.33,599,87,928,43628,2.65,461
Meghalaya,East Jaintia Hills,2022,79.89,223,162,6786,59297,13.15,92
Meghalaya,East Jaintia Hills,2023,67.01,476,25,4435,37391,11.25,103
Meghalaya,East Jaintia Hills,2024,92.11,1099,173,7014,8856,3.94,229
Meghalaya,East Jaintia Hills,2025,75.22,1348,18,3373,148279,12.02,18
Meghalaya,East Khasi Hills,2015,85.31,1853,143,3289,133773,12.87,166
Meghalaya,East Khasi Hills,2016,87.09,1818,8,5597,70558,11.78,211
Meghalaya,East Khasi Hills,2017,69.58,1116,52,4567,184988,10.98,136
Meghalaya,East Khasi Hills,2018,94.24,461,14,6197,100051,13.09,306
Meghalaya,East Khasi Hills,2019,67.21,1658,7,1962,11543,10.76,212
Meghalaya,East Khasi Hills,2020,90.24,410,38,803,181627,11.02,312
Meghalaya,East Khasi Hills,2021,73.6,711,160,2752,86517,9.51,259
Meghalaya,East Khasi Hills,2022,78.71,1046,142,870,123166,13.8,353
Meghalaya,East Khasi Hills,2023,81.92,1926,190,3852,44740,3.59,346
Meghalaya,East Khasi Hills,2024,68.14,804,66,7646,83291,3.7,226
Meghalaya,East Khasi Hills,2025,91.8,1555,126,6059,76809,6.84,420
Meghalaya,North Garo Hills,2015,61.71,838,51,925,69767,3.55,443
Meghalaya,North Garo Hills,2016,91.99,661,130,710,54929,1.54,205
Meghalaya,North Garo Hills,2017,85.44,1255,47,2337,169363,1.75,343
Meghalaya,North Garo Hills,2018,81.65,382,174,5310,128719,4.47,35
Meghalaya,North Garo Hills,2019,70.27,87,130,4710,193632,2.2,439
Meghalaya,North Garo Hills,2020,84.16,1204,67,1777,130337,1.93,415
Meghalaya,North Garo Hills,2021,68.53,1200,178,7910,165307,1.62,369
Meghalaya,North Garo Hills,2022,56.67,802,113,5375,123733,2.79,487
Meghalaya,North Garo Hills,2023,94.54,1583,17,669,194409,11.25,19
Meghalaya,North Garo Hills,2024,80.84,1831,142,3160,5741,3.51,155
Meghalaya,North Garo Hills,2025,64.86,1900,172,804,45244,7.01,16
Meghalaya,Ri Bhoi,2015,79.28,544,97,3196,36355,10.86,9
Meghalaya,Ri Bhoi,2016,76.04,1504,140,2132,104606,2.2,116
Meghalaya,Ri Bhoi,2017,61.53,374,32,6010,107393,4.5,35
Meghalaya,Ri Bhoi,2018,77.46,398,138,3406,69267,2.74,239
Meghalaya,Ri Bhoi,2019,66.07,610,43,4077,119812,9.43,478
Meghalaya,Ri Bhoi,2020,58.88,755,189,3796,48858,1.66,454
Meghalaya,Ri Bhoi,2021,91.48,1958,81,6157,9105,5.81,166
Meghalaya,Ri Bhoi,2022,85.18,156,192,6410,54711,12.45,145
Meghalaya,Ri Bhoi,2023,58.18,887,65,7785,132004,8.75,251
Meghalaya,Ri Bhoi,2024,79.15,102,47,3448,65157,10.1,27
Meghalaya,Ri Bhoi,2025,87.93,1908,50,1392,45019,13.85,105
Meghalaya,South Garo Hills,2015,80.83,261,49,1719,161232,9.37,378
Meghalaya,South Garo Hills,2016,74.34,1461,187,6333,122317,14.15,333
Meghalaya,South Garo Hills,2017,65.14,888,177,3887,162398,13.16,181
Meghalaya,South Garo Hills,2018,66.48,537,97,4087,144007,5.86,244
Meghalaya,South Garo Hills,2019,80.55,1946,54,6526,42276,10.57,223
Meghalaya,South Garo Hills,2020,68.82,1046,158,539,186822,11.93,219
Meghalaya,South Garo Hills,2021,63.75,1879,12,3878,123628,6.73,471
Meghalaya,South Garo Hills,2022,73.28,210,81,4439,7984,10.61,215
Meghalaya,South Garo Hills,2023,59.19,1515,17,6030,52419,6.38,248
Meghalaya,South Garo Hills,2024,67.53,1215,152,1950,21153,13.32,164
Meghalaya,South Garo Hills,2025,80.89,1505,40,2770,88067,6.13,194
Meghalaya,South West Garo Hills,2015,61.08,1929,147,6860,20182,1.99,448
Meghalaya,South West Garo Hills,2016,63.93,527,145,6520,112312,11.97,409
Meghalaya,South West Garo Hills,2017,56.24,507,23,5578,126186,8.67,479
Meghalaya,South West Garo Hills,2018,63.01,1317,23,5364,173702,14.33,126
Meghalaya,South West Garo Hills,2019,79.3,1553,86,4210,87901,6.88,341
Meghalaya,South West Garo Hills,2020,91.28,1941,140,4640,118235,12.42,173
Meghalaya,South West Garo Hills,2021,88.41,774,56,1754,60697,8.06,213
Meghalaya,South West Garo Hills,2022,58.52,1412,111,4402,184577,10.19,281
Meghalaya,South West Garo Hills,2023,86.6,964,77,2830,33864,4.23,348
Meghalaya,South West Garo Hills,2024,63.01,1925,97,499,92232,1.87,194
Meghalaya,South West Garo Hills,2025,81.23,407,136,2504,165022,3.08,363
Meghalaya,South West Khasi Hills,2015,78.78,975,26,2849,58502,12.19,148
Meghalaya,South West Khasi Hills,2016,94.95,695,86,6089,22219,8.99,434
Meghalaya,South West Khasi Hills,2017,64.53,1995,21,2342,195224,6.36,158
Meghalaya,South West Khasi Hills,2018,77.87,1017,95,4984,98202,2.25,431
Meghalaya,South West Khasi Hills,2019,57.99,695,123,4537,50473,3.35,52
Meghalaya,South West Khasi Hills,2020,87.37,623,42,623,193505,7.27,264
Meghalaya,South West Khasi Hills,2021,79.64,336,102,4891,144820,7.74,338
Meghalaya,South West Khasi Hills,2022,65.17,678,19,6671,83817,1.62,264
Meghalaya,South West Khasi Hills,2023,93.16,1176,90,6969,5861,1.13,14
Meghalaya,South West Khasi Hills,2024,57.5,1675,78,6456,163625,10.32,43
Meghalaya,South West Khasi Hills,2025,79.26,1850,98,7842,81161,2.28,490
Meghalaya,West Garo Hills,2015,80.45,1662,181,5812,186480,3.43,60
Meghalaya,West Garo Hills,2016,85.22,1441,198,4567,145762,5.07,104
Meghalaya,West Garo Hills,2017,83.19,846,13,5200,11770,4.09,328
Meghalaya,West Garo Hills,2018,77.56,1750,28,7049,114139,4.64,450
Meghalaya,West Garo Hills,2019,81.37,1940,198,7611,30260,9.61,466
Meghalaya,West Garo Hills,2020,79.2,1435,27,6075,189563,10.87,431
Meghalaya,West Garo Hills,2021,70.06,412,184,7261,131769,4.43,438
Meghalaya,West Garo Hills,2022,76.88,1253,49,1080,30834,10.0,94
Meghalaya,West Garo Hills,2023,62.85,1622,48,2157,74584,8.84,207
Meghalaya,West Garo Hills,2024,83.06,1965,135,4143,72192,5.47,165
Meghalaya,West Garo Hills,2025,77.88,116,76,3214,24313,5.89,106
Meghalaya,West Jaintia Hills,2015,57.7,1281,31,6617,95065,9.89,438
Meghalaya,West Jaintia Hills,2016,59.77,1252,161,3381,198898,14.54,116
Meghalaya,West Jaintia Hills,2017,94.84,329,34,4357,21739,12.8,54
Meghalaya,West Jaintia Hills,2018,66.18,434,188,1680,25080,14.98,430
Meghalaya,West Jaintia Hills,2019,82.27,1317,107,5345,96131,7.53,413
Meghalaya,West Jaintia Hills,2020,81.81,343,32,2321,140163,11.34,459
Meghalaya,West Jaintia Hills,2021,66.86,672,148,5776,98835,12.06,387
Meghalaya,West Jaintia Hills,2022,71.55,117,80,4788,122300,13.62,214
Meghalaya,West Jaintia Hills,2023,57.85,626,31,3179,56678,1.98,265
Meghalaya,West Jaintia Hills,2024,61.63,1823,64,5864,108197,12.76,151
Meghalaya,West Jaintia Hills,2025,72.35,761,172,3073,73624,9.8,349
Meghalaya,West Khasi Hills,2015,87.38,637,195,6582,147770,3.62,34
Meghalaya,West Khasi Hills,2016,73.56,579,133,4747,28254,2.85,136
Meghalaya,West Khasi Hills,2017,72.37,1735,22,3325,131409,4.14,8
Meghalaya,West Khasi Hills,2018,94.89,93,197,7350,51111,5.97,168
Meghalaya,West Khasi Hills,2019,82.63,178,176,7865,11282,5.03,350
Meghalaya,West Khasi Hills,2020,90.18,806,72,7337,191182,2.69,45
Meghalaya,West Khasi Hills,2021,90.91,594,83,5196,142356,13.9,108
Meghalaya,West Khasi Hills,2022,74.96,758,50,213,21112,1.84,254
Meghalaya,West Khasi Hills,2023,70.0,799,193,4251,30120,10.94,359
Meghalaya,West Khasi Hills,2024,73.33,1406,191,2835,24696,6.01,184
Meghalaya,West Khasi Hills,2025,77.42,519,103,3014,45229,5.7,391
Mizoram,Aizawl,2015,74.43,1701,84,7294,195236,6.2,9
Mizoram,Aizawl,2016,73.49,1843,91,1461,166580,4.3,50
Mizoram,Aizawl,2017,83.11,1933,128,1220,56753,6.05,422
Mizoram,Aizawl,2018,65.34,916,183,4034,90367,6.0,281
Mizoram,Aizawl,2019,93.4,957,49,1333,168623,9.45,466
Mizoram,Aizawl,2020,76.22,635,185,7577,52027,11.76,101
Mizoram,Aizawl,2021,74.8,708,23,5178,187935,8.01,60
Mizoram,Aizawl,2022,57.79,453,48,2267,53511,6.23,78
Mizoram,Aizawl,2023,94.04,341,24,5716,164135,10.63,78
Mizoram,Aizawl,2024,70.95,1788,20,7689,112419,6.52,164
Mizoram,Aizawl,2025,82.59,1658,65,1843,43730,13.42,174
Mizoram,Champhai,2015,67.72,859,184,539,101267,12.95,208
Mizoram,Champhai,2016,57.36,623,126,4092,109993,10.34,297
