state,district,year,rural_roads,village_development_index,employment_scheme,agriculture_support,rural_income,water_access,education_access
Tripura,Khowai,2024,26.47,17.38,77.08,92.73,55.65,19.2,75.07
West Bengal,Darjeeling,2023,58.08,83.22,14.33,78.12,34.27,80.48,39.45
Uttar Pradesh,Ballia,2024,50.62,77.72,11.42,52.02,23.84,21.79,53.44
Madhya Pradesh,Anuppur,2017,88.54,24.66,30.29,51.47,50.7,70.26,34.12
Bihar,Bhojpur,2020,79.23,73.72,99.96,40.65,93.85,82.38,27.87
Andhra Pradesh,Chittoor,2024,63.58,26.26,63.61,49.63,28.58,16.12,48.14
Telangana,Jangaon,2025,94.05,72.03,15.86,64.57,45.37,69.36,83.01
Assam,Dima Hasao,2019,75.57,66.22,89.95,88.15,55.76,77.94,30.46
Uttar Pradesh,Lakhimpur Kheri,2015,94.68,51.11,92.59,72.1,30.38,29.45,37.7
Uttar Pradesh,Amroha,2018,27.49,35.15,55.47,47.8,12.63,88.6,52.83
Gujarat,Bharuch,2015,31.57,75.83,59.31,85.46,84.19,42.1,29.47
Bihar,Jamui,2022,64.88,50.25,24.0,65.25,93.07,16.76,29.9
Telangana,Ranga Reddy,2020,60.68,67.63,29.0,27.67,88.47,59.49,52.07
Sikkim,Gyalshing,2016,73.2,59.42,28.72,37.36,79.34,28.93,79.16
Assam,Dhemaji,2021,56.97,17.54,12.86,56.44,33.69,38.21,85.84
Nagaland,Tseminyu,2016,66.42,91.7,86.21,82.53,31.29,17.89,76.54
Rajasthan,Pali,2022,56.11,23.72,82.27,12.64,28.74,61.63,45.21
Madhya Pradesh,Harda,2019,38.58,87.55,81.87,92.34,63.26,44.62,57.92
Madhya Pradesh,Sehore,2016,72.07,15.27,32.49,41.57,98.31,61.23,31.14
Chhattisgarh,Sakti,2025,32.02,40.26,75.58,34.7,93.17,20.37,37.49
Gujarat,Ahmedabad,2022,22.28,81.74,59.84,22.61,52.86,11.92,55.13
Mizoram,Hnahthial,2019,90.83,23.9,50.77,70.89,17.39,56.86,12.89
Maharashtra,Parbhani,2023,72.7,52.27,25.08,17.54,54.6,82.96,67.02
Chhattisgarh,Kondagaon,2016,35.69,62.29,45.51,86.29,71.76,99.89,43.85
West Bengal,Howrah,2022,56.91,15.52,22.04,42.59,56.79,15.75,85.35
Gujarat,Mehsana,2022,81.61,73.9,81.89,53.93,86.87,24.19,77.83
Karnataka,Bengaluru Rural,2019,34.37,47.75,45.19,68.64,95.59,71.84,99.05
Madhya Pradesh,Seoni,2018,61.86,16.74,79.87,57.79,46.52,42.13,28.27
Uttar Pradesh,Pilibhit,2020,57.33,54.83,77.4,65.89,41.68,81.03,37.73
Maharashtra,Mumbai City,2018,69.14,40.73,53.28,40.69,26.77,30.49,30.46
Rajasthan,Kotputli-Behror,2018,78.77,65.56,29.06,31.77,21.01,17.17,31.47
Maharashtra,Yavatmal,2018,47.35,48.79,32.09,27.2,74.64,34.35,18.21
Arunachal Pradesh,Lower Siang,2015,71.64,84.53,83.31,28.83,58.63,10.07,79.46
Meghalaya,East Khasi Hills,2017,13.53,58.69,22.88,30.04,70.51,30.69,63.79
Bihar,Kishanganj,2021,44.51,21.84,71.37,83.55,69.22,49.03,40.84
Maharashtra,Mumbai City,2024,10.22,31.03,22.69,79.77,44.98,78.84,31.51
Rajasthan,Jalore,2018,49.58,62.19,79.13,63.97,76.08,27.31,80.41
Nagaland,Mokokchung,2020,83.26,21.37,91.55,59.41,57.27,25.13,54.06
Bihar,Gaya,2016,68.45,58.52,97.47,33.1,91.69,30.64,68.86
Karnataka,Hassan,2023,27.35,49.76,37.64,87.91,49.01,26.25,33.63
Rajasthan,Dholpur,2021,26.69,90.53,14.99,25.7,63.21,61.3,84.8
Tamil Nadu,Tiruppur,2021,41.88,19.3,57.69,15.38,10.39,65.51,47.84
Haryana,Jind,2019,63.63,35.99,66.64,24.3,28.24,26.93,60.93
Gujarat,Dang,2025,42.21,94.17,64.06,96.25,94.86,34.25,61.43
Odisha,Malkangiri,2017,23.23,79.8,79.96,24.13,79.15,84.39,61.6
Telangana,Rajanna Sircilla,2016,25.27,17.12,76.1,37.35,76.17,46.39,13.89
Manipur,Kangpokpi,2017,82.62,97.64,16.41,29.37,77.98,78.44,95.95
Gujarat,Kutch,2015,65.75,17.01,78.88,73.71,18.58,53.43,51.25
Telangana,Medchal-Malkajgiri,2021,34.77,61.92,30.17,40.3,30.98,42.33,36.1
Karnataka,Vijayanagara,2016,22.51,18.24,70.9,52.34,40.09,28.89,90.87
Bihar,Purnia,2023,16.65,14.63,39.11,65.06,49.99,71.21,18.42
Chhattisgarh,Bastar,2025,90.4,86.37,67.77,19.32,16.62,88.77,63.58
Arunachal Pradesh,Pakke-Kessang,2022,66.97,39.44,18.21,60.6,81.19,69.68,77.08
Jharkhand,Deoghar,2016,19.4,18.33,51.63,95.63,28.73,94.65,28.98
Andhra Pradesh,Kurnool,2019,68.36,55.76,52.08,56.27,57.87,52.7,71.9
Chhattisgarh,Janjgir-Champa,2022,83.33,29.9,73.09,66.6,47.96,53.9,47.58
Madhya Pradesh,Mandla,2021,32.66,78.95,67.83,72.13,42.84,32.85,81.23
Uttar Pradesh,Azamgarh,2015,98.54,69.87,41.63,33.39,72.52,16.51,69.99
Gujarat,Jamnagar,2016,34.44,36.99,98.06,77.43,86.29,86.15,19.42
Punjab,Gurdaspur,2024,35.53,12.7,35.19,65.32,80.09,41.01,47.51
Karnataka,Belagavi,2021,73.37,98.32,32.07,64.3,74.65,12.0,31.27
Rajasthan,Sri Ganganagar,2021,63.45,33.03,64.72,14.68,48.02,48.15,98.76
Haryana,Rohtak,2017,81.6,87.89,13.54,74.96,35.91,14.18,41.99
Uttar Pradesh,Shahjahanpur,2016,89.21,73.2,41.57,68.27,61.73,26.7,96.57
Bihar,Saran,2021,61.76,99.68,28.67,87.66,42.98,24.4,50.94
Tamil Nadu,Tiruvannamalai,2017,38.97,68.73,79.8,32.12,58.65,36.25,41.59
Arunachal Pradesh,Tirap,2021,15.04,26.68,26.74,81.89,61.82,92.35,46.46
Tripura,Sepahijala,2024,66.19,96.33,97.28,36.12,21.2,93.08,27.98
Madhya Pradesh,Sheopur,2016,15.92,83.27,64.37,71.31,80.53,60.53,73.25
Rajasthan,Pratapgarh,2020,96.89,81.82,28.03,74.53,20.33,62.95,12.19
Kerala,Kasaragod,2016,98.23,35.81,63.12,97.2,34.9,37.95,52.97
Uttar Pradesh,Shahjahanpur,2018,77.11,45.24,47.91,31.01,84.17,62.65,82.21
Andhra Pradesh,Kakinada,2023,99.59,93.16,82.48,13.42,90.43,35.2,11.81
Kerala,Kozhikode,2017,55.51,76.59,82.74,10.45,69.13,91.07,35.76
Uttar Pradesh,Amethi,2018,32.7,40.8,84.46,90.15,10.5,49.95,59.55
Assam,Dibrugarh,2024,39.0,20.9,38.88,81.38,20.46,48.59,17.58
Nagaland,Mon,2024,41.35,29.95,95.57,18.13,38.47,49.02,47.39
West Bengal,South 24 Parganas,2022,92.59,82.73,17.92,82.08,93.8,15.15,44.46
Madhya Pradesh,Gwalior,2022,20.13,32.73,26.77,32.31,49.61,38.91,88.03
Himachal Pradesh,Una,2016,10.87,73.27,65.02,87.84,90.14,82.53,15.71
Punjab,Rupnagar,2019,79.57,56.22,37.09,83.59,17.41,87.72,17.0
Chhattisgarh,Dantewada,2023,69.08,52.05,28.82,36.06,36.61,68.22,77.79
Assam,Golaghat,2020,83.33,81.76,83.71,97.56,59.54,34.23,33.8
Mizoram,Saiha,2015,73.11,79.92,42.05,85.44,41.35,49.5,71.18
Uttar Pradesh,Gautam Buddha Nagar,2018,76.69,90.75,77.29,62.11,52.35,44.43,64.0
Arunachal Pradesh,Dibang Valley,2016,63.09,59.55,89.96,45.78,98.66,54.07,31.93
Uttar Pradesh,Saharanpur,2017,93.2,21.44,55.78,43.54,57.98,55.34,93.95
Haryana,Sonipat,2022,39.47,51.07,46.68,51.64,58.85,63.0,87.41
Nagaland,Wokha,2016,15.09,92.37,77.6,80.48,48.83,24.47,85.5
Uttarakhand,Udham Singh Nagar,2020,71.87,29.3,22.43,81.44,76.61,42.82,78.2
Rajasthan,Sawai Madhopur,2015,84.94,25.18,89.37,66.02,88.97,73.68,16.61
Mizoram,Kolasib,2025,86.19,99.24,60.72,32.25,34.91,10.47,41.24
Rajasthan,Pratapgarh,2016,22.13,75.16,52.4,45.5,34.03,92.75,55.21
Kerala,Kasaragod,2022,33.99,19.0,70.82,53.99,49.34,49.32,78.9
Madhya Pradesh,Balaghat,2020,91.85,19.51,48.86,44.13,68.72,56.24,81.07
Punjab,Jalandhar,2018,64.71,88.77,39.16,26.79,97.45,30.26,94.86
Odisha,Gajapati,2015,10.63,18.28,25.46,96.41,57.01,34.11,39.59
Jharkhand,Ranchi,2025,34.3,27.55,81.77,36.98,49.79,11.61,63.42
Jharkhand,Khunti,2025,56.88,58.34,71.05,86.11,24.92,72.87,93.6
Maharashtra,Gadchiroli,2021,91.45,29.02,76.96,11.28,75.65,95.18,67.95
Uttar Pradesh,Bareilly,2015,75.21,94.86,18.1,20.15,26.39,83.02,77.11
Rajasthan,Alwar,2021,83.17,26.59,52.85,61.84,65.78,61.89,86.59
Odisha,Boudh,2021,62.15,64.32,60.54,86.4,64.15,50.33,64.89
Rajasthan,Karauli,2024,40.81,47.88,85.25,99.75,54.94,33.82,43.53
Punjab,Ludhiana,2023,67.45,92.0,92.65,30.51,50.81,62.75,86.65
Tamil Nadu,Tiruvannamalai,2017,61.21,28.68,81.78,15.66,10.88,38.24,58.0
Madhya Pradesh,Harda,2021,35.47,99.86,48.98,87.57,78.11,67.68,56.63
Jharkhand,Chatra,2023,36.55,40.41,86.44,70.42,49.75,38.86,56.22
Uttar Pradesh,Hamirpur,2016,45.09,53.43,15.55,63.01,39.31,47.1,88.72
Uttar Pradesh,Ghaziabad,2019,27.93,47.03,68.93,35.26,35.48,45.98,48.74
Himachal Pradesh,Solan,2024,55.66,58.9,59.39,16.61,62.54,61.74,86.75
Arunachal Pradesh,Upper Subansiri,2018,12.11,69.05,14.79,17.35,18.82,11.72,48.28
Assam,Tinsukia,2016,68.03,31.67,92.21,77.34,52.93,56.7,87.36
Karnataka,Kalaburagi,2019,32.63,84.41,86.53,88.97,99.62,15.89,70.67
Jharkhand,Latehar,2024,41.29,67.78,18.2,41.06,38.68,71.71,95.08
Telangana,Jayashankar Bhupalpally,2016,54.43,41.55,26.94,10.85,76.16,75.1,31.28
Arunachal Pradesh,West Siang,2023,66.73,78.57,57.43,88.24,56.32,44.12,26.44
Gujarat,Porbandar,2019,72.85,94.77,33.54,55.75,32.91,99.62,55.63
Bihar,Kishanganj,2024,80.13,31.81,83.89,13.01,28.9,98.86,31.53
Punjab,Sangrur,2022,52.32,81.2,97.56,78.47,58.06,95.62,20.01
Haryana,Palwal,2019,63.91,31.13,68.14,76.45,93.02,54.77,89.38
Haryana,Sirsa,2022,65.83,19.61,21.58,18.66,95.66,54.75,93.69
Assam,Baksa,2016,34.06,17.32,99.89,77.0,19.55,67.75,67.06
Gujarat,Tapi,2018,41.31,94.96,63.06,49.92,94.77,65.0,13.2
Madhya Pradesh,Chhindwara,2019,17.26,45.46,99.35,19.78,39.61,76.89,30.78
Andhra Pradesh,Srikakulam,2016,68.34,77.38,83.04,67.76,86.62,20.61,16.84
Telangana,Medchal-Malkajgiri,2020,57.46,78.88,51.39,39.62,48.76,34.66,11.53
Manipur,Chandel,2022,83.29,47.33,93.43,99.35,97.6,44.73,98.68
Uttar Pradesh,Firozabad,2016,70.75,72.06,30.73,10.63,48.09,53.63,49.22
Assam,Dhubri,2016,89.77,85.37,69.06,51.65,65.55,70.97,48.49
Odisha,Puri,2021,47.15,41.33,11.95,93.37,85.47,63.62,83.36
Uttar Pradesh,Amroha,2025,39.08,72.54,20.79,72.76,75.23,13.47,37.12
Rajasthan,Sawai Madhopur,2022,11.84,86.18,49.12,67.65,40.97,43.97,31.37
Tamil Nadu,Sivaganga,2019,38.43,96.83,20.33,70.88,27.84,79.23,68.52
Jharkhand,Dhanbad,2015,65.73,13.93,26.27,33.53,37.09,58.11,23.15
Uttar Pradesh,Rampur,2017,41.03,76.07,24.17,84.73,46.29,96.15,83.05
Odisha,Sonepur,2020,65.7,53.78,90.37,84.84,90.76,40.11,29.58
Gujarat,Dang,2022,69.5,15.98,83.75,43.23,42.44,49.56,77.23
Jharkhand,Sahebganj,2025,80.27,58.37,38.19,45.15,41.42,68.68,84.39
Telangana,Hyderabad,2016,77.85,23.7,99.78,11.33,76.74,11.12,68.96
Kerala,Palakkad,2016,77.42,99.46,33.25,28.97,21.0,56.11,46.07
Mizoram,Champhai,2022,58.11,99.46,42.6,50.39,53.94,88.89,44.0
Gujarat,Ahmedabad,2023,12.68,31.65,23.97,95.49,44.05,50.55,16.15
Maharashtra,Sangli,2024,15.29,83.94,83.7,46.76,24.24,43.93,15.76
Maharashtra,Nashik,2018,17.31,35.38,52.03,12.86,35.64,62.62,32.46
Karnataka,Vijayanagara,2020,45.98,60.67,49.39,36.77,62.63,39.9,94.81
Odisha,Boudh,2018,57.21,87.82,17.83,74.2,58.03,23.86,40.64
Uttarakhand,Champawat,2024,52.42,70.56,88.67,58.38,20.37,35.07,62.9
Arunachal Pradesh,Upper Siang,2015,48.06,38.27,78.89,15.23,29.25,44.31,72.89
Haryana,Jhajjar,2016,54.08,52.31,26.55,45.48,23.97,10.11,93.36
Uttarakhand,Dehradun,2017,93.96,48.88,19.63,49.83,42.81,60.4,83.11
West Bengal,Jhargram,2020,25.0,51.44,53.51,68.6,45.25,78.36,15.83
Himachal Pradesh,Kangra,2024,81.44,66.87,35.53,42.81,87.36,52.87,60.42
Jharkhand,Ranchi,2019,96.1,25.24,23.17,56.61,81.68,10.77,55.58
Uttar Pradesh,Balrampur,2021,28.18,81.6,99.83,22.4,65.16,12.6,47.79
Karnataka,Haveri,2022,98.78,56.65,59.22,63.3,34.32,24.31,20.56
Andhra Pradesh,NTR,2016,31.24,26.38,65.02,27.21,99.44,96.07,94.64
Punjab,Rupnagar,2021,96.17,39.3,47.08,94.93,36.54,24.01,52.82
Uttar Pradesh,Siddharthnagar,2025,58.51,24.19,28.41,23.7,41.65,61.74,42.23
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,47.82,61.44,18.36,33.22,55.96,75.46,46.73
Gujarat,Gir Somnath,2017,61.74,22.34,47.08,91.43,41.01,22.42,42.08
Uttar Pradesh,Basti,2020,95.29,70.68,80.8,34.08,78.63,74.17,35.58
Tamil Nadu,Tirupathur,2017,59.48,93.32,95.47,68.51,96.59,99.03,44.5
Bihar,Begusarai,2016,10.72,38.91,52.44,50.63,51.76,40.83,40.82
Jharkhand,Giridih,2015,56.6,16.66,62.45,25.58,92.15,14.75,94.15
Assam,Morigaon,2015,67.93,62.6,22.8,37.46,16.38,82.63,18.03
Maharashtra,Bhandara,2025,14.68,29.18,34.34,19.75,22.49,97.77,95.82
Punjab,Fazilka,2023,22.27,50.82,97.68,11.17,35.08,79.52,13.15
Tamil Nadu,Chennai,2022,91.32,76.76,83.26,80.46,39.11,17.14,36.16
Chhattisgarh,Dantewada,2018,28.75,56.02,64.03,73.95,70.05,32.77,14.48
Gujarat,Panchmahal,2015,67.4,69.44,11.17,70.29,11.34,99.28,73.47
Uttar Pradesh,Bahraich,2015,32.48,90.53,39.65,86.45,16.44,22.35,84.93
Karnataka,Chikkamagaluru,2017,21.31,58.54,62.0,91.38,91.84,90.32,85.68
Arunachal Pradesh,Dibang Valley,2019,19.23,75.62,84.03,60.03,69.69,35.97,79.86
Uttar Pradesh,Moradabad,2024,67.37,52.73,29.44,25.56,66.35,81.64,65.52
Punjab,Ferozepur,2017,19.86,31.79,50.55,50.72,38.76,76.2,82.28
Tamil Nadu,Ramanathapuram,2021,30.1,86.31,87.24,41.98,69.17,37.82,67.48
Rajasthan,Dungarpur,2021,22.89,11.08,36.58,41.34,87.84,18.11,36.84
Bihar,Buxar,2023,60.61,83.66,60.22,75.77,16.48,90.88,60.11
Arunachal Pradesh,Leparada,2020,36.88,71.27,79.21,43.98,57.23,39.31,47.25
Kerala,Kollam,2015,95.7,31.39,70.94,34.62,77.1,51.66,58.55
Uttar Pradesh,Kushinagar,2017,90.11,40.19,17.27,63.09,86.94,66.85,93.1
Haryana,Faridabad,2021,79.26,62.0,23.87,74.54,20.06,99.45,98.31
Mizoram,Saiha,2018,32.27,26.14,20.36,92.04,96.69,68.59,20.13
Gujarat,Tapi,2022,81.0,76.23,69.05,31.12,97.61,57.51,67.99
Uttar Pradesh,Pratapgarh,2015,33.55,32.42,89.57,14.5,56.44,75.28,95.26
Tamil Nadu,Viluppuram,2021,19.72,42.18,69.22,37.79,57.54,40.01,25.9
Uttar Pradesh,Kasganj,2022,96.29,95.41,12.45,22.02,80.39,68.68,16.8
Haryana,Rewari,2016,33.81,27.81,88.26,30.46,66.14,97.0,14.47
Chhattisgarh,Dhamtari,2017,22.5,16.88,99.75,35.17,99.85,44.87,12.77
Gujarat,Aravalli,2016,91.06,30.75,47.27,99.79,40.59,12.93,38.64
Madhya Pradesh,Rajgarh,2024,16.46,85.01,66.38,98.82,90.22,71.63,98.51
Rajasthan,Sri Ganganagar,2023,53.82,76.61,14.88,92.73,29.64,49.19,49.71
Arunachal Pradesh,East Siang,2025,77.62,19.09,19.2,11.04,96.1,60.07,93.76
Madhya Pradesh,Seoni,2015,10.18,77.6,85.51,30.7,58.77,70.43,79.36
Bihar,Vaishali,2022,99.01,99.63,65.77,38.76,88.81,72.56,61.4
Assam,Morigaon,2023,72.95,56.43,29.03,45.71,32.12,96.74,27.26
Sikkim,Soreng,2022,10.2,65.64,99.61,49.33,89.92,61.32,84.31
Assam,South Salmara-Mankachar,2020,67.2,57.53,15.05,85.52,93.89,11.61,10.4
Madhya Pradesh,Maihar,2020,88.7,51.4,11.77,25.59,89.1,44.56,58.16
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,79.58,64.11,46.86,74.67,31.18,56.99,93.76
Assam,Bongaigaon,2021,37.1,13.37,46.2,96.69,13.06,90.81,80.59
Madhya Pradesh,Mandla,2017,93.75,69.68,39.13,30.9,87.31,75.23,89.56
Tamil Nadu,Salem,2022,68.25,32.84,51.02,22.08,95.27,30.84,36.46
West Bengal,Darjeeling,2021,67.75,60.38,55.37,87.72,46.89,41.18,45.89
Manipur,Jiribam,2019,42.45,20.17,16.91,83.74,94.55,21.09,24.91
Madhya Pradesh,Sagar,2020,68.82,68.08,44.45,23.46,85.08,33.06,60.42
Punjab,Kapurthala,2020,38.62,23.56,11.41,77.16,58.81,35.07,91.15
Himachal Pradesh,Sirmaur,2015,29.72,22.68,21.16,94.87,28.73,27.34,12.88
Uttar Pradesh,Etah,2018,80.31,75.81,92.56,96.34,16.62,89.21,27.17
Chhattisgarh,Kabirdham,2025,16.1,69.53,64.16,15.81,37.81,56.14,77.94
Tamil Nadu,Viluppuram,2015,71.7,17.62,66.54,49.08,54.5,39.07,57.35
Bihar,Samastipur,2019,81.48,77.41,53.29,24.99,68.26,73.12,35.89
Chhattisgarh,Durg,2022,24.31,98.21,63.12,24.66,37.18,51.69,41.39
Bihar,Araria,2024,72.31,51.56,10.02,73.68,97.94,16.61,25.05
Tamil Nadu,Dharmapuri,2021,58.09,63.03,82.41,40.61,74.34,13.04,39.37
Jharkhand,East Singhbhum,2020,21.4,48.76,35.16,53.45,50.1,45.26,73.54
Rajasthan,Sirohi,2015,89.85,96.8,72.35,41.54,93.88,78.85,51.33
Maharashtra,Jalna,2025,68.47,99.09,46.18,45.72,50.91,67.81,84.13
Uttar Pradesh,Etah,2019,91.36,36.9,59.62,93.55,30.44,91.5,83.53
Nagaland,Wokha,2025,41.14,23.45,90.74,92.83,84.65,71.12,44.22
Madhya Pradesh,Burhanpur,2022,17.97,52.73,20.38,40.78,87.18,55.71,26.59
Uttarakhand,Almora,2018,17.34,34.56,92.58,47.73,16.31,99.32,83.63
Odisha,Malkangiri,2019,48.9,65.51,36.41,89.38,58.26,54.51,10.73
Odisha,Jharsuguda,2017,64.22,20.51,56.73,74.0,11.11,30.95,28.41
Maharashtra,Chandrapur,2024,52.13,62.79,32.18,88.75,20.67,83.72,49.89
Chhattisgarh,Baloda Bazar,2021,77.42,30.0,91.04,10.94,68.22,78.37,20.39
Andhra Pradesh,Tirupati,2025,88.83,71.02,75.2,88.43,92.64,82.8,89.29
Madhya Pradesh,Jhabua,2024,82.99,45.21,95.48,90.43,11.6,39.98,89.67
Bihar,Khagaria,2017,70.12,16.72,45.94,24.07,71.52,20.13,86.43
Mizoram,Aizawl,2024,36.34,46.72,90.81,21.3,82.83,84.64,39.73
Odisha,Gajapati,2021,75.25,48.53,64.35,49.49,72.03,33.22,20.25
Bihar,Kishanganj,2021,18.43,39.25,95.79,33.78,13.8,16.32,62.33
Gujarat,Navsari,2025,10.61,69.44,77.55,58.97,87.16,92.87,76.78
Madhya Pradesh,Harda,2023,69.43,81.57,40.42,11.52,39.24,54.1,30.71
Tamil Nadu,Tirupathur,2022,32.06,60.96,91.73,83.4,26.52,27.46,27.9
Chhattisgarh,Sukma,2024,64.66,29.89,47.76,18.47,65.05,27.15,66.8
Karnataka,Kolar,2018,14.35,10.6,24.37,64.63,68.11,34.95,11.18
Uttar Pradesh,Hardoi,2025,10.59,32.95,66.08,20.05,47.13,90.65,76.8
Tamil Nadu,Chengalpattu,2015,14.14,76.16,76.45,74.62,66.9,65.64,99.29
Madhya Pradesh,Bhopal,2018,33.62,22.68,40.51,83.64,24.92,57.05,55.01
West Bengal,Paschim Medinipur,2023,51.8,65.95,56.77,48.47,63.06,23.44,52.76
Bihar,Munger,2019,49.96,43.46,80.33,44.05,98.05,25.23,98.89
Bihar,Jamui,2022,28.46,81.87,50.12,62.32,68.3,97.15,97.15
Telangana,Mahabubabad,2025,35.67,49.17,72.94,36.24,67.87,97.36,44.99
Uttar Pradesh,Moradabad,2018,94.94,17.01,87.33,49.97,63.56,98.29,21.27
Jharkhand,Gumla,2024,94.3,92.94,18.1,50.62,44.91,92.83,81.98
Arunachal Pradesh,Lower Dibang Valley,2016,32.61,45.27,24.49,78.6,67.95,26.62,85.68
Gujarat,Morbi,2025,18.27,15.51,68.41,94.15,49.33,88.7,11.98
Haryana,Hisar,2021,12.97,94.84,32.93,47.21,32.64,70.8,81.23
Odisha,Kendrapara,2023,33.49,29.11,34.02,77.99,77.12,71.27,28.02
Karnataka,Yadgir,2023,14.17,79.3,49.81,66.69,81.93,79.78,22.28
Tamil Nadu,Tenkasi,2019,65.98,62.89,89.83,67.62,88.17,40.8,21.48
Chhattisgarh,Bastar,2016,85.47,61.42,66.86,78.1,38.56,41.4,53.9
Chhattisgarh,Bemetara,2017,87.4,62.1,71.11,72.15,11.18,28.24,38.43
Uttar Pradesh,Prayagraj,2023,29.48,97.4,37.09,21.96,32.69,89.22,21.97
Madhya Pradesh,Rajgarh,2024,60.39,33.84,64.21,52.17,55.34,23.65,92.19
Tripura,Unakoti,2016,86.75,12.34,99.34,15.59,73.03,86.09,53.42
Jharkhand,Hazaribagh,2017,96.29,21.02,85.43,92.72,36.44,54.29,97.55
Assam,Jorhat,2021,90.9,98.11,47.35,81.06,26.61,57.91,16.49
Himachal Pradesh,Lahaul & Spiti,2022,40.63,18.65,36.31,59.76,66.26,86.96,71.99
Uttar Pradesh,Jhansi,2022,31.25,90.11,56.11,24.38,85.0,51.63,54.71
West Bengal,Purba Medinipur,2020,26.26,80.28,64.89,29.72,80.18,43.22,81.74
Mizoram,Kolasib,2020,33.87,38.06,79.15,77.34,30.75,38.34,61.37
Telangana,Hyderabad,2022,35.5,97.27,77.71,39.62,20.82,32.64,72.85
Telangana,Nalgonda,2020,44.07,98.61,14.64,85.94,98.64,63.35,33.48
Tamil Nadu,Nilgiris,2025,48.56,77.74,57.37,10.85,55.08,47.65,70.22
Bihar,Nalanda,2015,71.35,56.21,94.32,23.57,51.62,92.26,20.44
Maharashtra,Sindhudurg,2020,45.53,46.64,66.62,14.79,97.82,81.83,12.28
Tamil Nadu,Tiruvannamalai,2021,85.74,27.82,33.29,33.06,57.48,28.95,93.51
Telangana,Karimnagar,2017,42.58,57.57,99.49,83.49,49.93,46.76,24.89
Uttar Pradesh,Bahraich,2019,31.17,30.25,96.05,53.13,79.28,30.91,82.52
Kerala,Pathanamthitta,2018,75.37,59.22,32.04,50.73,85.18,21.68,91.05
Assam,Cachar,2025,76.76,94.58,74.8,67.46,81.77,18.5,62.67
Manipur,Imphal West,2017,43.2,51.34,40.44,56.75,15.15,22.93,26.64
Mizoram,Lawngtlai,2024,88.24,16.04,66.72,47.71,10.28,15.72,49.23
Chhattisgarh,Bilaspur,2015,54.72,14.01,99.74,34.24,91.51,67.82,32.59
West Bengal,Kolkata,2021,51.23,74.5,71.53,60.46,34.5,20.85,35.75
Uttar Pradesh,Hardoi,2015,23.86,55.3,96.54,29.06,91.76,55.38,28.84
Rajasthan,Dausa,2018,18.12,77.76,29.19,23.3,84.89,84.79,46.86
Rajasthan,Balotra,2015,34.77,59.28,31.33,79.6,75.1,57.6,27.92
Punjab,Sri Muktsar Sahib,2020,42.6,46.22,22.08,69.78,54.26,20.64,64.64
Madhya Pradesh,Dhar,2019,45.23,82.08,60.01,92.34,10.62,34.66,11.69
Telangana,Jangaon,2024,39.91,18.27,69.07,67.74,31.36,81.65,13.71
Maharashtra,Palghar,2022,16.59,30.2,15.18,92.31,87.26,26.13,59.53
Tamil Nadu,Dharmapuri,2020,24.74,62.36,38.52,57.19,18.47,24.08,38.81
Andhra Pradesh,East Godavari,2015,75.52,47.12,43.85,67.37,88.76,42.47,59.78
Madhya Pradesh,Umaria,2025,11.16,29.45,24.39,31.89,57.79,74.11,20.66
Rajasthan,Khairthal-Tijara,2017,83.86,24.43,28.42,60.54,20.59,79.5,62.06
Arunachal Pradesh,Upper Subansiri,2019,37.2,17.22,87.42,11.85,32.14,47.8,14.62
Manipur,Ukhrul,2022,59.52,71.12,81.03,38.77,71.13,94.84,49.03
Rajasthan,Ajmer,2020,45.37,96.19,60.74,88.48,33.57,59.35,14.7
Madhya Pradesh,Dhar,2023,60.06,98.56,83.05,28.03,92.63,56.93,11.81
Rajasthan,Pali,2023,36.97,11.7,62.93,52.73,12.39,30.4,53.74
Odisha,Jagatsinghpur,2024,10.68,79.2,56.69,10.24,13.71,10.54,77.9
Odisha,Koraput,2021,39.07,69.32,21.99,19.15,57.67,63.72,94.28
Arunachal Pradesh,Tawang,2024,76.13,55.3,87.97,92.42,36.31,77.08,41.93
Rajasthan,Kekri,2024,26.48,87.95,29.85,67.49,94.96,18.28,51.21
Bihar,Jamui,2021,96.05,79.01,26.64,40.63,56.06,40.93,24.0
Gujarat,Valsad,2017,33.67,24.41,41.66,45.72,58.73,29.44,50.93
Jharkhand,Latehar,2018,77.08,17.63,94.09,52.12,12.25,22.47,58.38
Maharashtra,Raigad,2017,93.9,31.03,71.1,26.16,67.66,50.79,16.86
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,51.63,71.01,33.19,22.53,79.3,37.36,16.95
Tamil Nadu,Coimbatore,2020,33.22,49.16,50.41,63.09,34.46,12.15,94.38
Maharashtra,Satara,2021,46.23,58.41,43.3,69.41,95.31,86.31,12.64
Rajasthan,Didwana-Kuchaman,2023,13.65,55.86,26.69,32.56,99.71,60.92,22.28
Gujarat,Anand,2021,96.33,89.47,83.61,62.89,35.94,33.26,78.71
Maharashtra,Nagpur,2019,89.81,92.44,21.27,89.99,51.14,56.4,36.26
Rajasthan,Sikar,2024,27.02,34.62,52.46,70.27,31.71,78.32,48.37
Punjab,Pathankot,2018,10.26,35.11,86.99,10.96,38.64,84.24,77.23
