state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Maharashtra,Palghar,2015,19.22,615,85.93,21,7
Maharashtra,Palghar,2016,26.01,2972,63.3,13,2
Maharashtra,Palghar,2017,21.89,1887,67.82,12,8
Maharashtra,Palghar,2018,33.18,1576,51.73,38,6
Maharashtra,Palghar,2019,26.15,1776,92.48,3,1
Maharashtra,Palghar,2020,30.4,2956,67.79,2,1
Maharashtra,Palghar,2021,33.6,2443,51.48,40,8
Maharashtra,Palghar,2022,31.39,954,61.48,14,1
Maharashtra,Palghar,2023,30.88,445,56.75,24,2
Maharashtra,Palghar,2024,21.85,2402,88.73,30,6
Maharashtra,Palghar,2025,15.61,481,56.31,29,5
Maharashtra,Parbhani,2015,30.32,1310,55.41,35,3
Maharashtra,Parbhani,2016,36.56,2106,36.59,20,8
Maharashtra,Parbhani,2017,15.08,2783,76.03,15,8
Maharashtra,Parbhani,2018,20.43,2200,91.36,31,5
Maharashtra,Parbhani,2019,32.79,2915,70.86,27,7
Maharashtra,Parbhani,2020,34.62,450,90.89,8,9
Maharashtra,Parbhani,2021,25.04,1830,93.76,17,7
Maharashtra,Parbhani,2022,35.01,1026,71.23,27,5
Maharashtra,Parbhani,2023,23.95,282,94.11,39,5
Maharashtra,Parbhani,2024,22.01,1422,68.07,13,8
Maharashtra,Parbhani,2025,16.37,2432,76.44,21,6
Maharashtra,Pune,2015,27.53,2901,79.61,30,9
Maharashtra,Pune,2016,18.71,1972,61.56,22,7
Maharashtra,Pune,2017,18.23,1771,58.33,24,9
Maharashtra,Pune,2018,16.01,1031,53.24,35,9
Maharashtra,Pune,2019,17.28,1951,41.7,30,10
Maharashtra,Pune,2020,28.6,1604,53.34,8,0
Maharashtra,Pune,2021,34.23,1811,88.12,30,3
Maharashtra,Pune,2022,19.08,399,80.97,25,4
Maharashtra,Pune,2023,27.4,1094,33.09,15,6
Maharashtra,Pune,2024,35.17,1571,70.1,31,2
Maharashtra,Pune,2025,32.23,2765,88.09,12,1
Maharashtra,Raigad,2015,18.33,2922,87.03,33,8
Maharashtra,Raigad,2016,15.41,1718,58.22,10,6
Maharashtra,Raigad,2017,34.18,1813,35.15,11,10
Maharashtra,Raigad,2018,34.96,1801,45.52,40,5
Maharashtra,Raigad,2019,26.53,579,88.74,27,8
Maharashtra,Raigad,2020,24.84,417,66.99,8,0
Maharashtra,Raigad,2021,16.96,1850,81.53,11,2
Maharashtra,Raigad,2022,39.14,1225,41.02,12,1
Maharashtra,Raigad,2023,20.37,1684,76.49,37,7
Maharashtra,Raigad,2024,16.43,1391,34.97,27,3
Maharashtra,Raigad,2025,21.15,2726,57.58,31,3
Maharashtra,Ratnagiri,2015,32.59,2105,90.08,27,10
Maharashtra,Ratnagiri,2016,24.4,1163,42.6,37,10
Maharashtra,Ratnagiri,2017,36.16,2901,43.44,9,1
Maharashtra,Ratnagiri,2018,18.06,1016,65.38,26,10
Maharashtra,Ratnagiri,2019,15.7,2885,46.8,34,4
Maharashtra,Ratnagiri,2020,28.55,1079,49.19,21,2
Maharashtra,Ratnagiri,2021,29.24,2764,70.53,3,10
Maharashtra,Ratnagiri,2022,38.16,834,72.94,18,2
Maharashtra,Ratnagiri,2023,29.21,2942,91.75,8,6
Maharashtra,Ratnagiri,2024,19.2,1619,42.4,22,0
Maharashtra,Ratnagiri,2025,15.28,2648,91.36,38,9
Maharashtra,Sangli,2015,23.12,1422,45.1,26,2
Maharashtra,Sangli,2016,39.64,497,36.41,7,7
Maharashtra,Sangli,2017,26.59,282,76.65,10,5
Maharashtra,Sangli,2018,31.0,2793,93.57,28,3
Maharashtra,Sangli,2019,24.92,257,78.54,1,1
Maharashtra,Sangli,2020,34.39,2331,42.62,10,7
Maharashtra,Sangli,2021,19.19,241,68.64,9,8
Maharashtra,Sangli,2022,28.64,1292,31.91,35,7
Maharashtra,Sangli,2023,22.99,1510,67.77,13,0
Maharashtra,Sangli,2024,20.33,2263,36.4,28,6
Maharashtra,Sangli,2025,26.23,599,75.5,24,9
Maharashtra,Satara,2015,24.43,2714,75.9,19,10
Maharashtra,Satara,2016,38.26,1719,88.73,6,3
Maharashtra,Satara,2017,37.86,2533,38.75,8,0
Maharashtra,Satara,2018,24.77,854,76.9,33,2
Maharashtra,Satara,2019,20.14,1713,73.08,40,0
Maharashtra,Satara,2020,15.53,2342,68.92,1,8
Maharashtra,Satara,2021,29.52,1377,78.61,23,0
Maharashtra,Satara,2022,15.62,3000,58.5,17,4
Maharashtra,Satara,2023,19.61,2488,64.99,10,5
Maharashtra,Satara,2024,25.34,1428,82.98,0,10
Maharashtra,Satara,2025,36.7,2258,38.7,17,0
Maharashtra,Sindhudurg,2015,29.83,1326,30.35,12,5
Maharashtra,Sindhudurg,2016,29.97,2358,90.5,39,6
Maharashtra,Sindhudurg,2017,39.46,650,92.63,2,2
Maharashtra,Sindhudurg,2018,34.67,2204,32.63,14,5
Maharashtra,Sindhudurg,2019,31.49,2337,62.63,1,3
Maharashtra,Sindhudurg,2020,32.81,2316,62.13,8,4
Maharashtra,Sindhudurg,2021,27.73,1110,88.06,38,4
Maharashtra,Sindhudurg,2022,28.0,1498,48.41,18,2
Maharashtra,Sindhudurg,2023,38.27,2349,34.93,2,4
Maharashtra,Sindhudurg,2024,24.08,1769,46.43,7,0
Maharashtra,Sindhudurg,2025,26.66,2238,33.01,3,7
Maharashtra,Solapur,2015,32.46,2684,57.98,20,3
Maharashtra,Solapur,2016,16.46,2746,73.9,23,8
Maharashtra,Solapur,2017,24.03,2192,65.6,22,0
Maharashtra,Solapur,2018,16.82,1376,85.75,35,10
Maharashtra,Solapur,2019,32.37,1084,56.85,33,3
Maharashtra,Solapur,2020,25.97,1529,46.24,34,5
Maharashtra,Solapur,2021,27.64,386,63.45,32,7
Maharashtra,Solapur,2022,38.47,279,80.38,38,7
Maharashtra,Solapur,2023,19.12,1931,54.48,3,4
Maharashtra,Solapur,2024,34.56,341,54.49,33,0
Maharashtra,Solapur,2025,21.51,2707,51.98,20,2
Maharashtra,Thane,2015,37.25,1342,52.73,35,8
Maharashtra,Thane,2016,23.83,673,32.55,12,2
Maharashtra,Thane,2017,39.44,2547,39.46,2,1
Maharashtra,Thane,2018,25.59,2617,48.59,5,5
Maharashtra,Thane,2019,25.66,1574,92.4,25,0
Maharashtra,Thane,2020,19.99,1027,67.74,3,1
Maharashtra,Thane,2021,34.2,1052,71.75,8,9
Maharashtra,Thane,2022,38.58,1041,52.38,30,1
Maharashtra,Thane,2023,33.86,723,30.12,36,2
Maharashtra,Thane,2024,20.58,2052,62.65,34,7
Maharashtra,Thane,2025,35.1,1330,58.64,31,0
Maharashtra,Wardha,2015,33.17,2860,34.18,6,7
Maharashtra,Wardha,2016,20.3,1905,67.61,17,4
Maharashtra,Wardha,2017,20.29,782,65.23,40,1
Maharashtra,Wardha,2018,15.58,241,33.63,7,9
Maharashtra,Wardha,2019,17.83,2852,32.08,8,0
Maharashtra,Wardha,2020,18.95,548,73.08,22,7
Maharashtra,Wardha,2021,27.33,2010,83.79,31,2
Maharashtra,Wardha,2022,31.07,1980,58.1,36,6
Maharashtra,Wardha,2023,19.87,1720,80.65,37,7
Maharashtra,Wardha,2024,28.07,2755,80.5,37,8
Maharashtra,Wardha,2025,30.25,1333,71.7,37,2
Maharashtra,Washim,2015,31.02,1159,63.41,20,2
Maharashtra,Washim,2016,29.51,2099,46.82,38,2
Maharashtra,Washim,2017,21.25,1034,33.04,27,6
Maharashtra,Washim,2018,16.74,1090,93.56,26,7
Maharashtra,Washim,2019,32.41,454,88.11,6,10
Maharashtra,Washim,2020,23.47,1563,47.66,25,7
Maharashtra,Washim,2021,15.33,2461,59.2,38,6
Maharashtra,Washim,2022,31.79,1720,54.29,32,2
Maharashtra,Washim,2023,21.34,1958,87.64,33,7
Maharashtra,Washim,2024,20.41,846,31.26,0,7
Maharashtra,Washim,2025,26.49,1418,40.71,6,7
Maharashtra,Yavatmal,2015,25.13,2587,61.93,13,5
Maharashtra,Yavatmal,2016,35.72,1285,81.74,26,2
Maharashtra,Yavatmal,2017,39.93,1381,91.41,37,1
Maharashtra,Yavatmal,2018,28.71,2594,44.28,25,3
Maharashtra,Yavatmal,2019,29.88,1048,70.15,29,7
Maharashtra,Yavatmal,2020,19.58,501,86.04,16,10
Maharashtra,Yavatmal,2021,22.61,982,69.81,3,2
Maharashtra,Yavatmal,2022,21.1,1727,54.31,10,5
Maharashtra,Yavatmal,2023,34.56,1625,43.5,28,2
Maharashtra,Yavatmal,2024,27.32,2320,75.51,20,8
Maharashtra,Yavatmal,2025,19.58,658,53.19,36,3
Manipur,Bishnupur,2015,21.7,411,80.24,34,10
Manipur,Bishnupur,2016,29.9,989,90.75,8,4
Manipur,Bishnupur,2017,34.48,2018,54.35,11,8
Manipur,Bishnupur,2018,39.72,311,88.67,26,6
Manipur,Bishnupur,2019,23.37,2224,38.24,9,3
Manipur,Bishnupur,2020,38.24,736,64.6,29,2
Manipur,Bishnupur,2021,18.93,2899,33.09,22,10
Manipur,Bishnupur,2022,16.85,625,44.0,8,7
Manipur,Bishnupur,2023,36.92,883,81.21,15,5
Manipur,Bishnupur,2024,22.89,370,64.24,16,7
Manipur,Bishnupur,2025,16.22,458,84.98,33,9
Manipur,Chandel,2015,27.58,1019,40.5,28,5
Manipur,Chandel,2016,33.28,1414,37.06,3,1
Manipur,Chandel,2017,33.39,2466,79.49,32,4
Manipur,Chandel,2018,32.58,1224,46.37,38,1
Manipur,Chandel,2019,26.64,2625,79.97,20,7
Manipur,Chandel,2020,22.73,1723,50.27,16,0
Manipur,Chandel,2021,33.78,2280,69.76,18,3
Manipur,Chandel,2022,34.06,380,42.99,26,7
Manipur,Chandel,2023,28.63,586,44.93,3,10
Manipur,Chandel,2024,16.31,2311,89.44,40,0
Manipur,Chandel,2025,28.12,2299,91.16,31,5
Manipur,Churachandpur,2015,32.98,1246,32.56,6,10
Manipur,Churachandpur,2016,20.43,1438,87.36,1,1
Manipur,Churachandpur,2017,38.54,1789,58.03,18,0
Manipur,Churachandpur,2018,26.08,1738,74.01,16,4
Manipur,Churachandpur,2019,36.88,914,42.99,9,2
Manipur,Churachandpur,2020,34.22,2006,61.6,17,6
Manipur,Churachandpur,2021,20.22,1670,67.43,25,5
Manipur,Churachandpur,2022,24.33,841,91.97,17,4
Manipur,Churachandpur,2023,24.03,863,87.38,10,8
Manipur,Churachandpur,2024,16.87,1637,45.74,24,5
Manipur,Churachandpur,2025,21.03,2683,36.18,17,6
Manipur,Imphal East,2015,32.25,1064,77.98,38,8
Manipur,Imphal East,2016,30.75,2395,57.68,9,2
Manipur,Imphal East,2017,37.02,1555,87.16,19,8
Manipur,Imphal East,2018,38.49,1591,40.41,4,5
Manipur,Imphal East,2019,18.92,1252,60.09,2,3
Manipur,Imphal East,2020,26.62,1276,42.73,25,0
Manipur,Imphal East,2021,34.2,2476,82.5,0,3
Manipur,Imphal East,2022,24.71,2243,84.09,9,6
Manipur,Imphal East,2023,20.0,327,43.69,37,0
Manipur,Imphal East,2024,36.4,610,60.95,33,9
Manipur,Imphal East,2025,22.89,748,47.45,30,7
Manipur,Imphal West,2015,28.16,355,45.67,8,9
Manipur,Imphal West,2016,33.04,1146,85.15,27,3
Manipur,Imphal West,2017,27.73,2303,43.26,6,9
Manipur,Imphal West,2018,32.98,2125,46.56,28,10
Manipur,Imphal West,2019,23.28,1455,46.0,15,0
Manipur,Imphal West,2020,33.82,222,73.56,19,8
Manipur,Imphal West,2021,38.83,2925,69.18,19,6
Manipur,Imphal West,2022,31.6,886,72.44,24,4
Manipur,Imphal West,2023,23.15,1208,76.84,24,9
Manipur,Imphal West,2024,20.54,2121,64.36,29,8
Manipur,Imphal West,2025,30.74,817,74.77,17,9
Manipur,Jiribam,2015,36.71,1059,34.18,22,8
Manipur,Jiribam,2016,18.18,319,43.09,38,2
Manipur,Jiribam,2017,19.45,663,69.7,5,0
Manipur,Jiribam,2018,21.47,2236,70.51,30,8
Manipur,Jiribam,2019,23.97,775,62.74,25,8
Manipur,Jiribam,2020,19.37,786,49.46,13,9
Manipur,Jiribam,2021,39.02,1581,61.05,35,0
Manipur,Jiribam,2022,15.61,463,91.36,25,10
Manipur,Jiribam,2023,15.1,1546,33.63,6,5
Manipur,Jiribam,2024,32.12,2439,40.94,29,6
Manipur,Jiribam,2025,22.05,2927,92.46,1,3
Manipur,Kakching,2015,23.18,1213,56.16,9,3
Manipur,Kakching,2016,36.18,1878,54.92,14,9
Manipur,Kakching,2017,38.8,889,93.89,4,5
Manipur,Kakching,2018,17.62,779,59.93,1,4
Manipur,Kakching,2019,37.54,2099,84.61,15,1
Manipur,Kakching,2020,26.81,1536,78.69,12,9
Manipur,Kakching,2021,23.84,778,59.64,9,4
Manipur,Kakching,2022,19.3,1482,49.38,36,3
Manipur,Kakching,2023,26.56,2806,67.46,25,5
Manipur,Kakching,2024,31.9,2685,90.61,5,4
Manipur,Kakching,2025,25.01,2921,89.66,3,7
Manipur,Kamjong,2015,28.94,2892,88.16,24,8
Manipur,Kamjong,2016,18.87,861,61.86,15,10
Manipur,Kamjong,2017,38.26,1241,90.78,25,3
Manipur,Kamjong,2018,25.47,2065,75.57,14,4
Manipur,Kamjong,2019,37.72,1947,81.62,2,7
Manipur,Kamjong,2020,29.21,1767,72.48,34,6
Manipur,Kamjong,2021,34.08,1631,32.77,16,8
Manipur,Kamjong,2022,36.8,2372,60.06,40,7
Manipur,Kamjong,2023,18.23,1532,87.26,28,2
Manipur,Kamjong,2024,17.72,1548,51.43,39,10
Manipur,Kamjong,2025,36.01,2281,50.48,31,3
Manipur,Kangpokpi,2015,18.62,2087,47.38,32,1
Manipur,Kangpokpi,2016,27.85,2499,62.5,10,3
Manipur,Kangpokpi,2017,35.55,601,66.54,36,5
Manipur,Kangpokpi,2018,36.62,2364,91.79,35,3
Manipur,Kangpokpi,2019,39.7,382,59.84,5,7
Manipur,Kangpokpi,2020,25.41,2649,68.29,33,2
Manipur,Kangpokpi,2021,28.95,759,34.46,21,6
Manipur,Kangpokpi,2022,35.81,2014,75.92,37,7
Manipur,Kangpokpi,2023,31.12,1281,45.43,27,3
Manipur,Kangpokpi,2024,38.83,2620,52.49,22,10
Manipur,Kangpokpi,2025,16.51,1818,83.14,27,0
Manipur,Noney,2015,28.88,2998,63.2,17,0
Manipur,Noney,2016,22.8,1375,78.05,25,8
Manipur,Noney,2017,27.4,1212,50.43,5,7
Manipur,Noney,2018,22.86,2852,91.41,40,0
Manipur,Noney,2019,17.87,1992,74.8,17,0
Manipur,Noney,2020,19.63,1682,74.77,17,7
Manipur,Noney,2021,17.04,2903,54.37,6,1
Manipur,Noney,2022,24.63,2016,43.47,14,7
Manipur,Noney,2023,27.7,593,91.65,38,5
Manipur,Noney,2024,26.69,1413,57.64,8,5
Manipur,Noney,2025,23.15,2121,34.14,13,9
Manipur,Pherzawl,2015,18.31,2976,54.99,19,2
Manipur,Pherzawl,2016,30.18,1480,49.05,37,7
Manipur,Pherzawl,2017,33.62,2966,41.96,22,6
Manipur,Pherzawl,2018,31.34,2848,38.25,37,3
Manipur,Pherzawl,2019,39.43,2725,76.75,8,4
Manipur,Pherzawl,2020,20.38,318,58.89,3,5
Manipur,Pherzawl,2021,31.49,1748,89.67,19,6
Manipur,Pherzawl,2022,31.53,2214,67.36,30,5
Manipur,Pherzawl,2023,24.33,2745,65.03,7,7
Manipur,Pherzawl,2024,22.71,2924,85.86,4,1
Manipur,Pherzawl,2025,24.59,1024,62.01,22,6
Manipur,Senapati,2015,32.19,1855,58.98,34,4
Manipur,Senapati,2016,26.52,2331,41.16,29,2
Manipur,Senapati,2017,38.92,300,82.74,30,0
Manipur,Senapati,2018,21.97,2251,38.85,18,10
Manipur,Senapati,2019,25.15,2596,51.97,0,1
Manipur,Senapati,2020,23.5,460,53.57,6,2
Manipur,Senapati,2021,29.42,1627,59.67,16,2
Manipur,Senapati,2022,37.61,1707,87.79,27,0
Manipur,Senapati,2023,28.81,2530,86.79,15,9
Manipur,Senapati,2024,34.76,2892,62.1,1,0
Manipur,Senapati,2025,22.13,2328,62.3,15,3
Manipur,Tamenglong,2015,16.1,2939,32.01,21,9
Manipur,Tamenglong,2016,16.45,2178,73.73,37,8
Manipur,Tamenglong,2017,32.2,2816,89.31,31,10
Manipur,Tamenglong,2018,16.61,735,86.65,4,5
Manipur,Tamenglong,2019,36.68,277,69.59,32,10
Manipur,Tamenglong,2020,33.87,2597,44.91,7,2
Manipur,Tamenglong,2021,18.64,2549,40.23,5,9
Manipur,Tamenglong,2022,28.85,2567,88.94,39,7
Manipur,Tamenglong,2023,17.28,2943,36.03,30,5
Manipur,Tamenglong,2024,16.69,1313,38.93,36,2
Manipur,Tamenglong,2025,24.64,1552,31.27,18,7
Manipur,Tengnoupal,2015,29.29,294,48.25,25,7
Manipur,Tengnoupal,2016,27.41,2071,39.28,40,8
Manipur,Tengnoupal,2017,30.53,447,63.75,38,10
Manipur,Tengnoupal,2018,33.2,2377,54.79,19,4
Manipur,Tengnoupal,2019,35.08,1910,80.33,18,8
Manipur,Tengnoupal,2020,34.29,523,78.31,5,10
Manipur,Tengnoupal,2021,15.01,2564,48.93,7,1
Manipur,Tengnoupal,2022,38.72,1764,49.56,1,5
Manipur,Tengnoupal,2023,16.92,357,49.4,35,10
Manipur,Tengnoupal,2024,22.16,2671,70.29,0,10
Manipur,Tengnoupal,2025,21.35,779,94.49,8,2
Manipur,Thoubal,2015,15.05,2567,79.62,5,3
Manipur,Thoubal,2016,27.64,2917,30.12,20,7
Manipur,Thoubal,2017,23.37,1586,57.27,24,8
Manipur,Thoubal,2018,33.23,709,45.56,5,0
Manipur,Thoubal,2019,18.8,393,73.96,26,3
Manipur,Thoubal,2020,30.47,2293,31.4,21,0
Manipur,Thoubal,2021,34.06,891,87.45,26,4
Manipur,Thoubal,2022,21.4,538,48.24,15,8
Manipur,Thoubal,2023,38.67,831,67.13,29,4
Manipur,Thoubal,2024,25.3,1672,60.04,36,2
Manipur,Thoubal,2025,22.17,2572,73.33,5,0
Manipur,Ukhrul,2015,20.22,2549,45.07,16,1
Manipur,Ukhrul,2016,39.92,883,36.63,12,3
Manipur,Ukhrul,2017,30.85,546,43.36,39,7
Manipur,Ukhrul,2018,37.16,2756,86.94,4,0
Manipur,Ukhrul,2019,23.04,2823,42.25,19,3
Manipur,Ukhrul,2020,31.48,831,75.84,35,1
Manipur,Ukhrul,2021,15.96,252,75.96,34,7
Manipur,Ukhrul,2022,39.72,1665,30.71,39,5
Manipur,Ukhrul,2023,29.35,1266,76.45,21,5
Manipur,Ukhrul,2024,19.65,2449,35.4,32,3
Manipur,Ukhrul,2025,36.26,2560,52.68,26,0
Meghalaya,East Garo Hills,2015,17.92,891,68.36,20,4
Meghalaya,East Garo Hills,2016,36.1,252,42.0,20,8
Meghalaya,East Garo Hills,2017,23.78,2075,70.83,30,8
Meghalaya,East Garo Hills,2018,39.07,1142,68.39,32,9
Meghalaya,East Garo Hills,2019,31.78,2067,79.61,37,8
Meghalaya,East Garo Hills,2020,18.59,454,85.73,11,10
Meghalaya,East Garo Hills,2021,36.6,572,81.32,16,1
Meghalaya,East Garo Hills,2022,21.29,686,63.43,34,3
Meghalaya,East Garo Hills,2023,38.69,1774,78.51,10,6
Meghalaya,East Garo Hills,2024,15.88,311,39.16,23,2
Meghalaya,East Garo Hills,2025,36.28,1835,55.62,15,5
Meghalaya,East Jaintia Hills,2015,39.7,2495,43.2,24,4
Meghalaya,East Jaintia Hills,2016,16.05,1861,42.1,5,4
Meghalaya,East Jaintia Hills,2017,24.92,2835,40.15,29,7
Meghalaya,East Jaintia Hills,2018,21.04,1353,94.27,18,10
Meghalaya,East Jaintia Hills,2019,29.87,2237,54.19,24,5
Meghalaya,East Jaintia Hills,2020,32.58,2168,60.52,28,4
Meghalaya,East Jaintia Hills,2021,21.43,631,81.3,18,5
Meghalaya,East Jaintia Hills,2022,28.75,2595,52.7,40,4
Meghalaya,East Jaintia Hills,2023,15.91,2224,86.71,5,6
Meghalaya,East Jaintia Hills,2024,23.32,894,76.38,18,2
Meghalaya,East Jaintia Hills,2025,16.65,1187,67.73,9,6
Meghalaya,East Khasi Hills,2015,15.65,1873,35.42,40,3
Meghalaya,East Khasi Hills,2016,20.24,1237,34.7,8,10
Meghalaya,East Khasi Hills,2017,31.27,1995,54.29,24,8
Meghalaya,East Khasi Hills,2018,18.34,433,71.33,20,1
Meghalaya,East Khasi Hills,2019,29.87,2599,52.38,16,8
Meghalaya,East Khasi Hills,2020,19.93,2988,89.85,10,1
Meghalaya,East Khasi Hills,2021,39.71,381,46.63,27,4
Meghalaya,East Khasi Hills,2022,18.05,2458,58.3,5,4
Meghalaya,East Khasi Hills,2023,39.22,1936,49.45,1,8
Meghalaya,East Khasi Hills,2024,19.43,792,89.52,6,4
Meghalaya,East Khasi Hills,2025,29.22,2581,65.21,7,10
Meghalaya,North Garo Hills,2015,37.23,2102,94.21,0,10
Meghalaya,North Garo Hills,2016,21.67,543,73.12,2,2
Meghalaya,North Garo Hills,2017,32.52,987,55.75,29,6
Meghalaya,North Garo Hills,2018,15.45,1555,52.5,30,10
Meghalaya,North Garo Hills,2019,22.73,411,94.55,14,1
Meghalaya,North Garo Hills,2020,17.72,944,43.97,18,8
Meghalaya,North Garo Hills,2021,25.82,1835,89.48,35,1
Meghalaya,North Garo Hills,2022,24.84,2406,85.5,7,3
Meghalaya,North Garo Hills,2023,32.94,2577,47.56,29,4
Meghalaya,North Garo Hills,2024,29.62,1422,67.33,14,9
Meghalaya,North Garo Hills,2025,32.71,930,30.77,35,1
Meghalaya,Ri Bhoi,2015,19.5,2425,78.47,12,3
Meghalaya,Ri Bhoi,2016,29.63,1241,42.91,11,3
Meghalaya,Ri Bhoi,2017,21.74,2280,30.68,35,2
Meghalaya,Ri Bhoi,2018,34.07,229,82.79,27,4
Meghalaya,Ri Bhoi,2019,25.33,2173,62.01,28,7
Meghalaya,Ri Bhoi,2020,15.26,481,51.88,39,1
Meghalaya,Ri Bhoi,2021,16.02,2186,40.99,1,3
Meghalaya,Ri Bhoi,2022,18.38,645,34.81,18,9
Meghalaya,Ri Bhoi,2023,22.68,568,77.14,30,6
Meghalaya,Ri Bhoi,2024,19.46,1851,86.83,8,10
Meghalaya,Ri Bhoi,2025,23.34,2278,92.2,10,10
Meghalaya,South Garo Hills,2015,37.19,2062,53.43,12,9
Meghalaya,South Garo Hills,2016,33.24,1655,51.76,21,1
Meghalaya,South Garo Hills,2017,24.61,1500,76.47,8,8
Meghalaya,South Garo Hills,2018,24.43,1558,80.67,25,5
Meghalaya,South Garo Hills,2019,28.51,2623,60.96,36,3
Meghalaya,South Garo Hills,2020,31.63,909,88.51,14,10
Meghalaya,South Garo Hills,2021,37.52,512,57.51,11,9
Meghalaya,South Garo Hills,2022,26.53,2783,34.54,29,8
Meghalaya,South Garo Hills,2023,34.56,2864,66.59,1,4
Meghalaya,South Garo Hills,2024,33.01,2398,93.5,0,5
Meghalaya,South Garo Hills,2025,21.02,2399,89.6,28,10
Meghalaya,South West Garo Hills,2015,33.25,768,94.53,11,6
Meghalaya,South West Garo Hills,2016,21.75,2424,32.17,2,2
Meghalaya,South West Garo Hills,2017,27.79,1375,93.19,36,9
Meghalaya,South West Garo Hills,2018,30.4,2066,54.46,25,0
Meghalaya,South West Garo Hills,2019,29.87,416,45.65,28,8
Meghalaya,South West Garo Hills,2020,19.24,2065,82.16,18,2
Meghalaya,South West Garo Hills,2021,27.64,2382,37.9,30,0
Meghalaya,South West Garo Hills,2022,18.28,669,62.62,8,8
Meghalaya,South West Garo Hills,2023,27.42,2386,53.75,1,2
Meghalaya,South West Garo Hills,2024,34.91,2079,88.25,14,7
Meghalaya,South West Garo Hills,2025,29.66,1924,45.59,37,2
Meghalaya,South West Khasi Hills,2015,29.93,2224,77.95,34,9
Meghalaya,South West Khasi Hills,2016,25.18,1475,47.08,26,3
Meghalaya,South West Khasi Hills,2017,39.97,267,78.93,3,8
Meghalaya,South West Khasi Hills,2018,17.28,2266,82.94,20,7
Meghalaya,South West Khasi Hills,2019,17.3,553,39.56,0,5
Meghalaya,South West Khasi Hills,2020,22.38,1832,33.39,6,10
Meghalaya,South West Khasi Hills,2021,15.06,2171,35.34,31,7
Meghalaya,South West Khasi Hills,2022,16.26,1772,93.79,0,2
Meghalaya,South West Khasi Hills,2023,34.68,488,87.19,37,10
Meghalaya,South West Khasi Hills,2024,23.98,1213,66.93,22,3
Meghalaya,South West Khasi Hills,2025,30.11,2932,41.69,26,1
Meghalaya,West Garo Hills,2015,31.36,2755,81.74,31,0
Meghalaya,West Garo Hills,2016,16.16,584,89.98,35,4
Meghalaya,West Garo Hills,2017,21.67,2432,76.36,18,5
Meghalaya,West Garo Hills,2018,18.2,1985,47.66,5,0
Meghalaya,West Garo Hills,2019,31.29,1486,86.46,27,2
Meghalaya,West Garo Hills,2020,16.67,2523,66.28,14,1
Meghalaya,West Garo Hills,2021,15.96,2904,35.84,14,1
Meghalaya,West Garo Hills,2022,21.3,1095,41.65,4,7
Meghalaya,West Garo Hills,2023,34.35,1033,39.81,19,9
Meghalaya,West Garo Hills,2024,21.16,2379,30.89,30,4
Meghalaya,West Garo Hills,2025,32.8,2111,56.33,20,2
Meghalaya,West Jaintia Hills,2015,17.0,2142,76.93,37,1
Meghalaya,West Jaintia Hills,2016,27.24,914,83.79,34,4
Meghalaya,West Jaintia Hills,2017,26.66,2192,75.44,1,2
Meghalaya,West Jaintia Hills,2018,18.09,2421,77.08,9,5
Meghalaya,West Jaintia Hills,2019,37.66,1892,40.8,15,4
Meghalaya,West Jaintia Hills,2020,27.35,1482,77.83,37,0
Meghalaya,West Jaintia Hills,2021,30.33,490,36.43,40,5
Meghalaya,West Jaintia Hills,2022,38.85,1595,75.06,3,9
Meghalaya,West Jaintia Hills,2023,30.2,1830,63.19,6,1
Meghalaya,West Jaintia Hills,2024,36.2,1277,92.17,17,8
Meghalaya,West Jaintia Hills,2025,35.93,741,50.34,6,1
Meghalaya,West Khasi Hills,2015,32.37,2202,75.16,11,7
Meghalaya,West Khasi Hills,2016,21.06,624,72.14,22,4
Meghalaya,West Khasi Hills,2017,15.48,1086,94.82,4,1
Meghalaya,West Khasi Hills,2018,39.0,1955,44.03,12,6
Meghalaya,West Khasi Hills,2019,34.64,625,86.1,6,9
Meghalaya,West Khasi Hills,2020,33.13,1029,69.71,20,2
Meghalaya,West Khasi Hills,2021,18.59,648,70.29,29,7
Meghalaya,West Khasi Hills,2022,21.61,2675,90.55,16,2
Meghalaya,West Khasi Hills,2023,22.51,864,78.49,34,7
Meghalaya,West Khasi Hills,2024,27.48,713,44.17,17,4
Meghalaya,West Khasi Hills,2025,35.45,1152,50.85,28,8
Mizoram,Aizawl,2015,38.58,2802,79.67,30,5
Mizoram,Aizawl,2016,19.65,1262,80.08,34,4
Mizoram,Aizawl,2017,26.05,1183,57.6,37,2
Mizoram,Aizawl,2018,28.89,1215,35.03,11,4
Mizoram,Aizawl,2019,37.04,677,85.24,7,2
Mizoram,Aizawl,2020,34.65,1054,93.3,32,10
Mizoram,Aizawl,2021,26.92,2562,73.04,21,5
Mizoram,Aizawl,2022,15.83,1049,69.16,25,5
Mizoram,Aizawl,2023,30.61,1834,36.17,31,0
Mizoram,Aizawl,2024,32.77,2431,75.31,2,9
Mizoram,Aizawl,2025,35.65,1154,71.86,29,9
Mizoram,Champhai,2015,25.48,2585,56.95,18,9
Mizoram,Champhai,2016,34.77,2392,44.69,1,0
Mizoram,Champhai,2017,33.19,1956,87.3,24,10
Mizoram,Champhai,2018,20.53,1121,39.61,6,8
Mizoram,Champhai,2019,35.82,2356,87.68,18,2
