state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Mizoram,Lunglei,2017,67.71,76.59,89.02,442,5783,23076
Mizoram,Lunglei,2018,57.41,94.24,93.31,384,6619,109492
Mizoram,Lunglei,2019,89.41,78.9,74.34,953,602,25973
Mizoram,Lunglei,2020,79.0,83.7,86.56,771,4403,88097
Mizoram,Lunglei,2021,91.32,60.84,94.29,1187,6043,190480
Mizoram,Lunglei,2022,88.96,89.27,55.4,147,6131,49205
Mizoram,Lunglei,2023,77.58,83.95,84.44,1883,4854,52637
Mizoram,Lunglei,2024,66.92,66.44,57.32,780,2118,109527
Mizoram,Lunglei,2025,73.39,98.32,82.11,183,1809,10402
Mizoram,Mamit,2015,96.47,79.17,79.85,243,473,5524
Mizoram,Mamit,2016,97.17,70.66,95.81,1943,5949,85365
Mizoram,Mamit,2017,63.36,64.99,74.84,1128,2276,162341
Mizoram,Mamit,2018,90.44,79.09,78.79,454,3153,125875
Mizoram,Mamit,2019,84.69,89.89,80.54,1773,2069,50574
Mizoram,Mamit,2020,96.27,61.35,62.28,53,5911,88469
Mizoram,Mamit,2021,69.45,60.13,77.96,1517,6209,184939
Mizoram,Mamit,2022,91.41,67.22,63.29,934,4906,188916
Mizoram,Mamit,2023,87.26,88.58,83.89,518,3627,120607
Mizoram,Mamit,2024,91.16,85.2,67.03,341,3421,131584
Mizoram,Mamit,2025,73.27,96.49,52.38,559,2836,171107
Mizoram,Saiha,2015,67.85,89.94,60.23,744,3053,135184
Mizoram,Saiha,2016,94.24,86.99,75.65,1416,2909,170121
Mizoram,Saiha,2017,68.6,98.47,84.78,1274,5304,138845
Mizoram,Saiha,2018,92.65,62.23,94.08,806,3172,99843
Mizoram,Saiha,2019,64.77,97.41,93.62,864,4700,198203
Mizoram,Saiha,2020,82.89,74.08,69.83,810,1213,67574
Mizoram,Saiha,2021,77.92,81.43,51.93,226,6244,163683
Mizoram,Saiha,2022,97.41,72.3,70.99,160,1652,172653
Mizoram,Saiha,2023,68.1,66.63,96.2,458,2319,121918
Mizoram,Saiha,2024,94.1,71.2,78.32,787,2390,5661
Mizoram,Saiha,2025,89.58,67.15,64.76,1705,4437,40863
Mizoram,Saitual,2015,86.61,61.52,91.62,983,7802,126332
Mizoram,Saitual,2016,93.72,73.32,51.14,1649,3659,116280
Mizoram,Saitual,2017,84.25,78.8,83.94,1173,4579,144144
Mizoram,Saitual,2018,96.39,79.11,88.15,1987,4301,6148
Mizoram,Saitual,2019,81.51,94.72,82.52,1169,3353,136790
Mizoram,Saitual,2020,93.18,66.93,56.35,1987,2608,61024
Mizoram,Saitual,2021,59.53,80.55,96.76,1438,4489,39635
Mizoram,Saitual,2022,73.17,68.08,80.99,669,7045,98769
Mizoram,Saitual,2023,56.06,76.5,87.79,394,5176,39817
Mizoram,Saitual,2024,83.8,77.06,78.74,556,1596,157315
Mizoram,Saitual,2025,80.75,95.73,79.56,529,7447,49123
Mizoram,Serchhip,2015,57.75,97.4,91.01,405,3443,183634
Mizoram,Serchhip,2016,72.87,69.23,54.04,523,4093,172731
Mizoram,Serchhip,2017,69.31,60.24,80.49,480,3555,55163
Mizoram,Serchhip,2018,88.6,88.79,50.56,278,5338,128933
Mizoram,Serchhip,2019,71.07,77.41,68.73,410,3947,68027
Mizoram,Serchhip,2020,77.08,97.76,64.7,687,1390,16473
Mizoram,Serchhip,2021,93.96,71.04,94.29,1185,3536,107376
Mizoram,Serchhip,2022,97.48,78.22,52.85,799,471,70815
Mizoram,Serchhip,2023,61.41,65.24,53.05,708,7678,168797
Mizoram,Serchhip,2024,65.64,69.11,53.35,451,6751,154786
Mizoram,Serchhip,2025,55.69,86.71,93.9,1531,326,56436
Nagaland,Chümoukedima,2015,97.56,90.12,59.78,1664,904,13524
Nagaland,Chümoukedima,2016,60.22,97.06,57.52,1048,1097,117226
Nagaland,Chümoukedima,2017,86.06,81.13,83.72,1647,2331,151152
Nagaland,Chümoukedima,2018,64.89,84.02,79.88,1208,1121,138419
Nagaland,Chümoukedima,2019,87.91,93.61,63.48,279,6303,52912
Nagaland,Chümoukedima,2020,60.65,60.82,55.17,655,2991,108483
Nagaland,Chümoukedima,2021,79.93,87.06,52.38,967,7779,141988
Nagaland,Chümoukedima,2022,64.09,87.33,70.6,1282,1740,179340
Nagaland,Chümoukedima,2023,71.22,67.47,84.06,320,1776,25740
Nagaland,Chümoukedima,2024,59.2,96.54,95.43,1108,896,191496
Nagaland,Chümoukedima,2025,97.18,78.82,89.89,1836,3738,33435
Nagaland,Dimapur,2015,70.59,81.98,57.41,1103,346,108274
Nagaland,Dimapur,2016,66.63,95.59,71.8,746,7879,29008
Nagaland,Dimapur,2017,55.37,80.35,82.46,414,4306,3695
Nagaland,Dimapur,2018,76.96,91.48,80.47,167,3704,44923
Nagaland,Dimapur,2019,96.38,88.2,65.22,75,7219,150260
Nagaland,Dimapur,2020,66.39,76.27,90.07,351,3437,67342
Nagaland,Dimapur,2021,66.7,95.51,66.29,1457,7674,85980
Nagaland,Dimapur,2022,82.69,82.58,75.34,1650,2852,57005
Nagaland,Dimapur,2023,95.58,97.23,80.08,1984,5539,98093
Nagaland,Dimapur,2024,75.73,93.84,89.34,1266,2347,164928
Nagaland,Dimapur,2025,97.3,86.54,88.54,292,713,54398
Nagaland,Kiphire,2015,75.18,89.78,81.18,581,686,170304
Nagaland,Kiphire,2016,66.54,85.39,87.18,191,5967,159212
Nagaland,Kiphire,2017,64.01,98.16,96.22,339,6922,187801
Nagaland,Kiphire,2018,81.95,72.73,53.07,1237,6646,186826
Nagaland,Kiphire,2019,78.98,70.43,68.97,1401,1688,91132
Nagaland,Kiphire,2020,88.69,72.13,58.9,131,5782,59397
Nagaland,Kiphire,2021,93.35,70.92,50.27,1610,418,90260
Nagaland,Kiphire,2022,87.61,60.67,85.22,1460,4725,171136
Nagaland,Kiphire,2023,58.33,98.23,64.21,105,697,91533
Nagaland,Kiphire,2024,82.52,87.76,84.33,1250,4170,150283
Nagaland,Kiphire,2025,68.57,88.6,96.3,1970,7398,78873
Nagaland,Kohima,2015,84.94,64.37,89.77,1138,7534,4138
Nagaland,Kohima,2016,80.88,89.88,85.76,1107,7249,162302
Nagaland,Kohima,2017,90.66,83.48,92.68,1928,6572,144682
Nagaland,Kohima,2018,89.78,90.91,70.79,538,1981,95455
Nagaland,Kohima,2019,66.13,93.38,59.02,1408,6947,131597
Nagaland,Kohima,2020,75.44,63.54,68.78,362,6562,79963
Nagaland,Kohima,2021,65.1,64.63,88.56,254,4451,102399
Nagaland,Kohima,2022,91.96,97.18,84.49,661,1340,89295
Nagaland,Kohima,2023,81.85,97.95,92.72,922,2336,11987
Nagaland,Kohima,2024,60.24,81.69,69.32,446,2889,57050
Nagaland,Kohima,2025,82.43,64.26,65.16,868,7855,107241
Nagaland,Longleng,2015,72.59,90.27,66.38,1570,7325,41718
Nagaland,Longleng,2016,73.69,76.66,77.47,602,4410,60366
Nagaland,Longleng,2017,67.93,76.81,66.65,1560,1695,22701
Nagaland,Longleng,2018,94.26,60.3,95.23,1333,4319,113736
Nagaland,Longleng,2019,95.22,95.3,77.9,1464,7480,14587
Nagaland,Longleng,2020,90.51,67.38,69.8,1911,4780,161998
Nagaland,Longleng,2021,69.43,64.84,71.0,1246,7534,157170
Nagaland,Longleng,2022,76.37,79.61,55.77,60,7995,59955
Nagaland,Longleng,2023,85.43,91.69,68.05,1395,7490,36056
Nagaland,Longleng,2024,72.75,98.04,71.29,675,5745,120713
Nagaland,Longleng,2025,93.43,74.95,52.31,1688,3220,180920
Nagaland,Mokokchung,2015,79.46,89.25,96.64,1610,6306,183955
Nagaland,Mokokchung,2016,97.63,83.25,70.96,1868,7770,26712
Nagaland,Mokokchung,2017,62.24,98.74,71.52,1131,2907,194496
Nagaland,Mokokchung,2018,68.5,72.87,91.46,1058,2286,100498
Nagaland,Mokokchung,2019,59.82,68.56,79.07,1821,2541,131673
Nagaland,Mokokchung,2020,89.96,88.44,62.73,282,1290,179931
Nagaland,Mokokchung,2021,87.47,76.33,92.07,1167,6560,14381
Nagaland,Mokokchung,2022,78.57,79.07,71.63,1532,4540,109452
Nagaland,Mokokchung,2023,64.31,74.29,59.63,1801,2116,184736
Nagaland,Mokokchung,2024,80.99,86.38,56.78,946,880,15542
Nagaland,Mokokchung,2025,90.47,80.84,61.22,1544,2442,161384
Nagaland,Mon,2015,70.61,78.86,72.01,1612,2905,29475
Nagaland,Mon,2016,81.64,81.32,67.31,1609,3293,52984
Nagaland,Mon,2017,70.37,60.27,57.74,1715,7706,161296
Nagaland,Mon,2018,81.58,75.81,91.31,1690,5941,100090
Nagaland,Mon,2019,92.44,81.3,73.06,850,447,159726
Nagaland,Mon,2020,72.29,72.73,93.4,1959,1991,95989
Nagaland,Mon,2021,81.98,70.45,75.68,1180,4527,30089
Nagaland,Mon,2022,95.97,89.91,87.36,1000,1334,105738
Nagaland,Mon,2023,59.67,73.54,50.81,1060,4693,158198
Nagaland,Mon,2024,58.12,70.09,63.9,571,825,55569
Nagaland,Mon,2025,62.42,82.33,57.69,883,7182,80562
Nagaland,Noklak,2015,79.19,85.41,94.96,438,346,165839
Nagaland,Noklak,2016,66.39,83.62,56.13,643,2402,39063
Nagaland,Noklak,2017,75.39,74.92,91.71,1511,4389,138147
Nagaland,Noklak,2018,83.31,78.3,74.59,572,3279,151656
Nagaland,Noklak,2019,55.79,84.37,75.31,890,7259,151287
Nagaland,Noklak,2020,94.4,75.69,51.38,1939,3958,196926
Nagaland,Noklak,2021,76.79,71.63,88.16,1235,1369,44082
Nagaland,Noklak,2022,68.07,93.66,71.48,1461,4426,124619
Nagaland,Noklak,2023,63.97,74.16,77.47,1886,5662,124730
Nagaland,Noklak,2024,55.28,91.25,71.75,672,4333,88500
Nagaland,Noklak,2025,55.24,83.73,93.23,1240,700,38751
Nagaland,Peren,2015,79.9,73.51,88.52,517,3430,107151
Nagaland,Peren,2016,90.13,70.01,66.04,1839,1377,92262
Nagaland,Peren,2017,73.06,95.34,87.39,953,2717,50944
Nagaland,Peren,2018,83.97,73.29,58.95,344,1092,14747
Nagaland,Peren,2019,81.74,74.05,85.99,1603,7825,143857
Nagaland,Peren,2020,84.7,62.65,51.78,84,6208,78677
Nagaland,Peren,2021,78.61,89.31,56.41,1791,2285,75231
Nagaland,Peren,2022,95.83,82.25,56.82,973,4704,154996
Nagaland,Peren,2023,96.44,71.59,53.76,1447,838,86073
Nagaland,Peren,2024,72.96,69.31,82.12,70,7563,90079
Nagaland,Peren,2025,86.91,88.67,58.8,1851,5728,155789
Nagaland,Phek,2015,92.16,85.98,83.33,679,1546,137484
Nagaland,Phek,2016,88.04,78.74,95.42,789,3666,54726
Nagaland,Phek,2017,76.59,89.75,52.49,1350,4731,189344
Nagaland,Phek,2018,92.15,84.29,61.72,1834,1819,32485
Nagaland,Phek,2019,86.56,98.75,62.72,1188,5936,149560
Nagaland,Phek,2020,71.57,73.38,58.15,323,5753,97443
Nagaland,Phek,2021,56.67,86.73,64.01,431,7810,91334
Nagaland,Phek,2022,56.54,98.89,90.72,1268,2199,4614
Nagaland,Phek,2023,68.96,79.99,86.23,705,2116,130833
Nagaland,Phek,2024,62.13,67.88,82.85,1603,5902,169375
Nagaland,Phek,2025,91.6,73.32,91.49,1048,6774,131099
Nagaland,Shamator,2015,61.12,62.01,65.2,396,654,69949
Nagaland,Shamator,2016,58.42,67.12,74.74,566,3529,123322
Nagaland,Shamator,2017,88.13,71.76,67.37,1937,694,163541
Nagaland,Shamator,2018,87.99,93.23,71.93,1871,5090,54211
Nagaland,Shamator,2019,56.9,78.59,93.25,1003,3502,24970
Nagaland,Shamator,2020,55.42,79.58,57.46,1868,6085,151846
Nagaland,Shamator,2021,85.64,65.6,74.18,1927,4654,55391
Nagaland,Shamator,2022,91.33,73.11,76.56,945,2487,187083
Nagaland,Shamator,2023,97.01,86.9,53.48,1062,2722,117118
Nagaland,Shamator,2024,88.14,91.83,85.6,367,2842,53714
Nagaland,Shamator,2025,72.67,61.69,84.41,867,1668,103601
Nagaland,Tuensang,2015,88.09,91.41,65.09,1815,376,67067
Nagaland,Tuensang,2016,68.79,87.45,54.23,479,3940,61084
Nagaland,Tuensang,2017,69.77,95.02,64.41,1412,3824,26482
Nagaland,Tuensang,2018,57.84,80.95,96.06,895,7609,159411
Nagaland,Tuensang,2019,90.5,94.17,76.46,1457,7304,80694
Nagaland,Tuensang,2020,82.33,65.54,81.34,94,7492,135977
Nagaland,Tuensang,2021,58.28,88.68,62.8,1789,3197,48289
Nagaland,Tuensang,2022,83.48,71.79,89.68,608,4256,37499
Nagaland,Tuensang,2023,75.58,66.18,70.5,365,6328,91038
Nagaland,Tuensang,2024,68.92,65.86,79.95,493,1508,95787
Nagaland,Tuensang,2025,58.57,77.96,70.65,1579,726,172089
Nagaland,Tseminyu,2015,80.57,97.51,80.7,700,5125,151232
Nagaland,Tseminyu,2016,97.83,60.75,84.52,1047,3588,70994
Nagaland,Tseminyu,2017,73.17,64.27,50.35,767,4972,36865
Nagaland,Tseminyu,2018,56.97,66.79,66.14,1305,2196,86938
Nagaland,Tseminyu,2019,79.97,88.23,92.14,486,5340,155180
Nagaland,Tseminyu,2020,65.62,65.71,92.18,1113,3207,116958
Nagaland,Tseminyu,2021,81.54,96.52,55.5,1598,3922,163568
Nagaland,Tseminyu,2022,66.23,69.31,69.59,406,3276,82685
Nagaland,Tseminyu,2023,86.39,76.85,73.83,1843,6799,168970
Nagaland,Tseminyu,2024,71.94,78.31,57.54,1233,3483,147602
Nagaland,Tseminyu,2025,75.54,87.45,69.11,1134,3287,163004
Nagaland,Wokha,2015,83.61,78.99,72.88,748,7010,132866
Nagaland,Wokha,2016,88.53,71.27,68.21,306,407,132310
Nagaland,Wokha,2017,58.28,98.76,73.44,1507,7325,87952
Nagaland,Wokha,2018,67.51,82.16,80.2,1128,3475,139486
Nagaland,Wokha,2019,97.74,78.5,93.49,1754,6012,36798
Nagaland,Wokha,2020,68.69,78.33,73.87,195,1253,89080
Nagaland,Wokha,2021,95.01,62.56,91.4,1465,7058,72067
Nagaland,Wokha,2022,76.86,80.43,74.27,608,6476,168493
Nagaland,Wokha,2023,92.78,80.65,83.85,1840,4209,57345
Nagaland,Wokha,2024,94.56,72.47,94.76,180,1323,145179
Nagaland,Wokha,2025,74.49,71.21,73.22,1666,1893,179117
Nagaland,Zunheboto,2015,57.09,83.68,92.15,476,7899,62624
Nagaland,Zunheboto,2016,94.2,65.63,65.08,821,6086,76084
Nagaland,Zunheboto,2017,82.8,78.43,95.73,1050,3608,148625
Nagaland,Zunheboto,2018,89.88,76.94,74.24,1758,3668,176216
Nagaland,Zunheboto,2019,91.94,96.53,84.02,1214,1003,169261
Nagaland,Zunheboto,2020,70.11,90.75,53.07,365,5038,41056
Nagaland,Zunheboto,2021,83.42,74.84,91.12,874,2199,122961
Nagaland,Zunheboto,2022,65.85,76.62,56.19,1174,5988,30894
Nagaland,Zunheboto,2023,83.11,61.08,67.66,1996,6776,188276
Nagaland,Zunheboto,2024,92.88,93.04,57.29,430,1706,153263
Nagaland,Zunheboto,2025,79.41,76.13,86.26,197,449,189981
Odisha,Angul,2015,61.73,82.38,70.57,335,6292,130941
Odisha,Angul,2016,58.67,89.69,64.67,638,1415,80606
Odisha,Angul,2017,77.46,60.39,84.53,779,7832,151367
Odisha,Angul,2018,94.8,93.46,88.53,859,3368,67012
Odisha,Angul,2019,60.7,89.47,85.09,1805,979,132793
Odisha,Angul,2020,66.18,92.61,50.86,994,7122,133301
Odisha,Angul,2021,62.66,76.28,82.49,1244,1915,115938
Odisha,Angul,2022,91.3,96.71,62.81,448,7198,44798
Odisha,Angul,2023,56.48,73.79,77.61,1682,1751,28077
Odisha,Angul,2024,83.56,65.55,64.81,1743,2498,185247
Odisha,Angul,2025,60.83,89.7,51.03,1855,6245,67718
Odisha,Balangir,2015,97.4,73.21,69.71,1582,2600,99316
Odisha,Balangir,2016,56.4,61.23,77.57,953,4564,73961
Odisha,Balangir,2017,78.82,88.93,80.74,1550,7478,117185
Odisha,Balangir,2018,83.84,88.17,72.07,1943,6991,186514
Odisha,Balangir,2019,89.72,71.73,78.09,1100,3124,109946
Odisha,Balangir,2020,90.83,92.24,81.16,370,2372,73618
Odisha,Balangir,2021,57.62,62.06,78.43,556,3548,82379
Odisha,Balangir,2022,97.2,84.96,52.82,1451,6582,150010
Odisha,Balangir,2023,92.02,66.31,67.06,217,6657,154925
Odisha,Balangir,2024,59.59,70.81,61.45,972,6563,140696
Odisha,Balangir,2025,97.27,60.59,93.38,1628,7030,84733
Odisha,Balasore,2015,89.4,87.6,66.75,1351,1559,75537
Odisha,Balasore,2016,59.44,77.58,50.79,695,1402,198496
Odisha,Balasore,2017,68.74,65.61,82.42,1186,1142,31649
Odisha,Balasore,2018,61.07,65.22,78.95,1386,4035,85751
Odisha,Balasore,2019,76.91,98.75,90.1,505,5062,86879
Odisha,Balasore,2020,84.67,71.24,96.16,1115,7256,42241
Odisha,Balasore,2021,64.24,76.88,52.13,1856,5672,70607
Odisha,Balasore,2022,73.2,63.69,55.9,1445,4730,98631
Odisha,Balasore,2023,67.25,63.77,93.15,1808,7144,3724
Odisha,Balasore,2024,85.62,71.2,96.71,853,1882,195350
Odisha,Balasore,2025,67.42,87.47,62.71,1899,355,191111
Odisha,Bargarh,2015,57.72,87.06,77.14,889,7442,11256
Odisha,Bargarh,2016,76.61,74.91,56.02,1764,3808,44184
Odisha,Bargarh,2017,60.71,93.84,96.54,976,1539,17586
Odisha,Bargarh,2018,89.65,67.41,73.66,345,5819,23863
Odisha,Bargarh,2019,67.4,86.85,80.62,284,3615,82238
Odisha,Bargarh,2020,90.99,98.87,96.47,1767,4793,102694
Odisha,Bargarh,2021,90.54,80.16,70.61,273,778,19785
Odisha,Bargarh,2022,86.08,90.91,67.73,791,656,46707
Odisha,Bargarh,2023,67.08,70.02,76.44,1995,2712,21271
Odisha,Bargarh,2024,89.49,64.93,72.17,540,1509,150278
Odisha,Bargarh,2025,63.51,73.29,66.39,359,3761,88240
Odisha,Bhadrak,2015,71.11,90.86,51.45,757,1457,153916
Odisha,Bhadrak,2016,95.49,72.31,93.24,1158,4286,160445
Odisha,Bhadrak,2017,85.66,74.37,92.11,928,7856,16600
Odisha,Bhadrak,2018,62.76,75.02,95.08,1867,778,144829
Odisha,Bhadrak,2019,80.46,64.58,75.91,819,2631,192480
Odisha,Bhadrak,2020,55.87,72.67,79.7,937,7872,90719
Odisha,Bhadrak,2021,75.05,69.5,56.92,703,5485,58517
Odisha,Bhadrak,2022,78.11,89.75,78.8,1606,6868,109385
Odisha,Bhadrak,2023,63.94,70.12,71.23,1633,5845,105569
Odisha,Bhadrak,2024,80.22,73.98,63.87,1191,2622,44724
Odisha,Bhadrak,2025,82.21,98.52,55.22,658,7309,83786
Odisha,Boudh,2015,92.87,64.73,59.25,972,2698,151018
Odisha,Boudh,2016,55.49,81.99,83.02,80,7439,184244
Odisha,Boudh,2017,61.52,92.9,86.96,104,6898,27216
Odisha,Boudh,2018,88.23,95.57,51.72,105,5269,95422
Odisha,Boudh,2019,57.48,96.81,54.31,749,3029,13292
Odisha,Boudh,2020,55.72,89.8,96.17,777,3559,104998
Odisha,Boudh,2021,55.93,88.9,73.95,1950,1678,39658
Odisha,Boudh,2022,61.12,88.62,85.67,905,2347,61773
Odisha,Boudh,2023,68.4,64.0,55.4,141,6177,51835
Odisha,Boudh,2024,89.61,80.11,51.49,1655,1763,18305
Odisha,Boudh,2025,92.11,61.25,78.51,1087,6293,156004
Odisha,Cuttack,2015,89.16,64.57,60.56,1107,2242,162377
Odisha,Cuttack,2016,69.49,90.69,82.14,595,2134,163174
Odisha,Cuttack,2017,75.34,94.21,81.69,302,6731,18560
Odisha,Cuttack,2018,83.96,85.96,72.63,1088,7184,49857
Odisha,Cuttack,2019,91.94,61.53,61.73,85,3351,60435
Odisha,Cuttack,2020,56.67,71.72,89.75,1646,1837,130720
Odisha,Cuttack,2021,90.12,64.19,78.68,626,2797,195277
Odisha,Cuttack,2022,87.49,92.79,52.44,398,3833,71046
Odisha,Cuttack,2023,59.72,90.08,78.26,1176,1029,37136
Odisha,Cuttack,2024,93.37,94.69,65.9,1530,5756,154653
Odisha,Cuttack,2025,63.84,71.78,54.81,1007,6501,189519
Odisha,Deogarh,2015,77.25,88.44,94.94,111,4247,85122
Odisha,Deogarh,2016,74.39,80.64,51.89,1909,7004,148612
Odisha,Deogarh,2017,89.78,79.12,88.92,1376,2539,138802
Odisha,Deogarh,2018,94.99,88.13,89.91,1057,5535,190843
Odisha,Deogarh,2019,94.47,61.0,68.2,1958,2802,181398
Odisha,Deogarh,2020,65.78,96.14,79.51,927,2961,194827
Odisha,Deogarh,2021,60.91,97.16,73.93,1001,6419,123742
Odisha,Deogarh,2022,55.26,73.56,78.33,63,1423,105681
Odisha,Deogarh,2023,59.07,94.94,88.24,985,561,163432
Odisha,Deogarh,2024,87.47,65.79,74.59,1466,2110,192950
Odisha,Deogarh,2025,64.42,77.03,73.07,1698,2761,64920
Odisha,Dhenkanal,2015,77.72,97.78,83.85,1595,2908,106277
Odisha,Dhenkanal,2016,60.39,95.56,61.69,1969,4295,135578
Odisha,Dhenkanal,2017,88.79,95.77,70.67,1545,2740,120899
Odisha,Dhenkanal,2018,89.24,65.98,72.42,703,2307,7074
Odisha,Dhenkanal,2019,85.38,79.44,70.27,1603,6044,74666
Odisha,Dhenkanal,2020,91.76,81.59,89.64,393,6425,148993
Odisha,Dhenkanal,2021,81.11,63.91,61.62,900,263,11631
Odisha,Dhenkanal,2022,76.43,93.54,63.31,64,3492,100415
Odisha,Dhenkanal,2023,69.87,97.09,76.86,150,6686,139537
Odisha,Dhenkanal,2024,78.96,79.23,50.43,1099,1018,171035
Odisha,Dhenkanal,2025,55.08,84.55,85.83,1360,6553,55995
Odisha,Gajapati,2015,68.17,60.78,53.2,1235,7853,47172
Odisha,Gajapati,2016,56.63,80.94,68.41,1875,5353,51359
Odisha,Gajapati,2017,72.55,86.61,95.3,1216,5175,21779
Odisha,Gajapati,2018,85.07,83.32,94.16,1463,6024,137149
Odisha,Gajapati,2019,59.41,82.61,76.07,1364,5467,7026
Odisha,Gajapati,2020,84.4,79.06,56.69,1773,5265,188067
Odisha,Gajapati,2021,65.15,98.66,96.88,77,5282,46413
Odisha,Gajapati,2022,63.49,79.39,56.69,198,2091,191936
Odisha,Gajapati,2023,79.14,63.87,84.93,156,6183,161971
Odisha,Gajapati,2024,80.42,78.21,93.49,590,2576,175172
Odisha,Gajapati,2025,61.79,94.69,77.71,855,1143,44287
Odisha,Ganjam,2015,93.73,62.87,66.67,139,3533,87486
Odisha,Ganjam,2016,75.13,81.17,50.58,1196,991,191001
Odisha,Ganjam,2017,84.36,95.48,81.99,934,1068,138118
Odisha,Ganjam,2018,57.21,79.51,80.18,720,2621,99614
Odisha,Ganjam,2019,62.66,97.51,78.65,813,3974,4410
Odisha,Ganjam,2020,58.35,71.82,76.43,437,4854,139681
Odisha,Ganjam,2021,79.75,90.06,91.79,1440,4575,130217
Odisha,Ganjam,2022,57.9,80.36,69.86,1015,5972,106813
Odisha,Ganjam,2023,80.39,67.39,95.04,1652,6626,156796
Odisha,Ganjam,2024,80.0,81.22,82.52,1577,5400,160593
Odisha,Ganjam,2025,73.52,93.19,59.38,1808,5310,44881
Odisha,Jagatsinghpur,2015,87.6,67.61,86.92,207,6191,135860
Odisha,Jagatsinghpur,2016,80.0,61.7,72.67,1871,3659,129102
Odisha,Jagatsinghpur,2017,84.57,91.87,80.64,1410,3226,143861
Odisha,Jagatsinghpur,2018,56.1,65.46,76.21,503,3746,145189
Odisha,Jagatsinghpur,2019,79.66,96.35,96.43,512,4276,8395
Odisha,Jagatsinghpur,2020,81.82,72.01,90.95,1389,5556,130730
Odisha,Jagatsinghpur,2021,90.4,96.48,80.1,878,6245,78996
Odisha,Jagatsinghpur,2022,78.17,93.5,93.13,484,3885,85502
Odisha,Jagatsinghpur,2023,88.4,68.14,80.65,726,4989,165705
Odisha,Jagatsinghpur,2024,95.97,94.03,96.64,462,5941,186235
Odisha,Jagatsinghpur,2025,55.09,92.36,72.92,1277,3803,42468
Odisha,Jajpur,2015,56.41,90.65,53.98,1917,4687,120227
Odisha,Jajpur,2016,60.91,98.33,57.32,1213,3519,115501
Odisha,Jajpur,2017,81.76,98.35,52.09,1425,6933,106659
Odisha,Jajpur,2018,95.53,65.77,61.34,1648,5628,183416
Odisha,Jajpur,2019,74.97,86.91,77.23,1450,2673,12735
Odisha,Jajpur,2020,83.4,93.88,95.6,207,1873,99023
Odisha,Jajpur,2021,95.94,76.66,75.38,1050,6100,145181
Odisha,Jajpur,2022,72.01,84.17,95.43,397,2199,24728
Odisha,Jajpur,2023,79.68,95.88,75.87,1790,3039,179875
Odisha,Jajpur,2024,85.26,70.67,90.97,137,696,23740
Odisha,Jajpur,2025,85.57,70.45,65.57,1498,7827,135249
Odisha,Jharsuguda,2015,59.29,93.54,51.7,1776,2785,80806
Odisha,Jharsuguda,2016,88.16,78.15,60.61,1453,7787,18472
Odisha,Jharsuguda,2017,56.75,75.14,90.59,688,1947,197687
Odisha,Jharsuguda,2018,62.24,65.84,54.81,1246,4580,7340
Odisha,Jharsuguda,2019,76.23,61.76,90.04,949,2350,127524
Odisha,Jharsuguda,2020,82.28,92.41,60.78,623,3522,164816
Odisha,Jharsuguda,2021,61.13,95.66,83.86,1966,829,59786
Odisha,Jharsuguda,2022,90.84,80.6,57.4,1894,2255,67709
Odisha,Jharsuguda,2023,68.12,95.57,58.29,1335,5139,115678
Odisha,Jharsuguda,2024,86.63,63.62,79.25,1399,5161,8127
Odisha,Jharsuguda,2025,80.88,83.12,62.45,1985,4797,99603
Odisha,Kalahandi,2015,93.27,88.53,76.34,567,1057,28898
Odisha,Kalahandi,2016,83.62,96.96,53.46,668,4461,82671
Odisha,Kalahandi,2017,73.32,80.87,89.62,1399,671,158569
Odisha,Kalahandi,2018,56.55,69.74,85.28,1628,5051,13655
Odisha,Kalahandi,2019,75.7,98.23,80.26,1058,1306,108647
Odisha,Kalahandi,2020,70.54,93.22,95.21,938,4099,143330
Odisha,Kalahandi,2021,63.37,96.59,72.75,1922,2673,154907
Odisha,Kalahandi,2022,61.77,71.42,50.2,1919,6152,153619
Odisha,Kalahandi,2023,86.37,73.26,87.84,1064,2599,18259
Odisha,Kalahandi,2024,70.84,75.78,96.51,160,587,144741
Odisha,Kalahandi,2025,97.74,92.45,72.05,973,6163,102073
Odisha,Kandhamal,2015,80.33,67.26,95.53,803,7719,149858
Odisha,Kandhamal,2016,73.98,91.07,88.6,629,7360,171191
Odisha,Kandhamal,2017,69.59,65.73,82.73,1999,2920,46520
Odisha,Kandhamal,2018,87.86,80.09,82.33,74,7927,91915
Odisha,Kandhamal,2019,69.11,92.58,61.79,820,711,68563
Odisha,Kandhamal,2020,92.75,92.96,73.0,1142,7207,97376
Odisha,Kandhamal,2021,94.44,61.75,92.25,1642,2684,43854
Odisha,Kandhamal,2022,59.66,62.55,61.39,625,7575,10762
Odisha,Kandhamal,2023,62.62,76.7,90.13,1126,5608,55130
Odisha,Kandhamal,2024,72.08,94.66,60.73,835,835,151640
Odisha,Kandhamal,2025,93.33,61.75,85.17,265,1263,136521
Odisha,Kendrapara,2015,90.79,72.86,78.25,643,6060,166076
Odisha,Kendrapara,2016,56.98,65.98,68.53,1410,4942,38888
Odisha,Kendrapara,2017,90.6,74.13,87.86,1530,3862,149928
Odisha,Kendrapara,2018,87.19,66.43,86.05,1177,7067,58006
Odisha,Kendrapara,2019,72.08,83.87,55.71,1240,709,36601
Odisha,Kendrapara,2020,71.09,67.69,80.18,1291,5607,159988
