state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Nagaland,Noklak,2024,74.96,6.95,24114,99537,33628
Nagaland,Noklak,2025,73.32,6.03,27484,51912,13567
Nagaland,Peren,2015,52.49,3.93,5384,27724,22430
Nagaland,Peren,2016,75.11,12.96,42011,54742,67159
Nagaland,Peren,2017,45.56,11.6,31032,57095,34579
Nagaland,Peren,2018,73.96,12.32,18624,39795,34289
Nagaland,Peren,2019,71.74,9.75,1904,41746,78710
Nagaland,Peren,2020,41.14,13.19,35187,67690,4403
Nagaland,Peren,2021,69.27,5.89,16531,98072,62931
Nagaland,Peren,2022,58.56,3.14,17325,67829,22781
Nagaland,Peren,2023,55.35,14.12,18557,55449,8430
Nagaland,Peren,2024,61.25,3.15,39306,25650,47166
Nagaland,Peren,2025,52.46,11.06,33070,27867,9619
Nagaland,Phek,2015,44.32,11.98,33348,59664,22814
Nagaland,Phek,2016,45.97,10.35,34847,22693,23038
Nagaland,Phek,2017,68.18,6.02,42192,41213,19021
Nagaland,Phek,2018,59.47,14.93,37783,9074,78214
Nagaland,Phek,2019,55.37,7.14,38596,24190,73789
Nagaland,Phek,2020,71.72,6.0,29386,28754,50713
Nagaland,Phek,2021,66.29,13.14,29585,23437,14013
Nagaland,Phek,2022,64.99,13.71,33377,72610,48229
Nagaland,Phek,2023,71.92,10.77,18617,63183,8969
Nagaland,Phek,2024,43.88,4.13,13841,56841,41257
Nagaland,Phek,2025,56.3,13.43,26547,5975,63861
Nagaland,Shamator,2015,68.82,6.96,14599,8593,22509
Nagaland,Shamator,2016,78.64,9.89,7985,14115,77580
Nagaland,Shamator,2017,48.31,8.09,13819,78224,18432
Nagaland,Shamator,2018,40.82,2.77,39011,56124,23315
Nagaland,Shamator,2019,55.93,8.08,17799,65414,21521
Nagaland,Shamator,2020,55.32,5.39,42412,55661,5792
Nagaland,Shamator,2021,41.79,14.32,3538,67325,68907
Nagaland,Shamator,2022,59.77,3.27,20430,66780,44319
Nagaland,Shamator,2023,68.77,2.88,48301,35215,11867
Nagaland,Shamator,2024,53.18,14.14,49430,68967,24407
Nagaland,Shamator,2025,74.43,8.2,2479,50753,33555
Nagaland,Tuensang,2015,63.03,4.32,12986,8884,31724
Nagaland,Tuensang,2016,68.76,9.28,9311,8586,9443
Nagaland,Tuensang,2017,44.09,8.59,1837,12444,77350
Nagaland,Tuensang,2018,44.16,13.92,33087,84298,38136
Nagaland,Tuensang,2019,40.76,10.37,16539,58991,55847
Nagaland,Tuensang,2020,43.62,8.9,9797,48766,11720
Nagaland,Tuensang,2021,46.74,13.61,47174,91819,69737
Nagaland,Tuensang,2022,77.31,10.26,17200,48987,59428
Nagaland,Tuensang,2023,53.81,2.29,3896,45896,21058
Nagaland,Tuensang,2024,46.45,3.51,1540,73610,72994
Nagaland,Tuensang,2025,72.08,6.3,26608,74800,68814
Nagaland,Tseminyu,2015,59.14,2.52,4554,7218,8405
Nagaland,Tseminyu,2016,68.61,5.21,12285,25673,31944
Nagaland,Tseminyu,2017,72.95,10.52,8093,49462,75176
Nagaland,Tseminyu,2018,72.46,10.23,3106,59983,2936
Nagaland,Tseminyu,2019,78.84,9.54,33787,84855,36397
Nagaland,Tseminyu,2020,67.33,8.54,10945,30888,42050
Nagaland,Tseminyu,2021,72.62,7.46,36583,34483,60925
Nagaland,Tseminyu,2022,72.41,9.11,4892,92062,37905
Nagaland,Tseminyu,2023,52.03,2.16,33307,35052,65511
Nagaland,Tseminyu,2024,77.61,4.85,17185,9450,20836
Nagaland,Tseminyu,2025,49.74,12.1,40780,57083,54728
Nagaland,Wokha,2015,77.5,3.11,21897,85229,17671
Nagaland,Wokha,2016,75.04,9.11,28011,36080,25403
Nagaland,Wokha,2017,79.92,13.48,34992,87351,24096
Nagaland,Wokha,2018,48.83,7.77,28522,98294,9962
Nagaland,Wokha,2019,47.35,5.16,16686,88975,48843
Nagaland,Wokha,2020,55.59,12.77,33808,26922,2143
Nagaland,Wokha,2021,50.92,10.31,24187,70784,69094
Nagaland,Wokha,2022,43.29,7.76,2676,82990,73730
Nagaland,Wokha,2023,47.97,7.35,37277,73366,38811
Nagaland,Wokha,2024,57.45,8.17,35898,10344,3722
Nagaland,Wokha,2025,67.22,11.78,4368,19061,33799
Nagaland,Zunheboto,2015,63.73,7.03,11121,90997,63011
Nagaland,Zunheboto,2016,65.11,11.73,13636,68785,63989
Nagaland,Zunheboto,2017,55.51,13.95,16616,32026,15477
Nagaland,Zunheboto,2018,48.34,11.37,16833,34108,21419
Nagaland,Zunheboto,2019,40.96,10.98,36781,6080,22451
Nagaland,Zunheboto,2020,63.29,14.77,7760,33754,24447
Nagaland,Zunheboto,2021,69.25,9.39,20315,79901,32757
Nagaland,Zunheboto,2022,54.38,6.91,43859,31210,71620
Nagaland,Zunheboto,2023,47.72,8.6,3730,76161,35541
Nagaland,Zunheboto,2024,79.18,4.9,37404,53484,25889
Nagaland,Zunheboto,2025,72.35,8.05,5649,41126,72999
Odisha,Angul,2015,45.99,12.07,6183,51317,65104
Odisha,Angul,2016,40.3,4.99,1328,57467,65946
Odisha,Angul,2017,41.42,6.3,44498,41940,15199
Odisha,Angul,2018,68.89,9.87,16206,46156,21600
Odisha,Angul,2019,63.54,14.46,38135,18110,28490
Odisha,Angul,2020,67.14,5.83,28432,28546,41615
Odisha,Angul,2021,46.54,8.55,36873,39875,60491
Odisha,Angul,2022,73.94,10.96,46539,99671,8575
Odisha,Angul,2023,79.88,7.82,15727,65454,50893
Odisha,Angul,2024,53.2,12.45,24686,91628,74886
Odisha,Angul,2025,43.72,5.21,28289,11109,27606
Odisha,Balangir,2015,50.56,8.27,9359,69002,18339
Odisha,Balangir,2016,44.44,2.87,16729,21129,77397
Odisha,Balangir,2017,67.62,13.09,33833,25557,4491
Odisha,Balangir,2018,45.93,14.28,36060,31665,24743
Odisha,Balangir,2019,79.5,3.16,12582,12351,9902
Odisha,Balangir,2020,47.0,11.5,12142,82518,31140
Odisha,Balangir,2021,77.07,8.08,1445,30050,8489
Odisha,Balangir,2022,68.59,11.43,33368,62001,9168
Odisha,Balangir,2023,52.34,6.38,1910,21821,48479
Odisha,Balangir,2024,75.22,12.16,32552,47493,42161
Odisha,Balangir,2025,54.25,13.48,37419,86825,53199
Odisha,Balasore,2015,64.2,5.67,19540,79152,53777
Odisha,Balasore,2016,46.99,12.89,30935,62681,31198
Odisha,Balasore,2017,41.05,14.6,26841,49235,60976
Odisha,Balasore,2018,78.0,12.97,15799,18345,57761
Odisha,Balasore,2019,42.19,8.24,3799,52325,15223
Odisha,Balasore,2020,58.17,3.06,15388,10905,32159
Odisha,Balasore,2021,46.99,3.2,25853,73770,52289
Odisha,Balasore,2022,59.18,10.07,25563,45176,10234
Odisha,Balasore,2023,75.97,10.85,25503,65845,26422
Odisha,Balasore,2024,44.9,7.45,21464,98962,22914
Odisha,Balasore,2025,75.07,2.61,26463,39200,28957
Odisha,Bargarh,2015,75.77,10.34,7440,71692,64907
Odisha,Bargarh,2016,51.03,10.11,43701,45260,35265
Odisha,Bargarh,2017,66.37,12.13,24971,52046,46158
Odisha,Bargarh,2018,53.25,12.69,42370,24315,22381
Odisha,Bargarh,2019,64.25,13.21,2408,85521,15519
Odisha,Bargarh,2020,70.7,14.49,27239,98267,25828
Odisha,Bargarh,2021,69.98,9.52,39624,8667,10726
Odisha,Bargarh,2022,59.27,13.13,16969,41915,51729
Odisha,Bargarh,2023,70.85,5.84,26701,84825,24423
Odisha,Bargarh,2024,54.98,13.59,47867,12945,41054
Odisha,Bargarh,2025,43.79,14.69,18531,81117,16411
Odisha,Bhadrak,2015,59.73,3.68,18058,85453,54393
Odisha,Bhadrak,2016,55.36,12.61,48791,41665,7661
Odisha,Bhadrak,2017,63.48,3.55,29898,40051,4351
Odisha,Bhadrak,2018,70.76,4.3,18261,83697,43133
Odisha,Bhadrak,2019,77.59,13.22,43310,32391,46267
Odisha,Bhadrak,2020,47.79,6.2,49356,98577,43306
Odisha,Bhadrak,2021,52.57,12.96,7179,41369,62561
Odisha,Bhadrak,2022,75.77,3.93,13246,19723,9013
Odisha,Bhadrak,2023,46.22,3.73,11791,84989,55510
Odisha,Bhadrak,2024,76.08,3.03,26167,65873,4925
Odisha,Bhadrak,2025,42.92,11.74,15469,5462,48538
Odisha,Boudh,2015,71.99,2.98,36493,8594,62375
Odisha,Boudh,2016,64.96,13.27,26096,31233,71920
Odisha,Boudh,2017,69.1,6.03,38459,41393,55386
Odisha,Boudh,2018,40.74,12.05,11349,5608,8460
Odisha,Boudh,2019,68.99,13.81,39659,61231,6731
Odisha,Boudh,2020,58.96,7.63,49663,25203,60163
Odisha,Boudh,2021,71.14,11.72,16124,53828,65869
Odisha,Boudh,2022,44.71,5.44,30865,77943,62985
Odisha,Boudh,2023,64.5,3.73,49757,25706,43310
Odisha,Boudh,2024,66.53,4.84,20537,33128,5627
Odisha,Boudh,2025,59.85,5.19,18511,17843,78429
Odisha,Cuttack,2015,77.28,13.45,18394,17989,37678
Odisha,Cuttack,2016,77.55,6.81,24994,69701,24959
Odisha,Cuttack,2017,63.41,10.7,11931,37283,42829
Odisha,Cuttack,2018,51.64,7.22,9763,29070,14598
Odisha,Cuttack,2019,46.02,7.99,20792,51534,51213
Odisha,Cuttack,2020,53.86,4.23,33555,13309,78076
Odisha,Cuttack,2021,72.69,3.9,26257,17769,44365
Odisha,Cuttack,2022,76.65,7.16,39498,47194,39382
Odisha,Cuttack,2023,58.37,10.57,8618,56259,52921
Odisha,Cuttack,2024,57.52,9.76,2589,54024,6190
Odisha,Cuttack,2025,70.53,2.33,36104,17524,37503
Odisha,Deogarh,2015,75.96,3.43,12254,55017,16389
Odisha,Deogarh,2016,56.55,8.83,29733,54618,20008
Odisha,Deogarh,2017,68.17,6.58,4079,74569,50109
Odisha,Deogarh,2018,43.0,12.07,47427,6488,15740
Odisha,Deogarh,2019,70.14,14.71,18297,72084,74873
Odisha,Deogarh,2020,72.13,12.41,5527,70101,5951
Odisha,Deogarh,2021,58.7,8.64,17286,57669,56107
Odisha,Deogarh,2022,42.67,13.35,4498,38915,12856
Odisha,Deogarh,2023,78.66,7.94,34406,37228,70828
Odisha,Deogarh,2024,71.7,3.14,3204,73936,13092
Odisha,Deogarh,2025,79.09,8.18,30175,29816,44908
Odisha,Dhenkanal,2015,41.08,2.32,30740,96002,73562
Odisha,Dhenkanal,2016,54.01,11.47,49591,14545,20030
Odisha,Dhenkanal,2017,56.18,2.94,47200,58278,29735
Odisha,Dhenkanal,2018,53.76,11.81,9913,74372,27622
Odisha,Dhenkanal,2019,76.8,14.35,12917,95907,74253
Odisha,Dhenkanal,2020,56.25,13.72,25272,65060,10171
Odisha,Dhenkanal,2021,78.41,13.8,46876,60108,41312
Odisha,Dhenkanal,2022,68.53,3.64,22150,13076,78863
Odisha,Dhenkanal,2023,46.94,2.17,2793,6236,70150
Odisha,Dhenkanal,2024,76.82,5.45,25505,67577,47670
Odisha,Dhenkanal,2025,68.28,13.85,14762,29492,37063
Odisha,Gajapati,2015,65.19,4.14,30286,78991,32778
Odisha,Gajapati,2016,41.44,12.14,35316,83584,4147
Odisha,Gajapati,2017,65.08,2.65,45047,99856,68334
Odisha,Gajapati,2018,72.47,4.18,9166,13172,65927
Odisha,Gajapati,2019,77.73,11.38,32136,76110,77860
Odisha,Gajapati,2020,75.22,5.53,24427,50686,9405
Odisha,Gajapati,2021,73.49,9.98,3523,72481,7935
Odisha,Gajapati,2022,62.3,8.09,35341,55820,79443
Odisha,Gajapati,2023,58.04,6.63,13628,44016,75142
Odisha,Gajapati,2024,77.81,8.95,32501,23580,31301
Odisha,Gajapati,2025,55.94,2.43,42772,6065,45871
Odisha,Ganjam,2015,59.4,10.53,18417,34261,24463
Odisha,Ganjam,2016,72.64,9.32,45684,42135,65439
Odisha,Ganjam,2017,49.83,6.88,21995,40590,15731
Odisha,Ganjam,2018,40.43,5.12,48047,44577,66389
Odisha,Ganjam,2019,72.79,3.94,13369,37753,45165
Odisha,Ganjam,2020,53.29,10.94,12389,49393,79189
Odisha,Ganjam,2021,44.12,8.48,42607,84903,78050
Odisha,Ganjam,2022,47.81,2.25,23314,44301,14176
Odisha,Ganjam,2023,44.53,3.04,31567,79161,58939
Odisha,Ganjam,2024,78.67,6.63,44103,79744,73937
Odisha,Ganjam,2025,65.92,3.79,37677,71288,79077
Odisha,Jagatsinghpur,2015,41.25,9.14,27841,47469,43877
Odisha,Jagatsinghpur,2016,69.75,4.76,19621,18858,57427
Odisha,Jagatsinghpur,2017,40.07,8.14,16052,12256,47901
Odisha,Jagatsinghpur,2018,69.14,5.91,15989,91735,70975
Odisha,Jagatsinghpur,2019,72.4,14.33,8851,99814,70819
Odisha,Jagatsinghpur,2020,52.2,8.09,10700,92867,63620
Odisha,Jagatsinghpur,2021,45.35,6.1,21912,64141,78228
Odisha,Jagatsinghpur,2022,54.98,5.92,17883,20647,4449
Odisha,Jagatsinghpur,2023,67.11,7.9,6284,46505,12434
Odisha,Jagatsinghpur,2024,68.81,8.6,1439,77590,31739
Odisha,Jagatsinghpur,2025,57.48,11.27,31580,40777,55324
Odisha,Jajpur,2015,72.2,8.6,13228,15767,21207
Odisha,Jajpur,2016,67.04,9.28,48862,9256,7912
Odisha,Jajpur,2017,45.91,13.83,37726,12555,22388
Odisha,Jajpur,2018,45.85,14.41,47527,40697,10230
Odisha,Jajpur,2019,79.66,8.39,16685,61208,26566
Odisha,Jajpur,2020,44.89,5.26,33370,25985,16586
Odisha,Jajpur,2021,44.74,14.93,24951,57939,7949
Odisha,Jajpur,2022,44.04,14.94,39324,84764,33700
Odisha,Jajpur,2023,49.77,6.62,49608,12976,15375
Odisha,Jajpur,2024,40.15,11.09,45538,60376,6476
Odisha,Jajpur,2025,52.31,3.3,22419,99335,27218
Odisha,Jharsuguda,2015,59.18,14.64,7931,5269,46720
Odisha,Jharsuguda,2016,44.51,10.43,16774,91820,23690
Odisha,Jharsuguda,2017,53.34,4.34,20074,58221,73855
Odisha,Jharsuguda,2018,57.55,14.91,36389,65496,43895
Odisha,Jharsuguda,2019,60.92,5.6,45911,61811,32927
Odisha,Jharsuguda,2020,54.07,2.58,30524,16277,3833
Odisha,Jharsuguda,2021,64.51,4.76,36255,50473,49083
Odisha,Jharsuguda,2022,61.94,14.0,32574,12567,11890
Odisha,Jharsuguda,2023,68.82,14.33,13482,66904,12909
Odisha,Jharsuguda,2024,72.45,12.4,44128,35453,34805
Odisha,Jharsuguda,2025,57.75,14.36,21209,9882,75341
Odisha,Kalahandi,2015,63.34,7.68,32038,22413,61470
Odisha,Kalahandi,2016,53.19,4.63,26664,71977,29451
Odisha,Kalahandi,2017,74.95,14.93,23998,89637,69973
Odisha,Kalahandi,2018,78.86,13.45,29776,58741,27374
Odisha,Kalahandi,2019,51.58,14.9,3403,11444,65234
Odisha,Kalahandi,2020,68.8,3.18,15911,66328,70321
Odisha,Kalahandi,2021,45.59,5.86,6534,97074,74393
Odisha,Kalahandi,2022,54.03,12.26,25265,93989,73950
Odisha,Kalahandi,2023,49.48,10.95,48186,96495,2554
Odisha,Kalahandi,2024,54.56,12.5,44696,51237,21343
Odisha,Kalahandi,2025,61.08,10.93,13136,74848,60663
Odisha,Kandhamal,2015,76.41,6.79,33945,76712,71411
Odisha,Kandhamal,2016,77.04,2.42,28420,51103,29763
Odisha,Kandhamal,2017,71.75,14.74,12588,43159,70823
Odisha,Kandhamal,2018,68.9,7.75,3507,59434,70061
Odisha,Kandhamal,2019,41.08,11.7,3144,73984,34331
Odisha,Kandhamal,2020,76.67,7.0,42730,35751,66969
Odisha,Kandhamal,2021,74.46,14.95,42878,31871,68605
Odisha,Kandhamal,2022,61.5,8.44,7730,79602,52503
Odisha,Kandhamal,2023,45.28,9.57,46048,59176,41217
Odisha,Kandhamal,2024,65.84,7.37,8191,26205,55145
Odisha,Kandhamal,2025,76.51,4.8,25936,11994,4512
Odisha,Kendrapara,2015,75.15,5.11,27488,38070,21925
Odisha,Kendrapara,2016,64.2,13.65,1261,54867,34402
Odisha,Kendrapara,2017,52.7,11.89,12357,65227,20078
Odisha,Kendrapara,2018,49.68,11.15,19967,63697,62260
Odisha,Kendrapara,2019,68.88,7.16,42545,41864,11218
Odisha,Kendrapara,2020,70.15,13.71,21394,61153,73707
Odisha,Kendrapara,2021,76.44,3.72,41455,90190,68343
Odisha,Kendrapara,2022,56.48,11.75,26436,38151,76378
Odisha,Kendrapara,2023,60.38,13.83,12758,21680,48127
Odisha,Kendrapara,2024,63.69,11.24,29998,15705,75659
Odisha,Kendrapara,2025,47.48,14.37,36641,71379,78568
Odisha,Kendujhar (Keonjhar),2015,72.24,8.91,29543,97261,51486
Odisha,Kendujhar (Keonjhar),2016,77.95,12.42,2802,61940,43110
Odisha,Kendujhar (Keonjhar),2017,77.02,5.55,5329,86403,7007
Odisha,Kendujhar (Keonjhar),2018,43.76,10.37,23296,13250,70728
Odisha,Kendujhar (Keonjhar),2019,70.18,12.22,48007,95507,27722
Odisha,Kendujhar (Keonjhar),2020,54.88,14.04,43181,94432,58138
Odisha,Kendujhar (Keonjhar),2021,58.54,11.59,23271,63697,16696
Odisha,Kendujhar (Keonjhar),2022,46.95,5.97,37351,60967,46053
Odisha,Kendujhar (Keonjhar),2023,60.45,13.54,49722,10439,48887
Odisha,Kendujhar (Keonjhar),2024,47.14,8.38,37242,14882,9626
Odisha,Kendujhar (Keonjhar),2025,68.11,5.57,41688,46870,52368
Odisha,Khordha,2015,42.41,13.53,16046,13545,36459
Odisha,Khordha,2016,55.05,7.3,11722,46883,41578
Odisha,Khordha,2017,77.4,5.65,18662,32810,46199
Odisha,Khordha,2018,49.13,11.13,43813,94571,71256
Odisha,Khordha,2019,59.64,10.07,25139,78450,6981
Odisha,Khordha,2020,79.74,12.21,13310,64888,68377
Odisha,Khordha,2021,53.92,5.01,35987,33412,53711
Odisha,Khordha,2022,48.8,4.55,19308,11909,77314
Odisha,Khordha,2023,64.39,12.06,27775,52840,75724
Odisha,Khordha,2024,62.98,3.24,23848,89817,71702
Odisha,Khordha,2025,58.93,3.05,20190,63912,8337
Odisha,Koraput,2015,61.9,12.62,1535,20377,74884
Odisha,Koraput,2016,42.25,12.68,5863,40182,70747
Odisha,Koraput,2017,50.41,3.82,49151,78752,4353
Odisha,Koraput,2018,66.45,8.07,11282,78359,30423
Odisha,Koraput,2019,73.61,14.7,25363,95486,68772
Odisha,Koraput,2020,60.33,10.23,25693,55954,79388
Odisha,Koraput,2021,65.1,14.47,1425,23041,36124
Odisha,Koraput,2022,54.89,2.93,34891,79657,9802
Odisha,Koraput,2023,60.87,11.94,30037,6232,19502
Odisha,Koraput,2024,46.73,5.56,24782,82150,15164
Odisha,Koraput,2025,70.36,7.94,48001,11599,55322
Odisha,Malkangiri,2015,41.28,3.72,14494,14434,34277
Odisha,Malkangiri,2016,53.43,14.06,39402,89588,49460
Odisha,Malkangiri,2017,62.42,8.97,36144,25996,25626
Odisha,Malkangiri,2018,42.93,11.36,30570,51911,21619
Odisha,Malkangiri,2019,64.18,12.59,7213,28788,14551
Odisha,Malkangiri,2020,48.59,3.95,44265,32871,9908
Odisha,Malkangiri,2021,73.48,13.0,6583,37354,15849
Odisha,Malkangiri,2022,78.78,7.25,4792,87939,56336
Odisha,Malkangiri,2023,60.72,7.52,47186,68619,17558
Odisha,Malkangiri,2024,46.62,13.38,2418,14243,77883
Odisha,Malkangiri,2025,43.91,7.09,37059,30559,61840
Odisha,Mayurbhanj,2015,60.22,11.38,49856,93553,29992
Odisha,Mayurbhanj,2016,68.82,4.15,18375,38886,16895
Odisha,Mayurbhanj,2017,77.21,8.57,43437,67666,11200
Odisha,Mayurbhanj,2018,49.31,14.95,31935,91901,67673
Odisha,Mayurbhanj,2019,50.82,12.74,32146,54764,62762
Odisha,Mayurbhanj,2020,41.78,14.1,11907,99136,61573
Odisha,Mayurbhanj,2021,64.87,10.89,15977,62771,23646
Odisha,Mayurbhanj,2022,42.11,9.12,13328,76286,62256
Odisha,Mayurbhanj,2023,44.57,7.6,20611,15294,4331
Odisha,Mayurbhanj,2024,56.93,7.46,22771,52173,8005
Odisha,Mayurbhanj,2025,55.49,9.33,29049,52889,5264
Odisha,Nabarangpur,2015,55.16,9.45,11844,17441,74537
Odisha,Nabarangpur,2016,46.9,11.08,9835,39789,23620
Odisha,Nabarangpur,2017,60.03,2.87,30033,34500,42404
Odisha,Nabarangpur,2018,46.92,14.59,26373,43865,8837
Odisha,Nabarangpur,2019,68.81,14.87,34579,43832,36613
Odisha,Nabarangpur,2020,51.4,7.84,36209,50561,52704
Odisha,Nabarangpur,2021,79.28,14.36,43394,66371,61353
Odisha,Nabarangpur,2022,76.95,14.39,45791,56033,67066
Odisha,Nabarangpur,2023,44.81,14.2,23089,77595,15375
Odisha,Nabarangpur,2024,42.18,12.74,23410,20921,21251
Odisha,Nabarangpur,2025,75.45,10.58,8772,73986,79860
Odisha,Nayagarh,2015,47.15,3.74,24978,55506,2597
Odisha,Nayagarh,2016,40.38,11.58,40929,12891,52000
Odisha,Nayagarh,2017,68.28,7.66,38400,65312,47005
Odisha,Nayagarh,2018,55.43,5.07,22878,80492,45239
Odisha,Nayagarh,2019,58.54,11.24,22521,74023,46500
Odisha,Nayagarh,2020,77.99,4.75,1779,93491,18512
Odisha,Nayagarh,2021,51.91,9.79,40025,62851,44334
Odisha,Nayagarh,2022,75.63,14.55,7867,91867,14113
Odisha,Nayagarh,2023,46.96,3.99,36434,36169,60436
Odisha,Nayagarh,2024,55.22,11.97,30241,31873,68180
Odisha,Nayagarh,2025,41.75,4.48,15952,95689,75050
Odisha,Nuapada,2015,75.27,6.17,4121,6028,61380
Odisha,Nuapada,2016,71.17,7.27,46462,8146,13298
Odisha,Nuapada,2017,44.37,2.31,34907,29170,42662
Odisha,Nuapada,2018,57.8,8.85,43430,18573,68133
Odisha,Nuapada,2019,66.31,14.57,6700,63667,68226
Odisha,Nuapada,2020,42.27,3.02,44561,6855,7167
Odisha,Nuapada,2021,41.09,13.19,13422,32456,2386
Odisha,Nuapada,2022,62.94,7.52,2528,92274,58478
Odisha,Nuapada,2023,64.46,2.18,20314,98064,32524
Odisha,Nuapada,2024,58.61,7.36,39084,70664,37403
Odisha,Nuapada,2025,73.89,13.97,34158,69992,48218
Odisha,Puri,2015,75.26,3.31,1657,65455,22938
Odisha,Puri,2016,53.68,9.24,40025,22620,73281
Odisha,Puri,2017,45.69,5.66,37850,91622,21205
Odisha,Puri,2018,65.64,6.5,31233,66949,69887
Odisha,Puri,2019,65.36,13.35,19541,30177,46593
Odisha,Puri,2020,54.24,3.93,21822,74560,38423
Odisha,Puri,2021,60.12,11.3,19468,23041,41300
Odisha,Puri,2022,46.96,8.55,20996,55973,46172
Odisha,Puri,2023,53.31,2.05,49994,5169,12306
Odisha,Puri,2024,65.19,4.43,20757,56289,77353
Odisha,Puri,2025,73.95,4.34,42365,84164,15204
Odisha,Rayagada,2015,78.13,8.49,20935,63234,51665
Odisha,Rayagada,2016,52.96,8.16,15067,95337,76093
Odisha,Rayagada,2017,42.31,13.69,30501,39958,46150
Odisha,Rayagada,2018,77.27,14.1,23256,28821,45893
Odisha,Rayagada,2019,77.29,14.55,37128,38170,3783
Odisha,Rayagada,2020,55.39,4.54,44895,91109,50212
Odisha,Rayagada,2021,51.23,7.99,34652,85210,34068
Odisha,Rayagada,2022,49.62,6.09,16024,9202,5484
Odisha,Rayagada,2023,49.4,2.32,12582,30759,56598
Odisha,Rayagada,2024,53.17,6.43,38245,93403,13398
Odisha,Rayagada,2025,63.88,10.1,7949,33605,7698
Odisha,Sambalpur,2015,77.53,7.91,2286,89007,34808
Odisha,Sambalpur,2016,43.92,14.63,31576,93747,49706
Odisha,Sambalpur,2017,40.62,6.23,35334,25165,79336
Odisha,Sambalpur,2018,73.44,13.76,18862,19747,18888
Odisha,Sambalpur,2019,41.65,6.14,35727,44995,13761
Odisha,Sambalpur,2020,68.2,4.28,23565,37472,31873
Odisha,Sambalpur,2021,69.68,3.75,46598,82563,41067
Odisha,Sambalpur,2022,43.61,5.56,1034,81629,18270
Odisha,Sambalpur,2023,72.08,8.61,15568,14995,15790
Odisha,Sambalpur,2024,42.49,12.55,20810,55111,26784
Odisha,Sambalpur,2025,48.67,9.21,40470,70915,50227
Odisha,Sonepur,2015,56.2,8.92,44746,43476,51991
Odisha,Sonepur,2016,79.9,8.55,34068,9994,5380
Odisha,Sonepur,2017,60.95,4.52,26744,99576,44843
Odisha,Sonepur,2018,41.11,14.42,3929,10590,22277
Odisha,Sonepur,2019,49.77,3.15,27641,45364,26238
Odisha,Sonepur,2020,57.14,8.68,30483,84246,56338
Odisha,Sonepur,2021,40.24,7.02,26174,82898,42426
Odisha,Sonepur,2022,68.71,2.95,49594,17439,13520
Odisha,Sonepur,2023,55.6,13.9,13337,98130,32186
Odisha,Sonepur,2024,67.21,12.5,32209,20549,62569
Odisha,Sonepur,2025,46.48,13.3,7549,11330,8455
Odisha,Sundargarh,2015,60.37,10.35,43345,95945,23982
Odisha,Sundargarh,2016,58.53,10.97,38891,45437,73918
Odisha,Sundargarh,2017,71.18,8.14,19932,15934,40850
Odisha,Sundargarh,2018,65.57,12.93,45178,67509,8628
Odisha,Sundargarh,2019,48.73,14.22,48973,37150,11846
Odisha,Sundargarh,2020,40.48,11.31,42184,73864,69881
Odisha,Sundargarh,2021,48.76,13.13,33552,27241,61428
Odisha,Sundargarh,2022,46.45,5.42,9417,58611,39155
Odisha,Sundargarh,2023,69.61,6.59,30721,95183,8433
Odisha,Sundargarh,2024,71.05,12.76,16087,51036,27489
Odisha,Sundargarh,2025,55.28,6.49,44094,52732,26509
Punjab,Amritsar,2015,64.86,9.71,32915,64808,15597
Punjab,Amritsar,2016,72.88,10.5,42449,28838,25715
Punjab,Amritsar,2017,76.85,3.71,32886,41860,61012
Punjab,Amritsar,2018,70.44,10.49,34697,28595,36771
Punjab,Amritsar,2019,62.73,8.09,44370,32937,39176
Punjab,Amritsar,2020,40.13,11.71,38699,64604,16160
Punjab,Amritsar,2021,58.01,12.79,1277,39687,42818
Punjab,Amritsar,2022,45.22,3.52,30538,48208,16597
Punjab,Amritsar,2023,52.32,8.33,13919,51754,19409
Punjab,Amritsar,2024,53.21,14.86,40812,89583,58624
Punjab,Amritsar,2025,40.5,11.05,30241,38567,32858
Punjab,Barnala,2015,65.49,6.66,14162,60617,7625
Punjab,Barnala,2016,55.68,8.37,8946,66161,49568
Punjab,Barnala,2017,56.15,4.48,41677,7114,58969
Punjab,Barnala,2018,74.57,4.24,32460,16425,12346
Punjab,Barnala,2019,55.78,9.51,20015,54448,46686
Punjab,Barnala,2020,63.34,4.13,12208,86279,40049
Punjab,Barnala,2021,78.7,14.89,33328,17106,65587
Punjab,Barnala,2022,49.68,13.31,23681,29186,77074
Punjab,Barnala,2023,47.81,14.61,44549,74019,72497
Punjab,Barnala,2024,48.21,10.42,5115,54345,2498
Punjab,Barnala,2025,73.84,9.83,24168,65515,29257
Punjab,Bathinda,2015,56.32,5.62,42113,53108,21683
Punjab,Bathinda,2016,63.7,11.84,8306,93585,49800
Punjab,Bathinda,2017,63.62,14.94,48731,93295,45834
Punjab,Bathinda,2018,68.2,9.56,33405,66005,57099
Punjab,Bathinda,2019,59.08,14.46,41498,51074,73888
Punjab,Bathinda,2020,48.81,5.28,8015,91653,38443
Punjab,Bathinda,2021,50.95,14.46,8539,65482,48172
Punjab,Bathinda,2022,41.76,10.25,46642,81743,35030
Punjab,Bathinda,2023,42.61,9.34,46192,85286,69283
Punjab,Bathinda,2024,78.01,13.1,34429,51550,54899
Punjab,Bathinda,2025,65.37,12.24,18439,77264,24667
