state,district,year,smart_projects,cctv_cameras,public_wifi_hotspots,ev_charging_stations,smart_traffic_signals
Odisha,Ganjam,2025,59,19456,4710,416,885
Odisha,Jagatsinghpur,2015,96,19021,4038,931,158
Odisha,Jagatsinghpur,2016,8,19025,1805,1655,590
Odisha,Jagatsinghpur,2017,9,441,2252,1181,1704
Odisha,Jagatsinghpur,2018,47,16836,1575,264,242
Odisha,Jagatsinghpur,2019,91,100,4794,124,1252
Odisha,Jagatsinghpur,2020,38,15178,4692,1928,1541
Odisha,Jagatsinghpur,2021,73,11530,3556,1429,1103
Odisha,Jagatsinghpur,2022,52,12968,3014,454,289
Odisha,Jagatsinghpur,2023,5,11342,3774,1078,731
Odisha,Jagatsinghpur,2024,33,2500,3703,1077,678
Odisha,Jagatsinghpur,2025,34,2836,3844,294,1229
Odisha,Jajpur,2015,88,155,1093,1869,542
Odisha,Jajpur,2016,89,2954,3798,40,1880
Odisha,Jajpur,2017,25,10377,783,1057,1009
Odisha,Jajpur,2018,6,3219,2974,628,1763
Odisha,Jajpur,2019,1,13887,312,556,1687
Odisha,Jajpur,2020,42,8027,4541,1009,434
Odisha,Jajpur,2021,2,14121,1275,1746,1285
Odisha,Jajpur,2022,28,16258,2189,1074,790
Odisha,Jajpur,2023,10,8145,2592,758,627
Odisha,Jajpur,2024,18,4412,3868,1406,97
Odisha,Jajpur,2025,90,18166,1174,630,1047
Odisha,Jharsuguda,2015,23,17220,4540,109,694
Odisha,Jharsuguda,2016,75,13770,510,358,616
Odisha,Jharsuguda,2017,100,6234,4476,1854,1635
Odisha,Jharsuguda,2018,66,1967,594,177,1445
Odisha,Jharsuguda,2019,84,12470,110,432,1818
Odisha,Jharsuguda,2020,65,19006,466,197,932
Odisha,Jharsuguda,2021,3,8649,2684,1818,655
Odisha,Jharsuguda,2022,2,7374,437,625,616
Odisha,Jharsuguda,2023,42,2814,220,1734,1064
Odisha,Jharsuguda,2024,37,1377,4368,247,149
Odisha,Jharsuguda,2025,73,7629,1368,1502,1706
Odisha,Kalahandi,2015,85,13060,1301,717,781
Odisha,Kalahandi,2016,75,11647,4680,390,14
Odisha,Kalahandi,2017,19,2022,3112,269,729
Odisha,Kalahandi,2018,47,14197,1847,863,1993
Odisha,Kalahandi,2019,89,1960,2804,732,609
Odisha,Kalahandi,2020,94,19588,1590,43,1565
Odisha,Kalahandi,2021,24,745,4210,1975,29
Odisha,Kalahandi,2022,80,11175,3926,523,750
Odisha,Kalahandi,2023,42,6539,2519,721,852
Odisha,Kalahandi,2024,59,17532,738,621,38
Odisha,Kalahandi,2025,19,8476,1582,1296,1606
Odisha,Kandhamal,2015,26,2937,311,367,476
Odisha,Kandhamal,2016,22,16016,884,1493,1181
Odisha,Kandhamal,2017,9,12823,4253,1548,1289
Odisha,Kandhamal,2018,71,1700,3533,796,445
Odisha,Kandhamal,2019,32,11461,3008,1405,148
Odisha,Kandhamal,2020,81,6437,2111,339,1446
Odisha,Kandhamal,2021,84,19460,3622,427,855
Odisha,Kandhamal,2022,90,725,3295,1582,488
Odisha,Kandhamal,2023,12,10389,235,151,677
Odisha,Kandhamal,2024,68,14305,3238,516,189
Odisha,Kandhamal,2025,41,17905,3221,167,509
Odisha,Kendrapara,2015,23,12660,302,160,1011
Odisha,Kendrapara,2016,99,11418,1714,1768,458
Odisha,Kendrapara,2017,99,8520,3229,1409,1015
Odisha,Kendrapara,2018,52,18362,4494,15,445
Odisha,Kendrapara,2019,43,2687,1450,1996,1499
Odisha,Kendrapara,2020,80,3229,4608,1556,1550
Odisha,Kendrapara,2021,70,19704,3046,1753,948
Odisha,Kendrapara,2022,77,6782,643,980,750
Odisha,Kendrapara,2023,78,9421,1571,1181,1983
Odisha,Kendrapara,2024,10,10809,4361,648,740
Odisha,Kendrapara,2025,8,13630,3522,1376,1774
Odisha,Kendujhar (Keonjhar),2015,51,19498,4090,1046,728
Odisha,Kendujhar (Keonjhar),2016,6,952,2762,27,832
Odisha,Kendujhar (Keonjhar),2017,5,4942,4741,49,1006
Odisha,Kendujhar (Keonjhar),2018,44,7758,593,376,281
Odisha,Kendujhar (Keonjhar),2019,18,12889,3033,735,518
Odisha,Kendujhar (Keonjhar),2020,3,7160,3954,106,35
Odisha,Kendujhar (Keonjhar),2021,9,988,4801,182,507
Odisha,Kendujhar (Keonjhar),2022,40,14636,215,957,184
Odisha,Kendujhar (Keonjhar),2023,1,12679,3407,857,1982
Odisha,Kendujhar (Keonjhar),2024,39,19051,2376,530,395
Odisha,Kendujhar (Keonjhar),2025,41,2574,3360,1181,609
Odisha,Khordha,2015,6,7803,3453,762,1252
Odisha,Khordha,2016,17,5123,3215,503,1599
Odisha,Khordha,2017,46,13625,1286,2000,1183
Odisha,Khordha,2018,10,19469,3307,719,28
Odisha,Khordha,2019,52,8447,1231,580,1684
Odisha,Khordha,2020,21,2761,2797,1510,1415
Odisha,Khordha,2021,44,16552,3706,1751,423
Odisha,Khordha,2022,46,12641,1222,950,195
Odisha,Khordha,2023,40,5812,2916,895,1589
Odisha,Khordha,2024,17,2312,4138,434,1688
Odisha,Khordha,2025,76,1151,883,1765,643
Odisha,Koraput,2015,26,6199,3765,1255,1870
Odisha,Koraput,2016,16,13264,328,23,1791
Odisha,Koraput,2017,36,3892,3617,1547,495
Odisha,Koraput,2018,45,8502,3853,893,1602
Odisha,Koraput,2019,46,16734,293,973,1264
Odisha,Koraput,2020,39,4213,2119,564,499
Odisha,Koraput,2021,54,752,4167,1328,1569
Odisha,Koraput,2022,58,9703,2271,1413,842
Odisha,Koraput,2023,27,2157,3241,688,1197
Odisha,Koraput,2024,66,16739,4414,421,109
Odisha,Koraput,2025,3,15604,1678,354,194
Odisha,Malkangiri,2015,98,14448,4851,753,691
Odisha,Malkangiri,2016,77,14649,4277,328,245
Odisha,Malkangiri,2017,37,2467,70,1090,982
Odisha,Malkangiri,2018,52,17960,1132,1318,876
Odisha,Malkangiri,2019,55,9411,1819,1690,54
Odisha,Malkangiri,2020,60,12485,3120,1261,452
Odisha,Malkangiri,2021,74,2121,2694,1699,1660
Odisha,Malkangiri,2022,73,16806,3802,970,883
Odisha,Malkangiri,2023,19,3416,1440,296,1112
Odisha,Malkangiri,2024,66,14470,1466,1089,87
Odisha,Malkangiri,2025,7,5214,1186,1617,521
Odisha,Mayurbhanj,2015,1,16532,4086,51,134
Odisha,Mayurbhanj,2016,74,570,991,1808,1197
Odisha,Mayurbhanj,2017,10,11008,4144,1554,888
Odisha,Mayurbhanj,2018,14,15665,1636,863,870
Odisha,Mayurbhanj,2019,9,10990,3497,408,1606
Odisha,Mayurbhanj,2020,26,1918,2468,1876,1478
Odisha,Mayurbhanj,2021,78,11307,2094,918,1867
Odisha,Mayurbhanj,2022,93,641,1430,983,1665
Odisha,Mayurbhanj,2023,86,11661,2320,1144,1861
Odisha,Mayurbhanj,2024,86,18244,2592,246,837
Odisha,Mayurbhanj,2025,51,17999,1605,279,1782
Odisha,Nabarangpur,2015,11,3875,2383,1398,291
Odisha,Nabarangpur,2016,53,1967,3655,43,1713
Odisha,Nabarangpur,2017,85,15083,4822,1585,22
Odisha,Nabarangpur,2018,18,8680,2313,1251,48
Odisha,Nabarangpur,2019,83,13600,2915,1866,665
Odisha,Nabarangpur,2020,75,6931,4171,195,1785
Odisha,Nabarangpur,2021,90,7119,4218,1629,1984
Odisha,Nabarangpur,2022,61,9809,2110,1693,958
Odisha,Nabarangpur,2023,46,19734,4998,1852,1069
Odisha,Nabarangpur,2024,83,3149,158,802,1479
Odisha,Nabarangpur,2025,60,4656,4431,1827,1016
Odisha,Nayagarh,2015,71,19601,1468,121,191
Odisha,Nayagarh,2016,39,8130,4845,852,1123
Odisha,Nayagarh,2017,23,10595,1090,578,1464
Odisha,Nayagarh,2018,18,15319,2593,308,1788
Odisha,Nayagarh,2019,69,8019,868,1943,788
Odisha,Nayagarh,2020,75,19348,711,1291,785
Odisha,Nayagarh,2021,67,3859,2627,1693,230
Odisha,Nayagarh,2022,93,8159,2459,468,877
Odisha,Nayagarh,2023,1,10201,966,1738,932
Odisha,Nayagarh,2024,84,7258,2480,1948,336
Odisha,Nayagarh,2025,35,7769,3739,70,1272
Odisha,Nuapada,2015,42,15065,2734,1210,1242
Odisha,Nuapada,2016,91,7667,2757,1717,367
Odisha,Nuapada,2017,85,731,2926,1948,76
Odisha,Nuapada,2018,70,7105,2893,1884,1464
Odisha,Nuapada,2019,95,7595,2625,438,807
Odisha,Nuapada,2020,25,6371,1856,595,632
Odisha,Nuapada,2021,38,12802,1276,384,1493
Odisha,Nuapada,2022,92,1694,3490,1140,357
Odisha,Nuapada,2023,32,2092,2212,688,897
Odisha,Nuapada,2024,78,7462,4241,574,701
Odisha,Nuapada,2025,90,3702,3035,274,845
Odisha,Puri,2015,53,16837,2855,1556,701
Odisha,Puri,2016,88,6082,1141,758,1962
Odisha,Puri,2017,35,19756,911,1762,1112
Odisha,Puri,2018,46,13940,3328,1350,522
Odisha,Puri,2019,62,13750,89,1516,1769
Odisha,Puri,2020,37,8294,875,1419,229
Odisha,Puri,2021,76,15120,4146,515,1246
Odisha,Puri,2022,100,2339,1709,1732,1048
Odisha,Puri,2023,38,11036,4682,885,583
Odisha,Puri,2024,60,4933,2332,623,1947
Odisha,Puri,2025,44,3649,4851,642,334
Odisha,Rayagada,2015,6,5016,3230,1696,1705
Odisha,Rayagada,2016,22,18040,2044,1849,1506
Odisha,Rayagada,2017,79,10471,1123,1606,1517
Odisha,Rayagada,2018,38,15845,78,628,1914
Odisha,Rayagada,2019,58,8217,1123,1271,1888
Odisha,Rayagada,2020,58,355,2906,1448,80
Odisha,Rayagada,2021,82,8099,2618,810,1992
Odisha,Rayagada,2022,48,1324,2140,774,1269
Odisha,Rayagada,2023,13,17366,1899,151,625
Odisha,Rayagada,2024,6,2292,3753,980,1152
Odisha,Rayagada,2025,2,13044,3114,1270,757
Odisha,Sambalpur,2015,55,1556,785,819,533
Odisha,Sambalpur,2016,25,15892,2680,663,802
Odisha,Sambalpur,2017,14,521,3776,1336,307
Odisha,Sambalpur,2018,14,9019,1116,823,913
Odisha,Sambalpur,2019,86,10691,1725,631,62
Odisha,Sambalpur,2020,61,11823,1028,115,1172
Odisha,Sambalpur,2021,35,11440,1703,303,1959
Odisha,Sambalpur,2022,20,15434,4587,281,1378
Odisha,Sambalpur,2023,45,17224,2746,1707,1028
Odisha,Sambalpur,2024,54,7417,2810,257,1253
Odisha,Sambalpur,2025,84,9085,38,417,834
Odisha,Sonepur,2015,58,17734,3690,156,1901
Odisha,Sonepur,2016,64,13193,39,1528,137
Odisha,Sonepur,2017,24,4290,1536,1246,130
Odisha,Sonepur,2018,96,128,1079,1466,444
Odisha,Sonepur,2019,42,18939,402,1213,1161
Odisha,Sonepur,2020,65,14901,1082,1833,1954
Odisha,Sonepur,2021,27,2873,3959,1035,40
Odisha,Sonepur,2022,96,13466,2149,497,802
Odisha,Sonepur,2023,23,16915,1947,1554,254
Odisha,Sonepur,2024,86,16815,4899,1152,643
Odisha,Sonepur,2025,16,8560,4700,1868,1784
Odisha,Sundargarh,2015,77,18285,4648,881,421
Odisha,Sundargarh,2016,18,11478,3492,1208,1457
Odisha,Sundargarh,2017,100,7113,1591,745,289
Odisha,Sundargarh,2018,37,9942,2864,1337,1500
Odisha,Sundargarh,2019,76,8178,2234,1759,32
Odisha,Sundargarh,2020,94,18729,2431,436,231
Odisha,Sundargarh,2021,12,8931,3538,850,1237
Odisha,Sundargarh,2022,39,12628,1229,1729,414
Odisha,Sundargarh,2023,80,8099,1189,1600,462
Odisha,Sundargarh,2024,43,7671,693,1577,896
Odisha,Sundargarh,2025,31,5895,3092,117,261
Punjab,Amritsar,2015,9,1637,1435,1950,28
Punjab,Amritsar,2016,95,10479,2400,334,1468
Punjab,Amritsar,2017,90,11839,3583,1309,1791
Punjab,Amritsar,2018,55,663,3132,1900,321
Punjab,Amritsar,2019,49,3459,4002,660,1518
Punjab,Amritsar,2020,84,2343,1623,1497,72
Punjab,Amritsar,2021,73,14543,310,1110,1334
Punjab,Amritsar,2022,33,13863,3761,1887,583
Punjab,Amritsar,2023,71,4094,687,288,1156
Punjab,Amritsar,2024,92,18837,2437,754,697
Punjab,Amritsar,2025,41,7257,1441,1631,838
Punjab,Barnala,2015,17,11489,1414,722,1880
Punjab,Barnala,2016,66,11317,3197,662,20
Punjab,Barnala,2017,11,19428,959,1489,1352
Punjab,Barnala,2018,71,6970,1621,95,619
Punjab,Barnala,2019,13,11127,388,1604,293
Punjab,Barnala,2020,24,19640,1529,105,1696
Punjab,Barnala,2021,53,3676,1360,1405,1199
Punjab,Barnala,2022,10,3823,4175,1328,308
Punjab,Barnala,2023,96,15679,659,1948,428
Punjab,Barnala,2024,37,12186,84,87,1213
Punjab,Barnala,2025,98,16844,1820,247,334
Punjab,Bathinda,2015,36,2000,3984,1708,1270
Punjab,Bathinda,2016,56,7617,452,57,1343
Punjab,Bathinda,2017,72,14676,4931,1564,533
Punjab,Bathinda,2018,66,4709,3047,1508,1831
Punjab,Bathinda,2019,91,17161,2332,805,1663
Punjab,Bathinda,2020,43,6124,4228,1555,1409
Punjab,Bathinda,2021,4,14613,841,684,198
Punjab,Bathinda,2022,56,4801,1038,534,517
Punjab,Bathinda,2023,35,1516,22,1557,451
Punjab,Bathinda,2024,21,11688,1610,1216,1714
Punjab,Bathinda,2025,86,12411,3358,1931,1145
Punjab,Faridkot,2015,39,12231,2436,958,1923
Punjab,Faridkot,2016,92,8210,3863,148,1192
Punjab,Faridkot,2017,18,5042,3596,1724,1504
Punjab,Faridkot,2018,56,4031,1192,410,1438
Punjab,Faridkot,2019,97,17455,2926,1174,546
Punjab,Faridkot,2020,67,15748,1271,1195,16
Punjab,Faridkot,2021,33,138,2571,625,1155
Punjab,Faridkot,2022,61,3029,937,353,714
Punjab,Faridkot,2023,52,4530,2560,1942,196
Punjab,Faridkot,2024,68,14853,1543,1466,1776
Punjab,Faridkot,2025,30,13545,2647,591,226
Punjab,Fatehgarh Sahib,2015,53,16693,4351,1503,1650
Punjab,Fatehgarh Sahib,2016,98,17725,4723,1759,628
Punjab,Fatehgarh Sahib,2017,2,5315,4591,1050,1957
Punjab,Fatehgarh Sahib,2018,69,7109,1202,290,332
Punjab,Fatehgarh Sahib,2019,5,7559,2089,1418,1787
Punjab,Fatehgarh Sahib,2020,24,7006,3621,1551,1480
Punjab,Fatehgarh Sahib,2021,10,16873,1947,835,1175
Punjab,Fatehgarh Sahib,2022,92,17227,1918,102,139
Punjab,Fatehgarh Sahib,2023,45,821,4585,108,1772
Punjab,Fatehgarh Sahib,2024,45,14126,1538,7,123
Punjab,Fatehgarh Sahib,2025,51,12620,3065,627,1869
Punjab,Fazilka,2015,90,14578,279,215,897
Punjab,Fazilka,2016,59,14262,2073,1981,849
Punjab,Fazilka,2017,28,2903,2677,981,719
Punjab,Fazilka,2018,96,2152,1046,1165,806
Punjab,Fazilka,2019,13,6308,2376,626,981
Punjab,Fazilka,2020,13,10453,2408,1587,372
Punjab,Fazilka,2021,54,9817,2529,1205,1719
Punjab,Fazilka,2022,50,11131,4427,12,1485
Punjab,Fazilka,2023,66,10132,2134,348,1621
Punjab,Fazilka,2024,100,15592,4038,891,267
Punjab,Fazilka,2025,67,6324,100,1303,221
Punjab,Ferozepur,2015,63,15086,4033,1392,692
Punjab,Ferozepur,2016,36,2861,3743,644,1476
Punjab,Ferozepur,2017,78,1377,534,1522,1454
Punjab,Ferozepur,2018,78,18436,3878,1010,1997
Punjab,Ferozepur,2019,99,6862,4457,1333,423
Punjab,Ferozepur,2020,82,11270,1085,791,600
Punjab,Ferozepur,2021,90,16401,4430,923,1647
Punjab,Ferozepur,2022,74,8640,2271,1038,1088
Punjab,Ferozepur,2023,37,306,4461,1241,1704
Punjab,Ferozepur,2024,38,19483,3573,252,1279
Punjab,Ferozepur,2025,15,19881,1083,1146,1186
Punjab,Gurdaspur,2015,2,18840,2278,1081,1226
Punjab,Gurdaspur,2016,69,5758,4378,1648,1297
Punjab,Gurdaspur,2017,99,14649,1425,498,924
Punjab,Gurdaspur,2018,95,3276,1033,1453,67
Punjab,Gurdaspur,2019,72,8676,4744,989,1837
Punjab,Gurdaspur,2020,60,1646,4053,1728,1533
Punjab,Gurdaspur,2021,31,12161,3680,304,690
Punjab,Gurdaspur,2022,67,7754,909,514,1189
Punjab,Gurdaspur,2023,43,6082,1727,66,430
Punjab,Gurdaspur,2024,4,6351,2655,1012,691
Punjab,Gurdaspur,2025,1,11516,62,868,1704
Punjab,Hoshiarpur,2015,58,18425,2531,754,18
Punjab,Hoshiarpur,2016,21,12753,1107,2000,1805
Punjab,Hoshiarpur,2017,63,14056,1584,1454,128
Punjab,Hoshiarpur,2018,6,3246,4861,361,660
Punjab,Hoshiarpur,2019,44,10661,2443,1355,358
Punjab,Hoshiarpur,2020,65,11723,1726,1185,160
Punjab,Hoshiarpur,2021,8,14945,1023,1100,1228
Punjab,Hoshiarpur,2022,70,4395,616,784,1272
Punjab,Hoshiarpur,2023,42,7097,776,866,1059
Punjab,Hoshiarpur,2024,47,12222,1524,147,1841
Punjab,Hoshiarpur,2025,6,11317,947,487,1798
Punjab,Jalandhar,2015,96,6872,3329,117,700
Punjab,Jalandhar,2016,63,6780,4237,341,1445
Punjab,Jalandhar,2017,68,11765,2372,1019,1294
Punjab,Jalandhar,2018,87,1128,1954,661,410
Punjab,Jalandhar,2019,64,13012,4838,1573,677
Punjab,Jalandhar,2020,86,18816,1678,1842,401
Punjab,Jalandhar,2021,85,8069,4338,1121,1939
Punjab,Jalandhar,2022,100,1565,2384,1242,926
Punjab,Jalandhar,2023,47,1299,3994,1995,1806
Punjab,Jalandhar,2024,27,5938,2233,825,1584
Punjab,Jalandhar,2025,99,2292,4725,1684,1153
Punjab,Kapurthala,2015,58,11282,753,1087,1655
Punjab,Kapurthala,2016,32,6319,2922,1413,490
Punjab,Kapurthala,2017,11,14807,3692,1648,1073
Punjab,Kapurthala,2018,96,7145,4556,566,731
Punjab,Kapurthala,2019,44,17813,2692,957,1898
Punjab,Kapurthala,2020,93,9922,2295,1172,1326
Punjab,Kapurthala,2021,72,4124,1510,1722,857
Punjab,Kapurthala,2022,79,2647,4404,41,542
Punjab,Kapurthala,2023,64,7708,2711,336,1366
Punjab,Kapurthala,2024,46,14648,1316,1184,425
Punjab,Kapurthala,2025,96,174,965,1677,1924
Punjab,Ludhiana,2015,5,9655,4014,156,1599
Punjab,Ludhiana,2016,96,9283,2517,235,1274
Punjab,Ludhiana,2017,11,14771,4781,512,254
Punjab,Ludhiana,2018,49,4934,659,35,296
Punjab,Ludhiana,2019,38,8232,2422,1063,968
Punjab,Ludhiana,2020,9,15946,1124,1490,659
Punjab,Ludhiana,2021,30,910,2589,453,857
Punjab,Ludhiana,2022,32,17948,3293,649,1835
Punjab,Ludhiana,2023,30,1383,3614,714,1501
Punjab,Ludhiana,2024,72,3208,1688,118,1230
Punjab,Ludhiana,2025,33,168,489,540,1073
Punjab,Mansa,2015,12,2941,2910,1905,840
Punjab,Mansa,2016,5,9036,1414,1394,1338
Punjab,Mansa,2017,75,18089,2341,905,1125
Punjab,Mansa,2018,47,14063,1867,674,689
Punjab,Mansa,2019,32,19607,2991,1398,246
Punjab,Mansa,2020,38,5603,3397,1079,1826
Punjab,Mansa,2021,2,18814,1217,1097,77
Punjab,Mansa,2022,95,15339,3568,1541,1184
Punjab,Mansa,2023,8,11017,120,623,475
Punjab,Mansa,2024,59,11080,250,451,1014
Punjab,Mansa,2025,41,2319,4065,1605,219
Punjab,Moga,2015,3,9043,4905,1561,1191
Punjab,Moga,2016,13,17621,4752,937,1495
Punjab,Moga,2017,22,1502,4211,882,1186
Punjab,Moga,2018,24,6455,4443,943,699
Punjab,Moga,2019,31,5640,4267,754,498
Punjab,Moga,2020,86,5913,3461,945,1934
Punjab,Moga,2021,8,8512,3903,1819,910
Punjab,Moga,2022,18,14739,2312,994,1017
Punjab,Moga,2023,4,776,2608,304,1956
Punjab,Moga,2024,33,4713,1282,1214,1375
Punjab,Moga,2025,81,19436,1891,256,720
Punjab,Pathankot,2015,64,6291,2501,933,128
Punjab,Pathankot,2016,7,15110,3277,281,1103
Punjab,Pathankot,2017,87,3748,2234,64,1780
Punjab,Pathankot,2018,65,910,3570,974,1917
Punjab,Pathankot,2019,32,8684,942,528,722
Punjab,Pathankot,2020,97,17934,803,1853,68
Punjab,Pathankot,2021,84,14607,1436,455,1390
Punjab,Pathankot,2022,76,18380,1306,848,1608
Punjab,Pathankot,2023,18,13086,3722,1857,161
Punjab,Pathankot,2024,10,16290,368,441,777
Punjab,Pathankot,2025,59,10318,3612,1668,1033
Punjab,Patiala,2015,15,12755,113,411,415
Punjab,Patiala,2016,9,2464,4294,67,1544
Punjab,Patiala,2017,14,1129,2518,378,1680
Punjab,Patiala,2018,4,1217,2839,1378,1198
Punjab,Patiala,2019,60,12285,2433,446,1496
Punjab,Patiala,2020,32,8154,4037,416,841
Punjab,Patiala,2021,62,11374,3281,609,646
Punjab,Patiala,2022,46,12919,649,917,1410
Punjab,Patiala,2023,41,11477,2702,1285,696
Punjab,Patiala,2024,32,3694,1989,382,1325
Punjab,Patiala,2025,14,6748,3030,1303,696
Punjab,Rupnagar,2015,67,15960,2925,1107,1650
Punjab,Rupnagar,2016,96,9991,2710,1248,335
Punjab,Rupnagar,2017,68,14136,2619,656,1658
Punjab,Rupnagar,2018,63,7194,4124,234,1660
Punjab,Rupnagar,2019,93,9320,4465,1025,1694
Punjab,Rupnagar,2020,86,14505,608,19,905
Punjab,Rupnagar,2021,20,18555,1585,1504,1064
Punjab,Rupnagar,2022,46,13350,1003,1208,185
Punjab,Rupnagar,2023,77,16178,1165,334,1996
Punjab,Rupnagar,2024,31,19111,4500,1277,1557
Punjab,Rupnagar,2025,41,2442,3328,152,1109
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2015,71,7271,3222,1666,1094
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2016,95,7751,2919,229,1974
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,99,12277,3641,1500,783
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2018,36,2712,1128,868,951
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,44,7725,3074,1311,40
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2020,84,5190,2879,373,1811
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2021,40,952,4375,1936,106
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2022,31,10587,4802,1160,812
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2023,91,10436,4900,1176,1911
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2024,29,19090,3622,1502,463
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2025,61,5203,3949,1910,1230
Punjab,Sangrur,2015,95,6649,3708,1574,1748
Punjab,Sangrur,2016,81,13128,2282,159,670
Punjab,Sangrur,2017,20,14596,4144,1914,468
Punjab,Sangrur,2018,7,1769,3738,1390,139
Punjab,Sangrur,2019,72,3673,883,1006,969
Punjab,Sangrur,2020,98,18057,1351,528,1157
Punjab,Sangrur,2021,59,11726,2063,943,533
Punjab,Sangrur,2022,78,16631,314,868,1454
Punjab,Sangrur,2023,34,5194,3836,1131,208
Punjab,Sangrur,2024,63,18559,3095,309,866
Punjab,Sangrur,2025,71,10612,4299,54,1020
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,14,7212,4303,386,1084
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2016,38,7625,3923,1377,342
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2017,34,3413,1841,1836,393
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2018,55,4716,4343,1543,203
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2019,65,12461,1076,936,1932
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2020,42,1097,4474,394,412
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2021,60,11428,4580,1170,1059
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2022,58,13189,1008,247,1116
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2023,92,11806,562,1430,1277
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2024,66,8414,145,498,302
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,25,4273,4862,632,1995
Punjab,Sri Muktsar Sahib,2015,7,13935,4719,1577,308
Punjab,Sri Muktsar Sahib,2016,54,15219,3185,1137,36
Punjab,Sri Muktsar Sahib,2017,18,18411,659,1916,20
Punjab,Sri Muktsar Sahib,2018,42,6015,1037,827,502
Punjab,Sri Muktsar Sahib,2019,74,18165,822,1914,597
Punjab,Sri Muktsar Sahib,2020,74,15716,2200,676,262
Punjab,Sri Muktsar Sahib,2021,71,15555,1936,1829,397
Punjab,Sri Muktsar Sahib,2022,72,17784,2345,146,1099
Punjab,Sri Muktsar Sahib,2023,31,16610,3326,1984,723
Punjab,Sri Muktsar Sahib,2024,53,19221,3893,1547,1832
Punjab,Sri Muktsar Sahib,2025,67,7974,3754,1874,1211
Punjab,Tarn Taran,2015,77,19530,1250,935,954
Punjab,Tarn Taran,2016,79,11641,4737,1672,1389
Punjab,Tarn Taran,2017,91,5747,1598,462,42
Punjab,Tarn Taran,2018,81,2296,4171,1431,1787
Punjab,Tarn Taran,2019,2,9862,1012,437,745
Punjab,Tarn Taran,2020,70,18110,1956,681,1426
Punjab,Tarn Taran,2021,69,17032,4014,1967,264
Punjab,Tarn Taran,2022,76,6602,818,1017,1335
Punjab,Tarn Taran,2023,42,17446,282,1921,1838
Punjab,Tarn Taran,2024,99,15012,2043,489,867
Punjab,Tarn Taran,2025,6,4945,4863,135,1560
Punjab,Malerkotla,2015,16,6585,2749,462,1581
Punjab,Malerkotla,2016,6,3185,2824,333,363
Punjab,Malerkotla,2017,85,13976,1246,868,473
Punjab,Malerkotla,2018,98,16975,2712,575,167
Punjab,Malerkotla,2019,59,7491,821,888,1560
Punjab,Malerkotla,2020,24,15022,827,432,241
Punjab,Malerkotla,2021,91,15469,437,1710,1245
Punjab,Malerkotla,2022,32,15697,4399,177,1751
Punjab,Malerkotla,2023,78,10889,2972,1150,333
Punjab,Malerkotla,2024,42,395,4643,1922,307
Punjab,Malerkotla,2025,95,18623,1476,293,1222
Rajasthan,Ajmer,2015,96,13285,207,1397,1936
Rajasthan,Ajmer,2016,72,5426,1764,1960,1294
Rajasthan,Ajmer,2017,53,14727,4476,395,548
Rajasthan,Ajmer,2018,60,104,3495,1830,330
Rajasthan,Ajmer,2019,6,6496,4427,1443,2000
Rajasthan,Ajmer,2020,75,15803,2321,1875,554
Rajasthan,Ajmer,2021,6,6986,143,1105,753
Rajasthan,Ajmer,2022,63,6163,53,1987,207
Rajasthan,Ajmer,2023,11,11927,377,595,548
Rajasthan,Ajmer,2024,98,4102,4348,1013,646
Rajasthan,Ajmer,2025,57,19275,3799,1838,501
Rajasthan,Alwar,2015,76,6766,171,1039,1095
Rajasthan,Alwar,2016,4,8192,4253,1259,1839
Rajasthan,Alwar,2017,71,16139,2151,30,1406
Rajasthan,Alwar,2018,22,8945,1661,1453,765
Rajasthan,Alwar,2019,16,9902,389,633,672
Rajasthan,Alwar,2020,92,9116,264,1844,1886
Rajasthan,Alwar,2021,70,3957,4049,189,78
Rajasthan,Alwar,2022,49,6263,176,1695,1201
Rajasthan,Alwar,2023,10,115,2673,1953,1327
Rajasthan,Alwar,2024,96,7071,4612,1645,1824
Rajasthan,Alwar,2025,66,5020,1445,1001,1118
Rajasthan,Anupgarh,2015,40,8423,1277,812,177
Rajasthan,Anupgarh,2016,93,7242,2024,241,1643
