state,district,year,rainfall,groundwater_level,water_supply,irrigation_area,reservoir_capacity,water_quality,drinking_water_access
Tripura,Unakoti,2017,46.47,93.19,30.75,15.08,26.94,31.7,63.81
Uttar Pradesh,Sant Kabir Nagar,2016,85.11,45.53,66.88,81.93,78.46,25.35,77.07
Assam,Jorhat,2015,14.93,51.0,73.89,93.7,68.91,63.81,27.24
Odisha,Bargarh,2021,37.48,57.66,97.18,61.27,17.59,51.87,44.88
Odisha,Khordha,2025,56.05,26.89,64.88,98.64,18.63,43.45,38.93
Uttar Pradesh,Gorakhpur,2020,75.62,95.37,12.36,99.99,12.49,26.2,83.43
Maharashtra,Washim,2020,69.45,94.88,57.33,61.64,48.92,82.78,26.45
Madhya Pradesh,Neemuch,2025,48.13,88.97,92.94,94.77,21.76,16.47,28.23
Chhattisgarh,Mahasamund,2016,83.58,65.2,90.1,48.83,55.0,78.97,45.84
Jharkhand,Gumla,2022,21.79,47.28,31.6,21.27,67.28,41.59,48.99
Karnataka,Udupi,2017,37.84,86.75,96.7,92.14,74.16,91.4,65.31
Andhra Pradesh,YSR Kadapa,2018,10.92,41.66,84.0,47.57,44.4,69.71,28.62
Manipur,Thoubal,2025,49.22,20.01,17.43,24.34,23.01,76.91,95.43
Madhya Pradesh,Mandsaur,2018,43.97,84.66,38.66,22.24,56.18,79.96,78.65
Gujarat,Ahmedabad,2025,37.91,55.87,71.72,75.56,58.23,10.75,12.88
Uttar Pradesh,Muzaffarnagar,2025,82.77,30.15,74.22,79.61,64.73,62.74,82.63
Jharkhand,Ramgarh,2021,42.13,19.39,60.25,47.56,15.31,57.04,45.57
Andhra Pradesh,Nandyal,2016,49.8,16.4,28.74,80.15,81.55,15.45,33.08
Bihar,Sheikhpura,2024,26.34,16.05,48.18,60.83,39.86,16.82,43.03
Uttar Pradesh,Varanasi,2024,36.06,55.0,31.49,29.31,85.17,40.56,81.89
Tamil Nadu,Tenkasi,2023,23.09,63.08,82.45,20.85,66.44,72.52,27.67
Telangana,Ranga Reddy,2022,16.29,70.61,50.38,51.09,13.71,80.48,36.99
Chhattisgarh,Kabirdham,2023,51.95,46.53,85.13,14.59,26.59,61.71,27.42
Maharashtra,Akola,2023,63.4,59.77,72.74,92.77,91.65,40.47,25.02
Rajasthan,Dungarpur,2021,90.23,49.63,93.97,47.77,27.07,45.03,71.17
Rajasthan,Jhunjhunu,2022,40.7,81.74,42.98,27.42,52.99,75.08,65.92
Maharashtra,Mumbai Suburban,2015,91.4,23.67,27.68,93.1,77.42,47.31,20.23
Sikkim,Soreng,2021,38.31,24.04,64.28,69.01,62.52,84.32,37.25
Tamil Nadu,Coimbatore,2015,78.04,13.18,29.18,68.18,56.01,14.73,98.7
Madhya Pradesh,Shivpuri,2018,83.91,37.76,74.5,62.93,75.13,69.11,87.83
Maharashtra,Solapur,2020,19.62,80.27,61.9,53.27,88.49,59.33,29.07
Rajasthan,Karauli,2024,47.66,54.5,21.59,95.62,86.88,51.45,76.55
Maharashtra,Palghar,2022,26.53,14.19,30.15,18.99,31.57,41.12,98.78
Tamil Nadu,Karur,2021,64.55,26.62,97.09,47.76,68.7,68.22,67.2
Bihar,Patna,2022,92.63,89.96,40.95,73.22,18.36,69.23,18.55
Tripura,Gomati,2017,82.66,16.48,67.04,11.74,55.68,14.95,28.16
Nagaland,Wokha,2020,55.77,59.62,76.9,71.24,41.51,82.83,67.43
Chhattisgarh,Balrampur,2021,14.8,64.75,54.65,89.94,29.56,46.97,37.06
Uttar Pradesh,Moradabad,2025,53.85,52.85,32.28,48.66,23.56,65.79,57.34
Odisha,Jagatsinghpur,2024,85.69,86.6,49.89,15.4,14.54,11.36,44.16
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2017,22.87,46.88,90.34,22.11,79.14,26.36,52.54
Chhattisgarh,Sarangarh-Bilaigarh,2020,83.43,68.18,10.15,50.99,16.28,23.87,55.6
Bihar,Supaul,2017,28.18,14.82,96.12,34.46,17.13,68.26,72.13
Assam,Charaideo,2021,18.5,53.49,56.06,72.99,60.25,57.38,10.71
Madhya Pradesh,Indore,2024,71.71,55.21,68.28,70.98,54.56,37.86,52.73
Maharashtra,Solapur,2022,85.83,38.05,12.73,58.23,19.72,21.03,51.72
Madhya Pradesh,Shivpuri,2025,14.82,69.58,80.48,77.25,96.7,55.68,79.84
Maharashtra,Nandurbar,2017,48.24,40.36,95.42,66.63,14.44,34.47,78.31
Telangana,Kamareddy,2020,65.58,52.24,33.02,46.05,30.9,11.74,16.69
Jharkhand,Dhanbad,2020,33.36,88.48,46.81,83.51,89.43,20.18,79.14
Gujarat,Banaskantha,2019,13.99,72.53,94.29,86.52,56.26,81.67,40.78
Sikkim,Gangtok,2016,60.27,75.63,95.55,30.01,65.26,19.8,79.5
Madhya Pradesh,Jhabua,2019,21.29,54.25,85.84,79.88,64.51,58.32,91.37
Tamil Nadu,Ranipet,2019,81.56,49.87,95.35,48.34,26.94,20.16,88.29
Andhra Pradesh,Parvathipuram Manyam,2023,87.25,16.18,42.73,83.71,38.14,21.36,31.58
Mizoram,Lunglei,2022,35.1,13.0,87.66,70.13,86.76,91.12,64.28
Assam,Morigaon,2015,23.1,64.81,19.76,31.22,66.98,10.09,40.78
Gujarat,Gir Somnath,2024,45.75,72.21,30.67,96.37,26.85,18.87,29.33
Tripura,South Tripura,2018,20.25,47.52,70.01,24.82,88.56,59.68,44.93
Kerala,Alappuzha,2016,80.66,70.48,58.19,41.47,88.54,45.97,11.52
Kerala,Thiruvananthapuram,2025,16.6,75.21,33.22,85.92,42.95,44.18,67.88
Odisha,Balangir,2025,39.97,21.73,82.86,72.14,24.73,48.27,39.21
Uttar Pradesh,Farrukhabad,2016,75.0,47.58,91.09,51.17,17.3,33.92,71.64
Punjab,Patiala,2018,49.98,35.87,97.28,40.79,87.72,91.52,63.64
Mizoram,Mamit,2018,33.66,64.3,24.37,82.93,84.83,12.53,69.25
Telangana,Peddapalli,2024,30.58,88.64,89.41,83.36,28.5,19.05,44.2
Tamil Nadu,Chengalpattu,2024,29.14,28.15,25.3,20.97,62.74,25.89,43.1
Rajasthan,Deeg,2021,53.66,94.5,34.9,60.0,93.96,16.93,60.68
Arunachal Pradesh,Upper Subansiri,2024,68.97,78.43,11.37,40.55,52.26,96.7,18.82
Kerala,Thrissur,2022,57.08,41.94,50.7,90.17,75.83,99.73,18.45
Manipur,Jiribam,2025,76.52,95.63,13.48,84.24,65.89,59.31,59.24
Uttarakhand,Chamoli,2025,24.9,83.93,75.52,75.36,44.2,24.73,84.35
Madhya Pradesh,Chhindwara,2016,45.72,96.65,46.34,65.77,19.78,38.33,58.09
Rajasthan,Pratapgarh,2018,53.61,77.27,38.75,76.54,42.62,99.4,91.19
Madhya Pradesh,Satna,2020,55.37,73.54,17.48,70.67,51.46,64.61,95.85
Arunachal Pradesh,Kamle,2023,43.5,21.18,16.0,36.9,46.1,77.8,28.07
Odisha,Balangir,2022,29.25,98.93,96.71,11.56,34.75,32.93,48.88
Nagaland,Shamator,2020,19.46,35.51,81.34,27.18,97.65,52.97,24.88
Jharkhand,Deoghar,2018,80.03,60.7,76.57,99.42,56.97,98.13,62.5
West Bengal,Hooghly,2025,10.36,90.85,35.32,32.05,23.43,41.95,48.66
Bihar,Jamui,2022,66.28,15.48,75.85,74.09,93.0,58.71,61.55
Punjab,Malerkotla,2017,77.62,58.36,59.5,18.47,57.96,17.95,26.89
Gujarat,Bharuch,2020,94.8,37.38,95.68,86.61,56.18,65.49,78.83
Rajasthan,Kota,2024,45.4,43.44,58.63,10.0,40.7,37.69,67.83
Madhya Pradesh,Mandsaur,2017,23.76,47.01,30.91,60.92,18.44,79.11,70.49
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,47.08,89.38,24.11,30.72,62.22,36.87,56.65
Meghalaya,West Jaintia Hills,2022,43.67,54.19,98.26,79.46,42.33,50.98,20.01
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,87.61,59.38,47.7,77.66,18.54,31.08,42.86
Gujarat,Amreli,2021,98.89,62.41,12.84,28.11,93.54,39.8,30.06
Uttarakhand,Dehradun,2015,11.05,47.17,37.97,56.33,66.91,57.06,89.42
Uttar Pradesh,Sultanpur,2024,64.83,91.49,60.68,45.32,32.56,37.61,70.05
Maharashtra,Dhule,2020,37.87,72.06,26.76,78.98,34.44,91.05,76.06
Jharkhand,Koderma,2022,75.57,60.17,58.3,80.39,38.44,55.91,27.65
Uttar Pradesh,Pratapgarh,2017,92.77,34.35,79.41,50.2,85.49,47.28,19.92
Jharkhand,Ranchi,2017,95.57,18.0,24.1,33.6,44.2,39.55,42.97
Gujarat,Jamnagar,2025,40.38,21.06,73.21,85.35,46.73,30.15,63.61
Gujarat,Morbi,2024,85.72,37.75,95.24,37.93,30.58,82.42,44.58
Uttar Pradesh,Etah,2018,62.01,70.31,58.82,30.58,28.48,51.18,76.24
Rajasthan,Didwana-Kuchaman,2015,31.05,38.78,81.21,68.17,96.97,27.43,90.83
Madhya Pradesh,Sheopur,2023,56.74,96.91,98.01,97.8,12.87,57.59,60.55
Jharkhand,Khunti,2020,45.96,62.89,51.41,10.94,91.06,68.21,53.17
Gujarat,Bhavnagar,2018,30.65,66.64,31.17,91.91,70.53,65.27,17.79
Punjab,Malerkotla,2017,84.03,38.89,35.85,32.8,52.74,32.24,53.52
Andhra Pradesh,West Godavari,2016,38.11,92.8,88.01,93.73,33.1,47.62,82.92
Bihar,Siwan,2017,75.98,89.17,51.19,14.05,35.37,85.02,35.14
Assam,Biswanath,2020,72.45,50.62,64.92,99.21,91.26,76.3,74.64
Odisha,Dhenkanal,2020,81.59,97.3,30.02,61.49,85.13,76.83,54.42
Chhattisgarh,Korea,2022,14.42,20.63,58.52,32.85,20.62,69.88,18.49
Maharashtra,Osmanabad (Dharashiv),2021,14.14,28.89,94.98,62.41,13.42,40.36,50.72
Rajasthan,Kotputli-Behror,2023,32.88,95.29,37.6,47.42,55.78,75.26,16.62
Telangana,Mahabubabad,2017,57.91,60.16,49.26,82.17,43.99,88.88,83.67
Uttarakhand,Rudraprayag,2017,30.21,32.13,26.91,67.48,58.88,42.81,85.22
Uttar Pradesh,Sonbhadra,2025,72.18,74.95,27.44,12.55,37.42,27.77,61.38
Madhya Pradesh,Ashoknagar,2023,72.03,70.64,83.78,28.58,54.29,64.78,10.46
Uttar Pradesh,Bulandshahr,2016,81.64,53.92,60.23,64.23,97.73,11.02,37.64
Madhya Pradesh,Satna,2024,67.75,20.49,72.22,28.69,33.84,92.45,55.07
Manipur,Chandel,2020,10.25,75.97,66.58,67.66,38.54,60.68,87.64
Himachal Pradesh,Kangra,2017,25.02,55.86,91.42,60.56,74.49,82.95,37.23
Rajasthan,Jalore,2015,22.75,61.82,58.76,23.48,72.58,72.24,24.79
Maharashtra,Solapur,2025,54.8,85.06,41.57,54.88,72.0,71.38,68.38
Andhra Pradesh,Guntur,2017,50.44,23.96,91.18,24.81,40.6,95.73,89.0
Haryana,Faridabad,2022,43.17,19.48,17.02,87.49,22.6,62.84,84.55
Gujarat,Tapi,2020,59.68,32.41,25.56,38.01,92.04,98.49,47.29
Bihar,East Champaran,2020,38.65,32.5,94.56,97.16,26.84,77.19,18.85
Maharashtra,Latur,2015,78.86,97.65,18.76,23.06,47.51,93.14,95.77
Karnataka,Udupi,2020,17.12,17.97,76.76,80.41,24.12,45.46,98.28
Bihar,Bhojpur,2017,24.47,41.23,65.38,28.24,24.65,62.42,47.59
Assam,Jorhat,2015,11.57,35.96,89.09,20.54,98.71,36.23,40.72
Nagaland,Mokokchung,2023,90.61,25.57,86.7,37.16,98.46,53.08,93.2
Andhra Pradesh,Bapatla,2020,55.91,38.55,20.73,41.4,34.67,98.45,75.61
Meghalaya,West Garo Hills,2018,59.91,71.56,75.17,94.23,33.54,50.71,92.82
Gujarat,Mahisagar,2023,60.71,86.46,65.25,24.33,56.37,15.04,11.09
Telangana,Warangal,2024,16.93,55.51,71.63,10.32,85.03,62.34,28.43
Chhattisgarh,Janjgir-Champa,2020,44.13,80.95,15.67,51.44,46.33,96.04,99.4
West Bengal,Purba Bardhaman,2017,42.89,42.95,23.89,56.55,96.39,29.84,54.7
Uttar Pradesh,Aligarh,2022,55.85,57.4,50.17,24.17,36.23,17.08,52.42
Nagaland,Dimapur,2024,65.9,82.8,18.3,98.44,79.19,58.3,84.68
Nagaland,Tuensang,2024,35.02,97.65,33.44,10.07,52.77,72.53,44.75
Uttar Pradesh,Varanasi,2019,14.49,44.26,97.64,41.22,69.23,34.49,72.07
West Bengal,Purba Bardhaman,2023,18.77,30.78,15.65,34.84,57.51,94.5,25.71
Madhya Pradesh,Sagar,2016,35.06,50.16,59.38,95.19,26.32,96.12,34.09
Uttar Pradesh,Jhansi,2018,16.69,69.5,54.21,41.91,50.61,76.84,45.22
Telangana,Nizamabad,2018,34.62,57.03,92.32,66.91,10.05,21.51,53.14
Uttar Pradesh,Mahoba,2023,49.47,17.25,92.28,55.13,19.57,64.92,64.69
Tamil Nadu,Thoothukudi,2022,64.46,96.13,41.08,72.33,87.18,82.38,49.12
Assam,Sivasagar,2015,46.11,83.4,44.21,48.65,27.33,62.43,43.64
Himachal Pradesh,Bilaspur,2025,15.83,93.08,31.77,51.55,71.09,97.62,54.46
Kerala,Kozhikode,2020,65.33,47.23,57.75,83.94,28.27,14.76,48.01
Chhattisgarh,Rajnandgaon,2022,56.01,73.36,80.29,27.38,44.15,91.17,24.94
Jharkhand,Garhwa,2023,87.62,16.41,66.09,97.69,39.13,65.28,44.44
Arunachal Pradesh,Lower Dibang Valley,2018,52.83,78.98,16.74,83.7,83.48,95.8,25.88
Odisha,Koraput,2016,15.63,49.85,86.8,68.16,32.17,37.78,68.84
Telangana,Rajanna Sircilla,2015,92.66,75.95,33.92,21.11,99.56,56.64,55.51
Arunachal Pradesh,Anjaw,2019,16.86,18.01,37.83,83.64,46.57,79.53,50.84
Tamil Nadu,Vellore,2016,41.07,84.73,63.39,17.8,72.88,97.38,48.73
Meghalaya,South West Khasi Hills,2019,30.61,96.01,95.63,78.72,93.7,78.02,48.65
Tamil Nadu,Dharmapuri,2021,91.21,36.71,51.03,59.79,28.98,38.72,11.19
Maharashtra,Beed,2016,60.66,44.22,83.85,44.35,43.68,53.4,59.55
Himachal Pradesh,Bilaspur,2025,65.86,33.21,38.8,56.7,26.37,23.92,88.66
Madhya Pradesh,Sagar,2023,26.7,75.63,43.44,43.22,69.81,47.19,72.18
Himachal Pradesh,Kangra,2024,36.03,26.01,51.02,80.51,21.63,67.11,42.26
Rajasthan,Sanchore,2023,70.56,13.76,23.85,60.26,75.77,32.43,29.9
West Bengal,South 24 Parganas,2016,60.03,94.19,52.07,41.69,35.78,66.29,29.01
Telangana,Adilabad,2022,18.17,64.51,73.42,10.69,73.01,63.36,74.9
Mizoram,Mamit,2018,19.46,14.85,36.61,39.31,17.87,66.68,21.24
Maharashtra,Jalna,2017,98.05,70.32,90.49,94.6,90.33,56.19,27.79
Chhattisgarh,Dhamtari,2016,33.33,57.33,54.87,91.94,54.94,23.75,31.61
Jharkhand,Deoghar,2023,12.61,52.98,45.74,32.4,70.31,67.11,59.13
West Bengal,Jalpaiguri,2024,33.31,29.08,63.66,74.59,56.96,84.32,13.07
Madhya Pradesh,Anuppur,2021,49.46,33.5,72.45,64.75,25.26,28.78,54.9
Maharashtra,Gondia,2017,52.51,57.69,12.56,51.92,63.06,10.74,63.74
Gujarat,Navsari,2025,10.69,92.59,35.47,42.9,49.13,27.5,45.4
Madhya Pradesh,Ujjain,2024,63.93,57.05,82.15,13.58,73.62,59.41,46.99
Bihar,Jehanabad,2017,16.45,20.13,38.5,26.94,51.03,54.87,87.96
Odisha,Kandhamal,2023,59.5,49.4,84.22,47.27,86.57,67.58,39.24
Kerala,Alappuzha,2021,28.57,39.6,80.41,19.83,41.61,20.13,10.67
Telangana,Mulugu,2020,11.59,87.57,29.74,89.1,44.18,89.41,76.77
Rajasthan,Beawar,2021,14.66,83.14,65.95,10.04,87.0,36.48,17.36
Uttarakhand,Bageshwar,2016,51.2,88.79,56.69,15.95,47.25,14.47,59.02
Gujarat,Mehsana,2016,37.98,78.42,61.05,62.12,94.56,89.38,68.29
Karnataka,Mandya,2019,82.17,68.33,87.07,80.59,31.27,67.46,39.66
Madhya Pradesh,Satna,2024,15.97,50.75,42.11,95.3,80.59,86.25,20.71
Madhya Pradesh,Dewas,2020,66.11,99.33,19.96,74.03,58.73,17.46,13.65
Uttar Pradesh,Mahoba,2015,72.57,56.32,70.43,71.02,80.7,41.1,26.92
Sikkim,Namchi,2025,86.81,91.77,27.16,25.42,41.66,76.59,35.83
Chhattisgarh,Gariaband,2024,61.24,88.7,15.59,73.93,68.3,37.06,19.7
Bihar,Jehanabad,2015,60.56,65.69,66.09,10.78,96.74,78.57,16.38
Rajasthan,Banswara,2021,38.8,19.59,34.66,51.57,62.7,58.53,12.86
Punjab,Tarn Taran,2023,39.66,15.46,25.49,87.58,72.17,79.63,84.44
Rajasthan,Jaisalmer,2019,89.26,11.94,18.35,19.07,45.74,81.75,96.47
Uttar Pradesh,Shahjahanpur,2022,39.34,51.96,87.24,20.07,38.22,44.19,68.46
Punjab,Gurdaspur,2018,48.47,86.98,39.83,82.28,80.45,63.59,59.67
Tamil Nadu,Ranipet,2021,56.3,72.95,50.7,15.34,96.76,73.49,10.18
Assam,Hailakandi,2025,80.01,39.13,39.36,97.16,10.23,99.65,99.24
Uttarakhand,Pithoragarh,2024,40.11,12.64,99.41,23.66,71.85,82.46,53.08
Manipur,Chandel,2018,13.62,93.23,47.21,97.9,97.21,79.62,54.7
Uttar Pradesh,Gonda,2023,38.36,65.94,16.2,70.44,37.88,81.94,77.36
Meghalaya,East Jaintia Hills,2017,54.53,40.74,86.82,20.08,91.52,29.8,18.53
Maharashtra,Latur,2020,84.35,40.27,67.52,43.34,22.07,37.7,19.92
West Bengal,Kalimpong,2025,58.0,96.25,34.56,62.38,86.66,88.96,30.7
Tripura,Dhalai,2017,58.23,23.2,87.93,87.81,35.08,89.36,22.85
Chhattisgarh,Bemetara,2020,53.79,68.69,97.21,74.58,66.94,65.87,83.07
Rajasthan,Chittorgarh,2015,35.19,46.28,22.78,93.58,25.6,53.65,20.77
Maharashtra,Kolhapur,2019,30.63,43.82,61.14,56.52,65.53,84.76,18.68
Telangana,Nirmal,2025,83.96,79.47,94.98,37.47,60.92,28.98,97.54
Odisha,Mayurbhanj,2017,49.07,11.16,77.38,59.78,63.25,67.41,24.82
Gujarat,Jamnagar,2020,10.54,48.71,10.64,98.27,61.18,16.22,80.59
Bihar,Madhepura,2017,57.42,30.98,92.71,32.31,20.91,32.57,73.61
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,49.2,99.13,70.24,66.73,13.05,29.4,54.62
Meghalaya,West Garo Hills,2020,54.71,93.4,19.74,89.18,12.11,46.4,88.5
Madhya Pradesh,Dewas,2016,99.41,48.21,69.94,28.83,52.6,35.97,52.21
Karnataka,Bagalkot,2021,93.5,10.03,22.78,60.07,88.22,46.45,28.25
Gujarat,Navsari,2021,23.88,87.65,75.44,45.71,47.66,99.29,49.85
Madhya Pradesh,Bhopal,2019,49.65,90.04,37.17,12.94,83.3,42.2,96.92
Maharashtra,Nagpur,2024,20.69,68.89,22.25,39.05,86.89,22.05,97.06
Bihar,Munger,2025,11.44,84.26,99.61,45.5,23.64,55.79,65.62
Assam,Darrang,2016,48.88,87.54,88.82,99.47,66.63,43.89,69.47
Chhattisgarh,Bemetara,2025,50.21,37.5,92.23,81.15,11.4,36.23,12.96
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,87.97,70.07,34.05,24.48,78.63,13.03,19.29
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2022,60.55,56.24,61.31,64.21,51.54,11.82,91.34
Nagaland,Chümoukedima,2021,50.2,27.73,34.84,11.65,78.05,79.26,16.84
Karnataka,Chitradurga,2017,95.33,40.43,49.14,10.94,79.79,38.29,73.26
Telangana,Khammam,2023,49.71,16.06,91.91,69.86,57.51,54.27,88.62
Rajasthan,Ajmer,2022,34.04,64.57,23.94,86.05,65.31,54.66,29.89
Uttar Pradesh,Mau,2021,88.42,87.11,94.79,42.76,14.16,99.62,79.35
Meghalaya,Ri Bhoi,2016,28.15,99.88,72.14,14.51,53.96,47.92,63.77
Maharashtra,Jalgaon,2016,93.95,54.27,43.37,68.52,67.1,89.18,38.17
Madhya Pradesh,Morena,2025,35.0,76.4,55.51,54.08,56.07,20.68,89.58
Uttar Pradesh,Amethi,2025,18.68,30.13,13.71,51.68,79.49,40.53,95.17
Madhya Pradesh,Sehore,2019,47.21,32.14,99.45,72.52,91.54,29.29,81.68
Maharashtra,Buldhana,2024,99.08,12.17,30.04,93.11,60.61,35.57,34.69
Mizoram,Kolasib,2018,35.01,15.57,85.78,93.94,18.31,87.65,75.9
Madhya Pradesh,Khandwa,2017,67.61,75.34,94.1,35.09,14.99,52.16,95.22
Chhattisgarh,Sukma,2019,53.26,88.73,33.61,92.43,57.2,21.46,33.73
Haryana,Panchkula,2024,68.13,22.02,45.27,47.7,28.52,88.42,42.91
Bihar,Sheohar,2015,94.62,82.66,94.13,69.24,21.86,91.31,96.41
Chhattisgarh,Sukma,2025,72.62,25.58,36.08,44.21,66.38,49.64,65.37
Manipur,Imphal East,2019,88.17,90.97,56.42,35.36,20.18,95.07,31.81
Andhra Pradesh,Vizianagaram,2017,95.08,24.18,37.27,52.38,85.95,70.44,33.95
Assam,Majuli,2023,60.82,48.1,41.4,69.21,18.84,41.73,62.55
Chhattisgarh,Balrampur,2023,35.15,34.39,73.66,39.49,35.15,17.45,85.04
Madhya Pradesh,Mandsaur,2021,29.93,73.25,31.48,26.97,84.59,76.15,22.21
Uttar Pradesh,Chitrakoot,2021,62.64,67.65,93.88,62.41,73.78,86.58,77.7
Assam,Biswanath,2020,35.26,68.57,94.96,78.11,11.81,53.14,56.72
Gujarat,Dang,2019,15.1,41.58,22.62,50.11,92.55,63.71,39.76
Telangana,Ranga Reddy,2022,84.82,40.23,43.4,95.72,33.45,90.01,61.56
Madhya Pradesh,Raisen,2022,12.8,87.24,27.83,36.01,51.71,67.71,98.0
Telangana,Adilabad,2021,60.68,33.22,76.32,60.54,85.9,93.56,13.69
Assam,South Salmara-Mankachar,2017,64.08,30.38,56.29,19.01,79.11,15.64,79.14
Assam,Baksa,2015,33.14,78.82,27.58,81.11,40.67,28.89,60.72
Manipur,Senapati,2016,69.13,64.79,21.39,12.6,76.73,48.1,20.23
Kerala,Malappuram,2016,27.48,49.52,90.53,32.72,82.8,11.73,56.04
Andhra Pradesh,Visakhapatnam,2018,19.95,33.38,92.01,24.35,94.3,75.11,74.09
Arunachal Pradesh,Lower Siang,2022,33.34,39.97,72.6,98.27,17.96,34.3,95.85
Maharashtra,Ahmednagar,2023,48.35,36.03,44.27,71.22,27.29,19.07,88.36
Chhattisgarh,Bijapur,2020,18.68,29.21,25.68,83.63,99.76,44.93,81.03
Madhya Pradesh,Guna,2020,44.31,34.99,80.59,86.99,70.39,40.04,42.78
Assam,Chirang,2024,30.9,89.86,47.99,62.26,38.28,66.87,49.73
Haryana,Panchkula,2020,98.38,23.44,52.63,98.42,52.73,45.07,32.63
Andhra Pradesh,East Godavari,2017,66.46,40.87,16.81,97.87,32.71,75.99,40.13
Rajasthan,Jhalawar,2022,41.59,20.19,16.12,97.23,34.33,92.24,23.69
Madhya Pradesh,Sheopur,2018,70.75,75.2,69.84,35.78,59.69,68.03,88.7
West Bengal,Alipurduar,2015,63.13,86.88,77.52,28.6,12.04,31.76,56.48
Gujarat,Chhota Udepur,2025,82.8,52.09,38.36,99.73,46.39,41.19,81.32
Haryana,Faridabad,2021,49.0,19.37,28.07,94.24,14.75,93.01,61.1
Rajasthan,Dholpur,2015,51.96,78.6,43.98,38.69,58.96,80.86,93.13
Andhra Pradesh,Srikakulam,2019,29.01,48.93,38.47,27.19,39.85,43.32,49.2
Telangana,Siddipet,2015,33.4,43.72,15.13,54.86,64.04,60.4,96.39
Nagaland,Zunheboto,2017,60.83,70.46,31.2,20.2,39.12,96.45,96.55
Himachal Pradesh,Kangra,2019,75.97,99.88,75.25,98.27,68.98,68.83,69.68
Gujarat,Junagadh,2017,27.95,88.37,31.89,57.95,88.45,39.92,56.32
Andhra Pradesh,Eluru,2017,32.67,38.34,52.91,81.75,57.03,63.0,48.33
Maharashtra,Bhandara,2015,81.37,26.05,76.87,53.92,21.0,54.75,56.18
Arunachal Pradesh,Changlang,2022,60.57,76.63,71.94,79.31,67.91,80.45,39.58
Chhattisgarh,Jashpur,2022,89.0,28.19,42.74,63.35,82.76,11.07,11.88
Arunachal Pradesh,Kamle,2018,77.44,75.18,39.74,87.0,95.51,66.97,60.58
Jharkhand,Lohardaga,2019,58.69,81.57,61.16,22.4,24.63,80.8,53.57
Andhra Pradesh,Tirupati,2020,68.77,41.56,39.57,43.01,26.79,20.47,77.35
Maharashtra,Nandurbar,2020,77.86,78.02,75.12,12.14,62.46,25.33,71.61
Arunachal Pradesh,Upper Subansiri,2016,28.93,64.4,56.76,85.36,23.54,78.07,34.41
Assam,Dhemaji,2019,85.21,25.42,78.72,45.61,26.43,19.33,35.89
Madhya Pradesh,Ratlam,2015,95.22,97.83,14.11,73.45,35.3,22.58,73.92
Bihar,Lakhisarai,2017,18.04,46.55,55.42,97.54,96.49,60.99,54.78
Maharashtra,Dhule,2019,97.95,58.1,56.9,15.09,34.76,56.46,21.06
Uttar Pradesh,Maharajganj,2024,78.63,27.66,37.58,85.54,75.77,61.47,75.2
Odisha,Deogarh,2015,22.13,80.96,32.84,38.97,92.82,47.99,87.26
Assam,Kamrup,2021,35.04,19.23,69.83,38.62,57.01,94.36,41.66
Mizoram,Mamit,2017,17.87,57.98,55.18,21.93,42.35,50.26,68.06
Telangana,Nagarkurnool,2019,78.36,21.47,27.3,16.2,10.09,10.45,95.13
Tamil Nadu,Nagapattinam,2018,27.2,32.11,52.84,62.58,21.05,39.08,48.89
Punjab,Jalandhar,2017,59.13,77.83,73.24,52.15,19.44,59.03,88.82
Uttar Pradesh,Pratapgarh,2020,53.41,27.79,38.99,32.4,20.95,16.02,36.17
West Bengal,Howrah,2017,95.8,49.39,90.47,15.74,89.03,82.23,98.29
Bihar,Jamui,2022,44.99,98.28,72.52,49.17,17.5,62.68,64.42
Assam,Kamrup Metropolitan,2018,78.87,99.8,58.33,34.41,97.53,36.05,27.71
Arunachal Pradesh,Anjaw,2020,38.44,58.93,30.94,91.78,41.44,18.27,11.06
Karnataka,Raichur,2019,22.58,11.2,46.92,24.94,75.51,51.85,33.97
Manipur,Ukhrul,2019,58.2,55.76,84.21,61.18,94.11,19.64,68.59
Himachal Pradesh,Bilaspur,2023,38.33,11.4,90.19,19.81,49.16,43.36,48.74
Madhya Pradesh,Mandla,2021,72.05,69.62,20.27,93.77,10.52,29.54,57.29
Gujarat,Gir Somnath,2017,36.94,27.61,13.99,50.11,53.51,66.76,88.15
Manipur,Chandel,2018,73.0,14.98,76.89,60.95,31.5,83.62,60.28
West Bengal,Purba Medinipur,2021,92.76,86.84,89.8,85.69,55.95,80.8,43.76
Odisha,Kandhamal,2021,63.22,48.28,66.18,75.73,74.57,94.57,28.05
Jharkhand,Koderma,2024,34.76,28.88,10.54,48.89,65.64,85.31,58.22
Gujarat,Botad,2023,34.98,10.36,62.46,80.31,17.28,98.19,17.88
Maharashtra,Sangli,2024,12.62,17.33,76.42,66.13,70.66,85.95,33.06
Karnataka,Dharwad,2021,50.17,89.51,95.78,55.07,60.53,99.97,30.84
Odisha,Ganjam,2019,20.13,32.53,41.0,82.18,90.91,13.7,99.88
