state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Assam,Jorhat,2015,97.47,16.08,18.29,41.7,28.79,84.09,67.34
Tripura,Sepahijala,2021,34.95,76.81,90.71,35.85,52.2,55.39,87.11
Telangana,Narayanpet,2024,26.36,65.92,56.02,97.19,97.96,57.61,92.7
Madhya Pradesh,Narsinghpur,2015,99.33,16.87,88.72,70.38,13.86,61.12,62.89
Odisha,Nabarangpur,2021,90.61,53.97,41.32,91.99,33.37,34.81,83.84
Mizoram,Aizawl,2015,12.22,31.17,71.4,97.44,88.02,90.03,54.46
Uttarakhand,Udham Singh Nagar,2025,32.47,68.71,71.26,97.63,17.89,75.4,67.7
Karnataka,Ramanagara,2022,56.41,31.6,78.95,36.5,43.98,62.82,64.91
Jharkhand,Giridih,2020,52.08,24.41,54.01,45.59,48.42,67.78,40.98
Bihar,Samastipur,2015,88.83,79.04,91.48,24.74,82.88,92.99,87.36
Jharkhand,Deoghar,2022,41.26,88.07,69.57,97.43,33.87,51.12,60.67
Punjab,Rupnagar,2023,43.78,64.19,62.07,21.8,56.31,10.3,37.95
Rajasthan,Didwana-Kuchaman,2021,66.02,28.63,87.21,23.18,60.89,35.71,59.11
Andhra Pradesh,East Godavari,2019,84.09,71.27,91.53,59.56,81.14,34.56,35.97
Madhya Pradesh,Shahdol,2021,51.65,19.63,61.95,91.42,80.56,14.74,71.65
West Bengal,Jhargram,2021,74.26,15.52,60.45,46.99,29.92,27.16,34.15
Himachal Pradesh,Sirmaur,2022,44.34,58.52,28.33,25.28,54.67,49.48,26.67
Mizoram,Mamit,2015,81.47,38.37,20.03,89.14,78.89,59.36,27.87
Rajasthan,Bharatpur,2022,44.03,44.62,55.22,25.82,19.22,82.89,56.65
Bihar,Gopalganj,2019,85.21,73.82,70.02,44.81,39.98,22.55,45.57
Karnataka,Bengaluru Urban,2022,13.59,91.71,71.01,55.95,93.88,34.45,60.08
Chhattisgarh,Dhamtari,2023,46.27,33.76,51.41,84.69,86.71,70.53,30.63
Chhattisgarh,Baloda Bazar,2015,67.96,63.42,75.37,58.54,68.36,72.24,83.56
Gujarat,Ahmedabad,2016,17.84,23.65,74.05,16.31,39.07,53.24,62.18
Madhya Pradesh,Satna,2016,36.37,53.67,76.74,59.3,93.09,29.89,18.37
Madhya Pradesh,Dhar,2024,84.63,51.24,11.45,40.61,93.6,66.63,74.64
Uttar Pradesh,Mahoba,2018,62.09,92.34,20.73,89.75,13.02,90.7,63.14
Meghalaya,West Garo Hills,2025,17.83,52.89,45.14,34.36,14.24,30.22,12.6
Telangana,Wanaparthy,2015,58.29,43.97,11.13,26.16,70.4,98.28,61.37
Karnataka,Uttara Kannada,2015,76.74,10.87,99.29,58.56,20.93,62.31,34.23
Uttar Pradesh,Azamgarh,2022,91.34,19.21,49.43,22.68,92.75,56.95,29.05
Uttar Pradesh,Agra,2022,56.49,71.61,58.06,35.34,53.03,56.29,22.85
Gujarat,Gir Somnath,2017,94.89,86.5,33.51,57.46,49.07,51.39,19.28
Assam,Lakhimpur,2016,65.55,25.73,57.92,50.39,37.77,19.41,40.41
Rajasthan,Sri Ganganagar,2015,61.4,38.22,12.39,17.43,59.2,78.62,27.7
Assam,Morigaon,2024,31.23,18.09,60.41,85.82,60.28,98.14,31.13
Rajasthan,Sikar,2020,27.91,60.99,31.67,30.46,99.55,21.2,71.87
Rajasthan,Banswara,2020,51.6,86.57,57.42,88.98,65.54,91.57,98.2
Sikkim,Namchi,2024,42.37,44.25,18.38,65.03,64.17,54.4,83.24
Uttar Pradesh,Lalitpur,2022,56.1,52.61,83.1,87.1,68.39,73.63,34.75
Andhra Pradesh,Visakhapatnam,2023,87.14,50.38,98.78,82.34,18.36,90.45,29.4
Andhra Pradesh,Sri Sathya Sai,2021,40.59,93.46,49.05,59.02,32.79,89.84,38.01
Telangana,Adilabad,2022,97.18,47.49,89.26,11.09,29.62,87.24,89.07
Gujarat,Mehsana,2023,38.96,81.58,39.59,72.8,86.91,56.8,73.45
Uttar Pradesh,Ambedkar Nagar,2022,99.26,34.67,88.94,59.97,16.42,54.02,58.8
Uttar Pradesh,Amroha,2022,13.26,52.34,38.15,75.7,97.56,15.13,61.5
Andhra Pradesh,Tirupati,2017,66.79,63.02,68.22,41.07,16.03,69.31,29.34
Maharashtra,Ahmednagar,2022,90.5,65.66,83.38,43.64,72.97,30.36,51.63
Maharashtra,Ratnagiri,2021,99.13,86.68,77.96,92.83,24.55,98.62,45.85
Madhya Pradesh,Bhind,2025,75.73,17.9,31.03,92.49,33.6,77.93,23.39
Himachal Pradesh,Chamba,2021,84.69,12.37,56.23,96.17,36.57,16.28,16.58
Maharashtra,Thane,2025,89.14,63.71,50.58,62.52,91.52,71.72,14.92
Odisha,Angul,2025,27.75,84.27,99.18,55.16,73.56,38.22,29.05
Rajasthan,Barmer,2024,77.94,11.4,76.79,83.87,91.88,71.16,56.48
Jharkhand,Dhanbad,2016,36.59,35.16,56.19,25.88,54.23,46.88,71.29
Mizoram,Kolasib,2015,59.47,79.17,96.01,10.42,44.17,83.25,42.78
Tamil Nadu,Tiruchirappalli,2022,91.37,83.69,68.14,11.61,45.69,61.11,96.95
Meghalaya,West Garo Hills,2020,16.73,89.99,63.82,39.93,69.81,97.45,31.7
Madhya Pradesh,Khandwa,2023,54.77,63.7,66.26,25.81,98.97,22.42,28.56
Arunachal Pradesh,Dibang Valley,2024,19.02,66.25,84.13,80.74,35.41,11.63,89.44
Karnataka,Chitradurga,2018,95.2,91.29,27.38,64.58,62.48,23.28,48.46
Telangana,Mancherial,2021,54.19,80.61,48.37,37.04,43.02,41.88,54.08
Uttar Pradesh,Kannauj,2016,56.96,84.79,14.98,92.53,62.98,95.63,54.66
Maharashtra,Yavatmal,2022,55.66,99.64,70.15,85.55,87.54,86.99,52.53
Nagaland,Dimapur,2016,43.0,78.18,57.28,92.81,98.24,30.45,98.36
Jharkhand,Khunti,2025,50.01,32.82,82.8,32.22,18.42,65.99,59.45
Karnataka,Kolar,2017,56.49,60.53,16.86,74.54,40.94,97.53,91.81
Maharashtra,Nagpur,2023,95.99,81.5,84.07,73.89,19.61,59.54,65.27
West Bengal,Uttar Dinajpur,2016,17.75,85.23,40.86,39.65,59.78,21.17,88.49
Odisha,Mayurbhanj,2020,79.66,20.98,18.02,65.4,78.24,44.15,35.07
West Bengal,Kolkata,2020,76.54,61.68,99.03,31.52,60.6,69.37,21.64
Bihar,East Champaran,2021,96.52,25.12,67.67,94.01,42.47,10.84,74.82
Gujarat,Junagadh,2020,97.6,92.93,12.63,49.88,56.31,13.72,95.28
Uttar Pradesh,Gonda,2024,23.19,45.5,26.8,74.82,11.35,76.69,43.68
Odisha,Sonepur,2025,27.8,76.83,80.13,15.89,58.74,23.18,33.13
Bihar,Supaul,2017,84.71,75.18,53.17,68.67,54.65,88.8,19.96
Madhya Pradesh,Khandwa,2016,51.79,76.65,46.54,39.16,62.57,68.17,86.29
Gujarat,Mahisagar,2024,84.47,93.79,94.38,80.58,72.94,72.07,79.63
Manipur,Kakching,2020,88.31,64.62,46.48,80.51,60.35,11.44,73.8
Assam,South Salmara-Mankachar,2021,85.72,25.63,52.59,37.36,18.14,71.0,43.39
West Bengal,Paschim Medinipur,2021,22.65,84.6,36.22,34.3,92.42,99.7,52.84
Chhattisgarh,Balod,2023,60.94,62.59,58.82,37.5,92.49,38.89,76.72
Madhya Pradesh,Ashoknagar,2017,31.37,89.42,39.11,85.52,35.37,23.59,75.58
Maharashtra,Bhandara,2016,40.59,33.91,94.28,32.76,26.01,61.84,95.93
Madhya Pradesh,Chhatarpur,2025,78.09,96.92,26.71,21.58,42.4,24.34,42.15
Bihar,Nalanda,2015,97.89,34.0,30.48,75.31,66.84,10.05,83.36
Punjab,Gurdaspur,2023,73.81,59.84,43.36,59.89,49.79,10.32,72.55
Jharkhand,Jamtara,2021,89.92,60.76,92.07,73.14,12.04,31.32,81.25
Rajasthan,Churu,2023,61.71,99.75,30.55,54.85,52.22,84.6,28.68
Gujarat,Panchmahal,2019,10.5,67.35,72.54,70.59,78.5,82.92,66.33
Maharashtra,Sangli,2017,12.17,46.29,54.84,72.39,76.35,98.5,86.12
Mizoram,Aizawl,2020,12.72,96.09,97.16,31.11,22.0,40.71,72.53
Haryana,Panchkula,2018,45.71,59.33,20.87,91.89,51.96,43.57,94.03
Chhattisgarh,Durg,2015,33.22,17.46,88.5,37.37,78.48,66.74,12.3
Telangana,Jayashankar Bhupalpally,2016,82.05,33.31,59.22,89.61,44.79,99.78,17.36
Meghalaya,West Khasi Hills,2024,84.9,79.64,55.44,99.52,40.7,84.59,84.94
Tamil Nadu,Thiruvarur,2025,52.94,90.89,37.82,97.82,31.53,35.17,77.63
Uttar Pradesh,Deoria,2025,53.24,58.4,52.83,45.5,87.46,20.28,98.88
Nagaland,Shamator,2016,72.82,37.61,78.75,65.71,13.47,74.64,77.15
Himachal Pradesh,Lahaul & Spiti,2024,30.4,85.21,18.97,35.39,79.52,39.55,37.74
Gujarat,Junagadh,2019,68.82,93.71,71.41,44.88,19.68,81.01,40.58
Chhattisgarh,Mungeli,2021,85.79,35.84,30.55,24.31,68.13,43.98,93.56
Uttar Pradesh,Ghaziabad,2019,40.07,77.59,15.84,82.98,28.8,10.49,13.55
Haryana,Gurugram,2024,20.17,65.37,84.75,67.02,69.86,96.29,53.92
Chhattisgarh,Kanker,2024,98.46,31.33,41.91,59.99,59.98,43.6,92.62
Meghalaya,West Khasi Hills,2025,55.25,68.29,41.32,37.58,63.55,94.64,94.59
Bihar,Samastipur,2016,42.29,80.87,85.94,73.64,21.99,56.09,91.77
Meghalaya,North Garo Hills,2025,49.14,87.83,60.89,69.64,32.03,20.61,19.51
Manipur,Churachandpur,2016,29.93,61.53,77.03,87.2,57.37,87.59,65.02
Gujarat,Bhavnagar,2025,90.52,43.41,84.59,25.99,78.03,49.12,76.92
Madhya Pradesh,Chhindwara,2024,81.74,64.31,36.22,32.72,24.48,84.28,42.06
Jharkhand,Bokaro,2025,27.24,92.66,71.77,60.19,62.65,36.62,53.16
Gujarat,Navsari,2015,93.09,56.83,35.49,60.71,56.43,71.46,50.59
Uttar Pradesh,Bareilly,2023,63.88,38.82,43.1,75.81,21.78,57.58,12.27
Chhattisgarh,Kondagaon,2017,70.83,57.62,93.05,41.1,61.58,67.06,91.94
Madhya Pradesh,Datia,2022,22.24,90.41,28.37,41.26,62.96,42.71,15.2
Meghalaya,Ri Bhoi,2018,32.24,73.29,20.44,83.0,52.27,31.4,16.74
Madhya Pradesh,Damoh,2019,64.62,42.36,47.47,99.37,36.29,42.31,85.39
Haryana,Rewari,2019,15.81,41.02,81.37,98.0,61.05,33.76,85.07
Rajasthan,Karauli,2022,37.71,11.75,37.23,62.85,59.11,93.81,25.04
Maharashtra,Nagpur,2015,49.31,73.46,56.4,70.91,54.94,35.82,24.25
Uttar Pradesh,Amethi,2020,49.26,29.11,99.01,38.88,84.1,13.64,54.66
Madhya Pradesh,Chhindwara,2017,34.93,83.67,58.73,15.77,52.33,42.64,26.55
Jharkhand,Deoghar,2025,74.08,23.43,51.37,99.4,53.38,47.98,63.49
Mizoram,Lawngtlai,2024,39.4,65.06,38.11,83.82,36.83,97.01,46.45
Andhra Pradesh,Palnadu,2020,86.95,48.46,83.99,93.29,17.31,75.09,90.73
Gujarat,Amreli,2017,47.97,16.27,92.66,45.94,22.28,52.12,30.27
Uttar Pradesh,Mau,2018,77.81,30.54,45.76,98.22,55.67,78.06,22.69
Tamil Nadu,Karur,2022,37.85,98.16,93.43,72.71,89.96,63.93,50.75
Karnataka,Bengaluru Urban,2019,25.52,91.89,16.88,88.33,71.38,99.39,78.69
Assam,Nalbari,2022,29.27,58.31,86.86,35.71,71.54,87.94,63.16
Maharashtra,Pune,2016,87.97,72.98,38.69,93.27,17.77,30.6,43.68
West Bengal,Kalimpong,2025,82.73,34.77,39.45,58.58,72.53,34.35,79.56
Gujarat,Tapi,2016,43.49,77.63,70.3,60.32,96.39,48.77,76.66
Assam,Goalpara,2016,79.53,61.95,43.94,51.21,63.99,32.87,26.74
Uttarakhand,Champawat,2022,87.05,60.24,45.62,49.89,79.43,30.37,65.83
Andhra Pradesh,Kurnool,2019,35.27,66.68,42.43,17.89,57.42,62.87,78.49
Uttar Pradesh,Siddharthnagar,2024,61.47,44.83,20.49,12.69,90.61,97.41,27.28
Kerala,Wayanad,2020,21.8,42.67,70.49,49.78,24.4,12.44,28.25
Gujarat,Bharuch,2017,35.09,46.58,54.01,77.95,47.86,58.4,23.02
Kerala,Kollam,2018,49.15,34.74,51.92,62.44,48.27,30.75,54.97
Karnataka,Dakshina Kannada,2025,60.81,82.59,50.96,60.31,88.06,73.93,34.55
Odisha,Mayurbhanj,2020,88.26,61.93,98.29,46.27,23.92,62.25,56.85
Chhattisgarh,Rajnandgaon,2024,21.02,50.63,30.83,68.4,29.3,60.58,48.47
Gujarat,Narmada,2024,28.38,44.37,53.54,95.65,80.93,15.89,74.0
Chhattisgarh,Sukma,2023,34.13,23.31,52.17,28.77,49.24,22.33,13.47
Bihar,Jehanabad,2016,63.73,14.05,55.11,80.0,51.73,52.99,39.68
Uttar Pradesh,Moradabad,2022,66.94,91.53,29.58,29.76,38.17,78.35,86.13
Maharashtra,Osmanabad (Dharashiv),2023,95.44,37.73,89.38,73.62,62.03,19.4,87.05
Uttar Pradesh,Lalitpur,2018,76.37,15.07,38.68,59.31,11.07,18.9,57.83
Karnataka,Chamarajanagar,2024,44.29,72.66,95.27,88.31,79.78,83.7,62.17
Chhattisgarh,Mahasamund,2024,46.07,38.07,55.93,99.5,48.53,65.22,36.29
Tripura,Unakoti,2024,46.83,76.24,47.55,36.63,41.02,71.53,89.2
Telangana,Medak,2025,28.59,52.38,83.55,47.12,40.26,56.59,52.33
Arunachal Pradesh,Namsai,2020,31.61,58.73,19.68,86.73,30.72,91.32,25.01
Karnataka,Gadag,2022,96.24,11.65,90.73,94.18,94.15,79.5,70.45
Telangana,Jayashankar Bhupalpally,2019,91.71,24.23,17.74,77.68,25.0,94.11,13.59
Arunachal Pradesh,Pakke-Kessang,2025,45.37,65.14,34.08,13.6,67.12,45.33,68.44
Uttar Pradesh,Amethi,2016,80.17,82.1,32.17,22.24,75.39,10.28,88.83
Gujarat,Amreli,2015,74.79,62.35,87.02,92.08,64.94,20.37,26.44
Uttar Pradesh,Saharanpur,2016,13.67,22.04,63.47,52.93,63.42,58.86,89.73
Maharashtra,Jalgaon,2015,48.72,54.24,83.08,44.43,41.85,78.66,62.2
Rajasthan,Chittorgarh,2016,48.42,90.36,31.01,14.89,45.93,68.7,81.81
Maharashtra,Akola,2022,22.95,42.81,60.1,30.76,19.3,96.09,95.08
Telangana,Sangareddy,2022,72.2,32.25,13.6,15.68,33.29,76.3,69.12
Rajasthan,Pratapgarh,2023,62.82,58.64,26.07,29.76,61.35,65.13,94.84
Bihar,Sitamarhi,2018,94.95,79.61,38.04,36.86,24.15,64.82,76.96
Madhya Pradesh,Ashoknagar,2018,97.45,47.66,91.37,85.03,56.05,19.25,45.51
Assam,Karbi Anglong,2019,15.46,90.28,35.13,40.59,10.03,70.4,70.93
Uttar Pradesh,Fatehpur,2025,68.38,74.55,90.75,60.11,47.07,53.8,31.53
Uttar Pradesh,Sambhal,2022,15.54,40.46,47.82,36.56,30.56,81.4,40.52
Uttar Pradesh,Ambedkar Nagar,2017,87.89,56.65,73.82,21.23,40.89,59.94,77.12
Tripura,North Tripura,2019,57.68,30.82,52.01,87.05,67.46,91.03,39.58
Madhya Pradesh,Maihar,2015,82.31,47.68,85.39,50.8,52.86,36.96,44.94
Mizoram,Lunglei,2021,33.05,68.67,82.61,16.71,12.68,61.24,59.87
Karnataka,Koppal,2020,69.27,24.15,11.76,67.98,99.85,19.06,81.36
Mizoram,Mamit,2017,43.91,25.82,74.46,51.38,25.09,13.62,34.65
Telangana,Mancherial,2023,18.55,15.86,19.59,37.88,67.72,30.99,75.89
Uttar Pradesh,Jalaun,2022,85.02,73.7,19.16,27.55,87.79,50.37,64.25
Tamil Nadu,Pudukkottai,2018,82.54,83.21,21.33,26.64,92.93,73.45,31.69
Andhra Pradesh,YSR Kadapa,2021,18.02,28.77,49.42,74.78,42.29,33.71,96.21
Karnataka,Vijayanagara,2020,87.96,89.6,98.77,62.39,87.87,97.94,69.1
Assam,Dima Hasao,2017,64.76,63.11,42.26,28.16,28.73,12.44,10.29
Haryana,Panipat,2021,54.67,30.23,52.49,88.79,40.34,60.39,77.76
Manipur,Bishnupur,2021,13.99,11.74,53.42,39.27,36.29,20.18,66.62
Uttar Pradesh,Farrukhabad,2025,65.77,84.7,20.74,53.17,76.86,32.3,58.66
Maharashtra,Amravati,2018,96.97,75.5,35.53,74.4,60.31,11.31,47.75
Punjab,Moga,2021,47.54,61.13,20.94,77.26,61.51,36.47,11.26
Tamil Nadu,Salem,2018,14.71,15.35,44.26,47.05,10.88,37.03,86.62
Rajasthan,Hanumangarh,2019,56.55,93.04,90.27,36.0,84.42,59.02,60.17
Maharashtra,Bhandara,2017,92.25,42.06,36.99,75.68,19.21,55.37,62.89
Gujarat,Bharuch,2024,31.99,49.38,21.76,60.46,96.85,61.93,85.56
Karnataka,Kodagu,2016,96.98,65.29,83.24,18.43,82.05,42.61,72.61
Rajasthan,Beawar,2022,41.4,77.97,10.14,43.5,57.96,84.29,15.17
Andhra Pradesh,YSR Kadapa,2017,14.47,55.95,27.59,50.2,13.36,41.34,35.8
Telangana,Medak,2024,79.37,69.26,69.5,76.72,82.59,16.24,15.94
Rajasthan,Banswara,2021,69.0,18.48,34.08,27.75,25.71,83.11,29.27
Manipur,Thoubal,2019,93.89,70.88,46.16,10.28,45.3,34.53,70.23
Bihar,Araria,2023,38.27,16.44,12.1,24.43,50.95,15.31,61.19
Haryana,Ambala,2016,90.44,44.76,34.38,85.59,24.68,58.1,75.43
Odisha,Boudh,2024,28.53,53.11,44.45,33.9,83.7,30.14,49.5
Assam,Sonitpur,2017,47.97,87.81,48.41,67.55,45.49,25.69,67.37
Odisha,Kalahandi,2024,22.96,35.38,57.71,24.32,48.04,94.05,47.37
Madhya Pradesh,Jabalpur,2017,24.53,33.56,99.75,52.84,71.62,33.75,49.09
Uttar Pradesh,Unnao,2017,89.07,44.01,61.64,63.01,30.61,52.37,89.55
Uttar Pradesh,Baghpat,2015,48.99,45.63,50.06,17.91,13.98,46.12,23.99
West Bengal,Hooghly,2023,74.96,63.34,25.37,67.49,31.37,97.46,71.24
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2024,45.81,60.22,36.14,93.67,62.4,28.24,53.3
Karnataka,Chikkaballapur,2022,60.51,67.47,17.58,48.26,53.42,36.85,27.52
Assam,Bongaigaon,2015,29.55,50.9,74.21,66.61,70.96,70.92,33.11
Karnataka,Ballari,2023,71.63,96.77,13.43,47.71,74.22,67.83,20.15
Chhattisgarh,Rajnandgaon,2017,64.09,41.41,53.39,45.74,34.98,79.53,96.16
Tamil Nadu,Krishnagiri,2025,67.03,89.62,38.7,18.31,41.11,82.43,67.11
Bihar,Rohtas,2019,45.68,33.41,16.99,96.82,13.31,29.24,92.01
West Bengal,Uttar Dinajpur,2023,15.19,10.88,67.29,65.01,21.13,77.91,68.2
Jharkhand,Simdega,2022,85.15,50.57,19.09,92.64,62.43,29.47,93.17
Tamil Nadu,Nagapattinam,2015,58.6,39.72,88.62,14.94,58.79,90.83,47.27
Odisha,Sonepur,2021,53.79,69.06,47.36,63.4,71.68,86.25,17.79
Madhya Pradesh,Umaria,2019,62.77,44.23,39.93,53.6,68.32,18.81,92.88
Jharkhand,Seraikela-Kharsawan,2019,84.25,60.91,98.03,76.11,33.24,83.47,95.02
Telangana,Mulugu,2015,60.75,89.42,75.42,42.61,34.3,32.04,39.06
Rajasthan,Kekri,2021,89.53,29.35,15.26,32.94,49.73,41.62,79.06
Uttar Pradesh,Shahjahanpur,2020,34.06,43.89,65.93,27.2,18.76,98.68,75.97
Telangana,Vikarabad,2024,70.34,49.12,99.09,88.16,92.86,60.4,70.74
Manipur,Kangpokpi,2019,82.23,31.89,69.51,16.19,55.95,23.26,45.13
Telangana,Nagarkurnool,2023,33.09,35.38,50.53,95.0,40.14,49.68,89.9
Chhattisgarh,Durg,2022,43.48,14.14,27.14,38.18,12.91,54.84,99.51
Telangana,Narayanpet,2019,82.06,34.65,92.29,86.98,75.86,67.86,89.21
Madhya Pradesh,Chhindwara,2020,82.09,68.41,81.93,16.76,56.76,34.09,42.13
West Bengal,Dakshin Dinajpur,2021,88.61,75.51,66.81,93.12,73.23,82.54,88.57
Jharkhand,West Singhbhum,2015,20.22,35.58,55.97,17.15,24.33,28.86,67.22
Uttar Pradesh,Sonbhadra,2017,99.01,72.5,31.23,15.49,84.9,35.58,32.42
Tripura,South Tripura,2022,60.7,46.1,37.93,76.68,58.46,20.45,11.17
Uttarakhand,Haridwar,2016,40.6,41.89,57.51,31.9,52.75,73.36,31.26
Arunachal Pradesh,Lower Siang,2022,42.82,96.16,97.15,79.58,86.58,83.51,88.53
Meghalaya,North Garo Hills,2021,81.71,60.14,14.67,97.63,47.12,61.78,57.13
Madhya Pradesh,Maihar,2017,56.42,33.15,28.14,26.86,98.62,80.06,72.03
Madhya Pradesh,Datia,2020,52.93,88.42,16.86,73.41,65.61,42.53,59.45
Uttar Pradesh,Kushinagar,2023,84.47,52.51,84.51,35.94,62.51,89.68,55.35
Karnataka,Tumakuru,2015,58.11,24.15,84.58,39.13,22.69,35.9,76.82
Bihar,Bhojpur,2024,95.52,29.71,49.81,93.11,57.28,91.31,31.89
Manipur,Imphal East,2018,82.46,19.76,24.5,29.41,51.16,25.09,22.81
West Bengal,North 24 Parganas,2016,14.71,77.0,94.35,18.61,65.71,11.32,42.77
Uttar Pradesh,Aligarh,2017,67.44,80.89,17.1,10.61,76.23,60.51,44.18
Rajasthan,Sawai Madhopur,2020,46.86,33.18,72.13,89.49,65.07,42.06,63.37
Punjab,Sangrur,2018,14.24,39.25,12.67,82.04,32.4,64.99,97.2
Kerala,Malappuram,2025,46.17,50.72,13.27,90.13,30.58,69.99,64.53
Bihar,Jehanabad,2024,81.49,95.61,17.62,49.28,40.76,29.22,29.44
Arunachal Pradesh,Longding,2021,30.61,63.21,44.83,99.14,59.95,92.87,69.43
Mizoram,Hnahthial,2018,25.75,55.72,82.81,21.3,99.64,79.79,12.53
Maharashtra,Ratnagiri,2015,42.7,83.33,24.56,79.25,69.7,62.26,50.09
Sikkim,Namchi,2018,21.51,44.05,69.41,24.29,67.17,27.71,73.24
Manipur,Imphal West,2016,85.76,93.59,94.54,71.57,62.16,78.87,78.67
Bihar,Muzaffarpur,2023,70.17,43.96,84.11,69.72,75.36,59.62,75.47
Uttar Pradesh,Etawah,2022,58.87,67.45,39.69,71.51,41.08,83.87,14.19
Assam,Lakhimpur,2017,83.36,55.3,10.67,12.89,35.03,73.2,87.66
Gujarat,Narmada,2018,63.44,61.42,78.66,62.58,63.27,17.02,37.82
Tamil Nadu,Vellore,2025,65.69,39.62,63.36,89.06,56.47,34.44,44.8
Odisha,Sambalpur,2025,52.56,90.04,33.05,19.08,26.29,25.4,47.79
Sikkim,Gangtok,2017,96.33,55.94,91.24,93.11,31.85,88.29,44.05
Arunachal Pradesh,Lepa Rada,2016,95.38,46.31,11.1,35.33,91.35,32.25,72.52
Chhattisgarh,Mahasamund,2023,40.1,82.35,43.7,67.84,22.45,45.87,72.79
Tamil Nadu,Chengalpattu,2023,62.6,32.57,46.91,68.74,42.1,58.88,50.72
Odisha,Cuttack,2025,66.28,64.3,97.12,70.67,21.49,27.02,78.81
Jharkhand,Gumla,2019,38.27,92.41,57.57,35.76,48.06,56.16,48.96
Tripura,North Tripura,2021,63.44,26.18,23.78,25.71,91.06,49.47,18.29
Gujarat,Botad,2017,77.55,29.9,62.21,13.2,11.58,88.68,18.45
Haryana,Karnal,2021,80.1,81.63,59.14,93.33,10.9,14.97,22.09
Odisha,Jagatsinghpur,2016,91.9,11.53,44.34,42.48,33.71,41.73,78.98
Odisha,Nuapada,2017,33.25,58.65,53.1,64.07,21.09,23.13,28.31
Jharkhand,West Singhbhum,2024,29.39,50.46,37.95,40.39,96.91,53.49,36.02
Punjab,Malerkotla,2015,63.78,30.63,77.9,55.13,72.02,66.7,33.47
Uttar Pradesh,Moradabad,2017,73.44,55.48,35.41,71.02,19.15,46.1,44.22
Uttar Pradesh,Lalitpur,2025,51.53,57.88,94.4,50.7,52.04,27.02,14.97
Andhra Pradesh,Eluru,2019,63.66,47.83,56.76,68.55,27.88,46.43,56.93
Odisha,Nayagarh,2025,57.45,12.97,38.21,79.43,81.69,33.56,78.13
Uttar Pradesh,Rampur,2020,78.43,12.93,26.87,16.97,39.08,67.28,46.41
Uttar Pradesh,Saharanpur,2017,55.24,77.46,88.59,72.54,79.3,10.82,38.5
West Bengal,Purba Medinipur,2022,15.58,75.76,45.81,59.82,12.7,33.28,85.73
Madhya Pradesh,Chhatarpur,2017,32.98,54.38,19.75,24.9,26.8,91.62,78.62
Uttar Pradesh,Pratapgarh,2017,72.8,13.56,33.05,72.69,52.66,86.44,97.65
Andhra Pradesh,Srikakulam,2018,19.62,48.31,56.62,57.94,35.02,87.08,92.69
Gujarat,Morbi,2024,87.5,56.71,59.69,77.42,49.09,76.56,61.87
Goa,South Goa,2017,39.12,27.37,34.12,23.14,85.52,89.66,93.27
Punjab,Moga,2016,16.52,62.47,73.9,19.64,61.57,12.6,81.49
Madhya Pradesh,Satna,2015,96.69,23.47,26.91,68.85,93.19,42.34,63.88
Karnataka,Raichur,2020,80.94,65.27,18.53,20.27,28.1,52.96,57.36
West Bengal,Cooch Behar,2022,11.76,12.42,42.52,96.58,41.39,77.86,64.12
Karnataka,Raichur,2022,42.25,39.85,11.86,21.4,40.03,18.27,28.74
Rajasthan,Phalodi,2015,33.03,99.66,76.41,86.02,15.56,43.2,39.14
Madhya Pradesh,Datia,2018,28.43,87.2,36.09,38.59,48.86,31.81,93.3
Madhya Pradesh,Tikamgarh,2022,45.62,83.61,85.42,30.66,34.84,96.98,67.83
Telangana,Ranga Reddy,2020,83.57,96.64,43.53,95.28,90.27,38.85,40.47
Rajasthan,Udaipur,2018,11.02,87.4,68.55,31.55,11.71,62.3,35.72
Andhra Pradesh,Sri Sathya Sai,2017,61.46,91.16,77.98,72.16,29.36,51.02,66.99
Rajasthan,Sirohi,2016,77.34,49.67,96.35,49.52,85.05,47.41,46.84
Madhya Pradesh,Anuppur,2021,42.99,13.79,45.95,35.42,87.59,68.06,13.46
Himachal Pradesh,Solan,2020,80.76,87.27,81.18,74.23,79.2,46.34,27.88
Himachal Pradesh,Kullu,2020,80.25,47.47,22.3,18.67,81.06,76.88,37.44
Tripura,South Tripura,2018,44.27,87.08,46.54,38.37,13.52,82.84,61.67
Meghalaya,West Khasi Hills,2018,21.88,23.03,91.49,22.04,89.26,60.71,55.46
Telangana,Nirmal,2023,60.38,82.15,36.63,46.99,27.22,17.77,81.18
Tamil Nadu,Kallakurichi,2021,25.13,99.42,55.6,30.43,51.18,64.35,98.3
Telangana,Mancherial,2022,36.73,98.51,69.78,69.87,96.67,56.07,14.98
Gujarat,Gir Somnath,2020,55.18,32.03,16.69,49.87,38.22,82.47,23.17
Gujarat,Kutch,2025,13.75,63.09,31.72,64.89,28.75,66.11,16.67
Uttar Pradesh,Firozabad,2023,79.8,81.72,76.64,23.3,59.42,37.8,27.4
West Bengal,Purulia,2020,20.61,37.95,13.36,33.12,79.39,56.34,90.97
Andhra Pradesh,Parvathipuram Manyam,2017,53.23,32.26,39.26,66.99,75.83,64.01,20.2
Assam,Goalpara,2025,41.12,43.28,63.08,52.96,93.76,86.94,74.31
