state,district,year,malnutrition_rate,undernourishment,child_stunting,child_wasting,vitamin_deficiency,obesity_rate,nutrition_programs
Jharkhand,Garhwa,2017,59.57,50.1,40.24,13.51,29.08,47.56,73.05
Tamil Nadu,Salem,2021,65.99,48.13,33.84,45.34,68.45,98.38,14.34
Sikkim,Soreng,2018,65.9,63.02,61.43,15.23,41.28,60.1,27.81
Assam,Majuli,2016,55.37,20.81,23.57,78.0,78.59,67.23,28.04
Himachal Pradesh,Kinnaur,2024,79.75,97.05,13.43,18.45,26.29,40.54,51.94
Maharashtra,Akola,2024,78.27,98.26,76.65,12.2,55.42,79.68,79.55
Gujarat,Narmada,2019,89.35,46.68,21.75,96.13,85.27,18.11,93.0
Jharkhand,Palamu,2022,73.04,29.44,41.11,69.51,79.57,74.22,53.64
Maharashtra,Thane,2015,77.49,86.24,52.69,30.26,47.44,41.59,51.96
Madhya Pradesh,Shivpuri,2024,13.49,31.94,37.96,53.95,65.16,69.63,76.64
Haryana,Bhiwani,2016,29.19,22.82,26.53,49.95,67.26,46.27,31.24
Arunachal Pradesh,Upper Siang,2015,46.76,46.5,31.52,18.38,63.24,58.35,75.59
Odisha,Boudh,2021,20.08,14.01,44.15,40.0,72.71,39.93,47.61
Bihar,Supaul,2021,47.9,32.52,97.13,46.7,29.65,23.97,49.12
Manipur,Thoubal,2021,58.28,60.56,48.75,10.71,53.08,99.1,96.41
Arunachal Pradesh,Kamle,2015,89.93,92.56,41.53,65.96,18.28,61.18,34.37
Punjab,Fatehgarh Sahib,2017,36.94,26.89,58.51,25.24,49.12,80.41,97.58
Rajasthan,Pali,2024,32.02,16.21,56.99,37.2,23.76,43.07,39.49
Tripura,Gomati,2015,76.72,71.56,59.72,97.95,72.9,19.73,96.31
Bihar,Jamui,2024,15.06,40.89,96.64,15.88,39.24,47.75,92.76
Chhattisgarh,Sukma,2019,92.28,17.75,39.05,22.48,72.12,89.91,37.18
Maharashtra,Wardha,2025,84.69,93.39,27.03,58.12,75.11,86.63,76.44
Assam,Nagaon,2015,20.32,27.49,43.92,51.95,67.78,78.27,28.89
Telangana,Jogulamba Gadwal,2019,87.08,28.66,63.46,85.33,66.8,77.81,52.65
Madhya Pradesh,Balaghat,2017,70.03,66.53,77.53,23.87,31.0,38.0,29.25
Rajasthan,Jodhpur,2019,67.11,67.29,50.82,97.98,96.0,52.59,73.16
Madhya Pradesh,Sagar,2023,68.15,80.04,51.23,56.36,64.75,74.0,91.83
Bihar,Gopalganj,2018,47.71,17.87,48.61,15.65,25.03,44.19,81.79
Madhya Pradesh,Balaghat,2019,72.7,26.51,52.54,53.4,42.71,50.47,19.39
Gujarat,Anand,2024,15.47,88.76,56.2,20.69,83.31,81.61,22.45
Madhya Pradesh,Dewas,2024,82.18,83.22,61.38,95.09,94.31,43.98,80.12
Karnataka,Hassan,2024,54.84,49.1,19.74,96.51,94.73,24.51,18.21
Meghalaya,West Khasi Hills,2017,50.16,20.04,31.65,73.12,48.57,57.51,38.28
Odisha,Malkangiri,2022,74.98,41.42,80.17,14.72,98.82,57.63,94.99
Odisha,Kendujhar (Keonjhar),2019,41.62,35.67,65.43,67.98,11.34,74.94,86.33
Maharashtra,Kolhapur,2018,95.43,88.94,40.76,56.73,45.32,37.23,27.06
Maharashtra,Kolhapur,2020,75.58,84.47,96.81,41.9,80.09,52.13,16.65
Assam,Bongaigaon,2024,87.76,80.52,97.4,54.24,68.27,99.48,82.71
Nagaland,Chümoukedima,2019,66.34,89.29,18.19,19.64,84.47,50.68,44.44
Andhra Pradesh,East Godavari,2022,62.97,65.97,57.6,57.1,68.29,18.9,68.32
Tamil Nadu,Viluppuram,2023,18.87,93.41,62.02,41.67,87.98,30.58,84.36
Madhya Pradesh,Rewa,2022,20.78,87.58,72.26,52.34,57.81,55.21,92.81
Uttar Pradesh,Gautam Buddha Nagar,2025,11.95,54.44,26.95,42.42,92.23,20.75,15.95
Punjab,Patiala,2015,72.79,15.23,83.35,79.11,18.15,24.62,12.82
Tamil Nadu,Vellore,2023,50.71,54.75,75.62,53.02,40.12,19.59,43.48
Assam,Chirang,2024,51.92,12.5,18.39,33.79,17.77,87.55,51.51
Nagaland,Noklak,2017,73.63,16.24,17.96,99.32,12.61,65.29,61.36
Maharashtra,Wardha,2021,66.88,82.54,72.02,22.13,57.36,44.76,73.72
Assam,Dhemaji,2025,49.66,60.58,92.17,49.96,65.13,11.29,62.52
Telangana,Mahabubabad,2022,88.06,19.29,46.0,12.4,75.24,86.87,17.79
Tamil Nadu,Thoothukudi,2020,84.9,58.65,76.83,20.44,73.14,11.12,37.01
Mizoram,Lunglei,2016,23.68,79.28,80.65,16.63,70.08,86.2,21.78
Punjab,Sri Muktsar Sahib,2024,12.83,36.35,99.8,66.16,96.71,51.45,46.98
Nagaland,Chümoukedima,2024,68.33,98.07,23.98,33.79,24.42,26.68,31.48
Uttar Pradesh,Etawah,2024,51.86,61.68,33.57,74.02,85.77,63.4,78.07
Haryana,Rewari,2024,24.13,45.79,67.86,12.09,41.77,90.79,55.1
Gujarat,Chhota Udepur,2020,16.13,58.03,54.22,14.98,91.86,55.43,77.72
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,31.92,21.25,55.47,24.07,87.56,97.11,71.83
Nagaland,Wokha,2016,44.11,19.51,75.73,58.73,80.97,99.08,85.25
Karnataka,Ramanagara,2021,39.3,18.41,94.36,93.62,92.58,74.57,94.34
Manipur,Ukhrul,2015,35.12,96.57,73.68,82.55,33.49,20.34,23.22
Rajasthan,Salumbar,2015,81.8,93.88,13.0,69.92,76.84,92.86,66.37
Arunachal Pradesh,Lepa Rada,2025,62.38,19.28,64.72,56.01,91.65,16.3,16.83
Uttar Pradesh,Shravasti,2022,87.95,97.41,20.14,51.01,57.39,31.27,64.93
Telangana,Wanaparthy,2020,52.16,50.42,61.8,64.38,89.64,13.9,83.14
Assam,Sivasagar,2018,43.46,15.42,66.16,99.53,12.98,56.81,55.55
Gujarat,Mahisagar,2024,24.16,81.92,79.6,92.88,54.47,52.13,78.36
Telangana,Yadadri Bhuvanagiri,2018,92.92,60.9,60.43,72.38,66.42,29.1,78.97
West Bengal,Murshidabad,2022,57.98,43.34,35.88,44.58,83.12,76.31,37.29
Telangana,Jogulamba Gadwal,2023,41.88,25.07,39.21,73.61,81.24,42.55,86.05
Gujarat,Morbi,2015,86.5,43.13,36.47,98.2,42.46,66.44,77.39
Rajasthan,Sawai Madhopur,2018,52.22,53.46,22.6,30.61,23.42,93.16,85.54
Uttar Pradesh,Lucknow,2025,26.3,20.83,55.02,85.44,39.16,71.43,76.23
Rajasthan,Banswara,2020,17.27,12.72,43.02,18.9,35.81,25.46,13.44
Nagaland,Kiphire,2018,85.89,68.47,31.95,87.41,71.09,30.02,35.27
Rajasthan,Sawai Madhopur,2023,86.5,53.53,27.09,33.15,65.58,14.41,41.36
Tamil Nadu,Madurai,2019,91.25,80.96,27.41,77.24,92.96,14.85,18.4
Madhya Pradesh,Shajapur,2022,25.5,72.6,76.73,79.28,87.44,45.59,97.47
Uttar Pradesh,Meerut,2017,48.4,15.43,26.68,85.11,36.21,23.27,67.03
Uttar Pradesh,Farrukhabad,2019,45.88,67.96,83.77,15.65,22.53,60.51,34.0
Bihar,Nalanda,2022,98.32,92.49,22.96,48.96,56.41,80.36,27.06
Meghalaya,West Garo Hills,2016,12.82,34.09,31.09,48.22,75.31,80.15,84.33
Gujarat,Jamnagar,2024,98.38,59.55,35.21,56.29,96.33,18.6,70.43
Nagaland,Chümoukedima,2022,37.36,76.17,85.13,25.86,75.45,37.97,39.6
Madhya Pradesh,Khargone,2025,70.33,97.91,93.44,52.35,28.2,95.84,23.78
Uttar Pradesh,Deoria,2022,47.98,78.72,96.97,12.25,39.35,20.37,84.6
Odisha,Sundargarh,2022,61.84,52.41,78.97,11.45,69.7,96.82,99.68
Uttar Pradesh,Bahraich,2020,72.44,54.97,18.29,10.76,75.02,40.92,67.8
Rajasthan,Pali,2016,56.42,42.0,28.94,87.68,35.79,44.96,96.58
Tamil Nadu,Madurai,2023,96.64,55.99,85.81,84.83,79.27,62.77,62.55
West Bengal,Purba Bardhaman,2025,77.87,12.36,59.49,75.52,62.58,26.37,80.34
West Bengal,Purba Bardhaman,2021,48.09,37.76,44.79,67.83,31.75,89.39,49.31
Uttar Pradesh,Meerut,2022,39.61,65.31,67.88,98.89,26.45,80.71,47.29
Himachal Pradesh,Hamirpur,2017,16.19,74.74,91.89,40.33,79.27,88.83,25.08
Tamil Nadu,Nilgiris,2019,64.38,80.65,96.59,58.71,38.61,86.23,28.67
Odisha,Koraput,2016,56.06,37.15,77.75,56.45,18.21,84.37,54.55
Gujarat,Amreli,2020,59.3,55.22,83.55,23.9,68.54,35.06,60.51
Chhattisgarh,Janjgir-Champa,2016,15.54,37.47,54.36,60.5,64.41,47.6,61.48
Bihar,Patna,2023,13.9,80.22,82.32,27.14,82.47,56.83,55.2
Rajasthan,Jodhpur,2016,95.81,90.39,79.72,40.48,95.17,74.28,49.55
Mizoram,Saiha,2020,42.98,19.95,86.75,93.57,79.68,65.19,40.2
Haryana,Palwal,2016,56.73,72.46,26.6,63.23,69.68,55.13,84.48
Telangana,Nagarkurnool,2020,25.75,46.62,51.93,28.16,96.66,29.4,34.72
Karnataka,Chikkamagaluru,2018,97.99,37.94,59.99,24.81,12.5,21.7,13.51
Madhya Pradesh,Chhatarpur,2016,69.1,69.19,74.72,76.88,65.55,99.65,47.31
Punjab,Fazilka,2019,47.31,40.24,95.85,33.24,63.7,63.06,49.6
Arunachal Pradesh,Lower Dibang Valley,2020,55.45,32.07,33.78,89.57,59.01,49.22,54.84
Uttar Pradesh,Saharanpur,2017,84.52,59.94,60.88,70.97,46.59,93.56,68.19
Karnataka,Bengaluru Rural,2025,38.55,26.54,96.25,36.26,20.61,18.49,58.34
Tamil Nadu,Salem,2020,24.66,31.87,40.6,86.72,10.97,50.9,95.49
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,94.95,34.61,57.94,16.57,34.83,75.2,45.23
Karnataka,Chitradurga,2018,26.66,25.64,13.24,14.96,73.38,11.18,72.46
Bihar,Saharsa,2023,22.5,78.63,84.44,15.91,82.59,56.09,76.28
Arunachal Pradesh,Changlang,2025,35.51,71.03,99.59,26.25,32.06,51.82,71.29
Madhya Pradesh,Alirajpur,2022,16.55,47.03,58.3,21.6,26.35,43.57,48.01
Madhya Pradesh,Betul,2020,81.62,25.97,41.64,34.07,88.72,25.33,80.35
Haryana,Jind,2024,58.57,74.22,77.46,38.71,14.88,17.34,11.36
Assam,Charaideo,2021,36.94,30.75,61.01,47.09,67.8,49.03,50.36
Maharashtra,Satara,2016,46.36,59.62,36.26,36.48,59.5,32.15,92.94
Kerala,Kottayam,2024,92.21,59.11,89.16,30.41,71.43,88.63,93.29
Gujarat,Surat,2017,48.56,72.68,36.68,48.4,45.05,31.24,43.79
Sikkim,Namchi,2017,27.86,31.46,17.79,44.69,60.88,50.03,23.01
Madhya Pradesh,Panna,2020,64.36,46.23,31.58,65.11,99.29,99.76,83.14
Gujarat,Vadodara,2024,26.03,49.92,66.6,56.01,96.24,47.22,39.73
Punjab,Bathinda,2017,52.42,37.16,47.96,91.06,74.41,81.87,20.81
Himachal Pradesh,Chamba,2016,80.33,24.06,24.12,54.98,39.11,25.06,30.99
Tamil Nadu,Pudukkottai,2024,73.33,59.15,77.5,54.9,66.99,77.49,15.61
Jharkhand,Seraikela-Kharsawan,2015,66.21,27.2,86.79,21.66,29.84,50.59,16.27
Assam,Charaideo,2015,81.87,88.51,76.09,66.3,50.83,62.42,12.82
Andhra Pradesh,Krishna,2015,80.37,45.29,12.19,65.78,62.78,41.39,49.85
Uttar Pradesh,Amroha,2020,72.19,96.32,71.0,59.75,58.85,95.29,88.49
Assam,Sonitpur,2023,70.31,52.49,10.16,17.7,73.38,56.87,14.96
Karnataka,Dakshina Kannada,2017,22.61,77.01,85.14,96.78,35.45,30.48,98.08
Himachal Pradesh,Kullu,2017,93.25,57.08,55.32,14.78,95.17,92.66,71.93
Odisha,Bargarh,2016,10.52,98.86,50.93,76.58,71.91,29.11,18.25
West Bengal,Purulia,2016,16.73,58.32,99.99,65.9,11.56,95.77,46.71
West Bengal,Nadia,2025,59.76,86.64,85.13,46.15,47.0,93.38,15.44
Himachal Pradesh,Bilaspur,2020,12.85,59.09,31.59,47.7,32.91,12.32,71.46
Bihar,Gaya,2016,47.66,37.52,33.81,39.95,93.36,56.53,76.58
Chhattisgarh,Kondagaon,2020,40.05,23.96,73.47,86.16,99.78,45.47,78.44
Telangana,Warangal,2023,39.73,55.65,35.47,81.01,88.94,83.71,96.54
Madhya Pradesh,Burhanpur,2021,60.87,47.2,71.31,65.44,86.42,57.99,27.15
Meghalaya,East Jaintia Hills,2015,89.0,62.47,48.04,73.37,52.89,99.0,61.56
Uttar Pradesh,Rampur,2023,79.21,65.2,69.99,97.45,41.02,26.96,67.06
Himachal Pradesh,Kullu,2016,92.01,76.71,42.75,50.63,25.65,95.34,45.38
Arunachal Pradesh,Changlang,2017,73.42,35.97,81.2,65.81,77.72,26.54,14.21
Kerala,Alappuzha,2019,73.51,21.1,93.76,15.14,39.47,42.04,41.99
Jharkhand,Simdega,2023,51.03,47.83,16.89,77.13,87.42,99.17,28.83
Madhya Pradesh,Alirajpur,2015,75.14,65.11,85.05,78.38,66.18,93.12,76.17
Andhra Pradesh,Anakapalli,2022,68.22,41.2,48.98,76.54,96.43,40.6,98.09
Jharkhand,Sahebganj,2023,85.9,92.2,21.44,97.47,79.96,55.17,35.52
Uttarakhand,Almora,2021,60.39,21.51,16.64,99.48,41.91,44.59,15.92
Bihar,Sheohar,2015,63.76,84.26,64.49,63.1,30.09,90.01,65.57
Chhattisgarh,Bijapur,2023,92.83,33.38,72.63,94.16,52.72,66.31,83.63
Arunachal Pradesh,Kamle,2017,69.42,12.21,40.14,32.06,38.45,70.39,37.45
Rajasthan,Jodhpur,2017,23.41,47.27,74.91,65.55,57.17,55.18,49.26
West Bengal,Dakshin Dinajpur,2021,22.3,91.29,56.64,94.85,50.12,49.71,82.74
Tamil Nadu,Ariyalur,2022,73.95,64.29,44.7,63.93,50.59,95.41,78.27
Kerala,Kannur,2025,36.28,70.58,37.92,58.76,20.22,53.04,11.21
Odisha,Nabarangpur,2019,35.12,51.46,89.05,50.65,77.46,69.48,72.29
Uttar Pradesh,Auraiya,2016,51.15,55.39,21.12,19.85,38.28,67.24,30.85
Maharashtra,Mumbai City,2017,72.42,26.54,62.41,51.17,96.34,35.15,12.27
Maharashtra,Latur,2017,65.52,74.78,92.82,71.49,65.14,43.2,32.2
Bihar,West Champaran,2015,33.48,68.77,76.84,43.65,32.9,59.2,26.18
Jharkhand,West Singhbhum,2021,78.98,93.02,20.21,53.18,72.34,75.12,99.5
Tamil Nadu,Karur,2022,13.09,23.36,24.86,18.44,83.33,97.89,72.04
Bihar,Arwal,2016,31.46,89.85,32.48,97.69,33.55,75.03,81.07
Nagaland,Longleng,2020,20.61,26.15,35.76,75.84,28.6,22.11,61.6
Madhya Pradesh,Agar Malwa,2020,18.25,92.95,45.56,79.67,90.04,40.33,28.94
Uttarakhand,Bageshwar,2024,16.97,81.05,68.38,38.5,89.19,81.31,65.11
Telangana,Nalgonda,2015,91.37,18.66,14.09,57.79,91.22,69.2,52.59
West Bengal,Kolkata,2017,55.12,27.96,71.64,78.62,64.41,61.54,25.92
Himachal Pradesh,Bilaspur,2021,26.35,18.0,73.04,62.7,54.76,30.31,77.89
Telangana,Jayashankar Bhupalpally,2021,63.85,41.16,55.49,26.26,47.14,36.94,38.99
Madhya Pradesh,Tikamgarh,2019,14.15,95.21,61.13,65.16,63.3,60.6,79.27
Maharashtra,Nashik,2021,11.38,88.33,16.59,86.64,31.15,83.47,55.19
Rajasthan,Kota,2018,51.82,54.13,22.55,31.36,78.26,37.48,35.5
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2017,80.31,59.05,85.15,32.33,23.47,21.78,46.95
Telangana,Hyderabad,2022,31.68,73.97,98.57,82.72,30.68,92.01,16.26
Bihar,Sitamarhi,2023,25.43,19.61,57.54,11.71,23.35,59.88,24.56
Rajasthan,Dausa,2015,82.77,64.53,65.98,37.37,28.56,75.94,21.05
Odisha,Balasore,2015,46.68,85.71,40.38,49.71,37.88,38.18,43.6
Tamil Nadu,Nagapattinam,2025,41.44,35.77,58.3,75.69,53.8,94.17,78.27
Assam,Chirang,2022,44.6,75.62,87.28,14.92,89.71,78.11,42.56
Bihar,Bhagalpur,2015,97.25,69.25,99.6,79.19,23.91,16.01,66.91
Telangana,Peddapalli,2015,63.94,41.45,31.04,10.47,56.04,88.75,13.32
Tamil Nadu,Tenkasi,2016,89.05,58.18,85.65,47.37,56.94,70.98,69.92
Telangana,Jayashankar Bhupalpally,2016,80.33,97.76,55.25,11.21,20.99,68.92,84.34
Telangana,Sangareddy,2017,36.71,39.84,82.37,59.1,53.92,67.23,45.67
Himachal Pradesh,Solan,2017,81.44,30.1,45.05,85.89,55.35,67.24,95.18
Uttar Pradesh,Etah,2018,76.41,84.75,89.1,25.5,43.23,31.42,63.45
Rajasthan,Sanchore,2015,40.42,25.33,16.4,61.31,87.41,43.31,41.25
Rajasthan,Bharatpur,2017,97.22,62.13,67.13,73.99,26.77,39.26,72.91
Maharashtra,Ahmednagar,2024,80.86,85.14,33.02,89.8,65.61,58.24,22.35
Arunachal Pradesh,Lower Dibang Valley,2024,96.68,23.66,88.02,88.67,23.96,40.07,20.83
Telangana,Adilabad,2024,62.08,90.05,15.57,44.31,25.26,22.74,47.6
Madhya Pradesh,Panna,2021,42.42,57.0,46.32,10.03,23.68,63.02,85.65
Chhattisgarh,Kondagaon,2024,18.98,33.57,57.36,11.0,70.19,91.42,32.35
Uttar Pradesh,Bareilly,2016,63.06,52.96,59.63,49.81,23.0,19.05,34.29
Tripura,Sepahijala,2016,23.66,86.38,48.56,62.96,65.43,74.15,75.68
Meghalaya,West Jaintia Hills,2018,25.75,85.45,69.09,21.21,12.11,77.51,84.19
Uttarakhand,Udham Singh Nagar,2020,87.72,34.47,89.38,89.13,40.6,90.19,51.84
Karnataka,Ballari,2023,67.36,94.66,30.0,27.29,82.06,72.23,79.2
Haryana,Kurukshetra,2021,48.35,16.0,39.02,95.09,45.77,85.4,97.31
Himachal Pradesh,Shimla,2015,37.32,82.74,52.29,98.97,86.26,84.12,29.65
Rajasthan,Sikar,2016,95.38,39.84,21.95,63.74,87.06,58.21,97.81
Telangana,Sangareddy,2021,95.0,85.8,37.85,31.14,64.68,18.74,68.06
Manipur,Noney,2015,19.52,17.66,26.91,89.78,10.09,62.18,14.72
Meghalaya,South West Garo Hills,2016,94.31,13.54,25.75,50.2,71.62,81.46,11.09
Meghalaya,Ri Bhoi,2024,92.43,59.93,22.91,21.02,79.49,36.36,48.75
Kerala,Kollam,2016,58.96,33.0,43.21,19.5,21.49,84.68,95.54
Gujarat,Rajkot,2024,62.29,77.05,59.7,62.83,81.79,98.16,48.83
Arunachal Pradesh,Lower Subansiri,2015,97.0,95.82,80.63,35.45,62.42,89.05,12.52
Madhya Pradesh,Singrauli,2019,98.64,15.87,17.94,70.89,41.65,43.67,42.53
West Bengal,Alipurduar,2015,83.99,54.31,94.77,54.42,51.62,32.06,89.19
Assam,Golaghat,2020,22.55,34.35,48.39,83.51,19.38,40.23,69.06
Uttar Pradesh,Sant Kabir Nagar,2018,44.51,31.18,31.37,87.46,49.48,59.12,78.12
Gujarat,Botad,2015,49.26,60.93,62.0,73.74,22.86,37.39,51.06
Maharashtra,Jalna,2020,24.71,91.83,36.72,57.42,78.12,83.22,16.0
Manipur,Churachandpur,2016,78.95,99.88,56.49,51.89,60.2,39.65,31.85
Karnataka,Ballari,2015,96.12,58.86,79.03,55.31,17.96,19.66,38.14
Rajasthan,Sawai Madhopur,2017,85.91,89.31,23.7,70.18,34.45,94.97,33.41
Chhattisgarh,Bijapur,2023,68.78,97.27,87.34,35.68,56.55,11.99,48.14
Himachal Pradesh,Bilaspur,2019,72.07,76.95,93.84,71.36,89.68,93.66,98.86
Mizoram,Khawzawl,2020,87.24,35.03,45.67,94.22,71.5,52.65,26.99
Haryana,Ambala,2025,82.01,12.96,73.01,96.75,10.35,95.8,92.83
Jharkhand,Gumla,2019,28.73,75.8,83.63,52.49,75.16,95.03,64.41
Jharkhand,West Singhbhum,2020,24.22,63.62,96.09,91.55,39.13,54.16,29.85
Bihar,Siwan,2015,57.14,11.69,55.05,62.94,52.95,24.35,46.11
Rajasthan,Gangapur City,2021,16.27,93.23,32.23,71.72,20.86,98.06,20.87
Assam,Udalguri,2023,62.21,31.64,61.43,54.19,62.72,90.96,76.47
Rajasthan,Pali,2021,37.87,58.35,88.13,92.79,78.76,48.56,12.12
Telangana,Wanaparthy,2023,58.2,96.95,69.89,89.5,55.05,13.45,86.8
Uttar Pradesh,Auraiya,2021,99.31,34.42,70.4,59.39,21.17,28.59,68.77
Telangana,Mulugu,2017,65.18,33.83,64.64,99.95,56.74,20.71,91.48
Chhattisgarh,Gaurela-Pendra-Marwahi,2020,57.67,14.15,70.93,31.3,87.76,59.36,22.64
Himachal Pradesh,Chamba,2017,55.3,92.86,98.63,44.18,85.19,35.36,45.24
Rajasthan,Gangapur City,2023,67.45,50.73,48.71,74.89,69.98,94.75,18.79
Uttar Pradesh,Auraiya,2015,39.89,80.02,85.94,30.5,96.88,74.28,52.37
Assam,Darrang,2022,22.49,19.0,62.27,14.13,93.59,70.53,25.74
Madhya Pradesh,Panna,2017,86.69,45.96,54.87,74.16,23.96,75.94,69.72
Arunachal Pradesh,Changlang,2023,53.99,83.18,75.55,56.3,19.56,61.66,19.99
Arunachal Pradesh,Kra Daadi,2025,34.61,33.02,22.83,48.03,67.49,26.92,57.82
Kerala,Palakkad,2015,53.61,52.58,94.78,20.87,23.49,48.51,15.16
Odisha,Rayagada,2021,22.54,81.78,34.85,63.43,40.69,51.26,12.96
Uttarakhand,Almora,2024,57.41,28.11,98.3,36.35,75.72,54.84,36.65
Rajasthan,Hanumangarh,2018,74.76,29.4,59.88,53.86,17.74,95.34,11.81
Jharkhand,East Singhbhum,2024,80.73,13.07,25.96,82.47,56.8,45.89,42.24
Uttarakhand,Udham Singh Nagar,2017,52.82,66.05,21.42,37.96,63.75,84.29,77.54
Maharashtra,Raigad,2016,29.9,13.47,88.92,58.8,52.1,54.71,10.84
Nagaland,Wokha,2022,28.23,19.1,39.41,82.06,59.63,53.33,56.23
Karnataka,Chitradurga,2024,50.81,85.37,28.85,67.62,25.26,16.69,83.69
Jharkhand,Garhwa,2025,36.58,29.29,92.77,71.82,28.77,75.01,35.96
Assam,Golaghat,2019,23.84,47.29,98.45,54.95,15.35,97.46,51.16
Tamil Nadu,Mayiladuthurai,2025,15.22,99.05,60.43,26.02,23.15,18.05,48.23
Andhra Pradesh,Anantapur,2025,61.47,79.0,60.53,62.33,19.62,45.59,51.34
Gujarat,Rajkot,2019,28.67,21.65,22.61,67.47,68.99,44.13,60.77
Bihar,Jamui,2024,50.54,84.22,48.59,25.3,98.78,77.14,86.74
Rajasthan,Kotputli-Behror,2020,36.52,77.13,56.26,30.67,92.14,56.16,45.78
Arunachal Pradesh,Upper Siang,2015,71.96,42.88,40.67,37.53,34.16,40.48,67.67
Uttar Pradesh,Lalitpur,2020,90.31,82.19,52.02,21.08,28.89,95.73,20.98
Bihar,Patna,2017,78.33,69.64,94.6,45.05,26.98,97.21,27.1
West Bengal,Howrah,2021,45.88,20.5,54.76,83.21,91.84,84.4,43.15
Tamil Nadu,Virudhunagar,2022,68.61,44.75,44.99,49.64,87.11,39.42,45.52
Uttar Pradesh,Kasganj,2018,72.18,34.79,30.33,30.8,52.78,47.01,90.84
Bihar,Madhubani,2018,56.57,97.02,19.64,89.05,37.27,97.12,21.13
Chhattisgarh,Balrampur,2015,15.57,83.05,92.3,90.2,66.21,13.66,49.06
Gujarat,Aravalli,2025,57.51,93.51,26.72,87.59,38.24,26.81,94.37
Bihar,Katihar,2018,59.78,78.71,36.2,34.69,74.65,74.52,11.48
Arunachal Pradesh,Upper Subansiri,2020,72.11,66.71,42.92,89.94,90.05,82.75,50.68
Assam,Kokrajhar,2020,82.38,80.11,76.12,39.36,86.44,87.96,93.99
Odisha,Boudh,2015,60.5,71.49,96.12,86.62,42.92,29.93,32.5
Bihar,Sheikhpura,2023,41.88,98.85,22.41,58.53,94.15,90.6,49.0
Bihar,Nawada,2018,36.73,84.99,40.36,58.94,50.89,76.05,96.05
Karnataka,Bengaluru Urban,2022,80.19,27.41,52.18,74.18,70.59,85.54,80.41
Uttar Pradesh,Varanasi,2016,15.17,95.81,97.17,29.72,41.55,16.18,66.66
Uttarakhand,Udham Singh Nagar,2025,92.98,13.38,71.54,53.75,18.31,44.76,59.33
Mizoram,Mamit,2018,54.07,90.97,72.33,38.78,21.74,98.87,49.38
Bihar,Khagaria,2021,35.72,55.51,20.92,64.13,59.74,94.61,61.06
Jharkhand,Sahebganj,2022,92.66,55.57,37.64,37.6,26.24,27.87,88.84
Telangana,Mahabubnagar,2018,55.32,83.54,32.17,72.17,91.69,99.41,45.04
Tamil Nadu,Chengalpattu,2017,52.75,89.03,32.7,95.87,67.76,82.64,55.18
Uttar Pradesh,Mathura,2023,15.79,30.49,17.59,94.04,32.21,58.62,83.58
Uttar Pradesh,Sonbhadra,2016,92.62,84.06,82.41,53.64,31.13,86.85,59.34
Tamil Nadu,Thiruvallur,2023,92.61,30.94,64.54,14.5,54.96,40.12,44.98
Uttarakhand,Uttarkashi,2023,16.57,60.33,92.59,57.27,62.14,30.95,11.92
Odisha,Nuapada,2015,51.57,96.13,54.31,21.91,89.0,27.41,64.86
Gujarat,Patan,2015,16.02,26.03,65.36,91.5,96.32,55.01,68.38
Jharkhand,Palamu,2016,43.05,55.43,17.25,49.36,60.49,64.45,93.69
Rajasthan,Jaipur,2019,35.36,75.79,33.6,82.54,63.89,87.53,92.56
Arunachal Pradesh,East Siang,2018,47.98,42.08,95.05,71.21,32.94,78.45,36.67
West Bengal,North 24 Parganas,2021,58.95,33.79,33.6,53.42,70.55,44.46,76.5
Madhya Pradesh,Raisen,2024,63.8,21.1,11.18,37.12,90.68,99.39,88.39
West Bengal,Murshidabad,2023,18.55,31.6,25.76,58.29,21.88,91.04,26.6
Manipur,Chandel,2016,79.0,95.64,45.67,27.74,20.42,25.9,39.82
Karnataka,Tumakuru,2016,76.89,44.83,74.13,88.71,85.41,76.39,72.45
Uttarakhand,Udham Singh Nagar,2023,90.74,21.37,66.46,35.09,68.82,20.64,17.22
Madhya Pradesh,Dindori,2021,41.78,17.11,49.62,49.93,45.57,11.86,44.86
Gujarat,Surendranagar,2015,14.63,28.05,99.14,42.49,81.94,76.65,60.72
Punjab,Malerkotla,2023,12.9,44.6,50.83,33.65,66.07,38.53,30.58
Uttar Pradesh,Gorakhpur,2019,82.84,17.48,97.1,38.67,21.58,50.49,28.67
Chhattisgarh,Surajpur,2021,74.8,42.09,83.28,92.37,74.63,16.97,44.56
Karnataka,Uttara Kannada,2015,80.33,91.46,78.76,20.13,76.26,61.84,61.74
Nagaland,Mokokchung,2021,85.98,85.77,67.31,23.13,61.99,54.88,56.94
Uttar Pradesh,Kaushambi,2020,43.37,74.79,57.68,48.0,99.07,88.22,55.28
Punjab,Barnala,2016,82.91,17.06,68.79,97.23,90.16,90.86,42.61
Uttarakhand,Pauri Garhwal,2025,45.44,81.51,71.05,84.28,23.36,88.0,87.64
Punjab,Amritsar,2023,69.07,95.16,41.4,43.53,99.71,29.94,76.23
Rajasthan,Beawar,2016,31.7,11.43,12.51,87.46,57.61,78.78,38.87
