state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Nagaland,Kohima,2019,20556,242600,51822,48890,17649
Nagaland,Kohima,2020,48370,240855,65170,24143,83916
Nagaland,Kohima,2021,152858,263386,53133,26938,88789
Nagaland,Kohima,2022,198112,225250,66784,40552,28425
Nagaland,Kohima,2023,38087,236530,16912,17948,16945
Nagaland,Kohima,2024,126394,168754,36564,37576,61164
Nagaland,Kohima,2025,125644,156907,42771,11278,46779
Nagaland,Longleng,2015,13824,281300,61898,37919,36126
Nagaland,Longleng,2016,86242,90659,59985,31264,21884
Nagaland,Longleng,2017,106966,253207,13114,3642,29603
Nagaland,Longleng,2018,111786,249939,74580,30830,74619
Nagaland,Longleng,2019,143763,215662,4700,46443,25048
Nagaland,Longleng,2020,159284,165805,47416,13755,86878
Nagaland,Longleng,2021,111837,140112,28268,50643,51194
Nagaland,Longleng,2022,15790,234215,22135,52412,25653
Nagaland,Longleng,2023,191251,279726,51891,41016,6973
Nagaland,Longleng,2024,99049,191601,46453,53983,79698
Nagaland,Longleng,2025,187241,207461,47880,41689,17553
Nagaland,Mokokchung,2015,8132,189039,57317,22671,57633
Nagaland,Mokokchung,2016,30243,215551,10761,17496,57389
Nagaland,Mokokchung,2017,145817,247983,59322,53034,80496
Nagaland,Mokokchung,2018,117223,88155,21788,31567,22698
Nagaland,Mokokchung,2019,153384,105563,59848,27174,19100
Nagaland,Mokokchung,2020,10498,227066,60130,41953,63677
Nagaland,Mokokchung,2021,64315,69425,23322,59558,28300
Nagaland,Mokokchung,2022,93219,222143,60874,31750,6996
Nagaland,Mokokchung,2023,130899,143038,32307,9733,37956
Nagaland,Mokokchung,2024,177543,266382,50934,37428,78819
Nagaland,Mokokchung,2025,66612,168775,75920,47603,37758
Nagaland,Mon,2015,53642,297653,7464,11118,80043
Nagaland,Mon,2016,148104,163100,1309,44531,40362
Nagaland,Mon,2017,182503,134313,29385,49913,37306
Nagaland,Mon,2018,41162,57189,1325,22017,22943
Nagaland,Mon,2019,190170,101362,20503,30621,6959
Nagaland,Mon,2020,85873,155099,46805,40987,45259
Nagaland,Mon,2021,155647,251919,60851,36436,22513
Nagaland,Mon,2022,37332,280579,69105,11184,7221
Nagaland,Mon,2023,74788,115175,54023,9998,68066
Nagaland,Mon,2024,135591,66307,63876,2732,61551
Nagaland,Mon,2025,150463,295995,71758,32368,69397
Nagaland,Noklak,2015,155605,165361,79226,8139,20245
Nagaland,Noklak,2016,192862,101048,26191,6396,47817
Nagaland,Noklak,2017,131417,278641,36474,2210,85306
Nagaland,Noklak,2018,23048,248614,74237,50373,22805
Nagaland,Noklak,2019,184762,231253,24810,33535,55140
Nagaland,Noklak,2020,158401,79787,59963,36569,33027
Nagaland,Noklak,2021,6372,104939,11384,55049,59988
Nagaland,Noklak,2022,101293,271731,74577,9749,77575
Nagaland,Noklak,2023,155456,101119,9563,42983,53490
Nagaland,Noklak,2024,187377,61073,16097,13982,13269
Nagaland,Noklak,2025,191774,77293,62676,24959,58809
Nagaland,Peren,2015,175615,143580,72516,56308,20841
Nagaland,Peren,2016,25202,64896,41535,20912,68786
Nagaland,Peren,2017,69991,77744,63982,1516,6495
Nagaland,Peren,2018,118336,223292,15639,56037,83760
Nagaland,Peren,2019,128984,296840,15648,39928,26504
Nagaland,Peren,2020,143326,96936,43247,47159,3554
Nagaland,Peren,2021,101065,94859,5979,5446,33930
Nagaland,Peren,2022,118883,176406,36348,52258,24957
Nagaland,Peren,2023,45160,212295,29324,24675,86676
Nagaland,Peren,2024,7221,105651,10645,40909,57901
Nagaland,Peren,2025,197782,268223,8480,17417,81907
Nagaland,Phek,2015,32065,298372,73380,3553,64911
Nagaland,Phek,2016,99942,138281,16761,21927,10847
Nagaland,Phek,2017,32658,258028,78688,51853,79306
Nagaland,Phek,2018,93914,255514,15252,52453,40329
Nagaland,Phek,2019,131715,57392,42767,54646,54292
Nagaland,Phek,2020,34186,222767,18615,56532,20757
Nagaland,Phek,2021,145313,217137,33038,13423,60215
Nagaland,Phek,2022,42948,224053,18968,39899,55747
Nagaland,Phek,2023,177196,158484,68751,45742,76101
Nagaland,Phek,2024,45045,90407,16993,53164,44627
Nagaland,Phek,2025,39151,126269,35065,55283,29395
Nagaland,Shamator,2015,182980,197796,16127,26810,62327
Nagaland,Shamator,2016,199282,239934,4973,10056,59963
Nagaland,Shamator,2017,106217,140945,13684,13528,66252
Nagaland,Shamator,2018,38639,293487,23325,46406,66761
Nagaland,Shamator,2019,159278,120774,15259,9112,76174
Nagaland,Shamator,2020,26202,220770,15598,5071,66328
Nagaland,Shamator,2021,74803,103068,7204,50245,61072
Nagaland,Shamator,2022,158760,72106,51847,36063,56891
Nagaland,Shamator,2023,193099,65182,55122,2123,81375
Nagaland,Shamator,2024,175664,247034,28868,9216,72171
Nagaland,Shamator,2025,199278,212687,7854,23378,86860
Nagaland,Tuensang,2015,196331,203029,52176,33253,32033
Nagaland,Tuensang,2016,68798,124092,13152,52809,55688
Nagaland,Tuensang,2017,22260,171999,75550,51354,7957
Nagaland,Tuensang,2018,54396,256765,26408,21246,60312
Nagaland,Tuensang,2019,47442,257900,34900,9877,11545
Nagaland,Tuensang,2020,101113,155014,64827,55686,53201
Nagaland,Tuensang,2021,6533,270996,27411,22596,73145
Nagaland,Tuensang,2022,110406,258211,39310,50487,22542
Nagaland,Tuensang,2023,23954,245436,44481,42317,29738
Nagaland,Tuensang,2024,19191,54186,41641,44534,7336
Nagaland,Tuensang,2025,148720,136076,63769,18690,5219
Nagaland,Tseminyu,2015,39949,116330,23878,54036,53141
Nagaland,Tseminyu,2016,199616,195226,58973,13537,80946
Nagaland,Tseminyu,2017,77428,210471,19217,17267,18986
Nagaland,Tseminyu,2018,132682,117728,19309,25688,29394
Nagaland,Tseminyu,2019,98097,104115,59734,20927,33294
Nagaland,Tseminyu,2020,109427,176075,55442,17888,86311
Nagaland,Tseminyu,2021,150806,69888,34606,8612,43094
Nagaland,Tseminyu,2022,116042,132956,43479,9900,77391
Nagaland,Tseminyu,2023,19434,143384,34478,33143,39337
Nagaland,Tseminyu,2024,63380,120791,1095,18747,55228
Nagaland,Tseminyu,2025,8509,287082,34283,17193,27431
Nagaland,Wokha,2015,80557,142087,40863,24189,19655
Nagaland,Wokha,2016,170018,198829,59001,39977,7433
Nagaland,Wokha,2017,35206,288742,56708,57672,80282
Nagaland,Wokha,2018,122644,220572,41552,3404,27047
Nagaland,Wokha,2019,162083,88396,38112,6530,14809
Nagaland,Wokha,2020,63765,69086,30018,33547,86954
Nagaland,Wokha,2021,185280,104407,4734,4284,83387
Nagaland,Wokha,2022,197559,285737,24068,58995,87141
Nagaland,Wokha,2023,109031,210877,63084,57757,19923
Nagaland,Wokha,2024,87125,89862,64226,44803,62112
Nagaland,Wokha,2025,198285,118326,66130,58844,80102
Nagaland,Zunheboto,2015,12239,157753,31256,4695,83759
Nagaland,Zunheboto,2016,94724,215208,22729,41565,32301
Nagaland,Zunheboto,2017,108321,86710,29933,19870,41651
Nagaland,Zunheboto,2018,142328,146178,14881,13157,54402
Nagaland,Zunheboto,2019,81194,255435,64558,24986,69394
Nagaland,Zunheboto,2020,120496,294500,68535,24677,67369
Nagaland,Zunheboto,2021,75061,98072,8000,41742,57454
Nagaland,Zunheboto,2022,9638,164344,13685,22078,80379
Nagaland,Zunheboto,2023,191376,169458,58397,8753,16019
Nagaland,Zunheboto,2024,147592,105642,79929,33600,41414
Nagaland,Zunheboto,2025,30822,78774,36340,2108,36628
Odisha,Angul,2015,173756,90360,50843,52281,52708
Odisha,Angul,2016,69370,276970,34600,32993,45050
Odisha,Angul,2017,93385,68103,45276,47074,50391
Odisha,Angul,2018,37868,293135,19241,3220,45239
Odisha,Angul,2019,198392,153519,31828,41935,69845
Odisha,Angul,2020,15281,78715,53462,52784,53964
Odisha,Angul,2021,140413,91706,46911,12187,41587
Odisha,Angul,2022,134169,99621,26134,9870,49189
Odisha,Angul,2023,147742,222060,26844,50562,4531
Odisha,Angul,2024,143586,69380,25195,28513,9598
Odisha,Angul,2025,20467,285556,4013,35716,68378
Odisha,Balangir,2015,17537,176899,14196,22916,74695
Odisha,Balangir,2016,92236,188425,15782,25474,12603
Odisha,Balangir,2017,180317,206024,66135,27771,12089
Odisha,Balangir,2018,182560,173286,62401,2818,61508
Odisha,Balangir,2019,198941,124506,5385,12082,18676
Odisha,Balangir,2020,112020,87353,57110,59191,45134
Odisha,Balangir,2021,99056,119613,48704,32484,19102
Odisha,Balangir,2022,109201,105902,70035,42663,12765
Odisha,Balangir,2023,47810,135145,39294,2120,35913
Odisha,Balangir,2024,71422,239768,53227,24551,50616
Odisha,Balangir,2025,89289,219667,21310,46863,72570
Odisha,Balasore,2015,70381,252409,39196,30103,39747
Odisha,Balasore,2016,187104,263397,38481,5433,19654
Odisha,Balasore,2017,158060,263604,12309,23939,48813
Odisha,Balasore,2018,119082,104849,44451,5813,78375
Odisha,Balasore,2019,143566,56895,12913,15259,2990
Odisha,Balasore,2020,62801,74067,59872,35128,60027
Odisha,Balasore,2021,25582,222430,62659,9058,28750
Odisha,Balasore,2022,71601,73732,8521,57798,69780
Odisha,Balasore,2023,74367,100727,66855,55403,18627
Odisha,Balasore,2024,81456,224488,59513,13666,12052
Odisha,Balasore,2025,37236,213201,72226,37576,49416
Odisha,Bargarh,2015,128444,219967,75675,58061,60658
Odisha,Bargarh,2016,189097,172953,39449,47137,52377
Odisha,Bargarh,2017,150692,124296,71155,54805,45523
Odisha,Bargarh,2018,75168,163450,45192,28084,80034
Odisha,Bargarh,2019,112342,74599,38164,21046,65369
Odisha,Bargarh,2020,38501,269684,37954,7423,4357
Odisha,Bargarh,2021,80747,62829,19054,46183,76738
Odisha,Bargarh,2022,170094,233807,75692,55436,76090
Odisha,Bargarh,2023,42126,290154,60233,47274,38058
Odisha,Bargarh,2024,93628,169234,48545,11776,21447
Odisha,Bargarh,2025,159318,125035,10813,50461,33676
Odisha,Bhadrak,2015,104877,298222,32752,37419,86080
Odisha,Bhadrak,2016,174130,184728,3541,52083,41352
Odisha,Bhadrak,2017,82172,252436,53295,13266,47146
Odisha,Bhadrak,2018,48798,177615,74620,58646,65856
Odisha,Bhadrak,2019,187225,288592,16852,54014,6644
Odisha,Bhadrak,2020,149538,84954,61516,53430,51061
Odisha,Bhadrak,2021,172832,252718,72070,11358,88586
Odisha,Bhadrak,2022,111375,284637,22779,55167,53213
Odisha,Bhadrak,2023,175950,113944,55732,31598,42988
Odisha,Bhadrak,2024,49639,251672,20215,59141,76525
Odisha,Bhadrak,2025,117939,267448,30541,49415,4994
Odisha,Boudh,2015,108222,295409,58917,29571,35184
Odisha,Boudh,2016,22425,262321,27687,50060,71183
Odisha,Boudh,2017,125551,94657,7849,6326,57128
Odisha,Boudh,2018,75348,123304,71682,24787,81565
Odisha,Boudh,2019,38543,297618,7128,39625,16640
Odisha,Boudh,2020,117317,98057,69378,50336,14506
Odisha,Boudh,2021,119840,263788,26319,57409,57157
Odisha,Boudh,2022,37512,226599,8235,39536,59901
Odisha,Boudh,2023,150342,171530,22312,33813,63509
Odisha,Boudh,2024,121231,150698,39807,27814,64453
Odisha,Boudh,2025,137655,134087,65346,45216,29381
Odisha,Cuttack,2015,194699,267533,31513,47462,31701
Odisha,Cuttack,2016,27046,56130,70723,35326,14182
Odisha,Cuttack,2017,138857,213039,67016,31129,59713
Odisha,Cuttack,2018,46052,184852,63998,42524,71837
Odisha,Cuttack,2019,183884,93696,74900,26313,16483
Odisha,Cuttack,2020,99592,279894,27382,17244,85308
Odisha,Cuttack,2021,197942,158315,79539,41238,56568
Odisha,Cuttack,2022,190127,108218,5031,39512,20060
Odisha,Cuttack,2023,45634,166804,59384,51293,67559
Odisha,Cuttack,2024,126488,222306,76650,3878,44580
Odisha,Cuttack,2025,23296,262562,23892,46176,23017
Odisha,Deogarh,2015,147475,196886,63356,23939,45668
Odisha,Deogarh,2016,85315,268438,30541,49342,19500
Odisha,Deogarh,2017,14419,121428,55836,26190,26605
Odisha,Deogarh,2018,174727,276064,39635,24170,38310
Odisha,Deogarh,2019,98148,208502,64160,52524,48360
Odisha,Deogarh,2020,162453,91432,24332,57589,57795
Odisha,Deogarh,2021,92629,94005,20362,46420,86591
Odisha,Deogarh,2022,176385,256705,30120,50703,20484
Odisha,Deogarh,2023,71012,244899,51688,27979,27086
Odisha,Deogarh,2024,52719,275724,55419,28628,33871
Odisha,Deogarh,2025,27568,136605,63999,27514,16317
Odisha,Dhenkanal,2015,187134,224904,9965,49768,8400
Odisha,Dhenkanal,2016,62792,224385,66600,53126,20048
Odisha,Dhenkanal,2017,146768,150467,74578,17518,59772
Odisha,Dhenkanal,2018,103793,122790,2736,34201,67750
Odisha,Dhenkanal,2019,171070,195171,65295,41383,53863
Odisha,Dhenkanal,2020,74013,54482,27069,49217,11158
Odisha,Dhenkanal,2021,182707,252146,23182,22705,86969
Odisha,Dhenkanal,2022,84251,66116,7048,12215,35687
Odisha,Dhenkanal,2023,64841,236616,50170,57058,24487
Odisha,Dhenkanal,2024,147981,64560,10434,42489,55879
Odisha,Dhenkanal,2025,172597,60489,39648,13419,9635
Odisha,Gajapati,2015,36922,106902,46072,33531,5811
Odisha,Gajapati,2016,99442,80267,18267,56388,69823
Odisha,Gajapati,2017,57484,164820,77731,8399,22844
Odisha,Gajapati,2018,102918,185066,13765,50479,21073
Odisha,Gajapati,2019,16793,152114,18710,59957,39346
Odisha,Gajapati,2020,75110,58847,58555,22962,46475
Odisha,Gajapati,2021,148208,57791,44825,51813,27930
Odisha,Gajapati,2022,88335,111078,39474,55207,19752
Odisha,Gajapati,2023,120442,193372,13022,8943,21315
Odisha,Gajapati,2024,122588,146142,57325,55496,36830
Odisha,Gajapati,2025,98977,144963,26769,22786,20173
Odisha,Ganjam,2015,119701,296542,45561,47591,80022
Odisha,Ganjam,2016,98069,271030,28872,3532,45126
Odisha,Ganjam,2017,148280,257449,69834,13279,24424
Odisha,Ganjam,2018,121566,292283,74145,59424,52384
Odisha,Ganjam,2019,103750,178768,46595,40813,50643
Odisha,Ganjam,2020,179398,229491,4333,11746,46462
Odisha,Ganjam,2021,181503,126626,73677,41437,57990
Odisha,Ganjam,2022,124687,98293,69487,49137,38345
Odisha,Ganjam,2023,67263,192984,5099,51338,6153
Odisha,Ganjam,2024,184260,262890,29738,49686,4622
Odisha,Ganjam,2025,146217,149751,24680,30452,41387
Odisha,Jagatsinghpur,2015,170546,174325,76428,53869,80090
Odisha,Jagatsinghpur,2016,79333,204786,27676,35628,65209
Odisha,Jagatsinghpur,2017,163382,186325,28601,18045,85834
Odisha,Jagatsinghpur,2018,60626,263157,1709,14896,49308
Odisha,Jagatsinghpur,2019,5207,85753,7929,31865,73444
Odisha,Jagatsinghpur,2020,170081,136864,2588,52913,65247
Odisha,Jagatsinghpur,2021,85079,118232,4548,15450,77790
Odisha,Jagatsinghpur,2022,157002,191404,29060,1190,53165
Odisha,Jagatsinghpur,2023,82031,110822,7308,11710,38059
Odisha,Jagatsinghpur,2024,28860,243447,22194,37785,81831
Odisha,Jagatsinghpur,2025,57319,154714,70726,32354,75166
Odisha,Jajpur,2015,177186,157526,41021,37764,77902
Odisha,Jajpur,2016,117311,86278,52566,18181,31967
Odisha,Jajpur,2017,71694,61012,51573,42673,16705
Odisha,Jajpur,2018,15254,70237,38868,57774,88421
Odisha,Jajpur,2019,174469,67599,13632,22622,52558
Odisha,Jajpur,2020,65986,120425,37599,17168,72155
Odisha,Jajpur,2021,168649,138658,10879,49081,51318
Odisha,Jajpur,2022,60906,126622,53973,46706,83639
Odisha,Jajpur,2023,75529,236031,46705,36616,31180
Odisha,Jajpur,2024,171275,179002,71248,10871,49980
Odisha,Jajpur,2025,15358,229910,22162,3044,11550
Odisha,Jharsuguda,2015,22198,156680,79829,46546,68332
Odisha,Jharsuguda,2016,67040,280049,31056,53849,7151
Odisha,Jharsuguda,2017,97489,147705,30541,49938,37503
Odisha,Jharsuguda,2018,191901,249751,34278,31891,21239
Odisha,Jharsuguda,2019,38950,291570,40787,50347,36276
Odisha,Jharsuguda,2020,175690,262490,67656,50897,53509
Odisha,Jharsuguda,2021,8770,268363,35150,57944,40332
Odisha,Jharsuguda,2022,112888,198109,40985,41102,24700
Odisha,Jharsuguda,2023,111036,210282,47378,19995,17616
Odisha,Jharsuguda,2024,81369,267174,42075,38723,71296
Odisha,Jharsuguda,2025,181575,266360,77214,24837,71508
Odisha,Kalahandi,2015,144635,77676,6174,34436,82593
Odisha,Kalahandi,2016,45669,257549,50524,35402,84958
Odisha,Kalahandi,2017,111719,178644,30178,3944,2483
Odisha,Kalahandi,2018,8244,262497,34266,16753,67168
Odisha,Kalahandi,2019,56796,165552,28550,34313,73085
Odisha,Kalahandi,2020,197228,269291,3267,39147,43052
Odisha,Kalahandi,2021,12249,110911,72069,30562,64006
Odisha,Kalahandi,2022,13285,279646,1454,22181,54161
Odisha,Kalahandi,2023,63804,201905,25779,32317,22341
Odisha,Kalahandi,2024,163189,164388,75483,54058,22168
Odisha,Kalahandi,2025,121282,81399,76165,44029,60117
Odisha,Kandhamal,2015,69699,147915,44384,5647,31284
Odisha,Kandhamal,2016,152371,146128,34799,49642,44191
Odisha,Kandhamal,2017,150685,65681,42541,1156,21543
Odisha,Kandhamal,2018,166865,263363,36738,12246,74814
Odisha,Kandhamal,2019,7671,154021,36422,31320,86794
Odisha,Kandhamal,2020,16682,128949,39752,20738,47136
Odisha,Kandhamal,2021,136373,229651,19840,29209,44897
Odisha,Kandhamal,2022,42941,180155,1213,47691,16053
Odisha,Kandhamal,2023,23109,138113,14877,15868,60332
Odisha,Kandhamal,2024,15278,175415,78727,10647,89539
Odisha,Kandhamal,2025,69965,172899,14269,43828,17318
Odisha,Kendrapara,2015,172278,68387,35991,19053,13208
Odisha,Kendrapara,2016,102314,152423,38547,5125,32350
Odisha,Kendrapara,2017,162282,55079,70982,11722,36373
Odisha,Kendrapara,2018,18805,210778,6477,54233,76808
Odisha,Kendrapara,2019,133751,177042,15287,20562,45268
Odisha,Kendrapara,2020,178036,132493,38353,42463,28013
Odisha,Kendrapara,2021,193725,141413,43267,45137,18653
Odisha,Kendrapara,2022,62835,226694,41440,32988,74266
Odisha,Kendrapara,2023,25778,50491,13678,16158,83454
Odisha,Kendrapara,2024,25729,71959,2028,13603,83200
Odisha,Kendrapara,2025,166614,182440,71373,19433,18249
Odisha,Kendujhar (Keonjhar),2015,72277,251136,72465,7530,55833
Odisha,Kendujhar (Keonjhar),2016,132552,215417,41348,19214,69654
Odisha,Kendujhar (Keonjhar),2017,173363,147412,15114,10017,51018
Odisha,Kendujhar (Keonjhar),2018,134730,217211,19689,1893,25163
Odisha,Kendujhar (Keonjhar),2019,32352,209020,35378,54807,16649
Odisha,Kendujhar (Keonjhar),2020,61208,96472,38421,34496,46594
Odisha,Kendujhar (Keonjhar),2021,71851,223085,54825,28336,6757
Odisha,Kendujhar (Keonjhar),2022,28897,208948,44582,55689,9797
Odisha,Kendujhar (Keonjhar),2023,127171,244670,27773,7192,45628
Odisha,Kendujhar (Keonjhar),2024,16250,145300,12917,41335,59383
Odisha,Kendujhar (Keonjhar),2025,69291,188790,72990,54789,45638
Odisha,Khordha,2015,90439,280500,13942,35724,76876
Odisha,Khordha,2016,171023,122904,4540,5489,43133
Odisha,Khordha,2017,146520,284611,71661,53602,39581
Odisha,Khordha,2018,144551,227784,51156,6602,5712
Odisha,Khordha,2019,74885,194399,43817,36887,74847
Odisha,Khordha,2020,108886,64738,18197,23455,48298
Odisha,Khordha,2021,65951,75535,9669,56665,78424
Odisha,Khordha,2022,120692,260937,12406,27900,61377
Odisha,Khordha,2023,63365,116847,74085,46730,31522
Odisha,Khordha,2024,187230,107476,22718,4435,35819
Odisha,Khordha,2025,175714,299325,21240,46888,3256
Odisha,Koraput,2015,25027,130396,57810,53074,8396
Odisha,Koraput,2016,94808,110291,25774,49389,88302
Odisha,Koraput,2017,86525,169461,54749,43951,51036
Odisha,Koraput,2018,104774,146845,35781,27253,79080
Odisha,Koraput,2019,46108,191428,73398,23665,43900
Odisha,Koraput,2020,130539,222931,28725,31578,77021
Odisha,Koraput,2021,110097,74771,51174,39714,9463
Odisha,Koraput,2022,79996,115830,72207,30514,65247
Odisha,Koraput,2023,15628,264907,19374,43836,57465
Odisha,Koraput,2024,128257,281760,38824,19372,35449
Odisha,Koraput,2025,122690,69457,54174,10111,26683
Odisha,Malkangiri,2015,118442,122346,16328,13505,38983
Odisha,Malkangiri,2016,44173,183214,57090,1518,85632
Odisha,Malkangiri,2017,184074,196934,50665,34379,43255
Odisha,Malkangiri,2018,34782,63559,58606,35369,79123
Odisha,Malkangiri,2019,80538,90755,20343,16415,67540
Odisha,Malkangiri,2020,120525,291243,3891,7623,41232
Odisha,Malkangiri,2021,30644,262926,32705,18367,6521
Odisha,Malkangiri,2022,108208,159478,75073,18339,78612
Odisha,Malkangiri,2023,148878,202414,2639,16801,70944
Odisha,Malkangiri,2024,131409,286822,35093,43530,22027
Odisha,Malkangiri,2025,16066,190799,67760,44019,33855
Odisha,Mayurbhanj,2015,82712,90203,21777,46358,32967
Odisha,Mayurbhanj,2016,147115,53564,6540,22444,78204
Odisha,Mayurbhanj,2017,68759,289965,72268,42635,85191
Odisha,Mayurbhanj,2018,68129,225289,55577,48460,38877
Odisha,Mayurbhanj,2019,150147,52404,21446,24755,14625
Odisha,Mayurbhanj,2020,30620,185988,24551,35801,14654
Odisha,Mayurbhanj,2021,49162,109433,20732,24275,26079
Odisha,Mayurbhanj,2022,108525,135741,65950,38954,18474
Odisha,Mayurbhanj,2023,123239,93343,63414,47902,88159
Odisha,Mayurbhanj,2024,129826,208002,58310,3668,89137
Odisha,Mayurbhanj,2025,109598,78520,26341,43337,6262
Odisha,Nabarangpur,2015,23672,150016,55533,14071,37721
Odisha,Nabarangpur,2016,118363,258131,74335,39425,48324
Odisha,Nabarangpur,2017,84217,292503,23217,16584,41142
Odisha,Nabarangpur,2018,100231,104629,35645,13189,59054
Odisha,Nabarangpur,2019,118287,53565,12783,14238,36350
