state,district,year,metro_length,urban_projects,smart_city_score,traffic_index,public_transport_score,road_development,urban_population
Chhattisgarh,Bijapur,2021,49.45,24.02,27.42,18.72,29.36,93.01,64.81
Kerala,Kasaragod,2025,24.64,25.44,64.35,79.85,36.88,27.07,69.39
Haryana,Yamunanagar,2016,20.08,75.57,74.65,51.62,80.32,96.73,69.64
Uttar Pradesh,Etawah,2017,40.25,94.01,35.18,57.88,22.27,44.54,81.11
West Bengal,Nadia,2015,11.04,87.5,16.17,98.11,89.68,55.71,52.14
Arunachal Pradesh,Leparada,2015,15.87,91.6,92.09,88.07,45.28,70.32,86.41
Uttarakhand,Uttarkashi,2018,78.32,45.48,87.07,85.05,88.4,40.58,72.03
Nagaland,Wokha,2020,23.17,95.77,46.19,32.63,31.53,12.57,72.19
Chhattisgarh,Balod,2017,41.74,18.75,43.81,49.3,32.1,57.8,90.36
Tamil Nadu,Dindigul,2022,58.33,56.75,18.43,14.39,26.39,79.13,52.59
Assam,Baksa,2019,88.18,58.36,71.88,16.19,84.8,44.63,14.57
Tamil Nadu,Dharmapuri,2018,53.75,87.57,75.28,14.31,73.41,34.49,91.89
Odisha,Ganjam,2015,62.87,46.58,27.87,54.96,13.68,56.27,23.82
Karnataka,Mysuru,2023,51.63,89.26,26.28,95.73,28.48,86.41,31.33
Manipur,Tengnoupal,2023,84.27,64.34,79.6,54.69,60.5,34.16,67.1
Punjab,Sangrur,2022,29.23,88.94,84.71,88.64,30.19,18.26,65.14
Gujarat,Panchmahal,2020,95.95,75.06,23.89,85.27,98.44,41.44,64.99
Arunachal Pradesh,Tawang,2019,22.73,92.56,27.06,64.41,29.69,81.29,47.36
Madhya Pradesh,Ratlam,2023,39.21,74.85,76.98,85.17,63.91,97.86,28.09
Karnataka,Raichur,2023,87.15,92.96,73.05,81.89,64.61,73.26,84.51
Madhya Pradesh,Gwalior,2019,13.43,86.28,80.64,64.45,42.47,83.95,46.53
Uttar Pradesh,Kanpur Nagar,2018,73.51,68.56,76.54,80.29,39.47,62.44,64.7
Rajasthan,Neem Ka Thana,2021,11.99,76.41,59.5,82.08,10.83,31.88,45.58
Arunachal Pradesh,Lower Siang,2024,29.12,76.28,10.19,90.82,97.99,30.17,87.53
Uttar Pradesh,Agra,2021,38.0,50.24,70.48,92.3,40.37,55.78,84.82
Himachal Pradesh,Chamba,2018,58.19,65.8,96.13,45.09,99.69,60.69,71.92
Jharkhand,Dumka,2025,84.84,15.04,37.41,59.1,41.94,80.8,50.2
Rajasthan,Karauli,2017,75.16,94.89,67.7,54.54,64.3,52.88,72.59
Madhya Pradesh,Chhindwara,2024,76.61,11.83,17.81,65.89,75.17,87.82,92.54
Bihar,Saharsa,2018,81.47,36.67,52.89,91.6,22.23,41.1,86.01
Assam,Dhemaji,2015,49.95,67.26,17.73,44.72,42.73,85.53,17.93
Madhya Pradesh,Mandla,2025,47.46,65.17,67.89,65.78,30.73,57.09,75.18
Gujarat,Navsari,2022,88.01,81.47,15.87,12.23,59.9,31.13,50.24
Haryana,Sonipat,2021,37.15,91.94,62.49,92.76,19.62,80.65,15.48
Assam,Dhemaji,2024,34.35,46.52,37.8,29.04,72.77,40.15,72.74
Karnataka,Chikkamagaluru,2018,71.84,66.81,60.91,58.76,16.34,31.29,47.82
Meghalaya,South Garo Hills,2021,70.44,75.61,99.98,61.99,99.21,91.33,60.67
Madhya Pradesh,Alirajpur,2016,31.65,87.72,66.72,45.83,24.13,82.0,42.67
Maharashtra,Hingoli,2023,21.96,89.01,76.05,19.57,22.83,36.9,71.15
Haryana,Yamunanagar,2021,42.31,91.52,86.33,10.21,74.07,75.49,23.62
Rajasthan,Jaisalmer,2015,16.39,62.79,70.44,99.69,87.16,57.44,38.89
Madhya Pradesh,Tikamgarh,2025,66.71,87.27,28.2,11.53,29.62,93.93,11.28
West Bengal,Purba Bardhaman,2024,63.83,83.3,94.57,62.63,17.5,33.29,10.61
Tamil Nadu,Thoothukudi,2018,23.73,40.94,88.48,29.86,62.37,10.15,21.92
Assam,Charaideo,2021,62.92,29.85,40.61,93.4,62.93,68.05,10.34
West Bengal,Paschim Bardhaman,2016,50.72,68.98,41.02,59.92,88.47,36.52,43.13
Mizoram,Lawngtlai,2025,94.57,87.76,94.74,57.44,53.91,64.02,37.64
Odisha,Balasore,2015,34.18,48.31,96.53,21.32,94.79,53.15,19.34
Tamil Nadu,Pudukkottai,2025,84.92,64.85,27.35,19.17,84.3,99.73,14.11
Arunachal Pradesh,Lower Siang,2020,11.26,75.22,40.58,15.97,44.39,50.43,23.71
Uttar Pradesh,Lucknow,2024,29.41,65.47,21.01,82.74,78.77,85.55,61.72
Andhra Pradesh,Kurnool,2020,26.94,39.34,42.58,44.3,16.01,86.8,62.74
Himachal Pradesh,Kullu,2019,70.66,65.84,42.31,52.28,95.76,98.7,37.9
Himachal Pradesh,Solan,2020,59.95,69.33,67.23,98.31,29.97,97.29,76.71
Chhattisgarh,Kabirdham,2023,40.32,47.31,86.54,97.46,25.13,71.1,14.2
Bihar,Vaishali,2019,95.92,23.83,20.87,16.24,36.04,14.17,16.2
West Bengal,Paschim Bardhaman,2022,21.14,46.79,46.79,16.0,84.36,83.01,21.54
Uttar Pradesh,Hapur,2024,70.04,76.26,45.82,77.58,70.65,74.48,84.94
West Bengal,Howrah,2018,23.62,60.12,23.28,93.33,71.88,42.6,47.32
Tamil Nadu,Ranipet,2019,67.79,53.14,74.32,48.04,72.94,85.02,15.6
Karnataka,Vijayapura,2023,60.58,74.0,55.2,61.55,80.33,95.49,62.72
Tamil Nadu,Mayiladuthurai,2021,70.03,93.21,65.26,13.13,10.74,94.88,33.45
Karnataka,Chikkamagaluru,2021,43.39,47.93,26.41,50.6,14.97,12.1,85.78
Uttar Pradesh,Bijnor,2023,83.03,47.89,37.29,48.29,77.26,97.14,72.55
Uttarakhand,Dehradun,2016,14.7,89.13,79.31,88.64,71.41,62.85,27.52
Haryana,Charkhi Dadri,2020,34.62,30.87,53.76,23.74,46.9,83.43,27.13
Nagaland,Tseminyu,2024,49.28,57.39,51.71,57.18,52.32,11.93,41.86
Assam,Lakhimpur,2015,68.93,95.04,47.06,54.89,20.55,32.67,62.83
Rajasthan,Pratapgarh,2019,42.58,67.77,55.72,61.31,58.07,30.42,44.01
Madhya Pradesh,Umaria,2024,10.15,70.15,43.49,84.48,37.53,86.41,73.32
Maharashtra,Buldhana,2025,19.37,29.75,39.51,72.86,35.77,71.85,53.06
Karnataka,Belagavi,2015,24.68,40.22,56.47,48.72,46.26,84.06,89.63
Karnataka,Yadgir,2025,76.08,94.66,86.9,89.75,77.72,49.09,37.79
Gujarat,Botad,2023,69.15,96.93,50.67,38.88,96.25,29.07,58.06
Assam,Kamrup,2025,81.23,69.71,30.0,59.72,92.04,44.35,47.67
Gujarat,Bharuch,2025,84.97,71.78,50.86,13.26,92.45,73.48,52.91
Tripura,West Tripura,2024,74.85,30.31,51.44,87.4,26.33,27.58,60.22
Arunachal Pradesh,Longding,2023,92.35,85.54,54.35,55.93,67.57,86.27,53.23
Tamil Nadu,Ramanathapuram,2017,93.25,93.03,76.35,95.46,39.62,18.47,48.8
Rajasthan,Sirohi,2023,46.57,41.4,83.79,65.34,33.95,65.11,11.49
Kerala,Palakkad,2016,90.61,36.82,79.69,67.57,25.04,21.88,42.74
Madhya Pradesh,Shajapur,2019,98.08,75.6,22.6,41.61,41.01,88.3,65.39
Nagaland,Kiphire,2023,16.54,10.14,30.46,33.76,96.17,35.88,96.53
Jharkhand,Chatra,2019,41.27,26.0,47.7,98.23,22.41,59.14,85.54
Rajasthan,Dausa,2020,85.47,47.39,60.64,60.65,25.8,83.9,72.93
Rajasthan,Phalodi,2015,51.88,74.23,46.68,41.09,10.27,74.44,41.41
Sikkim,Gangtok,2016,70.45,66.49,55.95,98.03,64.25,53.72,24.22
Chhattisgarh,Gariaband,2017,73.08,74.94,66.27,96.7,62.55,94.4,99.53
Uttarakhand,Haridwar,2019,11.46,33.43,65.32,39.32,35.94,97.73,84.87
Bihar,Samastipur,2021,16.16,92.61,77.05,72.54,62.35,95.23,84.27
Himachal Pradesh,Hamirpur,2025,72.97,46.04,33.43,54.67,84.15,32.34,32.72
Madhya Pradesh,Alirajpur,2019,24.53,91.81,75.33,69.73,62.33,42.51,55.39
Tamil Nadu,Sivaganga,2018,21.35,37.84,86.68,94.49,52.47,75.93,26.97
Assam,Goalpara,2016,53.85,29.5,12.22,29.56,62.69,38.3,71.2
Bihar,Lakhisarai,2017,71.67,97.74,26.04,69.06,36.36,25.15,92.57
Maharashtra,Amravati,2023,35.23,21.41,56.2,29.79,91.65,39.34,19.88
Jharkhand,Dhanbad,2018,29.68,23.26,28.49,62.01,17.79,39.39,63.15
Telangana,Hyderabad,2021,83.41,14.29,54.73,74.28,67.75,91.68,81.54
Odisha,Koraput,2021,84.78,91.62,73.9,56.38,15.06,85.28,55.59
Assam,Baksa,2019,74.77,33.38,87.0,11.69,19.26,20.87,21.01
Maharashtra,Sangli,2019,11.7,28.09,60.16,42.97,22.46,25.73,11.56
West Bengal,Birbhum,2020,12.33,29.14,23.05,19.18,92.25,51.3,60.44
Telangana,Mahabubnagar,2016,19.85,74.65,76.21,60.21,53.93,66.21,99.26
Haryana,Panipat,2022,69.02,92.86,27.99,92.67,61.08,55.43,83.62
Haryana,Karnal,2016,18.34,59.33,54.34,34.31,78.91,41.99,85.45
Gujarat,Gir Somnath,2016,68.46,43.06,71.85,72.17,26.83,94.09,23.02
Punjab,Kapurthala,2024,10.79,93.17,84.15,50.42,78.27,88.35,93.17
Assam,Biswanath,2022,12.45,94.99,60.91,65.15,71.97,63.57,89.76
Uttar Pradesh,Balrampur,2023,87.87,15.43,37.31,54.84,48.34,49.26,84.39
Chhattisgarh,Sakti,2021,87.24,60.68,39.56,64.16,51.38,63.68,91.79
Uttarakhand,Chamoli,2019,29.74,88.44,94.25,81.85,99.85,81.08,43.5
Rajasthan,Jhunjhunu,2019,85.03,19.93,26.06,10.41,80.31,52.34,58.99
Himachal Pradesh,Una,2015,10.79,56.78,92.74,84.0,44.18,11.4,78.84
Manipur,Kakching,2024,62.44,77.11,52.39,21.49,39.18,12.58,51.46
Rajasthan,Sri Ganganagar,2025,95.7,49.79,18.24,88.53,45.17,66.75,33.81
Odisha,Angul,2020,23.87,56.98,13.13,71.09,60.75,80.58,75.1
Assam,Baksa,2022,29.24,30.74,84.25,41.4,78.54,83.79,85.66
Maharashtra,Ahmednagar,2025,38.46,42.42,68.91,50.59,10.64,71.99,53.97
West Bengal,Malda,2021,40.03,57.55,47.44,74.5,61.33,41.53,49.0
Andhra Pradesh,Guntur,2024,38.77,91.2,82.52,71.57,68.16,36.68,77.29
Maharashtra,Ahmednagar,2018,53.61,39.9,79.7,27.51,15.93,15.15,92.51
Chhattisgarh,Kondagaon,2023,55.64,93.52,20.25,47.71,25.49,44.48,43.78
Bihar,Arwal,2019,33.79,26.2,13.91,37.11,40.42,27.08,79.23
Gujarat,Banaskantha,2025,39.36,78.26,45.97,51.74,91.94,28.85,84.05
Assam,Darrang,2020,63.37,78.07,35.04,29.43,37.75,83.29,94.12
Maharashtra,Nanded,2021,72.44,31.64,59.69,38.8,29.59,76.37,20.26
Jharkhand,Dhanbad,2017,56.6,51.17,16.33,14.72,91.23,19.79,97.33
Uttar Pradesh,Moradabad,2023,67.69,89.43,76.4,66.1,22.75,18.2,86.46
Andhra Pradesh,Parvathipuram Manyam,2017,25.28,80.32,22.2,29.88,52.08,80.39,98.24
Bihar,Jehanabad,2020,26.34,54.5,91.81,87.48,40.32,26.36,51.35
Assam,Kamrup,2020,12.47,98.25,95.92,89.86,80.65,46.42,21.56
Karnataka,Kolar,2022,81.43,78.64,66.5,86.18,79.28,27.35,92.5
Tripura,North Tripura,2021,23.45,25.16,33.02,16.43,39.07,27.8,58.89
Bihar,Jamui,2017,73.4,82.91,34.91,74.55,34.27,39.79,79.61
Karnataka,Mysuru,2023,87.57,30.31,50.12,75.51,87.15,69.84,12.56
Uttar Pradesh,Moradabad,2021,25.53,46.15,34.65,37.73,74.54,37.59,18.14
Rajasthan,Didwana-Kuchaman,2024,35.36,66.99,68.54,27.77,86.27,13.68,54.04
Haryana,Rohtak,2021,81.11,41.51,99.46,83.8,99.33,80.59,16.46
Bihar,Vaishali,2017,40.48,15.03,23.7,53.58,92.81,19.02,95.28
Assam,Hailakandi,2021,30.4,31.83,16.65,71.19,39.25,64.53,45.27
Odisha,Boudh,2019,72.17,58.45,17.48,62.56,26.66,61.21,95.42
Arunachal Pradesh,Dibang Valley,2017,66.46,92.31,91.47,66.98,57.01,67.19,22.55
Bihar,Patna,2015,21.22,85.47,24.5,39.24,58.94,88.42,90.21
Punjab,Moga,2024,48.95,31.91,36.78,22.2,90.5,47.48,35.14
Karnataka,Haveri,2023,21.78,69.13,24.58,69.42,14.31,78.54,27.57
Kerala,Malappuram,2023,27.65,15.83,90.24,93.38,41.8,74.29,31.65
Gujarat,Panchmahal,2016,42.11,32.75,94.38,56.91,37.17,70.54,89.2
Bihar,Muzaffarpur,2025,35.7,60.6,84.68,17.34,24.99,45.64,68.8
Assam,Bongaigaon,2017,26.48,89.12,62.51,64.63,27.85,13.09,33.39
Assam,Charaideo,2025,52.28,49.65,55.8,12.65,38.71,39.42,17.96
Telangana,Jagtial,2018,79.54,67.07,62.43,25.63,47.67,21.73,80.02
Sikkim,Gyalshing,2015,23.2,88.12,30.49,68.1,24.67,46.8,21.27
Jharkhand,West Singhbhum,2016,36.34,11.5,32.91,35.95,15.75,17.32,81.68
Bihar,Begusarai,2023,15.64,44.5,97.77,97.55,22.77,42.4,57.6
Assam,Majuli,2021,71.09,15.44,34.62,63.33,88.41,68.59,51.67
Manipur,Kangpokpi,2015,40.09,39.83,70.72,80.46,74.25,38.43,24.74
Rajasthan,Jhunjhunu,2017,85.15,82.27,51.43,23.72,62.94,84.45,55.24
Manipur,Churachandpur,2023,23.38,82.19,72.02,47.98,14.63,16.81,71.64
Maharashtra,Solapur,2018,61.02,67.71,77.02,12.3,64.64,53.5,16.95
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,95.42,35.1,79.52,78.14,30.13,52.34,36.95
Jharkhand,Latehar,2019,64.34,73.13,53.72,45.95,77.52,35.25,51.1
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2018,24.49,91.69,60.46,69.58,48.77,72.27,76.61
Assam,Barpeta,2021,78.32,12.25,62.89,46.64,19.77,36.71,88.19
Madhya Pradesh,Mandla,2021,50.8,94.52,83.98,79.77,18.43,44.54,69.14
Manipur,Kangpokpi,2025,39.0,85.88,26.82,42.71,52.99,70.92,36.05
Telangana,Siddipet,2022,39.17,49.07,35.64,83.59,39.11,44.52,87.43
Maharashtra,Satara,2023,25.72,63.39,93.21,81.98,40.74,84.72,42.2
Chhattisgarh,Korba,2022,44.1,16.79,32.3,42.2,50.97,57.42,33.88
Punjab,Barnala,2025,92.43,54.52,56.97,88.62,74.9,12.56,39.36
Chhattisgarh,Dantewada,2021,70.25,44.21,90.15,85.16,46.91,48.99,10.1
Uttar Pradesh,Sambhal,2022,57.6,40.91,47.72,14.38,95.54,28.99,67.7
Tamil Nadu,Tirunelveli,2017,16.4,90.57,31.95,88.54,59.09,81.57,96.53
Gujarat,Surendranagar,2017,86.13,33.89,12.59,86.34,93.71,69.15,79.87
Tamil Nadu,Thoothukudi,2015,71.01,91.34,86.24,59.1,73.29,19.47,20.68
Telangana,Narayanpet,2020,19.23,47.12,62.27,18.9,88.13,15.71,17.58
Uttar Pradesh,Ghazipur,2024,22.21,83.61,77.7,22.92,73.11,75.81,87.33
Uttar Pradesh,Kushinagar,2023,13.02,60.69,66.61,68.87,40.1,71.35,24.05
Mizoram,Saitual,2015,54.79,97.42,48.97,91.98,48.12,31.95,25.01
Assam,Chirang,2024,87.07,41.07,30.25,15.06,32.29,11.46,24.17
Uttar Pradesh,Saharanpur,2016,13.75,65.94,77.95,79.49,85.74,62.86,45.93
Assam,Morigaon,2017,55.31,85.45,51.53,20.76,23.79,82.03,76.68
Madhya Pradesh,Vidisha,2017,71.92,61.9,59.27,58.67,89.94,57.2,49.01
Assam,Tinsukia,2020,30.89,13.35,60.01,47.84,45.7,89.21,43.66
Tamil Nadu,Tiruppur,2015,50.17,81.61,31.82,64.22,34.03,14.57,43.31
Rajasthan,Udaipur,2016,68.3,50.34,70.52,42.83,20.14,25.43,45.26
Jharkhand,Ramgarh,2020,77.24,35.25,92.78,64.35,88.05,35.1,34.68
Andhra Pradesh,Parvathipuram Manyam,2020,30.54,98.53,92.54,25.43,97.42,52.26,26.34
Assam,Charaideo,2019,18.11,95.45,31.2,95.56,93.33,85.5,12.04
Jharkhand,East Singhbhum,2025,36.62,61.72,56.82,40.18,40.92,44.84,25.2
Uttar Pradesh,Chitrakoot,2018,12.54,22.25,38.27,10.01,87.29,12.32,73.79
Jharkhand,Garhwa,2019,95.3,52.86,17.24,94.14,29.31,59.74,10.97
Manipur,Churachandpur,2019,28.94,65.41,87.91,60.34,98.65,19.0,78.22
Bihar,Saran,2019,13.44,28.12,98.13,20.0,78.99,98.36,87.69
Uttar Pradesh,Kannauj,2022,46.74,58.83,36.13,98.61,60.47,57.91,81.66
Rajasthan,Dausa,2015,93.38,70.08,36.69,27.98,89.03,40.82,59.52
Meghalaya,South West Khasi Hills,2015,29.58,54.06,82.92,39.4,39.26,86.48,73.96
Kerala,Alappuzha,2017,91.36,33.92,25.64,10.4,88.09,58.76,55.22
Andhra Pradesh,Parvathipuram Manyam,2021,17.82,75.31,59.58,81.85,19.6,85.61,86.3
West Bengal,Cooch Behar,2023,88.73,23.81,23.07,26.34,72.86,28.86,13.18
Uttarakhand,Nainital,2023,17.84,17.27,91.65,52.41,55.33,78.93,57.16
Maharashtra,Nanded,2016,39.38,19.94,35.63,45.81,26.67,19.93,55.74
West Bengal,Cooch Behar,2018,55.83,38.91,81.53,57.38,40.85,16.33,65.96
Uttar Pradesh,Jaunpur,2021,21.23,91.9,66.89,83.35,39.26,69.93,16.32
Bihar,Begusarai,2022,68.77,67.94,29.79,75.8,51.58,82.6,92.14
West Bengal,North 24 Parganas,2022,47.68,31.31,63.66,39.84,76.52,87.84,65.17
Tamil Nadu,Tenkasi,2022,87.92,14.24,36.47,14.3,78.34,85.84,52.71
Sikkim,Mangan,2023,45.61,44.67,93.21,14.54,39.97,10.99,53.93
Andhra Pradesh,Kurnool,2017,13.41,10.28,85.31,18.8,90.8,15.18,67.16
Odisha,Khordha,2025,22.59,80.34,47.96,19.79,44.39,86.36,93.39
Uttar Pradesh,Bahraich,2018,11.28,44.91,12.54,26.49,79.52,36.65,47.52
Mizoram,Champhai,2015,52.94,66.74,17.89,76.17,49.64,75.7,27.94
Uttar Pradesh,Sambhal,2024,39.72,81.18,15.82,25.51,54.06,31.29,46.76
Jharkhand,Gumla,2025,52.05,74.37,96.53,88.12,77.59,36.47,35.07
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,50.98,92.59,38.46,44.81,16.01,96.91,11.12
Telangana,Nirmal,2015,11.06,75.97,74.95,28.66,99.04,25.57,15.93
Rajasthan,Nagaur,2019,43.48,41.85,15.01,55.98,99.95,28.64,16.41
West Bengal,Murshidabad,2017,75.34,54.09,33.07,34.56,93.95,43.6,74.0
Madhya Pradesh,Tikamgarh,2016,63.61,23.59,30.27,93.3,69.69,37.59,45.29
West Bengal,Jhargram,2025,53.95,31.86,74.62,22.98,12.25,11.07,28.3
Telangana,Mahabubnagar,2016,76.96,36.04,21.26,16.35,31.5,14.26,72.88
Uttar Pradesh,Sonbhadra,2021,36.14,54.62,95.72,98.57,70.12,62.08,90.77
Uttarakhand,Pithoragarh,2021,99.89,66.69,15.24,95.31,85.78,46.97,82.48
Bihar,Begusarai,2019,51.55,72.68,60.29,69.61,65.72,85.67,86.17
Uttar Pradesh,Hamirpur,2023,22.91,57.09,90.44,29.57,39.16,10.3,13.43
Rajasthan,Chittorgarh,2024,84.84,95.12,22.96,76.99,76.97,97.44,86.92
Punjab,Faridkot,2025,69.7,86.3,32.23,50.81,35.16,55.5,81.74
Uttarakhand,Uttarkashi,2017,29.28,62.68,72.97,40.2,12.42,11.96,69.55
Arunachal Pradesh,Leparada,2022,93.01,49.78,75.01,24.53,35.61,92.67,66.38
Maharashtra,Yavatmal,2017,30.01,40.03,56.52,41.71,89.45,73.61,92.18
Rajasthan,Ajmer,2016,72.82,44.35,94.62,80.0,36.45,36.61,89.96
Meghalaya,West Garo Hills,2025,78.94,27.54,95.92,46.34,28.32,50.58,70.72
Maharashtra,Nandurbar,2023,86.94,28.85,30.11,71.25,74.7,25.57,97.42
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2023,48.72,18.51,36.07,25.39,13.67,26.05,17.35
Mizoram,Aizawl,2023,12.96,34.51,77.56,33.98,62.97,37.97,37.12
Uttar Pradesh,Kaushambi,2025,25.23,14.84,71.56,33.85,67.65,89.42,77.2
Uttar Pradesh,Sonbhadra,2018,78.17,91.89,31.03,95.2,64.81,85.47,67.65
Uttar Pradesh,Jalaun,2022,30.2,18.45,72.5,30.94,94.63,28.9,87.57
Uttar Pradesh,Kushinagar,2024,76.48,85.71,81.44,94.72,12.19,60.61,49.68
Karnataka,Chikkamagaluru,2025,93.36,45.89,15.96,46.64,80.59,33.43,33.76
Uttar Pradesh,Banda,2023,64.1,56.42,76.04,88.82,65.47,49.5,67.48
Assam,Udalguri,2019,67.33,31.21,22.54,13.15,43.87,43.58,35.45
Uttar Pradesh,Bareilly,2022,34.28,65.34,89.84,62.62,64.89,47.02,34.27
Madhya Pradesh,Satna,2025,60.78,98.55,36.39,42.9,41.54,85.95,83.08
Chhattisgarh,Bilaspur,2015,95.59,94.33,51.95,18.92,24.85,54.62,55.15
Punjab,Moga,2022,66.86,19.31,86.17,16.89,32.79,67.49,82.53
Assam,Sivasagar,2019,61.55,11.79,92.53,47.27,58.95,60.33,16.15
Uttar Pradesh,Siddharthnagar,2024,81.39,53.51,41.2,63.11,63.74,25.26,14.48
Andhra Pradesh,Vizianagaram,2019,98.02,62.56,68.81,39.03,66.45,29.49,14.61
Chhattisgarh,Raigarh,2019,27.65,56.52,72.09,25.63,93.69,64.7,73.94
Telangana,Nirmal,2016,31.43,79.87,64.25,66.48,15.39,21.99,94.16
Andhra Pradesh,Bapatla,2021,67.17,29.7,28.66,48.24,94.88,35.27,77.23
Kerala,Palakkad,2019,62.4,48.99,56.12,48.47,53.24,40.97,61.1
West Bengal,Cooch Behar,2021,55.8,44.9,74.45,88.2,74.7,96.57,54.98
Madhya Pradesh,Katni,2025,13.09,64.95,94.24,95.45,90.39,55.59,14.09
Meghalaya,West Garo Hills,2021,37.49,68.73,27.22,66.06,12.12,73.94,38.71
Karnataka,Uttara Kannada,2016,35.19,38.37,17.77,82.4,16.61,22.84,45.81
West Bengal,Kolkata,2018,70.53,46.91,80.99,90.84,85.78,26.3,88.84
Himachal Pradesh,Una,2018,47.57,85.43,70.98,18.81,96.37,78.75,72.12
Nagaland,Shamator,2024,27.4,83.27,87.92,39.15,56.73,31.45,97.0
Manipur,Chandel,2016,99.79,14.09,61.7,32.14,20.62,98.38,80.1
Rajasthan,Bikaner,2019,37.23,60.9,66.3,49.91,87.27,98.29,20.62
Jharkhand,Sahebganj,2018,69.94,58.84,30.99,77.05,86.68,71.86,13.03
Tripura,Sepahijala,2023,10.4,88.89,44.53,32.2,68.45,61.71,39.14
Tamil Nadu,Krishnagiri,2020,75.41,50.33,33.74,58.77,33.6,74.54,29.51
Madhya Pradesh,Indore,2020,50.42,14.03,91.64,44.14,22.72,36.91,17.29
Uttar Pradesh,Firozabad,2025,13.18,46.4,18.34,87.07,28.96,78.19,85.86
Rajasthan,Anupgarh,2019,70.18,84.89,18.97,22.01,29.11,45.62,98.61
Jharkhand,Koderma,2017,72.25,85.27,96.8,90.96,40.54,44.3,12.05
Telangana,Nagarkurnool,2024,16.88,53.44,66.41,97.75,67.02,36.32,58.19
Gujarat,Patan,2023,70.08,12.6,94.6,12.42,29.78,63.01,45.32
Haryana,Bhiwani,2022,30.92,63.13,27.29,14.49,92.71,52.73,37.7
Tamil Nadu,Mayiladuthurai,2025,43.09,91.63,42.28,45.5,10.05,29.27,31.36
Andhra Pradesh,Kakinada,2015,62.77,62.49,55.02,57.55,21.36,42.1,24.47
Punjab,Ludhiana,2023,96.54,37.9,70.13,17.81,23.48,41.8,21.84
Nagaland,Tuensang,2019,40.0,61.87,20.08,30.27,55.77,37.6,18.26
Gujarat,Mahisagar,2018,46.55,80.2,74.64,67.87,22.01,27.88,89.29
Nagaland,Phek,2022,80.2,15.82,34.46,92.23,68.14,86.54,90.83
Assam,Golaghat,2019,80.66,92.97,44.53,32.92,17.44,87.41,56.01
Uttar Pradesh,Bahraich,2025,74.92,62.34,45.46,79.85,46.18,32.49,11.77
Rajasthan,Kotputli-Behror,2021,86.8,77.71,52.94,98.52,22.95,97.81,18.71
Kerala,Kollam,2020,21.21,42.25,42.26,84.68,34.25,67.43,42.99
Bihar,Saran,2017,54.61,67.03,37.55,45.52,59.94,12.42,79.41
Tamil Nadu,Viluppuram,2016,34.42,93.14,23.44,20.99,61.36,74.8,52.94
Bihar,Bhagalpur,2024,44.64,79.59,76.14,33.5,60.59,12.73,88.45
Andhra Pradesh,Bapatla,2018,40.59,96.27,41.65,64.24,63.94,22.94,11.0
Madhya Pradesh,Mandsaur,2016,56.09,18.74,54.5,60.88,12.42,78.54,80.04
Karnataka,Vijayanagara,2025,12.13,21.56,58.98,65.75,67.72,44.86,83.53
Gujarat,Ahmedabad,2018,26.83,85.57,12.62,68.63,98.06,48.76,32.41
Kerala,Pathanamthitta,2025,52.5,95.63,44.53,56.87,84.42,25.65,88.22
Uttar Pradesh,Lakhimpur Kheri,2024,70.66,52.07,74.85,54.13,83.83,58.5,97.89
Maharashtra,Kolhapur,2016,67.16,80.1,79.05,56.88,78.06,51.16,13.95
Madhya Pradesh,Damoh,2022,31.67,46.98,52.66,51.05,56.96,34.3,54.04
Gujarat,Porbandar,2023,85.06,70.79,46.21,51.02,30.09,70.04,98.5
Bihar,Nalanda,2024,30.41,48.15,95.85,76.24,75.15,22.73,27.76
Jharkhand,West Singhbhum,2017,39.36,12.66,56.22,76.84,16.96,20.42,90.51
Bihar,Sheikhpura,2021,70.68,66.24,29.14,48.32,93.07,43.65,49.02
Tamil Nadu,Thoothukudi,2024,45.51,56.71,22.53,22.45,13.78,37.89,26.95
Gujarat,Bharuch,2022,14.32,33.95,48.93,56.77,87.85,91.0,39.56
Maharashtra,Akola,2023,12.22,37.62,95.36,85.94,27.22,75.82,16.22
Tamil Nadu,Perambalur,2025,47.38,58.08,83.44,21.76,98.76,69.06,63.84
Madhya Pradesh,Maihar,2017,76.08,66.61,37.23,15.0,17.77,25.82,20.15
Assam,Bongaigaon,2021,18.48,45.94,94.34,61.56,25.74,15.85,54.11
Manipur,Chandel,2021,66.26,95.8,65.97,76.61,99.48,99.05,62.51
Uttar Pradesh,Azamgarh,2025,80.19,15.94,74.91,50.88,24.57,96.53,21.59
Tamil Nadu,Perambalur,2021,42.76,87.59,45.88,99.12,93.0,12.29,23.39
Tamil Nadu,Tenkasi,2016,62.04,32.04,99.66,46.25,79.78,69.41,44.04
Manipur,Kakching,2015,97.96,81.8,16.51,98.08,45.7,60.62,57.88
Bihar,Supaul,2024,64.82,22.72,87.58,98.87,48.91,47.95,11.2
Rajasthan,Gangapur City,2019,18.12,14.11,20.64,83.74,90.88,80.16,67.6
Uttar Pradesh,Sambhal,2025,15.7,49.08,21.26,85.51,38.34,99.19,96.96
Rajasthan,Baran,2023,65.89,26.86,76.18,67.12,88.47,10.03,93.84
