state,district,year,houses_built,smart_city_projects,water_supply_coverage,internet_penetration_percent,public_transport_projects
Punjab,Fatehgarh Sahib,2015,176762,38,76.01,85.28,15
Punjab,Fatehgarh Sahib,2016,27291,39,80.88,50.2,22
Punjab,Fatehgarh Sahib,2017,186810,23,88.5,54.94,22
Punjab,Fatehgarh Sahib,2018,181783,40,89.06,89.97,19
Punjab,Fatehgarh Sahib,2019,135871,15,57.49,42.44,28
Punjab,Fatehgarh Sahib,2020,16221,7,62.83,68.79,28
Punjab,Fatehgarh Sahib,2021,8983,24,93.46,44.25,18
Punjab,Fatehgarh Sahib,2022,198078,42,66.83,92.24,21
Punjab,Fatehgarh Sahib,2023,105615,30,71.73,58.03,14
Punjab,Fatehgarh Sahib,2024,22128,17,96.81,64.21,23
Punjab,Fatehgarh Sahib,2025,114306,6,44.32,59.32,20
Punjab,Fazilka,2015,108508,33,47.68,56.41,9
Punjab,Fazilka,2016,3218,9,77.95,74.41,5
Punjab,Fazilka,2017,45724,1,45.17,40.46,5
Punjab,Fazilka,2018,178890,8,76.5,58.42,20
Punjab,Fazilka,2019,172692,4,97.06,40.82,30
Punjab,Fazilka,2020,137865,13,46.59,36.78,8
Punjab,Fazilka,2021,146566,9,46.06,89.7,9
Punjab,Fazilka,2022,146224,27,54.96,58.44,21
Punjab,Fazilka,2023,33899,46,60.95,64.61,8
Punjab,Fazilka,2024,125746,30,68.46,82.27,22
Punjab,Fazilka,2025,99407,45,97.82,50.47,20
Punjab,Ferozepur,2015,52229,23,42.9,57.44,4
Punjab,Ferozepur,2016,136160,13,61.77,49.57,1
Punjab,Ferozepur,2017,20374,15,75.26,41.81,7
Punjab,Ferozepur,2018,60242,39,47.67,93.82,11
Punjab,Ferozepur,2019,45280,46,53.89,87.9,0
Punjab,Ferozepur,2020,197761,36,79.0,36.13,11
Punjab,Ferozepur,2021,51902,48,55.04,85.76,21
Punjab,Ferozepur,2022,57170,38,47.05,38.25,24
Punjab,Ferozepur,2023,121851,4,87.18,78.32,10
Punjab,Ferozepur,2024,143576,25,91.92,92.82,29
Punjab,Ferozepur,2025,20423,19,41.75,77.87,12
Punjab,Gurdaspur,2015,127941,35,84.31,56.7,6
Punjab,Gurdaspur,2016,108835,10,40.72,80.22,7
Punjab,Gurdaspur,2017,79901,10,57.21,94.47,11
Punjab,Gurdaspur,2018,127131,8,95.99,48.93,4
Punjab,Gurdaspur,2019,62176,45,88.39,55.73,23
Punjab,Gurdaspur,2020,95842,42,61.51,85.41,25
Punjab,Gurdaspur,2021,110978,35,95.58,48.96,11
Punjab,Gurdaspur,2022,41472,25,48.12,64.06,18
Punjab,Gurdaspur,2023,185491,16,90.47,66.36,5
Punjab,Gurdaspur,2024,22746,49,68.2,72.62,10
Punjab,Gurdaspur,2025,83488,14,97.06,31.72,2
Punjab,Hoshiarpur,2015,146565,18,68.41,34.16,28
Punjab,Hoshiarpur,2016,16801,5,83.54,65.96,1
Punjab,Hoshiarpur,2017,133131,26,97.74,31.74,8
Punjab,Hoshiarpur,2018,174938,39,53.84,88.79,24
Punjab,Hoshiarpur,2019,1626,28,55.14,65.51,19
Punjab,Hoshiarpur,2020,157641,46,90.09,49.03,3
Punjab,Hoshiarpur,2021,41442,44,89.6,52.58,16
Punjab,Hoshiarpur,2022,47602,26,97.94,37.46,10
Punjab,Hoshiarpur,2023,112507,49,42.13,45.02,7
Punjab,Hoshiarpur,2024,75346,27,46.62,53.17,7
Punjab,Hoshiarpur,2025,63204,16,78.19,63.16,18
Punjab,Jalandhar,2015,46806,25,49.58,53.3,10
Punjab,Jalandhar,2016,38394,46,91.07,71.23,23
Punjab,Jalandhar,2017,151698,31,52.26,47.77,18
Punjab,Jalandhar,2018,10205,45,80.1,56.92,13
Punjab,Jalandhar,2019,139096,29,87.6,43.92,11
Punjab,Jalandhar,2020,33589,15,71.53,61.1,18
Punjab,Jalandhar,2021,4956,6,90.69,82.89,15
Punjab,Jalandhar,2022,88416,17,43.73,87.85,19
Punjab,Jalandhar,2023,38538,19,58.71,52.04,29
Punjab,Jalandhar,2024,154745,13,77.49,92.04,6
Punjab,Jalandhar,2025,3067,24,93.59,80.93,23
Punjab,Kapurthala,2015,156640,13,73.56,57.3,0
Punjab,Kapurthala,2016,19129,43,95.76,64.73,16
Punjab,Kapurthala,2017,157500,29,85.61,46.57,4
Punjab,Kapurthala,2018,115699,48,82.09,75.61,22
Punjab,Kapurthala,2019,104353,24,47.7,63.75,22
Punjab,Kapurthala,2020,95908,8,54.89,48.35,7
Punjab,Kapurthala,2021,191747,34,89.31,78.91,16
Punjab,Kapurthala,2022,159102,4,68.15,67.62,26
Punjab,Kapurthala,2023,192645,40,79.71,69.71,19
Punjab,Kapurthala,2024,139097,23,62.53,40.6,22
Punjab,Kapurthala,2025,172933,22,97.43,86.11,27
Punjab,Ludhiana,2015,9315,48,41.58,60.19,15
Punjab,Ludhiana,2016,152192,42,51.04,47.88,15
Punjab,Ludhiana,2017,70712,44,55.34,76.98,10
Punjab,Ludhiana,2018,72241,11,59.74,80.48,30
Punjab,Ludhiana,2019,35205,21,53.34,31.83,9
Punjab,Ludhiana,2020,137641,39,81.76,88.44,24
Punjab,Ludhiana,2021,63133,27,83.45,60.47,10
Punjab,Ludhiana,2022,92275,37,98.59,33.44,2
Punjab,Ludhiana,2023,182630,2,62.46,74.93,16
Punjab,Ludhiana,2024,58334,38,80.84,44.78,14
Punjab,Ludhiana,2025,140566,47,72.02,76.05,6
Punjab,Mansa,2015,90783,47,44.11,67.01,8
Punjab,Mansa,2016,135022,23,67.35,63.65,27
Punjab,Mansa,2017,175403,28,62.29,41.42,5
Punjab,Mansa,2018,140544,38,84.57,88.49,5
Punjab,Mansa,2019,82074,14,66.62,81.57,16
Punjab,Mansa,2020,159558,30,99.51,46.43,22
Punjab,Mansa,2021,115387,35,61.81,67.33,27
Punjab,Mansa,2022,12546,14,63.56,44.67,16
Punjab,Mansa,2023,109796,30,57.43,93.44,18
Punjab,Mansa,2024,153083,17,77.21,31.78,23
Punjab,Mansa,2025,58725,4,40.76,52.74,26
Punjab,Moga,2015,192134,48,58.63,69.3,27
Punjab,Moga,2016,84204,14,91.83,89.9,11
Punjab,Moga,2017,80503,15,70.8,44.23,2
Punjab,Moga,2018,97806,15,40.17,91.36,10
Punjab,Moga,2019,84899,9,94.06,61.14,10
Punjab,Moga,2020,51428,47,70.87,34.32,7
Punjab,Moga,2021,136141,24,70.14,50.47,14
Punjab,Moga,2022,135522,34,96.53,88.56,23
Punjab,Moga,2023,83646,26,83.28,32.49,10
Punjab,Moga,2024,105749,34,81.28,85.8,11
Punjab,Moga,2025,175100,5,45.93,42.06,2
Punjab,Pathankot,2015,35487,37,78.84,83.99,0
Punjab,Pathankot,2016,113730,42,71.66,67.91,10
Punjab,Pathankot,2017,35967,6,92.16,33.43,20
Punjab,Pathankot,2018,71980,29,89.0,88.46,18
Punjab,Pathankot,2019,116143,12,82.25,38.5,14
Punjab,Pathankot,2020,70664,26,68.62,72.55,26
Punjab,Pathankot,2021,5417,0,92.14,69.29,11
Punjab,Pathankot,2022,45167,27,97.51,65.89,30
Punjab,Pathankot,2023,175672,21,66.82,32.76,2
Punjab,Pathankot,2024,68573,33,89.08,57.21,2
Punjab,Pathankot,2025,156622,4,83.56,42.92,23
Punjab,Patiala,2015,26195,13,70.21,31.29,1
Punjab,Patiala,2016,97392,50,80.18,78.18,15
Punjab,Patiala,2017,180561,2,90.16,74.08,3
Punjab,Patiala,2018,119927,18,46.01,86.82,11
Punjab,Patiala,2019,137899,3,77.48,34.4,4
Punjab,Patiala,2020,78160,10,41.41,59.7,25
Punjab,Patiala,2021,65900,26,40.24,48.15,5
Punjab,Patiala,2022,185044,3,65.41,74.17,6
Punjab,Patiala,2023,25983,24,63.61,85.56,17
Punjab,Patiala,2024,99982,13,85.55,39.97,14
Punjab,Patiala,2025,74670,13,58.01,30.29,5
Punjab,Rupnagar,2015,33075,24,56.18,58.76,27
Punjab,Rupnagar,2016,114966,14,72.26,44.58,25
Punjab,Rupnagar,2017,37000,47,57.27,94.67,11
Punjab,Rupnagar,2018,99010,49,57.41,77.34,26
Punjab,Rupnagar,2019,52752,46,46.28,54.75,9
Punjab,Rupnagar,2020,49908,8,55.14,61.85,19
Punjab,Rupnagar,2021,31267,6,91.4,54.6,7
Punjab,Rupnagar,2022,120264,4,49.26,49.3,22
Punjab,Rupnagar,2023,136876,12,60.06,85.88,8
Punjab,Rupnagar,2024,36300,39,75.35,59.77,28
Punjab,Rupnagar,2025,2197,26,48.43,48.55,13
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2015,194545,15,61.02,88.95,1
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2016,53207,22,78.78,84.78,22
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,160271,17,78.82,41.68,14
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2018,19992,18,43.09,53.89,6
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,110004,17,99.82,63.5,15
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2020,190702,44,54.09,70.04,21
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2021,144683,23,87.52,92.76,26
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2022,194265,14,79.57,77.64,15
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2023,147609,18,75.41,64.97,2
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2024,30375,22,40.4,74.39,27
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2025,172997,32,65.15,37.82,7
Punjab,Sangrur,2015,62664,10,66.08,65.52,16
Punjab,Sangrur,2016,168125,37,94.78,84.73,17
Punjab,Sangrur,2017,33114,33,67.55,60.21,24
Punjab,Sangrur,2018,187793,0,98.1,66.35,8
Punjab,Sangrur,2019,78207,22,66.3,91.77,8
Punjab,Sangrur,2020,117271,0,92.18,90.43,13
Punjab,Sangrur,2021,75934,5,61.32,58.61,10
Punjab,Sangrur,2022,84413,16,44.94,64.65,1
Punjab,Sangrur,2023,147472,1,66.58,47.68,19
Punjab,Sangrur,2024,112372,35,61.41,66.14,1
Punjab,Sangrur,2025,183529,41,86.67,37.7,6
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,179536,22,66.59,82.56,6
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2016,95732,25,43.08,83.15,0
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2017,143391,38,99.93,39.28,22
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2018,86026,46,65.01,67.26,9
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2019,181985,20,55.93,87.22,10
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2020,41852,19,80.32,32.86,18
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2021,193286,19,73.91,51.97,19
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2022,150803,3,59.61,42.17,1
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2023,132512,32,51.53,82.0,5
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2024,176392,44,70.47,41.76,29
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,163607,34,94.68,63.17,14
Punjab,Sri Muktsar Sahib,2015,97755,9,98.33,76.68,28
Punjab,Sri Muktsar Sahib,2016,27814,20,89.13,69.73,28
Punjab,Sri Muktsar Sahib,2017,160172,17,81.53,36.46,11
Punjab,Sri Muktsar Sahib,2018,58192,49,72.42,54.81,16
Punjab,Sri Muktsar Sahib,2019,105384,7,65.79,46.28,16
Punjab,Sri Muktsar Sahib,2020,77349,0,44.85,64.81,0
Punjab,Sri Muktsar Sahib,2021,185530,43,54.11,58.06,21
Punjab,Sri Muktsar Sahib,2022,188352,10,51.83,47.91,17
Punjab,Sri Muktsar Sahib,2023,10202,48,69.35,57.6,30
Punjab,Sri Muktsar Sahib,2024,2717,15,73.78,36.74,20
Punjab,Sri Muktsar Sahib,2025,26118,15,54.28,49.64,10
Punjab,Tarn Taran,2015,555,36,40.02,31.73,6
Punjab,Tarn Taran,2016,127915,30,92.54,70.0,27
Punjab,Tarn Taran,2017,67074,18,79.8,87.83,14
Punjab,Tarn Taran,2018,167737,38,54.22,37.35,14
Punjab,Tarn Taran,2019,179817,24,58.69,86.94,19
Punjab,Tarn Taran,2020,35969,29,98.61,33.36,2
Punjab,Tarn Taran,2021,122038,0,71.1,43.57,4
Punjab,Tarn Taran,2022,73644,27,81.88,85.48,13
Punjab,Tarn Taran,2023,164144,24,92.09,48.17,2
Punjab,Tarn Taran,2024,133414,19,56.67,61.44,12
Punjab,Tarn Taran,2025,14964,3,49.06,42.66,1
Punjab,Malerkotla,2015,94632,37,70.51,46.63,0
Punjab,Malerkotla,2016,135995,8,91.31,44.3,28
Punjab,Malerkotla,2017,119540,39,83.14,33.29,17
Punjab,Malerkotla,2018,80821,21,40.44,71.72,20
Punjab,Malerkotla,2019,159403,18,97.96,77.93,6
Punjab,Malerkotla,2020,147698,4,45.18,87.82,1
Punjab,Malerkotla,2021,77076,21,57.44,30.35,14
Punjab,Malerkotla,2022,110952,36,61.38,91.89,18
Punjab,Malerkotla,2023,104331,40,97.76,52.24,9
Punjab,Malerkotla,2024,58422,36,48.47,89.06,22
Punjab,Malerkotla,2025,182047,15,78.0,78.84,9
Rajasthan,Ajmer,2015,121041,29,82.78,66.13,10
Rajasthan,Ajmer,2016,58845,50,89.03,78.11,4
Rajasthan,Ajmer,2017,95300,32,65.5,43.08,13
Rajasthan,Ajmer,2018,194742,49,98.11,36.48,26
Rajasthan,Ajmer,2019,112995,50,92.16,46.54,27
Rajasthan,Ajmer,2020,82379,14,79.75,85.37,28
Rajasthan,Ajmer,2021,93831,33,93.49,70.16,4
Rajasthan,Ajmer,2022,5814,35,70.7,57.68,15
Rajasthan,Ajmer,2023,56855,7,77.71,37.99,17
Rajasthan,Ajmer,2024,125779,44,63.17,30.5,21
Rajasthan,Ajmer,2025,72597,48,52.15,60.12,28
Rajasthan,Alwar,2015,1799,0,40.56,49.27,23
Rajasthan,Alwar,2016,140369,39,41.67,40.25,2
Rajasthan,Alwar,2017,60060,25,80.17,45.39,20
Rajasthan,Alwar,2018,125583,21,84.51,89.87,10
Rajasthan,Alwar,2019,115894,50,58.9,84.33,23
Rajasthan,Alwar,2020,72542,34,55.5,41.06,27
Rajasthan,Alwar,2021,177580,32,87.91,39.85,29
Rajasthan,Alwar,2022,64800,37,68.26,86.38,1
Rajasthan,Alwar,2023,125124,27,75.77,53.3,23
Rajasthan,Alwar,2024,178099,24,80.05,73.36,3
Rajasthan,Alwar,2025,44990,4,67.9,67.56,15
Rajasthan,Anupgarh,2015,102795,30,54.71,62.08,13
Rajasthan,Anupgarh,2016,151676,14,71.78,31.13,23
Rajasthan,Anupgarh,2017,67145,50,71.04,64.74,8
Rajasthan,Anupgarh,2018,96765,50,65.89,52.87,29
Rajasthan,Anupgarh,2019,24374,9,49.79,92.17,15
Rajasthan,Anupgarh,2020,148566,9,55.51,74.81,12
Rajasthan,Anupgarh,2021,70710,3,67.32,87.91,15
Rajasthan,Anupgarh,2022,93011,27,96.96,74.77,16
Rajasthan,Anupgarh,2023,63444,4,89.84,44.54,4
Rajasthan,Anupgarh,2024,80713,7,58.87,58.77,2
Rajasthan,Anupgarh,2025,90379,40,87.98,88.29,7
Rajasthan,Balotra,2015,190796,7,67.76,57.8,20
Rajasthan,Balotra,2016,47897,10,59.93,93.15,29
Rajasthan,Balotra,2017,172304,41,71.61,57.88,15
Rajasthan,Balotra,2018,39630,39,88.47,51.78,20
Rajasthan,Balotra,2019,103266,7,73.45,50.14,30
Rajasthan,Balotra,2020,15950,0,80.12,67.03,19
Rajasthan,Balotra,2021,74586,49,79.06,55.31,2
Rajasthan,Balotra,2022,62884,8,81.3,47.96,6
Rajasthan,Balotra,2023,25153,17,78.18,38.33,0
Rajasthan,Balotra,2024,158627,18,59.18,51.59,25
Rajasthan,Balotra,2025,115869,14,72.34,67.89,30
Rajasthan,Banswara,2015,153264,17,70.22,71.66,8
Rajasthan,Banswara,2016,81100,48,54.28,52.38,11
Rajasthan,Banswara,2017,101546,5,60.93,49.26,10
Rajasthan,Banswara,2018,80919,11,87.7,57.19,13
Rajasthan,Banswara,2019,104254,35,65.74,72.84,26
Rajasthan,Banswara,2020,135574,14,94.44,42.78,8
Rajasthan,Banswara,2021,75703,35,88.93,44.85,26
Rajasthan,Banswara,2022,13677,48,50.2,84.56,5
Rajasthan,Banswara,2023,20140,25,45.71,34.83,2
Rajasthan,Banswara,2024,59337,46,47.74,74.24,4
Rajasthan,Banswara,2025,89402,24,88.08,43.81,0
Rajasthan,Baran,2015,115551,14,62.76,71.23,16
Rajasthan,Baran,2016,9418,29,78.88,66.57,30
Rajasthan,Baran,2017,31385,43,72.26,89.52,1
Rajasthan,Baran,2018,158725,36,71.7,66.58,27
Rajasthan,Baran,2019,55318,21,75.03,52.83,17
Rajasthan,Baran,2020,157516,50,48.8,73.36,14
Rajasthan,Baran,2021,86066,16,83.63,85.4,23
Rajasthan,Baran,2022,196840,12,45.04,54.1,7
Rajasthan,Baran,2023,116602,33,55.65,73.1,12
Rajasthan,Baran,2024,75842,16,41.12,44.23,7
Rajasthan,Baran,2025,197150,27,56.66,52.77,1
Rajasthan,Barmer,2015,13906,9,53.37,42.86,11
Rajasthan,Barmer,2016,30709,48,63.83,67.96,12
Rajasthan,Barmer,2017,165028,32,70.29,86.36,5
Rajasthan,Barmer,2018,12550,17,82.3,91.23,30
Rajasthan,Barmer,2019,110992,31,98.33,78.0,11
Rajasthan,Barmer,2020,187525,5,91.55,79.67,22
Rajasthan,Barmer,2021,103186,32,59.26,34.21,22
Rajasthan,Barmer,2022,64776,5,49.08,86.6,1
Rajasthan,Barmer,2023,157541,20,56.84,60.28,4
Rajasthan,Barmer,2024,99293,12,91.39,80.59,16
Rajasthan,Barmer,2025,11139,21,94.5,79.2,8
Rajasthan,Beawar,2015,136123,9,62.86,33.05,2
Rajasthan,Beawar,2016,24750,13,54.79,46.35,28
Rajasthan,Beawar,2017,76489,14,89.11,62.12,14
Rajasthan,Beawar,2018,70327,11,64.47,79.09,28
Rajasthan,Beawar,2019,169834,5,65.61,75.33,11
Rajasthan,Beawar,2020,178164,5,77.09,58.02,24
Rajasthan,Beawar,2021,146235,38,74.9,33.05,6
Rajasthan,Beawar,2022,194960,37,78.3,48.73,21
Rajasthan,Beawar,2023,115642,50,88.61,37.55,13
Rajasthan,Beawar,2024,91151,29,87.88,83.72,27
Rajasthan,Beawar,2025,109340,46,92.53,78.72,17
Rajasthan,Bharatpur,2015,6345,32,59.47,34.17,6
Rajasthan,Bharatpur,2016,32706,47,68.57,58.88,0
Rajasthan,Bharatpur,2017,66335,49,54.02,59.77,8
Rajasthan,Bharatpur,2018,152204,50,77.46,90.9,18
Rajasthan,Bharatpur,2019,27203,33,97.73,72.02,6
Rajasthan,Bharatpur,2020,164641,37,52.1,42.67,7
Rajasthan,Bharatpur,2021,22170,18,99.81,59.5,24
Rajasthan,Bharatpur,2022,68475,24,61.67,60.24,14
Rajasthan,Bharatpur,2023,101742,44,88.1,55.93,7
Rajasthan,Bharatpur,2024,180919,45,56.0,72.97,20
Rajasthan,Bharatpur,2025,199025,6,87.44,46.27,26
Rajasthan,Bhilwara,2015,193450,2,83.53,79.42,24
Rajasthan,Bhilwara,2016,132304,29,44.45,71.29,11
Rajasthan,Bhilwara,2017,123550,48,97.81,91.14,0
Rajasthan,Bhilwara,2018,111836,28,81.78,35.36,20
Rajasthan,Bhilwara,2019,26447,4,46.59,87.1,24
Rajasthan,Bhilwara,2020,31247,46,81.55,31.76,15
Rajasthan,Bhilwara,2021,2050,18,40.29,74.36,0
Rajasthan,Bhilwara,2022,4313,18,94.23,86.18,9
Rajasthan,Bhilwara,2023,149503,28,42.18,61.7,27
Rajasthan,Bhilwara,2024,75094,32,82.11,32.7,9
Rajasthan,Bhilwara,2025,13719,47,57.08,31.42,21
Rajasthan,Bikaner,2015,187569,34,99.56,85.89,1
Rajasthan,Bikaner,2016,162720,35,95.68,86.7,3
Rajasthan,Bikaner,2017,164088,40,82.54,31.84,8
Rajasthan,Bikaner,2018,134000,47,95.88,52.24,24
Rajasthan,Bikaner,2019,30622,43,51.14,76.37,19
Rajasthan,Bikaner,2020,190302,3,97.9,74.46,6
Rajasthan,Bikaner,2021,123415,16,80.8,42.81,29
Rajasthan,Bikaner,2022,36786,26,50.78,59.26,26
Rajasthan,Bikaner,2023,46420,31,87.37,93.17,18
Rajasthan,Bikaner,2024,41025,15,92.26,31.74,13
Rajasthan,Bikaner,2025,93555,19,93.75,91.93,2
Rajasthan,Bundi,2015,95578,28,59.0,39.87,7
Rajasthan,Bundi,2016,100876,46,56.72,37.27,29
Rajasthan,Bundi,2017,184737,42,47.61,44.17,15
Rajasthan,Bundi,2018,65107,26,78.81,82.79,11
Rajasthan,Bundi,2019,25354,7,71.67,57.98,5
Rajasthan,Bundi,2020,85296,15,63.26,90.83,8
Rajasthan,Bundi,2021,193091,6,94.86,38.33,15
Rajasthan,Bundi,2022,133256,15,89.02,77.22,21
Rajasthan,Bundi,2023,169803,8,81.56,75.17,14
Rajasthan,Bundi,2024,24848,44,71.67,84.32,14
Rajasthan,Bundi,2025,59820,29,59.25,58.48,16
Rajasthan,Chittorgarh,2015,82270,3,59.42,56.99,1
Rajasthan,Chittorgarh,2016,106129,34,99.9,46.86,2
Rajasthan,Chittorgarh,2017,145761,4,90.44,66.94,26
Rajasthan,Chittorgarh,2018,142482,14,81.29,86.12,13
Rajasthan,Chittorgarh,2019,68462,2,57.01,50.39,18
Rajasthan,Chittorgarh,2020,24599,13,78.3,34.77,23
Rajasthan,Chittorgarh,2021,16008,48,54.94,43.19,9
Rajasthan,Chittorgarh,2022,107023,29,97.45,52.83,22
Rajasthan,Chittorgarh,2023,112875,33,86.37,86.12,0
Rajasthan,Chittorgarh,2024,114767,42,45.73,64.96,14
Rajasthan,Chittorgarh,2025,153073,36,69.65,43.89,21
Rajasthan,Churu,2015,172641,12,60.44,88.37,3
Rajasthan,Churu,2016,173094,28,42.18,40.56,24
Rajasthan,Churu,2017,11599,45,78.92,83.54,18
Rajasthan,Churu,2018,123855,10,50.94,72.97,28
Rajasthan,Churu,2019,122086,43,41.35,36.56,11
Rajasthan,Churu,2020,121294,40,45.83,59.79,24
Rajasthan,Churu,2021,52967,4,78.64,39.6,16
Rajasthan,Churu,2022,102105,1,90.22,55.65,21
Rajasthan,Churu,2023,108850,38,41.4,51.02,16
Rajasthan,Churu,2024,31067,38,86.3,56.94,7
Rajasthan,Churu,2025,183495,3,84.5,81.85,20
Rajasthan,Dausa,2015,188009,7,47.62,65.77,25
Rajasthan,Dausa,2016,111709,6,43.91,73.74,17
Rajasthan,Dausa,2017,45223,7,86.92,91.45,14
Rajasthan,Dausa,2018,117599,16,90.9,61.48,12
Rajasthan,Dausa,2019,15229,42,99.55,67.58,12
Rajasthan,Dausa,2020,178510,18,40.18,60.46,13
Rajasthan,Dausa,2021,78784,46,91.13,73.43,1
Rajasthan,Dausa,2022,178227,50,96.27,43.16,5
Rajasthan,Dausa,2023,37499,4,49.91,64.69,19
Rajasthan,Dausa,2024,111910,19,85.48,71.23,25
Rajasthan,Dausa,2025,145866,28,47.89,85.79,30
Rajasthan,Deeg,2015,114720,12,44.38,74.84,9
Rajasthan,Deeg,2016,108442,35,82.35,41.05,6
Rajasthan,Deeg,2017,135242,29,52.54,53.16,1
Rajasthan,Deeg,2018,21230,12,56.76,32.24,15
Rajasthan,Deeg,2019,146737,13,42.99,76.51,19
Rajasthan,Deeg,2020,5971,0,45.46,81.54,8
Rajasthan,Deeg,2021,120641,14,45.57,77.11,29
Rajasthan,Deeg,2022,18557,5,92.74,84.81,22
Rajasthan,Deeg,2023,178570,6,89.86,87.26,22
Rajasthan,Deeg,2024,187051,2,72.3,58.77,4
Rajasthan,Deeg,2025,71701,4,77.02,91.72,26
Rajasthan,Dholpur,2015,171879,22,62.05,65.61,12
Rajasthan,Dholpur,2016,56182,35,91.28,86.49,19
Rajasthan,Dholpur,2017,108618,43,62.13,50.55,8
Rajasthan,Dholpur,2018,37789,10,49.46,83.82,8
Rajasthan,Dholpur,2019,82352,17,87.41,38.47,4
Rajasthan,Dholpur,2020,159034,14,94.03,72.91,16
Rajasthan,Dholpur,2021,69735,8,46.68,72.07,28
Rajasthan,Dholpur,2022,177376,32,65.22,51.41,14
Rajasthan,Dholpur,2023,1765,37,72.6,90.53,13
Rajasthan,Dholpur,2024,139940,48,55.54,89.52,7
Rajasthan,Dholpur,2025,18651,3,54.73,62.44,13
Rajasthan,Didwana-Kuchaman,2015,182682,36,78.88,38.62,12
Rajasthan,Didwana-Kuchaman,2016,106832,8,71.1,69.54,18
Rajasthan,Didwana-Kuchaman,2017,169574,28,95.83,40.17,16
Rajasthan,Didwana-Kuchaman,2018,70978,45,89.78,37.33,29
Rajasthan,Didwana-Kuchaman,2019,147768,20,89.38,47.71,16
Rajasthan,Didwana-Kuchaman,2020,110523,5,40.72,65.69,11
Rajasthan,Didwana-Kuchaman,2021,11031,18,55.13,54.81,1
Rajasthan,Didwana-Kuchaman,2022,161704,47,53.36,79.83,6
Rajasthan,Didwana-Kuchaman,2023,147621,34,56.73,90.18,26
Rajasthan,Didwana-Kuchaman,2024,182225,42,41.69,33.51,8
Rajasthan,Didwana-Kuchaman,2025,160432,36,41.53,76.73,28
Rajasthan,Dungarpur,2015,192781,8,75.18,92.2,6
Rajasthan,Dungarpur,2016,137326,30,50.96,50.53,10
Rajasthan,Dungarpur,2017,73108,49,88.94,57.29,25
Rajasthan,Dungarpur,2018,148415,13,85.74,64.53,0
Rajasthan,Dungarpur,2019,10785,18,45.5,41.27,12
Rajasthan,Dungarpur,2020,118078,26,91.6,70.01,2
Rajasthan,Dungarpur,2021,59232,27,88.0,35.9,4
Rajasthan,Dungarpur,2022,17482,19,72.47,76.51,21
Rajasthan,Dungarpur,2023,150475,48,92.8,69.39,1
Rajasthan,Dungarpur,2024,16956,23,46.15,68.65,20
Rajasthan,Dungarpur,2025,193041,30,86.61,72.03,5
Rajasthan,Gangapur City,2015,81477,39,82.12,91.29,26
Rajasthan,Gangapur City,2016,32194,2,51.04,66.99,14
Rajasthan,Gangapur City,2017,67001,35,49.8,42.25,9
Rajasthan,Gangapur City,2018,148624,30,55.68,79.81,19
Rajasthan,Gangapur City,2019,45640,17,72.5,86.1,8
Rajasthan,Gangapur City,2020,122974,26,79.52,77.78,1
Rajasthan,Gangapur City,2021,65650,4,56.01,54.28,7
Rajasthan,Gangapur City,2022,34077,43,97.61,49.19,17
Rajasthan,Gangapur City,2023,152068,6,48.63,44.84,22
Rajasthan,Gangapur City,2024,78101,36,46.11,34.1,2
Rajasthan,Gangapur City,2025,8998,34,74.49,72.52,30
Rajasthan,Hanumangarh,2015,31381,36,48.3,89.71,8
Rajasthan,Hanumangarh,2016,65550,37,66.43,78.18,25
Rajasthan,Hanumangarh,2017,28246,45,93.57,72.06,6
Rajasthan,Hanumangarh,2018,94362,3,57.94,46.77,18
Rajasthan,Hanumangarh,2019,165276,21,53.79,89.18,26
Rajasthan,Hanumangarh,2020,177925,40,66.93,38.4,29
Rajasthan,Hanumangarh,2021,88010,26,84.46,54.23,25
Rajasthan,Hanumangarh,2022,22439,27,78.49,44.7,8
Rajasthan,Hanumangarh,2023,92023,39,99.99,78.44,10
Rajasthan,Hanumangarh,2024,128242,21,97.59,52.6,7
Rajasthan,Hanumangarh,2025,185239,25,43.04,66.21,19
Rajasthan,Jaipur,2015,104998,27,86.54,43.51,15
