state,district,year,exports,imports,trade_balance,foreign_investment,tariff_rate,trade_partners,export_growth
Tamil Nadu,Theni,2016,47.96,27.54,82.12,91.0,24.14,93.48,31.22
Rajasthan,Salumbar,2021,64.96,92.49,11.4,92.71,41.71,35.75,83.42
Himachal Pradesh,Kullu,2023,10.09,80.96,34.73,94.62,67.14,49.67,16.83
Meghalaya,West Jaintia Hills,2024,66.54,92.11,15.99,80.09,10.62,10.4,15.08
Telangana,Ranga Reddy,2019,64.15,32.86,18.27,15.11,91.6,73.82,81.23
Gujarat,Botad,2023,70.15,90.35,71.35,15.42,49.13,17.14,73.98
Gujarat,Amreli,2025,96.82,10.89,36.13,54.45,78.32,54.24,25.75
Punjab,Mansa,2015,27.02,70.25,32.73,98.95,92.79,62.96,83.08
Uttar Pradesh,Ghazipur,2015,83.14,68.76,68.68,21.92,35.89,15.38,33.08
Uttar Pradesh,Baghpat,2018,59.15,42.23,46.55,15.35,39.58,56.54,63.58
Madhya Pradesh,Maihar,2022,71.5,33.02,70.43,36.42,97.93,56.97,25.71
Jharkhand,West Singhbhum,2019,27.12,42.73,74.58,72.64,61.1,61.09,85.69
Andhra Pradesh,Alluri Sitharama Raju,2024,58.47,78.1,75.65,12.65,94.61,98.57,47.91
Himachal Pradesh,Solan,2018,38.62,30.96,68.05,15.79,84.36,79.55,95.61
Haryana,Rewari,2021,55.0,74.0,74.45,78.08,15.39,16.61,17.58
Punjab,Tarn Taran,2022,32.51,13.73,95.47,19.28,37.26,91.61,23.86
Nagaland,Longleng,2018,72.71,52.36,81.17,13.05,12.49,47.34,34.36
Odisha,Boudh,2021,14.0,44.72,89.37,16.48,64.35,53.51,34.87
Tamil Nadu,Tirunelveli,2016,61.78,78.02,15.93,75.53,65.61,87.74,80.17
Bihar,Gaya,2015,87.21,53.46,72.69,99.12,90.96,39.83,56.0
Manipur,Ukhrul,2016,92.93,58.47,39.06,90.35,90.37,20.69,58.35
Assam,Dima Hasao,2025,12.93,59.1,37.45,54.11,39.94,65.23,84.8
Sikkim,Pakyong,2015,36.36,58.67,92.92,65.44,85.97,33.9,72.77
Rajasthan,Phalodi,2020,68.53,78.83,24.38,83.26,54.17,36.03,47.0
Bihar,Katihar,2017,48.23,83.77,28.79,83.94,46.21,53.64,15.44
Arunachal Pradesh,Pakke-Kessang,2016,30.6,30.19,93.8,73.78,60.27,18.77,64.97
Gujarat,Mahisagar,2023,64.05,60.13,95.59,30.02,87.7,89.58,42.92
Gujarat,Patan,2018,70.6,12.88,64.66,79.9,14.43,77.42,87.31
Himachal Pradesh,Chamba,2022,18.73,20.66,40.82,41.47,53.76,80.66,98.16
Assam,Bongaigaon,2022,24.1,65.96,49.91,21.25,66.12,16.42,44.74
Maharashtra,Mumbai City,2018,81.4,28.6,25.92,44.03,34.51,44.87,14.34
Tamil Nadu,Krishnagiri,2019,68.43,86.2,17.65,74.01,88.4,54.99,80.16
Maharashtra,Nagpur,2023,90.81,65.92,53.54,18.65,29.82,28.23,45.34
Andhra Pradesh,West Godavari,2016,22.56,76.66,24.51,12.62,24.6,24.06,27.22
Kerala,Palakkad,2019,38.33,92.58,51.65,94.74,51.45,23.69,78.75
Gujarat,Amreli,2021,28.78,57.86,35.25,89.8,19.45,55.4,35.56
Uttar Pradesh,Firozabad,2020,28.41,59.64,57.31,24.26,44.92,91.35,15.94
Meghalaya,East Garo Hills,2020,50.53,22.15,82.66,26.74,33.33,38.73,22.63
Telangana,Nizamabad,2018,85.34,24.24,87.08,73.99,94.96,75.85,77.81
Karnataka,Chamarajanagar,2023,86.09,14.47,16.48,14.24,61.29,66.33,28.01
Bihar,Madhubani,2022,95.01,47.45,31.8,14.86,61.67,38.85,91.14
Madhya Pradesh,Barwani,2024,75.77,27.42,48.08,10.36,49.05,63.84,13.96
Chhattisgarh,Korba,2019,72.03,41.01,74.32,44.83,46.51,20.79,21.51
Bihar,Kishanganj,2021,10.4,40.96,79.6,95.65,86.67,78.17,63.95
Arunachal Pradesh,Kamle,2016,28.87,77.77,87.94,51.14,59.69,48.48,61.16
Maharashtra,Hingoli,2021,60.39,56.65,62.35,84.75,40.23,58.81,71.49
Assam,Majuli,2025,49.26,88.24,88.91,38.08,16.63,67.27,62.06
Maharashtra,Akola,2020,76.84,96.53,81.97,36.75,61.64,57.35,77.43
Punjab,Fazilka,2018,93.45,25.43,21.52,45.07,53.27,38.9,19.66
Andhra Pradesh,NTR,2016,18.18,77.82,52.11,25.17,58.03,39.39,29.59
Gujarat,Mahisagar,2024,15.61,76.65,60.68,91.16,19.29,94.29,56.74
Telangana,Medchal-Malkajgiri,2016,37.84,66.48,59.32,15.39,61.84,85.67,99.17
Uttar Pradesh,Etawah,2024,63.98,30.26,54.19,15.37,56.61,31.98,11.19
Haryana,Rewari,2024,53.68,48.32,74.27,77.33,60.74,84.65,85.58
Odisha,Bargarh,2016,25.29,23.22,39.6,12.95,43.76,66.49,58.88
Uttar Pradesh,Rae Bareli,2018,78.77,66.29,12.04,71.45,39.24,10.59,66.45
Madhya Pradesh,Sehore,2015,11.09,78.7,95.69,97.13,27.72,27.88,99.96
Bihar,Katihar,2015,53.31,59.32,49.3,62.92,44.13,57.31,58.02
Karnataka,Mysuru,2024,20.48,71.85,87.2,76.64,68.23,16.56,83.82
Odisha,Bhadrak,2018,44.1,49.13,47.77,78.65,71.83,22.43,98.68
Himachal Pradesh,Kinnaur,2019,27.93,22.64,73.02,28.98,36.07,98.93,71.79
Telangana,Yadadri Bhuvanagiri,2022,21.91,29.83,24.84,59.6,98.06,83.82,62.04
Assam,Kamrup Metropolitan,2015,25.61,49.76,84.03,10.93,95.99,47.92,90.27
Uttarakhand,Pithoragarh,2016,11.05,82.32,75.21,26.59,64.73,66.67,13.88
Maharashtra,Wardha,2024,74.98,44.66,41.6,49.39,56.33,58.07,97.78
West Bengal,North 24 Parganas,2020,91.1,84.84,38.12,97.04,28.69,27.1,60.87
Chhattisgarh,Raigarh,2025,81.29,43.06,17.23,13.26,96.75,72.77,37.74
West Bengal,Paschim Medinipur,2023,11.89,27.19,64.6,48.44,10.71,23.75,67.12
Odisha,Ganjam,2025,38.57,42.46,18.29,84.86,46.55,13.16,76.9
Chhattisgarh,Janjgir-Champa,2025,70.92,66.2,81.92,69.64,47.09,51.08,37.49
Assam,Darrang,2017,96.69,59.24,61.41,70.41,63.22,76.17,37.6
Uttar Pradesh,Etawah,2021,89.28,24.75,24.62,53.96,99.24,63.97,91.34
Sikkim,Pakyong,2021,26.56,11.94,30.21,11.75,59.46,79.9,12.18
Tamil Nadu,Thanjavur,2015,53.57,36.99,88.93,88.39,50.99,80.6,45.97
Mizoram,Lawngtlai,2024,16.46,44.07,41.72,49.62,12.81,69.0,93.81
Andhra Pradesh,Visakhapatnam,2018,34.72,26.12,35.51,25.04,70.48,49.94,12.44
Bihar,Nawada,2018,46.95,46.45,74.12,61.39,35.95,70.76,25.34
Chhattisgarh,Sukma,2017,58.38,97.71,35.17,38.43,87.34,99.19,60.43
Bihar,Sheikhpura,2020,18.22,23.53,93.29,97.15,51.76,73.2,31.0
Andhra Pradesh,Krishna,2015,94.9,31.48,45.72,20.67,25.54,17.1,17.42
Punjab,Ludhiana,2024,23.26,71.23,37.53,19.65,50.08,72.38,17.09
Odisha,Sundargarh,2019,46.6,97.88,34.93,38.34,41.6,70.75,87.89
Madhya Pradesh,Khargone,2023,82.17,60.63,49.98,76.47,73.5,99.26,66.91
Manipur,Imphal East,2017,36.37,45.17,68.38,15.57,89.39,27.21,63.19
Manipur,Tamenglong,2023,86.89,33.32,26.67,65.45,62.85,55.31,97.1
Assam,Sivasagar,2023,99.79,24.55,69.11,60.22,34.86,40.53,17.85
Nagaland,Shamator,2023,85.76,25.51,68.63,49.8,44.09,60.51,72.81
Meghalaya,South West Khasi Hills,2016,96.65,12.51,86.07,45.86,95.26,31.86,25.57
Rajasthan,Jhunjhunu,2018,87.04,45.26,59.95,32.68,68.38,93.73,68.08
Madhya Pradesh,Rewa,2025,98.11,58.18,71.38,56.3,25.57,18.26,80.72
West Bengal,Paschim Medinipur,2021,75.24,73.57,16.69,62.2,28.9,99.55,94.79
Andhra Pradesh,Kurnool,2015,46.83,56.17,98.61,13.65,88.2,82.14,10.45
Jharkhand,West Singhbhum,2015,91.29,67.78,54.86,92.0,36.09,94.16,64.22
Punjab,Bathinda,2015,43.63,45.8,18.95,51.07,60.66,18.63,76.39
Jharkhand,Sahebganj,2017,16.71,77.15,22.26,12.85,13.11,79.95,56.61
Uttarakhand,Pauri Garhwal,2022,22.41,30.53,40.14,40.95,27.18,43.25,54.71
Gujarat,Ahmedabad,2024,29.64,99.92,92.09,56.69,67.27,46.95,19.17
Chhattisgarh,Jashpur,2023,69.65,92.06,49.35,71.23,10.91,88.59,32.37
Uttar Pradesh,Bulandshahr,2020,11.5,56.23,94.3,92.23,63.34,83.26,52.12
Maharashtra,Thane,2016,86.67,15.54,92.22,76.18,11.46,68.52,51.24
Uttar Pradesh,Prayagraj,2019,52.03,90.0,13.51,90.81,25.15,30.28,56.77
Odisha,Cuttack,2019,95.7,95.31,11.15,60.09,28.72,43.63,40.61
Bihar,Sheikhpura,2015,12.65,16.95,82.34,91.89,76.21,43.43,98.25
Madhya Pradesh,Morena,2025,42.57,61.48,11.02,42.82,49.55,90.37,48.01
Rajasthan,Bikaner,2023,52.62,30.13,67.75,96.65,40.82,88.83,10.89
Meghalaya,South West Garo Hills,2022,13.71,77.24,78.55,34.56,32.36,35.38,98.12
Gujarat,Narmada,2015,50.64,48.66,13.16,60.71,21.28,89.25,71.27
Assam,Tinsukia,2025,41.12,17.49,53.02,79.73,44.73,99.33,38.49
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2019,83.03,88.42,63.69,50.94,53.07,51.56,62.92
Chhattisgarh,Balod,2023,36.92,43.8,88.45,40.65,41.25,98.92,55.21
Uttarakhand,Tehri Garhwal,2025,38.41,38.63,25.71,77.0,47.68,13.97,68.12
Gujarat,Sabarkantha,2019,84.13,12.3,46.32,70.91,90.9,74.68,89.33
Uttar Pradesh,Jalaun,2024,29.03,91.01,33.2,18.26,93.56,58.84,98.55
Assam,Morigaon,2019,66.81,38.38,73.95,33.6,67.3,89.56,19.74
Karnataka,Chitradurga,2016,77.15,25.48,54.74,70.48,85.96,21.1,86.81
Uttar Pradesh,Sambhal,2019,27.47,68.01,38.5,10.25,56.46,47.45,46.45
Nagaland,Noklak,2017,86.33,28.84,25.38,21.29,52.41,82.96,44.35
Gujarat,Gir Somnath,2022,71.18,62.07,32.1,73.46,67.85,92.79,46.22
Himachal Pradesh,Sirmaur,2017,28.72,76.82,62.6,90.45,65.63,15.38,96.88
Chhattisgarh,Bemetara,2019,63.74,50.6,55.84,56.91,75.16,44.37,78.37
Chhattisgarh,Balod,2019,98.53,16.31,13.17,71.5,89.0,21.85,60.87
Uttarakhand,Pithoragarh,2018,50.98,16.13,74.53,47.22,81.51,26.17,11.71
West Bengal,Darjeeling,2018,60.97,98.56,64.19,96.41,60.01,15.25,91.86
Jharkhand,Gumla,2020,88.86,20.18,76.61,68.27,86.36,33.09,10.9
Uttar Pradesh,Etawah,2019,21.33,15.06,71.05,58.39,40.13,29.07,91.1
Tamil Nadu,Thanjavur,2025,90.68,37.19,28.77,43.84,70.44,40.45,19.38
Uttar Pradesh,Gorakhpur,2023,73.98,60.45,71.61,94.27,20.08,92.73,28.09
Chhattisgarh,Durg,2023,73.36,66.42,24.35,94.91,83.49,28.99,60.75
Assam,West Karbi Anglong,2025,29.2,72.28,58.17,96.11,27.26,11.8,39.61
Uttar Pradesh,Baghpat,2016,45.48,18.83,20.18,66.09,20.53,68.0,79.07
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,20.64,80.87,69.64,96.06,14.92,74.16,67.12
Odisha,Deogarh,2025,69.4,99.73,49.5,49.85,98.8,87.78,45.04
Tamil Nadu,Krishnagiri,2022,61.8,86.25,45.25,71.51,47.34,48.28,13.87
Rajasthan,Rajsamand,2016,73.41,33.72,29.12,65.82,24.46,98.49,48.68
Assam,Cachar,2016,48.07,13.66,10.6,78.46,27.09,34.99,46.3
Uttar Pradesh,Varanasi,2022,65.12,43.33,94.11,71.13,78.4,36.56,27.86
Arunachal Pradesh,Kra Daadi,2023,33.91,99.42,72.66,89.36,53.77,82.75,72.88
Telangana,Bhadradri Kothagudem,2016,82.37,62.05,20.34,15.57,52.62,32.28,43.85
Telangana,Sangareddy,2016,15.06,16.27,49.58,91.03,67.74,47.99,83.61
West Bengal,Purba Bardhaman,2025,86.01,45.52,59.91,45.03,96.11,14.02,88.7
Telangana,Karimnagar,2019,55.22,63.37,83.03,12.25,45.35,83.54,55.81
Arunachal Pradesh,Changlang,2024,23.87,47.2,69.2,36.34,81.55,50.92,96.02
Karnataka,Davanagere,2025,13.59,47.12,30.16,88.87,47.12,90.05,33.32
Bihar,Samastipur,2024,22.89,89.03,98.16,37.16,50.05,92.4,13.67
Manipur,Senapati,2021,47.0,77.66,29.01,91.24,36.84,79.96,97.78
Kerala,Kozhikode,2016,18.75,13.95,70.19,73.79,66.85,56.42,34.64
Arunachal Pradesh,Lower Dibang Valley,2017,98.21,90.16,51.09,11.96,56.82,34.86,50.25
Meghalaya,West Garo Hills,2017,28.48,58.07,96.99,60.22,13.11,66.91,96.88
West Bengal,Jhargram,2023,60.02,38.02,34.14,28.14,22.18,54.05,19.61
Karnataka,Tumakuru,2016,10.89,36.18,12.04,33.05,18.63,29.1,31.9
Madhya Pradesh,Betul,2023,10.84,76.71,80.27,14.19,11.68,38.24,85.85
Andhra Pradesh,Tirupati,2021,82.9,48.81,41.46,61.06,65.74,12.92,56.23
Rajasthan,Jaisalmer,2025,25.87,97.54,47.4,93.42,43.38,55.29,21.07
Punjab,Bathinda,2020,91.35,94.08,21.28,57.86,88.42,65.58,84.64
Uttarakhand,Dehradun,2022,87.15,70.94,52.54,76.24,52.09,76.82,85.6
Odisha,Boudh,2016,81.45,36.41,61.88,49.26,53.64,25.38,91.03
Assam,Bongaigaon,2019,44.09,77.05,29.11,55.89,60.87,36.71,88.06
Rajasthan,Kota,2015,83.99,32.41,88.01,92.1,71.28,57.46,80.16
Punjab,Bathinda,2015,41.21,28.76,43.4,68.81,91.49,72.21,40.28
Uttar Pradesh,Pratapgarh,2020,17.26,42.55,38.05,12.53,81.38,64.72,51.56
Assam,Bongaigaon,2020,35.35,33.6,80.52,75.13,30.97,13.32,80.23
Karnataka,Hassan,2024,91.89,69.85,95.25,20.78,52.46,71.52,88.07
Madhya Pradesh,Gwalior,2025,24.71,63.76,83.82,82.59,40.1,70.66,92.54
Maharashtra,Palghar,2019,69.85,76.53,10.1,78.65,95.57,48.29,74.02
Madhya Pradesh,Narsinghpur,2015,28.59,81.42,91.63,94.4,84.49,47.3,82.93
Rajasthan,Didwana-Kuchaman,2024,76.6,97.74,98.79,28.86,99.33,31.29,54.7
Jharkhand,Ranchi,2019,56.41,99.31,14.02,96.48,86.17,63.07,15.93
Uttar Pradesh,Kasganj,2025,26.23,56.09,78.54,90.44,91.34,23.61,39.86
Telangana,Nagarkurnool,2020,42.43,21.27,71.88,96.46,48.34,56.99,91.88
Madhya Pradesh,Panna,2023,10.87,33.49,45.72,79.83,76.25,87.8,94.92
Assam,Kamrup Metropolitan,2017,86.36,94.98,73.16,88.56,71.26,56.34,96.04
Maharashtra,Nashik,2018,38.65,57.68,51.86,73.81,51.82,56.25,40.43
Tamil Nadu,Madurai,2023,98.75,63.38,71.46,14.29,35.25,47.39,79.01
Madhya Pradesh,Betul,2020,27.13,78.27,89.65,82.46,66.29,83.12,69.05
Uttar Pradesh,Saharanpur,2019,19.72,76.64,26.72,49.72,10.79,73.61,54.33
Manipur,Kakching,2025,58.21,44.57,68.35,64.84,18.39,95.08,95.47
Uttar Pradesh,Barabanki,2016,46.65,72.63,50.65,37.79,66.66,45.81,92.79
Odisha,Kandhamal,2021,39.24,58.67,93.93,66.98,40.94,78.0,65.77
Madhya Pradesh,Katni,2016,49.01,46.36,72.04,74.48,67.51,22.43,39.96
Goa,South Goa,2019,66.58,12.64,12.12,52.62,59.55,82.47,34.87
Madhya Pradesh,Sehore,2015,36.94,90.78,93.2,77.95,34.36,56.09,39.96
Gujarat,Bharuch,2015,35.75,18.17,50.61,29.16,19.04,13.01,97.38
Madhya Pradesh,Gwalior,2018,97.86,90.85,49.17,61.2,66.53,98.48,15.3
Tripura,Dhalai,2015,29.02,63.13,35.62,27.99,33.87,27.27,94.19
Chhattisgarh,Korea,2017,86.36,41.46,74.64,63.07,95.2,68.12,86.13
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2020,41.93,27.21,19.51,20.75,46.8,46.51,48.57
Uttar Pradesh,Shravasti,2019,91.84,54.44,39.83,82.98,92.4,57.7,17.22
Rajasthan,Jaipur,2015,95.21,98.92,29.29,47.51,42.34,69.7,32.14
Chhattisgarh,Kanker,2015,22.07,81.16,70.83,93.09,27.22,80.82,11.17
Gujarat,Bhavnagar,2020,98.82,89.35,73.76,41.67,51.54,86.8,11.02
Bihar,Rohtas,2019,71.16,42.66,87.83,27.6,20.18,21.22,72.68
Rajasthan,Hanumangarh,2020,18.06,37.8,39.14,89.17,36.3,60.24,21.18
Odisha,Sambalpur,2022,41.74,27.1,47.94,20.68,97.3,80.07,31.91
Bihar,Patna,2024,85.22,85.78,12.06,81.13,48.95,64.55,83.56
Rajasthan,Chittorgarh,2025,53.76,47.99,39.08,42.31,52.62,83.29,84.24
Chhattisgarh,Bijapur,2019,45.35,86.21,43.37,68.69,98.15,10.4,86.99
Maharashtra,Ratnagiri,2019,89.94,10.32,25.56,48.46,54.45,22.56,38.16
Uttar Pradesh,Siddharthnagar,2020,85.28,21.82,59.56,67.16,68.2,57.69,10.73
Goa,North Goa,2022,91.7,36.83,84.64,90.45,33.59,41.75,69.42
Gujarat,Jamnagar,2018,31.55,10.93,74.47,95.58,16.64,39.41,33.31
Manipur,Jiribam,2017,98.29,99.86,33.7,48.4,69.41,52.43,16.08
Rajasthan,Jodhpur,2023,41.53,62.22,32.98,13.73,30.12,34.58,48.02
West Bengal,Nadia,2021,40.26,11.41,14.03,61.58,88.6,58.79,33.29
Uttar Pradesh,Siddharthnagar,2025,71.58,38.71,99.11,65.27,20.01,91.06,86.5
Chhattisgarh,Kondagaon,2018,51.5,94.43,13.16,93.89,74.02,70.3,53.33
Madhya Pradesh,Chhindwara,2016,80.51,15.22,66.83,46.86,10.1,13.25,85.39
Bihar,Munger,2025,46.38,24.06,26.35,21.69,73.39,96.7,39.57
Odisha,Khordha,2023,95.02,29.43,97.9,27.49,68.23,94.46,86.28
Tripura,North Tripura,2017,24.02,65.49,20.06,18.08,15.13,15.89,76.13
Jharkhand,West Singhbhum,2022,50.49,41.96,85.69,59.03,53.07,11.62,78.1
Rajasthan,Hanumangarh,2024,60.49,33.22,64.57,69.11,52.44,29.97,46.71
Punjab,Ferozepur,2024,37.56,58.09,21.88,78.32,85.68,17.72,88.25
Maharashtra,Dhule,2018,94.04,96.32,53.18,32.57,11.9,77.42,64.56
Madhya Pradesh,Dindori,2023,29.72,63.73,26.59,59.35,66.47,80.96,67.6
Tamil Nadu,Salem,2025,60.9,89.89,26.1,32.45,92.11,54.68,41.92
Andhra Pradesh,Tirupati,2019,46.39,84.11,72.56,44.5,19.39,90.04,37.97
Uttar Pradesh,Siddharthnagar,2021,37.45,80.6,76.27,44.46,28.64,29.75,55.31
Telangana,Hyderabad,2019,62.42,77.0,71.79,60.76,99.46,74.49,66.91
Punjab,Ferozepur,2022,32.36,78.87,76.24,97.43,68.04,56.56,35.96
Mizoram,Saiha,2021,39.43,57.89,91.64,89.6,32.8,17.95,37.96
Gujarat,Mehsana,2019,97.92,63.79,53.19,17.25,74.84,74.41,97.68
Bihar,Aurangabad,2017,83.24,84.4,11.28,36.49,25.46,37.8,58.09
Tamil Nadu,Tiruvannamalai,2016,10.63,61.7,78.84,20.39,29.26,75.66,91.98
Uttar Pradesh,Prayagraj,2024,18.77,47.75,56.09,11.68,87.52,40.7,51.26
Gujarat,Jamnagar,2020,85.0,97.25,62.55,64.37,42.14,73.44,45.44
Rajasthan,Barmer,2021,65.92,97.92,88.08,44.56,14.26,20.24,16.17
Madhya Pradesh,Mandsaur,2019,33.33,12.71,88.66,39.42,69.1,31.52,94.84
Uttar Pradesh,Shravasti,2022,99.14,99.06,37.91,16.45,62.4,52.82,60.97
Rajasthan,Dholpur,2017,96.52,54.99,99.26,47.51,31.78,32.75,75.65
Punjab,Patiala,2020,86.32,91.15,81.36,17.82,20.39,47.9,97.15
Haryana,Rohtak,2017,43.78,84.74,64.55,60.62,25.38,29.6,65.92
Manipur,Imphal East,2019,90.56,18.8,31.48,26.32,73.21,66.08,26.89
Andhra Pradesh,Kurnool,2023,14.84,17.41,13.86,40.85,50.57,89.23,48.58
Tamil Nadu,Ramanathapuram,2015,77.42,87.3,43.94,12.26,19.35,26.95,43.32
Rajasthan,Pali,2021,82.73,25.11,76.91,21.7,58.63,33.45,18.81
Assam,Dhemaji,2015,45.47,92.45,24.72,23.58,43.12,39.2,81.49
Maharashtra,Sangli,2017,85.75,85.8,44.3,75.85,42.93,81.36,85.9
Uttar Pradesh,Baghpat,2020,99.5,52.74,62.53,32.1,34.22,88.02,86.08
Manipur,Jiribam,2023,47.65,68.67,40.14,76.36,99.16,46.89,95.6
Madhya Pradesh,Rajgarh,2021,30.51,64.91,55.55,47.5,51.78,50.38,42.74
Haryana,Bhiwani,2017,34.82,11.99,27.97,48.02,55.92,17.56,57.21
Karnataka,Chamarajanagar,2016,65.95,49.92,59.7,20.15,77.58,49.77,30.75
Maharashtra,Mumbai City,2017,92.26,74.42,43.88,21.0,99.65,91.47,22.65
Tamil Nadu,Ranipet,2024,17.48,10.49,60.49,67.2,85.65,70.56,57.34
Gujarat,Valsad,2023,29.9,57.91,29.98,88.97,78.28,96.43,21.72
Punjab,Gurdaspur,2021,55.57,61.83,72.47,67.92,41.63,88.94,79.66
Telangana,Wanaparthy,2016,51.52,98.02,16.57,85.07,34.73,71.77,73.41
Arunachal Pradesh,Anjaw,2021,18.3,62.22,68.09,61.56,72.94,72.64,25.84
Madhya Pradesh,Ujjain,2022,43.37,48.82,87.5,54.97,76.43,13.78,81.42
Uttar Pradesh,Mirzapur,2018,13.33,13.65,83.12,52.42,47.05,48.6,75.67
Rajasthan,Gangapur City,2020,91.12,61.33,55.2,71.69,67.66,93.8,75.08
Himachal Pradesh,Lahaul & Spiti,2015,82.18,44.83,60.53,47.37,43.4,83.56,85.43
Uttar Pradesh,Lucknow,2019,66.27,88.75,83.23,99.52,97.52,76.57,19.86
Haryana,Jhajjar,2025,74.56,47.06,37.19,80.24,94.06,99.48,56.44
Bihar,Patna,2024,50.65,82.29,34.64,97.94,19.15,38.06,35.94
Telangana,Vikarabad,2018,72.73,19.55,40.23,17.96,71.34,27.94,78.54
Bihar,Begusarai,2019,93.9,11.24,16.74,54.15,11.16,94.86,15.81
Himachal Pradesh,Shimla,2020,35.05,21.88,94.77,37.84,57.7,31.8,17.73
West Bengal,Murshidabad,2016,74.97,19.43,11.9,95.42,68.17,47.15,60.47
Andhra Pradesh,Alluri Sitharama Raju,2021,94.77,53.95,48.72,83.89,40.68,85.15,92.29
Goa,North Goa,2016,13.66,69.13,83.61,77.35,69.44,91.98,26.94
Karnataka,Yadgir,2017,26.3,56.27,49.9,26.62,71.73,95.54,48.9
Manipur,Ukhrul,2022,23.92,99.36,60.66,57.06,91.42,67.6,84.57
West Bengal,Darjeeling,2025,30.63,73.22,72.12,11.44,46.51,26.65,33.21
Andhra Pradesh,Parvathipuram Manyam,2020,64.64,83.25,74.7,39.24,95.81,59.17,91.24
Chhattisgarh,Rajnandgaon,2025,52.04,75.52,25.55,47.78,77.92,30.71,30.53
Haryana,Gurugram,2020,85.07,90.5,50.71,30.7,82.95,68.99,88.82
Chhattisgarh,Bilaspur,2018,95.6,26.66,77.38,80.19,60.67,47.89,59.66
Uttar Pradesh,Kasganj,2022,94.13,11.55,35.97,48.24,38.49,29.51,46.03
Assam,Darrang,2020,92.91,21.43,70.15,47.97,38.5,38.06,75.08
Bihar,Begusarai,2025,87.43,49.58,94.7,75.05,60.07,65.73,18.08
Uttar Pradesh,Amroha,2020,42.63,56.81,13.46,32.71,57.01,12.71,30.64
Arunachal Pradesh,Dibang Valley,2021,24.15,93.29,48.96,36.76,60.0,11.18,55.31
Uttar Pradesh,Jalaun,2021,88.79,10.68,36.73,13.71,35.21,65.72,64.17
Assam,Kamrup,2020,38.14,31.2,86.04,98.36,81.63,16.01,40.1
Tripura,Unakoti,2023,23.33,89.38,50.89,81.93,77.71,79.18,82.77
Uttar Pradesh,Ghazipur,2023,44.63,12.66,92.28,99.93,91.15,34.83,78.08
Madhya Pradesh,Barwani,2018,86.54,43.68,56.89,98.13,26.47,88.28,84.78
Gujarat,Mahisagar,2017,74.61,96.05,64.5,12.51,93.8,10.46,35.47
Kerala,Thiruvananthapuram,2022,34.42,74.74,17.57,33.81,85.25,20.09,53.25
Goa,North Goa,2021,30.11,41.75,65.39,10.5,39.94,47.15,80.43
Uttar Pradesh,Gorakhpur,2015,31.12,98.02,68.12,24.49,43.89,61.63,73.19
Arunachal Pradesh,Siang,2018,53.28,40.27,55.62,47.25,80.23,58.75,82.12
Uttar Pradesh,Mathura,2015,73.94,98.43,37.52,18.02,64.04,35.07,30.16
Jharkhand,Ramgarh,2016,44.28,22.97,25.13,65.31,56.41,71.37,28.75
Bihar,Saharsa,2017,80.88,81.34,53.52,78.42,98.97,55.25,71.86
Bihar,Araria,2017,98.58,15.35,14.12,74.61,25.16,80.66,15.19
Tamil Nadu,Tirupathur,2019,36.88,48.42,70.69,48.87,30.11,91.44,68.66
Maharashtra,Mumbai Suburban,2024,16.73,76.96,31.77,18.65,13.77,51.39,39.87
Bihar,Darbhanga,2020,80.4,12.09,71.76,10.51,48.66,45.17,52.8
Maharashtra,Pune,2015,12.12,78.9,33.2,18.12,41.35,17.91,24.54
Jharkhand,Jamtara,2015,76.81,72.5,71.54,90.81,78.31,33.02,71.43
Bihar,Arwal,2016,36.11,47.77,77.33,74.8,42.87,37.93,39.51
Uttar Pradesh,Mainpuri,2018,96.16,67.88,22.03,27.8,55.89,61.25,77.8
Uttarakhand,Udham Singh Nagar,2019,43.21,54.24,57.55,39.61,94.08,36.52,76.61
Gujarat,Chhota Udepur,2022,83.73,65.18,71.48,97.64,93.8,89.5,91.75
Bihar,Lakhisarai,2022,92.2,72.86,73.22,33.83,31.86,25.71,11.78
Uttar Pradesh,Kushinagar,2025,67.01,25.6,88.06,15.59,29.35,77.95,99.8
Uttar Pradesh,Bareilly,2020,36.36,24.5,98.6,81.74,78.34,66.45,88.37
Rajasthan,Beawar,2017,98.71,70.78,61.94,66.51,96.27,16.4,90.81
Karnataka,Dharwad,2017,75.14,22.24,21.59,99.86,38.53,46.85,58.7
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2018,38.56,94.37,77.77,12.13,28.85,42.72,64.61
Haryana,Mahendragarh,2015,60.42,75.72,60.52,33.77,76.74,66.87,22.31
Madhya Pradesh,Rajgarh,2024,51.68,70.94,43.22,98.63,31.28,45.85,66.95
Bihar,Araria,2023,25.42,38.86,72.0,97.65,25.82,68.4,90.96
Madhya Pradesh,Morena,2018,59.38,51.86,80.01,68.19,22.26,86.19,60.31
Assam,Barpeta,2021,13.4,95.68,54.66,92.73,25.59,64.56,35.33
Telangana,Mulugu,2016,16.18,46.53,76.35,98.33,13.07,69.11,26.63
Odisha,Balasore,2019,81.04,92.01,52.26,75.95,83.43,95.41,78.39
Karnataka,Hassan,2016,55.26,53.58,26.41,88.82,20.43,92.86,18.03
