state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Maharashtra,Akola,2020,164,11,16,4822,248,115,587,1630,8,71,23,100.44,14.8,67.35,92.33,11385,4376
Maharashtra,Akola,2021,80,74,179,360,400,65,1500,1102,23,56,31,76.6,27.61,69.79,81.32,7872,1418
Maharashtra,Akola,2022,269,49,89,2004,404,94,1249,2037,39,71,34,74.14,28.39,65.45,93.13,11574,2847
Maharashtra,Akola,2023,113,13,14,1482,366,177,817,2546,27,40,32,199.68,52.06,70.22,65.64,7879,2451
Maharashtra,Akola,2024,277,74,69,3938,246,55,427,406,74,73,7,194.81,10.87,73.17,86.04,14243,1177
Maharashtra,Akola,2025,202,21,61,493,164,39,792,1772,6,37,9,174.83,30.12,73.78,85.65,3156,586
Maharashtra,Amravati,2015,238,58,45,2734,132,41,952,1794,22,37,15,114.69,10.7,73.7,96.43,12107,2442
Maharashtra,Amravati,2016,30,96,177,1930,373,12,1119,1371,118,15,19,197.44,30.7,68.42,87.54,11180,4690
Maharashtra,Amravati,2017,61,69,68,3540,203,85,356,2681,94,69,26,53.76,30.1,66.94,65.27,4233,1610
Maharashtra,Amravati,2018,227,116,112,3348,27,148,534,2050,81,13,24,89.0,44.84,74.53,89.29,4671,3148
Maharashtra,Amravati,2019,280,112,77,1473,61,187,133,1447,82,62,8,176.76,16.77,75.0,69.88,9674,1661
Maharashtra,Amravati,2020,38,110,92,1935,80,157,391,2260,12,53,36,182.71,48.95,68.83,75.03,9728,3718
Maharashtra,Amravati,2021,60,43,169,3441,414,62,194,1554,87,47,21,96.05,14.14,72.02,74.36,14952,4315
Maharashtra,Amravati,2022,180,65,8,3605,53,200,1332,2389,82,25,18,106.64,53.08,72.87,91.18,5511,3657
Maharashtra,Amravati,2023,185,22,187,4663,395,192,1247,2132,89,62,32,175.55,39.78,69.63,66.92,7926,522
Maharashtra,Amravati,2024,70,12,195,257,357,22,219,2222,63,51,7,131.25,56.86,71.17,94.91,10919,2073
Maharashtra,Amravati,2025,222,12,73,642,305,108,1271,2881,19,9,34,174.62,42.36,72.08,64.98,10621,1428
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2015,115,13,49,285,186,94,954,777,54,44,33,68.21,40.89,70.24,60.63,6308,2133
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,283,111,133,2123,405,153,1345,2415,28,48,19,128.1,19.92,65.66,91.97,8361,180
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,219,119,125,1885,135,154,1092,2087,41,16,26,150.85,31.47,70.88,68.62,11335,4307
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2018,44,22,39,3865,323,19,996,408,23,80,5,153.03,27.54,73.22,92.61,4212,1668
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2019,158,111,56,3825,175,170,956,1565,99,17,25,81.84,51.56,73.6,89.69,10656,4017
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,226,29,166,975,315,114,602,2675,22,44,15,73.23,39.88,66.06,82.0,6173,1331
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2021,178,115,110,832,345,84,677,436,5,60,18,130.72,21.38,67.15,61.4,14083,710
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,236,104,150,4002,358,127,1023,855,51,18,2,90.12,52.2,74.16,83.12,6533,795
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,250,17,154,4467,202,27,109,1688,5,34,14,178.94,33.49,68.81,97.62,11561,3479
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,85,100,37,940,186,39,499,879,75,76,40,173.13,38.76,71.36,68.56,5072,1228
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,174,95,88,4116,442,106,1140,1119,30,66,17,124.59,53.07,72.11,94.69,12704,3110
Maharashtra,Beed,2015,198,75,79,2940,348,148,225,897,62,11,16,191.09,48.29,69.27,60.04,3958,2768
Maharashtra,Beed,2016,30,13,51,2327,212,57,1074,2316,61,27,6,61.35,23.54,66.66,92.81,11790,1318
Maharashtra,Beed,2017,30,105,49,4103,79,61,1230,1088,24,6,5,182.77,21.03,72.67,70.75,11785,916
Maharashtra,Beed,2018,200,72,118,2066,439,130,1160,1780,35,38,23,59.13,56.29,74.53,77.41,4335,4431
Maharashtra,Beed,2019,230,50,10,374,251,11,1370,1678,94,14,40,87.96,20.94,69.68,75.64,2523,1387
Maharashtra,Beed,2020,103,27,57,2454,156,61,251,2046,77,20,24,55.5,47.61,74.98,97.25,6332,2689
Maharashtra,Beed,2021,39,94,61,1696,235,89,619,979,6,17,33,87.88,30.6,71.63,87.98,2344,945
Maharashtra,Beed,2022,205,25,28,3495,230,136,265,817,79,56,5,151.24,42.96,74.7,65.69,5820,1479
Maharashtra,Beed,2023,93,86,132,3890,201,115,581,2337,26,58,4,192.49,31.29,71.32,96.96,13262,4494
Maharashtra,Beed,2024,165,66,106,4073,458,77,1164,1062,54,8,33,160.01,26.03,72.16,82.73,2598,746
Maharashtra,Beed,2025,288,40,157,2742,299,92,1190,1820,69,6,12,87.5,40.93,68.97,71.21,9381,3446
Maharashtra,Bhandara,2015,288,30,9,4362,488,155,264,1161,67,17,29,50.06,45.87,72.08,88.66,13296,3227
Maharashtra,Bhandara,2016,268,93,82,4092,81,139,501,2692,101,80,25,119.04,17.88,71.56,64.78,12878,572
Maharashtra,Bhandara,2017,75,44,68,615,34,70,962,1147,34,59,6,188.41,44.73,72.95,95.88,14038,3366
Maharashtra,Bhandara,2018,127,44,93,4058,239,83,215,387,53,13,29,93.78,25.07,73.75,63.11,4483,1228
Maharashtra,Bhandara,2019,245,78,114,2454,122,155,1044,1059,103,54,31,101.15,55.77,65.25,64.46,6169,1425
Maharashtra,Bhandara,2020,142,43,188,4230,48,190,482,2603,99,17,36,175.9,53.16,70.59,84.07,5452,3949
Maharashtra,Bhandara,2021,237,120,178,2390,259,24,502,1642,104,27,4,66.32,29.39,70.62,65.52,11124,747
Maharashtra,Bhandara,2022,51,79,143,2797,289,194,1467,2526,109,33,2,97.82,32.73,67.74,89.6,13373,3555
Maharashtra,Bhandara,2023,198,96,200,3039,122,57,723,1384,102,72,3,148.18,59.0,69.37,69.6,4812,2272
Maharashtra,Bhandara,2024,227,79,79,3663,33,194,650,681,34,13,14,83.91,23.53,68.14,83.96,7347,3469
Maharashtra,Bhandara,2025,49,106,85,3062,320,194,970,1410,108,45,7,182.1,27.2,69.97,84.13,6058,4743
Maharashtra,Buldhana,2015,185,18,117,4961,238,26,808,454,64,16,13,188.43,34.58,72.09,92.21,8919,354
Maharashtra,Buldhana,2016,144,25,55,4384,118,7,1163,1996,41,20,40,110.0,45.71,70.55,72.87,14171,3800
Maharashtra,Buldhana,2017,144,78,177,2824,72,109,420,1331,59,43,36,122.25,38.12,66.87,84.46,9021,2916
Maharashtra,Buldhana,2018,122,114,61,1381,78,76,1487,1020,16,7,22,165.61,58.77,71.31,62.05,8339,4423
Maharashtra,Buldhana,2019,285,30,174,633,477,136,854,2531,65,53,30,75.12,39.29,73.0,67.42,9433,458
Maharashtra,Buldhana,2020,180,53,179,2995,241,17,1173,2666,62,75,40,125.78,35.16,73.33,60.55,13568,4495
Maharashtra,Buldhana,2021,277,23,13,4197,325,22,1350,254,86,10,27,63.08,51.69,70.03,74.24,7088,2846
Maharashtra,Buldhana,2022,76,36,24,3377,353,37,1229,1421,48,30,12,76.27,54.83,68.42,93.0,2142,1023
Maharashtra,Buldhana,2023,25,27,96,4346,383,40,1298,1092,18,67,39,149.54,41.97,72.02,61.27,14897,2576
Maharashtra,Buldhana,2024,215,52,134,4487,277,70,1228,2738,64,5,2,150.74,52.27,69.2,95.03,5299,233
Maharashtra,Buldhana,2025,165,40,170,3800,492,66,522,2092,53,51,14,125.79,15.2,72.54,65.68,14335,180
Maharashtra,Chandrapur,2015,233,29,9,4757,485,168,272,2296,17,55,25,184.35,39.16,69.51,91.62,3958,373
Maharashtra,Chandrapur,2016,229,75,113,572,86,100,952,917,19,20,18,155.56,24.44,72.13,93.73,11403,4937
Maharashtra,Chandrapur,2017,286,44,9,3180,99,94,544,2292,69,50,33,164.99,32.13,72.64,66.93,5316,3044
Maharashtra,Chandrapur,2018,40,59,194,1090,72,28,423,211,69,17,2,161.65,59.67,68.84,83.69,3459,1109
Maharashtra,Chandrapur,2019,145,38,144,580,338,126,933,1713,15,76,4,141.73,36.04,68.73,76.02,13549,954
Maharashtra,Chandrapur,2020,51,117,148,3128,57,89,994,2330,13,63,40,189.38,23.31,72.95,76.68,12222,2925
Maharashtra,Chandrapur,2021,279,40,89,3364,145,197,1315,2401,115,59,30,180.91,44.08,69.68,71.31,4528,2949
Maharashtra,Chandrapur,2022,156,21,19,2699,284,161,1322,1613,79,77,22,111.48,25.33,72.7,68.0,4043,1958
Maharashtra,Chandrapur,2023,146,57,199,715,200,24,723,1013,103,13,30,194.71,30.98,67.71,84.18,8309,1487
Maharashtra,Chandrapur,2024,217,57,142,2956,196,66,846,338,94,47,11,67.42,19.64,72.29,73.41,10349,1762
Maharashtra,Chandrapur,2025,217,111,32,2853,98,82,670,1572,99,55,11,175.95,55.12,66.66,92.73,13416,3252
Maharashtra,Dhule,2015,156,27,106,2351,21,110,995,634,27,22,10,142.77,57.72,71.93,82.89,4055,994
Maharashtra,Dhule,2016,251,10,9,2404,285,149,496,2439,25,35,18,122.94,39.32,65.45,80.76,8142,3458
Maharashtra,Dhule,2017,104,22,160,4020,353,96,830,1053,103,37,31,142.72,42.64,69.59,60.93,6411,1566
Maharashtra,Dhule,2018,187,114,148,589,406,195,643,448,42,53,38,54.02,37.79,69.53,78.85,4289,2880
Maharashtra,Dhule,2019,166,18,144,211,120,101,590,1743,37,15,20,143.03,12.38,72.99,85.37,10123,3232
Maharashtra,Dhule,2020,102,51,180,1394,170,32,170,2517,33,16,8,76.14,15.1,67.65,68.0,8946,1896
Maharashtra,Dhule,2021,202,10,118,1314,164,112,1371,2754,57,35,38,89.32,23.1,71.11,95.49,14003,637
Maharashtra,Dhule,2022,118,103,28,626,78,157,256,325,31,41,13,87.25,14.9,73.89,60.21,2955,1770
Maharashtra,Dhule,2023,265,70,17,656,297,123,827,631,12,33,38,174.64,24.79,70.51,88.07,6446,4430
Maharashtra,Dhule,2024,278,75,30,484,254,132,1274,1451,98,43,30,57.5,46.11,72.68,82.57,8671,1247
Maharashtra,Dhule,2025,95,75,66,3003,84,177,1396,1668,83,35,5,161.69,37.89,67.96,62.15,3588,3976
Maharashtra,Gadchiroli,2015,246,61,174,3079,355,155,938,1537,13,34,40,181.12,31.36,70.69,94.77,3774,4457
Maharashtra,Gadchiroli,2016,196,85,111,3938,386,116,1039,1583,96,9,25,62.99,28.02,68.02,86.7,4342,2020
Maharashtra,Gadchiroli,2017,165,28,119,3167,197,146,643,133,82,79,40,194.21,11.87,70.68,76.42,11887,645
Maharashtra,Gadchiroli,2018,144,7,182,228,354,150,605,264,75,21,23,60.27,29.14,67.96,64.68,13053,699
Maharashtra,Gadchiroli,2019,195,73,186,4888,162,16,93,2309,102,58,37,104.89,48.93,72.66,63.41,10427,208
Maharashtra,Gadchiroli,2020,59,86,73,2081,412,19,1116,1025,22,16,3,146.26,24.22,66.82,60.86,5695,4093
Maharashtra,Gadchiroli,2021,208,26,49,3727,350,96,1096,353,83,66,36,101.56,11.27,71.55,93.86,13355,2583
Maharashtra,Gadchiroli,2022,206,68,111,2483,454,165,1228,2396,78,74,20,172.62,33.36,70.18,86.11,10875,4286
Maharashtra,Gadchiroli,2023,45,65,115,342,266,23,1156,2036,48,24,13,177.87,35.59,72.54,95.97,6862,2692
Maharashtra,Gadchiroli,2024,56,60,174,4770,265,180,1479,2322,66,9,36,182.93,33.45,69.26,63.49,9332,4439
Maharashtra,Gadchiroli,2025,88,59,119,2886,129,94,867,2955,72,70,25,187.2,50.63,70.32,85.34,7852,3262
Maharashtra,Gondia,2015,34,26,68,2462,37,95,548,660,111,46,2,171.58,23.08,72.8,88.68,3766,222
Maharashtra,Gondia,2016,112,94,140,3092,385,163,848,422,36,15,15,51.83,40.02,67.67,96.17,5554,2938
Maharashtra,Gondia,2017,71,93,164,3628,82,17,54,1535,46,70,11,62.02,18.35,72.88,89.64,11949,2767
Maharashtra,Gondia,2018,87,83,132,489,272,102,1366,2156,56,17,23,169.12,58.16,65.46,86.99,11742,258
Maharashtra,Gondia,2019,169,97,55,2783,356,146,159,1193,50,10,22,59.82,16.59,68.83,74.82,2433,149
Maharashtra,Gondia,2020,218,23,137,1384,423,57,1292,216,80,28,10,64.09,37.01,67.25,86.76,10334,113
Maharashtra,Gondia,2021,168,18,163,1960,83,114,1078,2005,106,77,32,182.89,51.99,68.22,85.24,6123,4715
Maharashtra,Gondia,2022,233,103,89,3583,408,9,1202,2802,82,61,24,95.0,52.29,69.31,97.83,6074,2095
Maharashtra,Gondia,2023,263,90,59,1824,259,64,766,1810,110,59,17,77.21,51.87,68.99,64.02,12484,4715
Maharashtra,Gondia,2024,42,58,97,1267,29,156,350,557,107,32,35,182.77,43.81,66.27,62.25,5119,4789
Maharashtra,Gondia,2025,143,32,148,4827,162,169,1326,1914,112,71,2,134.67,40.09,73.07,64.1,10797,4809
Maharashtra,Hingoli,2015,193,114,187,3136,117,15,508,1980,114,53,28,183.82,54.22,68.41,90.77,2185,1330
Maharashtra,Hingoli,2016,63,27,103,597,209,53,1158,685,34,18,4,50.54,11.36,74.27,61.38,4628,4842
Maharashtra,Hingoli,2017,151,14,69,4963,285,53,61,637,68,9,40,172.31,48.74,71.71,94.63,6786,3533
Maharashtra,Hingoli,2018,74,49,23,2300,148,55,1439,2575,6,31,32,103.68,30.19,71.71,70.98,2981,4576
Maharashtra,Hingoli,2019,146,61,163,3371,472,170,1014,1937,40,21,16,180.7,53.99,73.41,94.76,8876,4711
Maharashtra,Hingoli,2020,223,56,5,4914,473,93,1213,1921,113,20,30,63.52,21.42,74.54,94.32,11324,2467
Maharashtra,Hingoli,2021,175,48,187,1135,45,13,809,1548,120,10,30,92.69,32.12,71.36,63.48,7751,2542
Maharashtra,Hingoli,2022,128,110,138,3375,389,46,958,1698,55,66,7,175.83,27.96,71.41,74.7,5318,2094
Maharashtra,Hingoli,2023,285,108,175,1089,92,36,991,1165,46,6,8,186.28,48.34,72.25,89.84,12092,3842
Maharashtra,Hingoli,2024,116,38,170,1187,383,61,133,1082,42,73,39,150.42,33.06,73.32,74.33,6847,2104
Maharashtra,Hingoli,2025,140,86,157,3579,117,44,1089,2809,90,13,19,99.06,24.43,74.62,68.19,12176,3340
Maharashtra,Jalgaon,2015,296,34,145,2417,21,42,782,783,53,37,5,159.7,51.35,72.68,92.52,14315,1389
Maharashtra,Jalgaon,2016,290,40,137,1375,120,59,457,1127,14,77,27,59.92,26.16,69.73,85.75,4946,1371
Maharashtra,Jalgaon,2017,21,52,104,3765,121,35,772,1878,59,68,19,197.34,11.74,70.6,66.12,13044,928
Maharashtra,Jalgaon,2018,288,83,131,2343,473,85,228,751,64,24,27,139.93,29.15,69.3,63.99,5355,4887
Maharashtra,Jalgaon,2019,275,65,160,4106,87,199,1328,2019,60,67,18,185.86,16.55,68.55,83.58,14406,3201
Maharashtra,Jalgaon,2020,266,95,57,2250,362,41,252,459,14,57,32,193.82,35.74,71.05,78.89,8327,2525
Maharashtra,Jalgaon,2021,27,44,109,1270,361,176,146,2746,26,74,22,132.37,43.71,71.62,92.39,12116,2069
Maharashtra,Jalgaon,2022,155,115,82,456,456,104,203,331,32,48,15,125.55,25.93,73.79,69.2,5203,1600
Maharashtra,Jalgaon,2023,197,37,185,1329,54,84,710,2267,58,19,8,57.01,49.84,72.62,90.77,10089,1344
Maharashtra,Jalgaon,2024,112,107,122,324,410,77,396,449,111,47,14,51.99,54.78,67.06,81.73,3358,1967
Maharashtra,Jalgaon,2025,44,95,41,3269,78,155,878,453,16,51,16,196.32,18.38,71.74,79.82,10321,1340
Maharashtra,Jalna,2015,177,14,200,790,382,9,1049,2269,64,66,17,187.08,42.46,73.13,89.85,3957,392
Maharashtra,Jalna,2016,193,27,67,3218,474,71,1416,1684,47,18,6,114.82,37.04,71.08,89.28,8217,496
Maharashtra,Jalna,2017,164,91,134,2964,209,182,863,1247,113,56,25,124.27,36.17,67.7,75.6,7823,2889
Maharashtra,Jalna,2018,68,13,76,3337,343,110,1314,377,117,29,15,67.13,13.33,74.58,74.26,2557,3877
Maharashtra,Jalna,2019,82,46,103,333,410,142,1126,2152,96,78,16,105.6,25.62,65.01,85.47,10775,3463
Maharashtra,Jalna,2020,54,74,83,672,160,68,1013,250,40,72,25,119.45,48.14,74.91,92.6,4772,1732
Maharashtra,Jalna,2021,73,103,185,4591,96,171,927,1475,59,47,35,119.53,30.59,72.39,64.7,4189,325
Maharashtra,Jalna,2022,289,37,62,1391,400,125,1436,2069,41,17,20,172.1,58.07,72.64,77.14,8199,4019
Maharashtra,Jalna,2023,293,47,133,2443,380,80,839,294,118,61,24,192.68,47.78,74.15,66.28,7899,3756
Maharashtra,Jalna,2024,175,12,36,1208,190,86,1379,2688,94,29,32,50.93,43.48,65.45,85.64,6617,4129
Maharashtra,Jalna,2025,275,60,155,1810,257,108,862,471,80,75,39,59.63,43.69,72.53,81.6,2384,2020
Maharashtra,Kolhapur,2015,300,58,198,420,311,102,621,2525,19,68,25,192.01,55.58,73.69,97.46,8943,4842
Maharashtra,Kolhapur,2016,195,47,82,1897,262,54,517,1966,55,62,37,53.44,20.82,72.14,96.83,6398,4396
Maharashtra,Kolhapur,2017,135,27,134,4311,102,186,972,1536,43,43,9,56.74,47.79,70.08,71.11,2494,2760
Maharashtra,Kolhapur,2018,173,33,170,2581,140,119,1055,2802,12,37,24,144.8,28.5,72.85,83.51,11786,4347
Maharashtra,Kolhapur,2019,148,106,77,2850,85,90,77,1892,113,13,39,172.5,11.23,68.77,79.65,6504,2809
Maharashtra,Kolhapur,2020,55,101,91,284,313,181,512,2170,102,40,31,161.72,32.52,67.13,61.65,14716,3929
Maharashtra,Kolhapur,2021,132,96,185,4096,335,131,911,2642,119,36,23,173.89,26.95,66.49,92.62,2479,4276
Maharashtra,Kolhapur,2022,256,117,86,2451,233,199,716,1366,49,59,9,114.85,46.9,73.02,64.94,10365,1388
Maharashtra,Kolhapur,2023,136,48,102,4145,455,181,960,1010,56,6,35,135.33,41.09,73.74,67.63,4639,2763
Maharashtra,Kolhapur,2024,133,38,136,2683,317,174,68,1165,29,27,28,74.13,38.95,65.41,61.97,10147,1988
Maharashtra,Kolhapur,2025,212,79,178,1592,223,163,912,1999,111,72,18,184.26,15.17,74.05,96.21,14204,4026
Maharashtra,Latur,2015,116,50,160,4458,445,81,1417,1651,105,76,27,132.77,51.78,69.76,97.65,5998,1259
Maharashtra,Latur,2016,184,64,111,1259,279,60,421,1015,50,63,28,82.02,50.19,74.9,70.43,2278,3971
Maharashtra,Latur,2017,45,23,95,1175,95,12,288,1505,52,31,23,192.71,23.85,72.53,95.16,7483,552
Maharashtra,Latur,2018,295,78,172,3021,321,118,519,1557,14,9,31,167.86,44.96,66.08,87.74,14906,311
Maharashtra,Latur,2019,44,74,19,3231,34,122,400,2327,103,47,21,92.63,40.22,65.17,91.22,2110,205
Maharashtra,Latur,2020,217,69,173,1510,96,184,651,2810,32,55,30,122.01,36.61,67.69,64.9,3191,3176
Maharashtra,Latur,2021,300,82,143,671,112,32,1113,251,80,14,8,109.98,40.03,70.37,64.07,14295,3717
Maharashtra,Latur,2022,298,28,162,1778,442,170,609,1599,46,39,19,172.99,51.41,73.39,67.97,12059,742
Maharashtra,Latur,2023,118,43,114,3851,410,15,1429,1037,66,72,13,180.65,57.63,67.51,89.36,6531,3668
Maharashtra,Latur,2024,230,104,64,2286,114,123,789,2565,13,28,9,175.36,10.73,71.3,70.32,7898,587
Maharashtra,Latur,2025,119,21,36,2968,220,182,1086,2969,82,66,12,131.91,27.88,67.7,64.26,12156,3840
Maharashtra,Mumbai City,2015,72,104,149,1985,102,149,395,1676,87,47,22,169.22,43.99,66.84,96.69,12487,3638
Maharashtra,Mumbai City,2016,172,87,181,4809,148,15,845,1551,19,51,15,197.44,56.2,72.73,75.01,6495,1142
Maharashtra,Mumbai City,2017,191,10,55,1962,184,161,1435,2156,31,72,25,74.59,53.5,74.46,77.06,12117,2824
Maharashtra,Mumbai City,2018,93,97,190,4055,130,121,229,182,82,22,7,154.23,53.29,67.92,84.27,7360,2815
Maharashtra,Mumbai City,2019,170,106,196,2567,159,188,716,1776,68,60,8,198.3,51.19,66.66,97.77,8136,3428
Maharashtra,Mumbai City,2020,117,42,65,1706,270,194,242,628,18,70,26,144.82,42.79,72.89,71.7,13026,916
Maharashtra,Mumbai City,2021,114,112,159,3541,384,147,965,1887,26,40,20,100.6,14.29,67.52,72.52,3801,962
Maharashtra,Mumbai City,2022,179,41,115,2515,173,42,253,1755,31,66,33,117.44,18.16,71.62,97.56,11085,4806
Maharashtra,Mumbai City,2023,89,77,5,1134,363,113,1080,454,73,72,28,74.8,21.65,68.6,86.9,8117,3514
Maharashtra,Mumbai City,2024,196,16,88,808,225,175,1059,2899,35,70,17,167.34,39.51,66.16,88.39,9370,4811
Maharashtra,Mumbai City,2025,31,30,125,868,124,20,844,1550,95,75,15,63.99,54.44,69.73,91.37,8062,4533
Maharashtra,Mumbai Suburban,2015,114,79,186,324,130,15,643,2649,27,69,14,143.32,23.63,69.71,82.43,14739,3933
Maharashtra,Mumbai Suburban,2016,200,59,150,735,488,128,796,1697,10,16,8,172.16,50.14,69.87,85.98,4057,4748
Maharashtra,Mumbai Suburban,2017,142,17,64,799,432,185,1334,966,113,33,2,116.1,52.51,69.05,88.33,8286,321
Maharashtra,Mumbai Suburban,2018,271,57,149,1637,387,29,163,1646,31,45,16,192.32,32.39,72.67,78.06,5742,3685
Maharashtra,Mumbai Suburban,2019,129,93,160,4731,28,27,617,1012,52,49,3,155.22,10.62,74.42,89.03,14139,1734
Maharashtra,Mumbai Suburban,2020,27,101,21,3904,343,165,366,305,18,34,5,193.92,36.74,73.22,73.53,11591,4665
Maharashtra,Mumbai Suburban,2021,247,68,153,4769,294,166,84,1453,73,35,29,77.03,22.26,70.73,89.99,6323,4664
Maharashtra,Mumbai Suburban,2022,176,18,170,894,304,160,557,2811,19,12,15,173.76,36.61,65.76,81.17,3104,4657
Maharashtra,Mumbai Suburban,2023,283,100,137,865,253,26,1048,2792,35,19,20,104.41,48.11,71.33,77.98,2598,3551
Maharashtra,Mumbai Suburban,2024,55,83,55,2690,361,7,932,1101,13,45,33,180.63,34.43,70.21,86.88,7662,2688
Maharashtra,Mumbai Suburban,2025,47,50,121,4995,218,180,1468,1550,59,45,36,160.46,53.77,67.48,95.72,6695,4954
Maharashtra,Nagpur,2015,94,36,42,4604,96,12,616,1912,14,11,2,112.74,12.31,70.9,86.21,11563,4611
Maharashtra,Nagpur,2016,235,82,12,3322,262,96,1443,2676,117,25,37,52.8,41.67,65.69,65.11,14340,4842
Maharashtra,Nagpur,2017,196,79,133,3082,346,172,1393,2284,94,21,30,198.46,49.28,68.52,90.75,7526,3660
Maharashtra,Nagpur,2018,148,91,158,3322,182,102,1171,2881,37,50,26,136.74,37.44,73.82,73.55,12067,2655
Maharashtra,Nagpur,2019,242,55,51,490,222,117,1265,632,23,25,31,188.89,38.38,68.68,65.32,2248,4545
Maharashtra,Nagpur,2020,46,72,150,2180,162,172,1290,2989,56,35,4,63.26,13.77,74.61,81.05,8266,3163
Maharashtra,Nagpur,2021,197,35,119,798,498,180,1247,109,18,24,24,50.84,43.07,69.69,78.35,13812,2695
Maharashtra,Nagpur,2022,22,119,33,4333,214,103,1094,2749,36,18,25,114.34,34.0,70.43,65.09,11849,4148
Maharashtra,Nagpur,2023,153,102,12,2747,39,92,422,2120,36,62,40,195.97,55.03,66.58,64.04,7069,2656
Maharashtra,Nagpur,2024,97,114,83,4875,417,138,1209,1278,107,10,12,174.52,31.75,68.84,60.76,6837,2197
Maharashtra,Nagpur,2025,66,105,196,4872,441,170,1392,711,47,5,26,133.77,16.03,70.65,94.27,14113,4196
Maharashtra,Nanded,2015,46,20,127,3984,332,79,868,1758,36,79,15,185.33,21.9,74.6,83.17,5769,2170
Maharashtra,Nanded,2016,143,49,38,3125,95,46,112,2951,65,40,16,98.86,54.68,66.07,66.4,12924,2680
Maharashtra,Nanded,2017,130,21,136,4859,201,46,174,1223,7,30,39,153.31,24.42,70.57,94.6,7319,1402
Maharashtra,Nanded,2018,165,75,186,1084,312,69,457,1980,88,10,24,177.65,31.4,73.81,72.77,11185,1744
Maharashtra,Nanded,2019,167,45,75,1984,394,46,294,1198,86,6,13,110.17,58.53,65.24,60.58,4123,3559
Maharashtra,Nanded,2020,232,91,61,2716,447,141,648,874,59,29,9,171.11,23.94,69.64,93.42,10257,1385
Maharashtra,Nanded,2021,82,84,166,3259,387,134,1152,2279,58,42,32,121.68,27.65,66.41,93.68,6712,4491
Maharashtra,Nanded,2022,261,17,120,2437,256,156,872,2709,22,24,10,139.93,32.12,71.55,72.02,13759,992
Maharashtra,Nanded,2023,39,48,48,4154,285,111,104,667,94,12,39,184.68,57.05,66.65,62.61,9548,3994
Maharashtra,Nanded,2024,146,36,63,1286,57,40,764,2786,120,49,35,52.16,26.48,74.61,94.26,10939,2480
Maharashtra,Nanded,2025,154,11,174,2603,375,40,940,873,9,15,22,164.5,55.72,69.55,72.39,2613,3745
Maharashtra,Nandurbar,2015,179,27,167,592,451,156,854,108,108,25,25,70.41,38.92,69.48,65.43,13462,2478
Maharashtra,Nandurbar,2016,83,100,142,3533,484,58,1145,379,108,71,8,100.31,36.16,74.62,85.7,14589,1414
Maharashtra,Nandurbar,2017,176,71,68,3780,67,102,332,1502,33,72,40,94.61,15.49,70.37,60.57,10604,2479
Maharashtra,Nandurbar,2018,43,115,195,876,199,171,926,2088,69,21,3,148.49,27.18,70.6,97.55,2002,2204
Maharashtra,Nandurbar,2019,250,60,11,980,390,164,309,289,21,20,14,146.37,42.1,74.62,88.87,5111,3352
Maharashtra,Nandurbar,2020,55,36,106,3044,273,51,1441,2615,65,13,12,139.67,26.24,72.89,75.56,10052,2830
Maharashtra,Nandurbar,2021,101,74,58,4404,116,146,651,2690,85,50,3,171.81,22.7,71.71,83.32,3185,4297
Maharashtra,Nandurbar,2022,193,22,15,3970,270,32,1184,637,62,30,23,147.38,10.35,71.48,64.32,2619,180
Maharashtra,Nandurbar,2023,142,100,84,2520,411,141,752,1850,6,57,17,80.28,42.73,68.71,96.79,10972,638
Maharashtra,Nandurbar,2024,224,31,112,3690,232,169,632,894,76,48,36,123.93,32.66,69.52,74.47,8703,597
Maharashtra,Nandurbar,2025,246,42,80,972,122,181,1376,2136,37,27,4,187.87,32.43,65.69,86.53,7544,1497
Maharashtra,Nashik,2015,46,115,181,1467,307,164,1079,2006,47,25,3,80.66,16.33,70.03,61.15,8595,3813
Maharashtra,Nashik,2016,78,86,152,1862,436,38,139,1715,116,47,14,89.27,42.68,70.76,93.25,7241,976
Maharashtra,Nashik,2017,45,94,179,3349,38,163,1444,127,45,78,13,120.92,34.89,70.8,80.89,14458,3227
Maharashtra,Nashik,2018,222,42,135,3733,247,7,378,716,63,23,21,56.04,17.83,70.17,70.93,5924,4343
Maharashtra,Nashik,2019,44,71,166,4263,406,73,137,1951,113,15,13,177.65,52.15,73.77,86.56,12202,4628
Maharashtra,Nashik,2020,225,50,47,3281,191,107,310,869,92,53,17,76.28,44.17,65.42,64.81,10331,4592
