state,district,year,internet_users,broadband_users,mobile_subscribers,internet_penetration,5g_coverage,data_usage,digital_services
Gujarat,Bharuch,2015,92.63,36.39,71.65,98.03,23.22,49.29,84.5
Uttar Pradesh,Hamirpur,2024,35.49,22.32,27.37,37.0,70.83,17.94,48.31
Odisha,Kendujhar (Keonjhar),2024,11.6,48.02,39.18,51.06,35.1,35.06,54.17
Karnataka,Shivamogga,2017,77.08,36.68,45.55,38.6,52.03,37.65,75.17
Gujarat,Porbandar,2015,31.18,15.81,51.54,27.32,45.23,77.65,36.87
Manipur,Jiribam,2023,68.47,69.1,51.56,10.01,60.75,46.26,65.26
Rajasthan,Sri Ganganagar,2022,17.21,29.77,87.39,61.04,75.99,84.31,64.14
Bihar,Arwal,2023,99.63,33.96,81.09,70.08,32.45,17.02,59.41
Maharashtra,Jalna,2021,57.97,24.79,34.29,20.42,17.16,57.79,17.5
Karnataka,Chamarajanagar,2022,35.58,22.54,78.74,13.71,68.33,68.17,61.74
Uttar Pradesh,Shravasti,2022,16.99,63.1,34.84,49.52,59.25,43.43,21.21
Arunachal Pradesh,Changlang,2025,70.57,21.88,76.88,45.89,84.01,91.33,78.72
Andhra Pradesh,Palnadu,2015,37.82,66.15,48.01,80.04,80.31,77.08,32.24
Gujarat,Amreli,2023,87.84,59.96,96.05,84.18,69.78,61.69,35.23
Kerala,Kozhikode,2022,21.16,55.11,32.2,13.89,29.97,55.98,76.71
Karnataka,Ramanagara,2015,72.97,64.1,16.18,46.29,42.51,55.15,81.71
Maharashtra,Latur,2023,19.39,15.28,30.22,63.12,16.5,62.78,63.78
Uttar Pradesh,Kaushambi,2017,99.44,97.05,45.2,38.43,32.47,52.03,25.08
Uttar Pradesh,Kushinagar,2017,49.77,30.71,41.99,51.79,29.22,87.7,44.62
Odisha,Boudh,2020,16.61,87.55,49.95,81.33,24.35,44.43,57.82
Kerala,Thiruvananthapuram,2019,47.55,77.69,59.58,28.97,21.7,66.37,30.5
Madhya Pradesh,Sidhi,2017,86.26,22.42,63.03,49.56,98.74,33.74,82.48
Gujarat,Navsari,2023,27.28,50.27,95.18,70.29,41.3,55.46,97.93
Uttar Pradesh,Kanpur Nagar,2015,22.69,34.46,95.1,33.27,81.6,34.93,79.97
Nagaland,Peren,2022,31.29,71.33,41.15,18.59,65.24,51.33,65.37
Uttarakhand,Champawat,2019,52.19,95.95,14.53,54.78,14.76,50.3,77.25
Tamil Nadu,Sivaganga,2019,91.03,12.76,74.32,51.4,48.0,73.31,88.78
Karnataka,Hassan,2020,65.47,63.36,48.75,14.21,33.05,70.39,65.27
Odisha,Kalahandi,2017,91.4,95.37,97.91,38.09,91.73,47.4,19.4
Maharashtra,Bhandara,2024,98.3,12.08,16.7,74.19,25.4,67.4,21.29
Gujarat,Mahisagar,2017,58.66,73.73,33.57,18.22,28.51,18.18,28.98
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2022,15.23,94.81,21.96,46.69,13.75,84.66,72.73
Uttar Pradesh,Baghpat,2015,90.98,50.08,43.31,18.15,96.68,70.19,23.38
Odisha,Balasore,2019,44.11,52.91,79.92,15.2,66.94,35.1,19.12
Madhya Pradesh,Bhopal,2025,45.53,20.63,78.14,12.87,44.16,32.86,37.21
Uttar Pradesh,Lakhimpur Kheri,2023,53.0,58.6,39.51,37.85,57.16,14.56,24.52
Chhattisgarh,Kanker,2021,17.34,64.82,23.9,21.22,79.29,80.76,13.35
Uttar Pradesh,Ayodhya,2022,20.54,36.48,16.68,71.25,58.71,21.0,20.09
Bihar,Bhagalpur,2023,53.61,58.17,98.71,79.29,93.8,26.32,56.43
Madhya Pradesh,Tikamgarh,2015,88.9,75.77,87.71,26.87,41.3,80.26,55.71
Rajasthan,Pali,2018,16.68,90.75,96.48,58.74,36.36,52.21,39.81
Uttar Pradesh,Jalaun,2021,68.69,46.13,82.29,72.45,48.41,15.86,45.88
Andhra Pradesh,Kurnool,2015,37.21,97.95,13.58,19.0,99.36,58.7,28.08
Uttar Pradesh,Balrampur,2016,14.82,34.88,84.1,16.94,77.32,34.56,22.49
Meghalaya,South West Khasi Hills,2018,45.99,78.97,43.21,42.79,80.04,16.49,73.93
Uttar Pradesh,Shamli,2024,55.94,16.82,38.32,78.86,30.49,31.53,28.94
Madhya Pradesh,Harda,2021,23.35,71.94,57.86,91.96,41.61,96.61,49.26
Tamil Nadu,Thanjavur,2021,14.38,59.86,50.49,42.47,16.8,73.23,16.09
Chhattisgarh,Mahasamund,2015,75.17,69.41,81.96,34.83,38.3,23.7,40.07
Punjab,Fazilka,2023,24.95,87.99,76.44,75.33,48.91,78.42,98.05
Uttar Pradesh,Amroha,2016,47.36,92.38,48.29,33.19,17.05,25.88,16.0
Meghalaya,East Garo Hills,2023,98.95,91.9,73.28,89.06,60.83,11.2,69.14
West Bengal,Malda,2019,80.01,59.5,57.11,69.74,49.0,22.45,79.27
Nagaland,Longleng,2018,25.7,64.34,23.06,13.59,26.72,26.98,40.57
Punjab,Gurdaspur,2021,78.16,61.15,81.82,50.89,18.19,44.54,98.61
Karnataka,Mandya,2023,66.4,95.58,46.28,69.71,20.48,89.87,53.74
Odisha,Angul,2015,72.91,64.24,94.67,21.12,91.75,77.34,71.1
Rajasthan,Beawar,2023,64.81,27.77,11.34,11.82,77.84,14.9,24.11
Madhya Pradesh,Mandsaur,2019,39.92,34.19,24.73,85.07,93.38,84.54,35.28
Uttar Pradesh,Lalitpur,2023,89.46,61.18,23.88,18.12,96.22,96.86,23.32
Andhra Pradesh,NTR,2016,79.97,43.8,17.76,96.76,55.03,48.58,27.04
Bihar,Aurangabad,2017,21.43,83.95,57.19,71.04,58.18,26.44,94.72
Rajasthan,Jaipur,2016,59.32,95.23,50.97,50.93,19.27,13.97,33.02
Rajasthan,Jaipur,2015,74.24,18.76,78.89,52.13,31.39,88.71,93.04
Sikkim,Gyalshing,2025,65.7,69.19,45.38,35.55,29.12,42.84,78.13
Uttar Pradesh,Saharanpur,2021,61.92,61.68,42.76,17.27,51.58,15.75,92.37
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2015,17.89,19.73,41.25,78.97,33.52,60.27,61.99
Uttar Pradesh,Meerut,2025,45.23,87.75,99.45,42.46,55.28,87.05,44.18
Madhya Pradesh,Chhindwara,2019,56.45,70.4,55.86,86.46,61.86,62.64,69.37
Chhattisgarh,Narayanpur,2025,68.68,55.44,96.75,26.6,12.85,13.65,29.22
Bihar,Samastipur,2018,43.18,35.26,93.83,24.93,73.22,78.38,82.46
Karnataka,Ramanagara,2025,75.04,85.02,11.31,49.85,33.63,46.2,51.1
Tamil Nadu,Nagapattinam,2016,26.73,52.17,28.4,13.78,10.72,27.94,61.18
Arunachal Pradesh,West Kameng,2021,22.36,81.28,10.75,23.74,96.12,58.28,96.9
Bihar,Bhojpur,2018,12.57,43.04,39.86,22.83,32.43,43.77,73.66
Gujarat,Bharuch,2017,32.92,30.77,55.76,97.77,86.61,11.98,54.04
Karnataka,Chamarajanagar,2022,52.2,32.92,51.78,56.71,26.45,23.05,17.44
Tamil Nadu,Ranipet,2016,73.65,68.54,61.83,33.42,19.98,63.14,38.41
Andhra Pradesh,Prakasam,2018,25.01,66.91,85.25,59.95,50.79,23.16,46.64
Punjab,Hoshiarpur,2017,10.97,93.15,93.24,35.77,70.56,54.37,79.08
Nagaland,Kohima,2025,58.85,93.13,51.3,20.28,63.24,68.08,67.3
Madhya Pradesh,Khargone,2020,62.64,22.77,26.08,40.79,86.1,47.14,33.64
Chhattisgarh,Korba,2024,46.25,75.3,15.97,18.64,81.36,84.76,44.18
Uttar Pradesh,Ballia,2016,91.6,25.36,71.8,25.75,17.42,85.95,52.75
Bihar,Sheikhpura,2025,85.95,30.46,27.07,55.23,81.44,55.2,92.33
Kerala,Thiruvananthapuram,2024,30.89,31.06,17.65,87.44,56.09,77.93,12.57
Uttar Pradesh,Saharanpur,2020,12.28,24.88,64.89,21.53,11.52,79.47,83.98
Uttar Pradesh,Ayodhya,2016,27.72,88.47,12.55,41.17,16.67,15.35,39.28
Goa,North Goa,2023,75.39,97.98,79.7,21.8,29.79,81.44,72.72
Karnataka,Bagalkot,2017,15.22,52.1,23.11,82.48,70.82,63.49,15.66
Chhattisgarh,Bilaspur,2023,26.56,91.83,70.92,12.51,65.95,23.15,93.55
Kerala,Kozhikode,2024,92.78,82.9,58.12,79.68,85.69,46.15,74.61
Tamil Nadu,Kallakurichi,2017,72.98,25.26,54.45,52.67,46.36,76.08,79.22
Uttar Pradesh,Baghpat,2015,29.61,94.33,18.59,60.54,16.49,78.69,51.78
Karnataka,Tumakuru,2021,53.28,11.87,81.24,26.87,77.95,35.7,38.12
Uttar Pradesh,Hardoi,2016,29.31,61.27,67.48,22.84,14.51,60.55,78.7
West Bengal,Dakshin Dinajpur,2019,13.18,46.58,19.04,48.31,70.53,37.27,44.25
Bihar,Lakhisarai,2024,61.06,41.08,83.6,97.87,23.25,19.37,41.71
Mizoram,Kolasib,2017,76.0,61.37,51.63,15.18,92.07,61.83,15.63
Jharkhand,East Singhbhum,2022,29.98,46.89,47.52,95.97,59.23,60.01,33.86
Uttar Pradesh,Baghpat,2018,85.85,41.66,82.95,91.55,93.58,25.65,11.53
Bihar,Bhagalpur,2023,41.72,56.56,68.73,72.5,58.28,35.58,59.43
Chhattisgarh,Sarangarh-Bilaigarh,2016,51.66,74.31,79.98,94.98,79.63,91.46,58.5
Karnataka,Tumakuru,2015,87.14,63.27,26.94,12.37,99.65,41.32,96.74
Rajasthan,Alwar,2016,11.15,50.46,24.87,58.78,79.43,91.53,91.58
Maharashtra,Beed,2015,26.71,81.76,15.75,63.1,36.01,92.71,94.89
Odisha,Khordha,2019,36.42,88.57,50.74,64.82,31.27,17.34,95.85
Uttar Pradesh,Muzaffarnagar,2024,97.12,50.15,78.74,74.73,75.69,79.51,61.54
Andhra Pradesh,West Godavari,2019,53.14,44.45,32.7,36.82,49.98,12.25,12.8
Arunachal Pradesh,Dibang Valley,2016,48.0,94.44,87.94,51.99,52.68,36.6,64.36
Gujarat,Ahmedabad,2022,60.01,20.24,91.85,52.42,28.76,14.72,61.25
Rajasthan,Sanchore,2021,81.86,93.84,86.84,81.21,40.79,51.66,40.14
Arunachal Pradesh,Lower Siang,2016,85.16,22.93,97.32,35.9,44.32,18.12,56.93
Manipur,Senapati,2021,66.6,49.38,44.12,65.19,86.69,93.97,39.91
Madhya Pradesh,Harda,2021,24.41,87.85,83.06,84.25,58.87,22.46,96.64
Rajasthan,Kotputli-Behror,2019,53.48,33.61,37.19,14.6,15.55,80.87,27.4
Andhra Pradesh,Kakinada,2016,96.57,88.01,11.48,38.4,96.87,23.6,20.92
Madhya Pradesh,Indore,2020,34.51,41.12,83.29,38.18,31.41,98.43,51.01
Nagaland,Phek,2020,37.06,26.08,94.35,96.24,80.35,37.19,65.27
Telangana,Ranga Reddy,2023,62.76,90.0,57.52,62.77,62.96,59.12,70.71
Uttarakhand,Chamoli,2017,22.78,57.05,18.34,17.49,30.32,99.36,57.37
Uttar Pradesh,Shamli,2024,36.02,73.09,68.64,23.66,33.74,32.36,80.4
Assam,Hailakandi,2021,14.62,30.97,12.05,51.51,74.77,94.33,35.35
Gujarat,Chhota Udepur,2016,30.87,85.11,24.03,35.13,62.58,52.18,24.38
Uttar Pradesh,Jaunpur,2015,34.59,78.25,91.97,52.13,67.87,46.59,27.93
Arunachal Pradesh,Anjaw,2020,34.94,67.38,60.53,80.55,63.96,66.65,39.37
Rajasthan,Pratapgarh,2022,30.81,80.75,74.55,88.02,10.2,43.48,74.88
Rajasthan,Tonk,2023,10.55,31.55,33.62,88.82,33.85,11.43,98.01
Uttar Pradesh,Mainpuri,2022,47.65,95.54,87.51,12.24,89.68,93.36,17.68
Tamil Nadu,Tirupathur,2017,18.79,68.4,35.01,21.2,41.95,10.56,77.95
Rajasthan,Jhunjhunu,2023,42.89,40.88,62.87,57.51,19.53,85.12,24.64
Arunachal Pradesh,Dibang Valley,2025,17.33,34.16,85.59,37.88,42.29,61.23,43.21
Madhya Pradesh,Ratlam,2020,76.39,56.35,17.29,74.18,24.17,24.18,28.67
Chhattisgarh,Jashpur,2025,85.45,41.37,69.33,46.72,28.78,20.31,70.24
Punjab,Gurdaspur,2020,29.89,26.35,85.28,86.45,42.26,28.47,61.3
Telangana,Khammam,2023,22.73,28.75,10.73,73.68,91.33,53.79,11.24
Uttarakhand,Nainital,2020,76.37,28.69,60.01,52.45,51.45,35.29,47.82
Manipur,Tengnoupal,2015,15.64,37.34,72.63,12.39,88.1,48.63,13.71
Rajasthan,Dausa,2025,94.05,22.02,25.89,36.33,58.81,81.26,13.16
Telangana,Rajanna Sircilla,2017,19.88,93.25,44.36,98.92,20.85,60.43,91.34
Madhya Pradesh,Maihar,2021,68.66,80.01,81.92,75.57,49.96,47.0,98.11
Uttar Pradesh,Agra,2015,46.38,50.46,69.24,53.12,57.43,29.19,88.99
Madhya Pradesh,Neemuch,2024,63.43,22.16,41.18,34.77,82.09,96.58,72.41
Telangana,Jayashankar Bhupalpally,2024,70.26,69.49,54.7,49.79,65.18,16.85,66.17
Karnataka,Raichur,2023,62.12,45.48,71.87,43.69,58.22,92.03,87.14
West Bengal,Uttar Dinajpur,2021,91.05,62.49,11.28,45.23,92.15,28.67,62.6
Madhya Pradesh,Alirajpur,2022,62.55,59.92,24.42,80.83,78.43,76.11,95.07
Uttar Pradesh,Bijnor,2021,50.83,20.52,70.8,67.77,62.1,74.35,79.27
Gujarat,Kheda,2020,80.24,68.06,86.74,50.42,42.54,88.39,97.0
Haryana,Ambala,2017,51.72,19.98,11.83,47.76,59.34,57.26,88.4
Tamil Nadu,Coimbatore,2025,65.29,43.03,79.93,71.46,50.12,42.93,20.61
Nagaland,Mokokchung,2018,33.6,86.88,52.56,14.19,28.14,67.01,19.89
Jharkhand,Lohardaga,2019,30.79,63.61,37.51,58.02,43.69,30.87,81.99
Punjab,Sangrur,2016,78.62,67.09,48.59,23.17,31.65,32.83,15.19
Odisha,Bargarh,2018,54.27,93.64,68.27,26.85,61.86,75.72,41.48
Andhra Pradesh,Sri Potti Sriramulu Nellore,2019,72.63,50.11,45.4,44.35,57.72,69.7,44.29
Uttar Pradesh,Prayagraj,2022,72.08,74.12,64.43,40.99,29.74,14.75,27.07
West Bengal,Purba Bardhaman,2021,90.62,41.19,46.06,37.24,89.03,66.99,96.59
Telangana,Jayashankar Bhupalpally,2019,21.78,91.26,63.78,20.16,72.9,48.53,98.18
Haryana,Jind,2017,89.46,49.22,46.24,16.71,54.49,95.2,50.68
Assam,Golaghat,2015,42.45,86.78,29.58,89.56,95.03,85.32,97.5
Madhya Pradesh,Chhatarpur,2021,36.73,21.34,24.45,45.4,79.41,50.94,67.16
Uttar Pradesh,Chitrakoot,2020,91.39,93.1,74.1,18.01,58.71,30.29,31.02
Punjab,Faridkot,2023,91.56,99.05,91.29,80.63,39.71,72.84,86.2
Telangana,Nirmal,2018,41.71,46.06,11.89,23.27,79.96,38.84,51.48
Gujarat,Rajkot,2018,42.63,51.47,78.25,45.93,98.33,51.1,49.5
Uttar Pradesh,Sant Kabir Nagar,2017,33.96,95.85,33.06,96.36,51.29,96.55,30.75
Mizoram,Lawngtlai,2015,74.65,34.4,17.81,66.61,10.17,21.74,18.73
Punjab,Jalandhar,2022,68.82,35.44,42.69,73.17,18.8,65.08,28.37
Meghalaya,South Garo Hills,2017,80.23,85.81,19.16,27.48,87.28,71.36,31.13
Uttar Pradesh,Shravasti,2024,68.94,77.26,68.15,95.62,18.24,88.61,98.77
Madhya Pradesh,Panna,2020,27.52,53.85,46.09,18.94,44.7,23.59,94.46
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,57.1,29.72,54.87,65.87,87.48,32.56,64.88
Odisha,Koraput,2019,39.48,36.05,51.34,51.63,13.72,52.57,30.24
Maharashtra,Pune,2019,99.31,88.34,25.83,25.74,70.67,56.44,30.2
Tamil Nadu,Thoothukudi,2018,32.59,94.25,95.03,33.88,53.06,61.96,31.86
Himachal Pradesh,Solan,2019,78.02,66.91,52.77,50.74,21.33,24.1,43.11
Rajasthan,Tonk,2019,90.82,47.18,30.39,37.69,78.18,44.77,42.09
Madhya Pradesh,Sidhi,2024,58.21,36.4,56.49,17.59,32.7,34.96,80.49
Rajasthan,Nagaur,2023,98.27,88.4,48.0,88.93,35.57,55.8,42.81
Assam,Nalbari,2017,80.72,62.93,86.32,91.28,52.24,95.87,38.08
Maharashtra,Washim,2017,26.21,46.44,59.99,18.67,86.81,14.15,90.61
Haryana,Panipat,2021,65.1,86.25,55.56,68.24,59.1,40.27,89.27
Telangana,Komaram Bheem Asifabad,2022,91.97,62.96,22.34,81.5,36.39,27.9,96.56
Uttar Pradesh,Etah,2020,34.86,98.64,52.24,60.58,29.88,66.92,17.08
Manipur,Jiribam,2024,69.28,51.69,15.89,78.96,56.1,60.77,26.91
Tamil Nadu,Coimbatore,2024,44.5,65.54,70.45,70.84,12.02,62.99,84.12
Uttar Pradesh,Firozabad,2018,69.41,46.88,64.31,20.58,32.34,37.34,24.89
Mizoram,Mamit,2018,44.34,40.81,95.04,67.24,25.89,93.13,95.91
Assam,Jorhat,2021,95.42,75.4,67.38,43.16,40.82,36.6,31.06
Haryana,Yamunanagar,2017,81.25,34.18,10.05,61.84,20.33,76.72,57.26
Rajasthan,Pali,2016,80.44,68.54,49.48,49.2,66.19,51.01,36.57
Bihar,Purnia,2016,42.13,21.55,90.74,13.02,51.23,72.24,81.25
Odisha,Deogarh,2016,99.47,22.99,57.34,67.71,69.64,85.22,98.72
Gujarat,Surat,2016,44.67,10.04,45.41,99.78,11.56,62.22,89.88
Chhattisgarh,Kanker,2016,14.92,25.89,61.9,72.63,37.57,18.58,29.06
Rajasthan,Churu,2020,37.14,90.26,62.98,78.76,79.87,27.92,95.79
Telangana,Peddapalli,2020,53.72,30.37,24.72,45.87,38.11,89.04,75.35
Maharashtra,Palghar,2020,84.57,47.51,68.68,57.13,85.42,80.43,73.61
Maharashtra,Solapur,2016,54.45,62.5,42.0,60.35,18.79,55.37,27.48
Madhya Pradesh,Sehore,2023,79.27,51.0,74.1,79.74,24.86,37.65,89.57
Andhra Pradesh,Anakapalli,2025,47.97,15.87,97.1,11.46,14.46,33.83,86.2
Madhya Pradesh,Rajgarh,2021,13.62,76.92,82.4,56.44,78.99,60.0,98.98
Haryana,Charkhi Dadri,2023,56.78,11.01,15.01,47.84,62.23,93.07,35.45
Bihar,Supaul,2017,69.93,41.43,47.76,32.47,93.08,14.89,39.72
Odisha,Deogarh,2019,11.43,11.36,64.05,74.26,28.46,28.34,34.42
West Bengal,Murshidabad,2022,60.4,37.72,37.42,96.39,82.26,74.55,83.38
Gujarat,Navsari,2025,60.18,56.45,43.92,40.56,23.1,43.69,24.9
Chhattisgarh,Balod,2017,13.04,66.32,67.64,73.71,72.44,70.98,77.9
Mizoram,Saitual,2019,87.64,58.88,83.3,43.76,35.03,12.56,62.96
Karnataka,Koppal,2018,18.2,33.01,19.11,83.72,56.1,24.68,31.09
Uttar Pradesh,Saharanpur,2019,16.23,27.92,45.49,87.82,19.83,66.59,34.97
Madhya Pradesh,Ashoknagar,2022,88.31,77.55,43.01,32.14,35.88,44.4,36.83
Maharashtra,Satara,2019,84.06,73.23,66.59,34.23,97.18,88.37,39.16
Manipur,Senapati,2017,98.93,26.6,55.08,68.76,91.98,25.79,95.7
Telangana,Warangal,2020,29.44,50.64,26.01,36.82,89.97,43.39,17.01
Andhra Pradesh,East Godavari,2019,91.45,60.64,33.44,26.7,88.52,48.84,89.82
Rajasthan,Jalore,2017,99.6,42.9,35.41,31.62,67.17,90.52,82.22
West Bengal,Alipurduar,2017,44.0,75.75,73.98,90.55,15.17,74.8,72.68
Uttar Pradesh,Ballia,2019,46.8,29.57,67.0,18.83,48.47,90.72,77.3
Tamil Nadu,Karur,2015,23.74,43.05,26.4,70.5,91.47,54.9,50.78
Mizoram,Serchhip,2025,55.02,36.16,69.05,75.84,56.19,34.42,59.15
Mizoram,Kolasib,2015,11.49,63.9,20.23,55.98,78.77,86.87,39.32
Telangana,Jayashankar Bhupalpally,2021,75.22,28.9,32.97,27.37,90.25,90.2,37.53
Bihar,Arwal,2019,45.63,75.77,76.46,47.09,42.56,24.31,98.39
Telangana,Hyderabad,2022,21.76,91.6,13.37,69.64,87.74,43.67,65.13
Arunachal Pradesh,Lohit,2017,90.29,18.2,86.03,14.97,53.39,80.39,36.96
Himachal Pradesh,Sirmaur,2024,47.56,91.44,16.99,13.78,51.42,96.08,82.0
Kerala,Kollam,2020,66.9,22.6,94.12,20.36,94.44,31.73,21.44
Gujarat,Tapi,2023,92.99,81.27,22.82,13.8,54.76,31.37,85.14
Madhya Pradesh,Sidhi,2017,17.87,46.91,40.55,66.0,73.63,14.49,12.18
Meghalaya,North Garo Hills,2025,20.6,15.44,70.77,83.67,80.93,55.87,72.74
Rajasthan,Tonk,2025,78.45,88.58,35.31,23.98,74.84,13.17,54.61
Haryana,Rewari,2024,32.15,93.22,63.11,50.47,77.39,82.86,46.14
Nagaland,Wokha,2016,49.58,70.3,95.45,85.64,76.38,32.02,69.56
Tripura,North Tripura,2016,83.89,76.34,95.02,18.18,61.18,57.38,16.65
Madhya Pradesh,Bhopal,2021,18.52,15.4,11.5,66.25,43.17,62.29,20.1
Tamil Nadu,Thoothukudi,2022,10.47,29.02,95.25,96.24,55.84,55.45,75.19
Madhya Pradesh,Dewas,2017,80.86,47.0,34.07,13.01,57.52,66.41,67.11
Chhattisgarh,Raigarh,2025,69.95,74.99,59.96,31.53,48.09,38.13,35.95
Punjab,Pathankot,2018,47.91,19.76,23.1,96.06,17.99,71.29,87.0
Tamil Nadu,Erode,2019,28.68,88.14,69.05,42.66,53.91,86.34,37.49
Arunachal Pradesh,Kurung Kumey,2015,72.22,81.02,22.7,11.03,73.36,45.95,51.21
Madhya Pradesh,Umaria,2015,57.22,90.77,87.18,11.94,73.14,57.79,55.64
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,88.59,32.14,58.57,86.25,60.52,10.01,91.62
Madhya Pradesh,Anuppur,2025,32.91,53.59,34.56,69.11,69.93,33.34,69.11
Madhya Pradesh,Sheopur,2021,99.49,84.75,64.11,88.36,94.86,40.74,95.95
Haryana,Faridabad,2016,56.13,89.36,36.07,27.04,32.02,34.52,86.17
Andhra Pradesh,Prakasam,2025,39.77,12.91,41.84,10.75,97.87,70.83,12.91
Bihar,Sheohar,2019,74.05,82.71,62.08,70.11,29.85,73.81,78.43
Uttar Pradesh,Varanasi,2018,21.02,89.48,69.02,16.98,77.95,59.66,11.02
Maharashtra,Sindhudurg,2017,12.42,91.28,51.33,58.44,98.11,76.0,59.06
Uttar Pradesh,Jaunpur,2021,25.67,64.64,60.92,69.47,97.69,13.91,83.63
Uttar Pradesh,Sant Kabir Nagar,2021,14.76,56.73,86.48,43.43,13.6,31.85,35.81
Madhya Pradesh,Tikamgarh,2016,70.54,27.2,56.18,34.76,74.86,10.24,41.15
Jharkhand,Bokaro,2017,30.63,61.45,99.74,94.16,78.1,29.5,19.29
Rajasthan,Jodhpur,2021,47.83,90.35,25.31,38.5,47.54,93.66,18.07
Uttar Pradesh,Gautam Buddha Nagar,2025,18.37,46.92,20.9,73.21,91.78,94.98,86.59
Punjab,Ferozepur,2019,48.12,61.51,80.35,79.74,72.78,86.83,10.49
Manipur,Bishnupur,2023,78.72,17.4,84.02,77.08,67.31,36.24,90.84
Uttar Pradesh,Kasganj,2025,46.32,89.29,37.8,61.4,67.57,90.74,23.55
Uttar Pradesh,Sambhal,2020,28.95,63.96,19.42,59.71,85.95,53.35,96.21
Andhra Pradesh,Annamayya,2024,44.31,42.3,39.77,73.39,97.65,96.15,35.03
Kerala,Palakkad,2024,84.51,23.18,72.1,33.23,19.64,60.7,85.71
Nagaland,Kiphire,2020,76.02,90.11,80.99,26.11,22.04,87.87,20.48
Assam,Sivasagar,2017,77.1,14.84,57.95,72.11,63.62,90.13,83.87
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,60.73,62.01,15.97,56.08,60.91,71.78,62.35
Madhya Pradesh,Dhar,2021,85.77,12.69,26.94,46.78,17.15,82.9,26.2
Chhattisgarh,Raipur,2022,83.32,50.3,36.42,15.59,99.41,56.28,17.09
Uttarakhand,Dehradun,2018,15.57,21.18,54.28,20.65,99.43,47.22,59.7
Gujarat,Bhavnagar,2024,37.04,32.43,15.34,14.36,12.61,73.37,56.62
Himachal Pradesh,Bilaspur,2019,71.93,44.06,20.34,91.44,15.87,83.98,35.62
Bihar,Arwal,2021,56.64,36.8,36.99,12.77,91.98,83.82,58.5
Haryana,Mahendragarh,2021,58.98,72.18,66.42,66.25,52.17,41.82,55.53
Mizoram,Saitual,2023,48.88,60.02,36.53,69.38,41.34,27.55,43.08
Telangana,Medchal-Malkajgiri,2019,14.56,18.48,58.79,68.12,40.35,45.68,97.82
Assam,Kamrup,2016,17.48,81.76,56.72,57.87,34.2,38.86,15.73
Sikkim,Gangtok,2019,55.13,62.01,98.4,32.25,81.34,32.82,26.49
Rajasthan,Gangapur City,2015,56.08,33.24,40.65,33.92,51.4,35.98,70.71
Manipur,Imphal West,2021,97.58,60.24,91.85,83.37,23.73,33.23,13.9
Bihar,Sheikhpura,2025,41.38,73.83,90.33,13.79,36.69,64.48,32.57
Uttar Pradesh,Sonbhadra,2021,47.53,81.98,38.08,37.49,66.32,26.57,58.66
Uttar Pradesh,Sambhal,2024,70.13,47.17,94.6,62.06,26.73,24.01,97.1
Haryana,Charkhi Dadri,2021,47.34,42.65,86.13,70.27,95.25,34.35,34.58
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,68.86,41.9,54.82,17.07,99.2,61.97,49.54
Andhra Pradesh,East Godavari,2018,50.93,72.34,93.81,98.43,17.25,55.24,75.95
Madhya Pradesh,Umaria,2025,20.31,61.83,57.9,54.22,47.97,82.0,21.75
Haryana,Charkhi Dadri,2017,65.22,87.43,15.07,50.49,97.04,56.03,10.11
Uttar Pradesh,Etawah,2020,41.35,16.03,78.49,91.44,11.66,67.52,18.51
Arunachal Pradesh,Lower Dibang Valley,2019,82.32,46.76,27.97,27.82,31.87,61.91,88.27
Punjab,Gurdaspur,2024,54.67,50.63,40.32,52.47,43.28,91.29,71.28
Karnataka,Vijayapura,2020,40.62,40.39,45.86,95.9,89.34,39.63,57.28
Uttarakhand,Bageshwar,2024,84.47,37.97,94.63,69.01,41.85,47.25,89.85
Uttar Pradesh,Mainpuri,2021,82.25,92.32,23.91,11.84,20.14,47.01,88.14
Uttar Pradesh,Baghpat,2019,44.55,20.68,61.57,35.14,40.68,47.48,18.79
Himachal Pradesh,Hamirpur,2018,97.42,43.22,35.61,14.37,62.23,90.5,21.49
Tamil Nadu,Dharmapuri,2018,26.96,64.26,57.16,99.46,35.85,28.54,88.25
Madhya Pradesh,Jabalpur,2024,74.07,21.3,21.91,79.85,96.7,10.13,19.31
Nagaland,Zunheboto,2020,87.8,64.54,17.53,12.31,59.2,85.37,41.74
Assam,Darrang,2023,49.54,78.29,66.21,99.68,74.43,97.88,81.13
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,60.47,57.53,50.33,26.57,86.26,49.36,80.96
Punjab,Sangrur,2021,72.14,73.88,61.75,38.84,78.88,45.6,19.21
Uttar Pradesh,Chandauli,2015,67.82,95.97,71.13,72.74,52.71,12.18,97.44
Madhya Pradesh,Raisen,2016,11.8,21.07,33.2,28.98,95.7,77.03,60.57
Jharkhand,Simdega,2021,11.42,63.36,65.9,81.24,66.21,34.27,88.36
Assam,Sivasagar,2015,50.24,25.35,90.75,19.78,59.01,90.73,46.24
