state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Telangana,Nalgonda,2022,86.55,14.52,73.74,30.5,10.68,28.21,75.92
Karnataka,Koppal,2023,65.52,49.85,78.69,52.34,32.34,56.3,93.06
Tamil Nadu,Perambalur,2019,92.37,16.77,10.89,99.17,89.64,42.96,78.68
West Bengal,Malda,2023,99.57,68.54,49.52,90.9,94.64,71.6,53.8
Manipur,Kangpokpi,2025,23.82,60.69,51.75,99.29,23.19,77.69,30.43
Haryana,Nuh,2024,27.32,82.23,27.82,11.67,54.17,28.19,62.41
Uttar Pradesh,Bulandshahr,2022,34.68,49.67,98.68,31.05,96.91,14.19,78.21
Jharkhand,Giridih,2018,90.15,14.25,30.7,86.43,40.57,34.92,91.2
Uttar Pradesh,Amroha,2020,52.93,51.9,25.55,66.44,57.98,47.66,35.54
Rajasthan,Dausa,2022,43.23,94.54,76.25,69.35,71.58,84.43,77.2
Arunachal Pradesh,Anjaw,2019,98.24,27.52,27.81,99.51,74.08,55.16,94.9
Tamil Nadu,Thiruvallur,2023,41.53,44.93,61.99,90.59,15.9,39.72,12.39
Madhya Pradesh,Maihar,2015,97.17,18.45,94.8,24.8,92.87,72.66,12.65
Uttarakhand,Nainital,2024,31.49,79.41,28.25,11.99,55.5,17.25,36.54
Haryana,Ambala,2016,67.7,11.86,31.58,21.14,61.57,25.11,25.95
Mizoram,Mamit,2016,61.3,68.83,37.46,13.37,52.91,87.62,53.58
Telangana,Nalgonda,2025,84.29,83.4,73.54,42.0,52.89,21.29,42.27
Sikkim,Gangtok,2019,59.98,85.65,47.24,25.8,19.7,21.81,36.37
Tripura,Gomati,2024,29.92,86.26,26.74,52.93,95.24,15.82,49.62
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2021,73.4,42.3,45.87,12.02,79.48,23.06,45.81
Maharashtra,Thane,2019,72.86,96.25,89.07,29.23,86.76,33.52,76.95
Maharashtra,Thane,2015,24.32,74.0,95.44,82.93,84.68,90.86,37.74
West Bengal,Bankura,2025,99.04,48.63,94.35,28.95,50.55,76.79,52.49
Haryana,Charkhi Dadri,2022,12.93,82.47,82.15,82.91,75.78,37.65,51.5
Gujarat,Bharuch,2017,83.47,87.46,97.96,89.54,42.34,50.23,30.12
Uttar Pradesh,Ghaziabad,2016,94.09,75.39,29.01,33.76,25.34,59.22,37.79
Gujarat,Gandhinagar,2017,14.58,44.68,44.06,41.84,57.46,15.6,40.19
Himachal Pradesh,Sirmaur,2016,41.63,99.33,95.96,91.09,11.03,47.67,19.23
Maharashtra,Washim,2016,15.6,98.47,98.32,60.47,69.92,37.84,38.58
West Bengal,Malda,2016,54.9,93.9,56.71,72.2,10.26,90.87,51.22
Tamil Nadu,Namakkal,2020,65.37,40.79,14.31,76.14,25.55,21.13,11.11
Rajasthan,Alwar,2019,48.21,52.32,93.06,74.17,60.95,18.16,16.93
Madhya Pradesh,Bhind,2020,65.45,39.28,72.47,53.28,98.17,34.63,24.78
Tamil Nadu,Tiruvannamalai,2025,66.54,91.71,68.7,61.78,40.98,87.13,30.45
Arunachal Pradesh,Papum Pare,2024,95.91,24.02,38.47,70.21,44.48,76.61,34.53
Karnataka,Haveri,2018,23.37,41.52,28.27,38.19,46.76,93.23,46.55
Gujarat,Navsari,2019,64.39,39.74,39.69,51.58,22.52,18.89,31.88
Bihar,West Champaran,2015,55.82,35.67,22.07,71.84,93.88,73.82,99.05
Uttar Pradesh,Ghazipur,2019,21.87,65.79,86.25,30.79,31.77,88.66,60.95
Tripura,Sepahijala,2023,61.87,15.0,88.74,65.37,22.94,36.62,62.27
Haryana,Sonipat,2021,60.32,19.45,36.07,89.58,81.3,33.8,89.93
Maharashtra,Kolhapur,2017,34.28,61.21,73.58,44.35,71.03,79.88,34.22
Gujarat,Jamnagar,2025,50.04,72.59,94.3,52.07,75.81,70.82,66.82
Tamil Nadu,Tirupathur,2024,94.86,66.55,50.71,36.11,98.11,18.44,99.15
Uttar Pradesh,Meerut,2017,74.6,71.35,42.09,43.25,94.29,59.68,39.08
Himachal Pradesh,Shimla,2024,44.89,61.29,32.91,36.81,34.73,84.83,84.5
Nagaland,Kohima,2025,93.23,13.85,91.18,91.11,61.83,35.51,93.84
Uttar Pradesh,Gonda,2019,46.35,65.09,77.44,60.0,27.1,10.91,33.24
Gujarat,Banaskantha,2017,45.85,26.23,73.97,74.06,93.79,66.86,47.26
Punjab,Amritsar,2020,28.95,59.77,26.06,94.04,38.08,14.41,28.24
Maharashtra,Chandrapur,2023,67.51,35.24,96.86,41.14,81.27,32.64,50.01
Gujarat,Panchmahal,2017,15.99,71.03,38.05,85.55,64.84,35.92,45.89
Madhya Pradesh,Umaria,2018,42.19,77.07,10.65,68.23,39.64,81.08,43.34
Gujarat,Surendranagar,2020,65.89,14.96,48.88,56.91,57.89,35.27,16.29
Tamil Nadu,Tenkasi,2024,53.77,34.69,52.65,63.03,48.87,50.27,16.44
Uttar Pradesh,Balrampur,2015,73.18,38.04,75.31,55.51,60.49,48.82,85.55
Uttar Pradesh,Mathura,2024,39.63,67.0,71.04,21.97,48.67,16.61,93.45
Kerala,Kasaragod,2019,42.57,34.28,62.26,62.13,13.3,40.15,18.33
Nagaland,Tuensang,2016,48.36,91.28,90.91,72.58,94.85,16.63,76.7
Gujarat,Amreli,2022,20.54,23.85,38.51,52.98,89.85,88.69,51.59
Assam,Hojai,2022,20.17,15.42,41.51,72.5,41.26,67.41,43.56
Assam,Dhemaji,2018,22.62,54.22,50.25,44.01,77.64,28.4,68.37
Madhya Pradesh,Dindori,2021,98.97,83.17,35.14,50.42,56.98,92.81,69.44
Odisha,Rayagada,2022,14.13,33.26,35.27,63.38,15.52,61.29,39.53
Uttar Pradesh,Azamgarh,2024,55.97,48.26,77.1,64.73,46.87,91.0,82.17
Chhattisgarh,Bijapur,2018,55.25,21.23,37.8,56.5,80.38,93.29,13.92
Uttar Pradesh,Aligarh,2021,64.62,62.33,34.35,19.98,64.39,40.71,78.41
Meghalaya,West Khasi Hills,2015,19.96,91.79,95.09,97.76,50.71,15.56,40.02
Punjab,Gurdaspur,2019,54.3,93.87,31.16,66.53,46.7,14.61,22.51
Karnataka,Kalaburagi,2017,92.44,26.5,42.39,20.1,41.54,73.24,89.48
Madhya Pradesh,Hoshangabad (Narmadapuram),2022,73.41,77.47,83.49,49.74,81.0,91.8,77.84
Assam,Sivasagar,2016,64.25,38.84,32.28,44.02,84.7,28.09,52.97
Bihar,Madhubani,2017,35.26,34.8,15.08,96.19,23.37,10.11,13.71
West Bengal,Purba Bardhaman,2023,89.82,56.61,76.53,47.3,70.78,57.88,49.13
Chhattisgarh,Bilaspur,2022,35.64,42.64,63.89,78.03,50.05,44.96,84.34
Himachal Pradesh,Shimla,2021,66.11,90.61,10.31,68.71,70.82,88.9,88.28
Manipur,Ukhrul,2015,12.51,57.19,44.93,18.48,93.13,88.9,21.11
Karnataka,Kolar,2021,89.99,48.86,60.68,20.37,99.28,80.23,55.63
Bihar,Bhojpur,2019,95.79,55.49,81.79,94.06,97.34,87.21,29.37
Tamil Nadu,Theni,2022,67.58,24.0,14.19,11.4,36.96,52.33,96.74
Madhya Pradesh,Panna,2020,16.33,42.23,69.85,66.21,37.05,54.44,18.6
Assam,Udalguri,2019,45.02,73.77,54.54,11.74,86.72,65.26,21.12
Karnataka,Vijayapura,2024,44.94,93.86,58.29,72.4,32.41,37.33,44.71
Telangana,Mulugu,2021,89.09,52.97,99.37,10.13,72.1,64.63,26.19
Madhya Pradesh,Mandla,2019,31.49,10.5,74.51,11.41,13.08,92.35,47.01
Uttarakhand,Uttarkashi,2023,97.52,80.79,68.77,73.6,33.51,74.83,99.78
Madhya Pradesh,Shivpuri,2015,66.34,10.3,98.35,72.92,76.97,36.82,14.41
Haryana,Hisar,2020,14.8,85.99,91.1,54.0,19.86,14.6,49.0
Rajasthan,Balotra,2021,84.58,52.11,70.08,59.11,21.39,89.43,19.38
Gujarat,Kheda,2020,70.33,95.01,46.62,83.43,60.6,92.06,77.76
Odisha,Kalahandi,2025,91.0,86.51,35.24,27.07,50.58,30.04,74.38
Arunachal Pradesh,Siang,2022,29.09,37.67,52.22,83.07,29.22,95.1,35.77
Uttar Pradesh,Mainpuri,2022,91.4,88.69,63.51,73.08,46.38,99.95,73.9
Karnataka,Gadag,2017,17.62,60.29,95.29,74.09,58.71,52.93,71.72
Karnataka,Vijayapura,2016,18.97,20.17,18.09,92.69,26.67,90.04,28.38
Tamil Nadu,Karur,2022,23.05,87.73,80.95,75.36,55.89,70.36,62.73
Telangana,Nalgonda,2020,32.54,39.23,35.01,94.72,11.9,28.72,68.16
Rajasthan,Sirohi,2024,55.03,36.08,99.51,27.59,72.29,49.6,61.62
Uttar Pradesh,Unnao,2021,90.42,49.27,91.95,22.17,80.16,50.22,56.63
Odisha,Koraput,2015,30.06,38.35,38.08,72.91,84.45,52.93,92.77
Madhya Pradesh,Bhopal,2021,49.31,67.64,52.39,63.08,63.94,11.46,99.97
Arunachal Pradesh,West Siang,2017,72.15,15.02,20.33,81.33,21.14,68.75,74.66
Uttar Pradesh,Hapur,2017,48.94,65.04,33.31,59.65,29.14,60.7,84.99
Bihar,Khagaria,2024,20.43,81.71,49.7,48.69,57.13,85.58,62.96
Punjab,Hoshiarpur,2016,64.79,11.13,75.31,36.97,56.09,33.31,25.89
Rajasthan,Chittorgarh,2016,35.67,36.84,37.2,40.42,14.86,26.37,26.37
Maharashtra,Raigad,2017,12.24,64.67,69.21,29.17,68.49,49.52,13.79
Chhattisgarh,Sarangarh-Bilaigarh,2020,87.45,26.4,65.76,57.52,53.92,46.78,36.17
Odisha,Angul,2025,54.65,84.16,79.79,63.25,32.71,99.51,78.88
Gujarat,Morbi,2023,68.4,19.54,68.6,66.08,86.44,75.26,10.56
Mizoram,Kolasib,2021,12.09,27.46,83.15,78.62,71.14,45.36,79.51
Uttar Pradesh,Chandauli,2023,40.31,78.84,25.53,68.2,96.5,48.24,37.39
Telangana,Mancherial,2017,19.0,12.48,72.62,27.4,97.77,61.38,69.89
Meghalaya,West Jaintia Hills,2017,77.35,44.85,57.87,49.86,19.58,20.89,48.2
Uttar Pradesh,Gorakhpur,2025,33.59,48.33,99.75,77.73,45.23,34.7,86.49
Tamil Nadu,Dharmapuri,2018,35.95,39.71,40.45,54.87,16.37,85.87,79.54
Uttar Pradesh,Chandauli,2022,29.46,10.21,65.45,57.53,49.15,18.58,83.97
Bihar,Gaya,2017,21.39,21.35,33.58,27.55,45.83,54.14,96.17
Madhya Pradesh,Mandla,2021,36.91,43.29,58.95,44.86,46.91,24.01,97.18
Maharashtra,Chandrapur,2024,36.38,86.94,97.91,60.69,24.41,77.17,28.9
Punjab,Fazilka,2017,91.88,63.82,84.09,65.46,41.3,90.78,15.02
Uttar Pradesh,Jaunpur,2024,94.18,91.62,83.6,28.32,13.87,85.76,12.42
Maharashtra,Jalna,2023,95.9,47.78,72.95,48.62,78.35,54.6,66.11
Telangana,Medak,2017,39.73,47.19,30.6,40.2,58.48,93.93,78.38
Uttar Pradesh,Hapur,2025,47.34,55.22,65.59,72.12,19.3,15.77,54.68
Odisha,Jagatsinghpur,2022,38.27,27.93,13.7,37.68,29.45,89.03,20.99
Uttarakhand,Bageshwar,2024,64.09,79.46,42.31,92.78,49.46,81.8,27.76
Madhya Pradesh,Satna,2024,44.41,81.87,70.16,66.44,49.32,15.4,66.54
Rajasthan,Bharatpur,2024,59.41,29.57,52.8,90.93,34.84,10.47,58.29
Bihar,Araria,2023,96.89,98.7,63.23,39.93,96.92,25.89,97.74
Jharkhand,Gumla,2019,51.54,59.96,78.76,74.8,32.11,86.6,60.5
Uttarakhand,Almora,2024,22.42,79.61,37.46,71.89,75.67,39.98,51.38
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,86.47,42.44,61.56,11.04,76.5,74.52,12.88
Punjab,Kapurthala,2024,93.31,65.02,69.65,16.03,33.11,66.95,45.93
Maharashtra,Wardha,2021,58.19,74.95,46.16,65.09,87.59,60.67,12.41
Nagaland,Kiphire,2022,41.92,80.04,31.93,61.06,97.04,70.83,27.81
Bihar,Muzaffarpur,2017,98.21,53.45,54.72,57.24,99.83,47.29,30.97
Meghalaya,East Khasi Hills,2024,32.21,66.37,94.6,53.14,84.33,85.92,14.22
Telangana,Ranga Reddy,2019,98.95,49.74,45.73,33.09,18.01,65.48,63.95
Arunachal Pradesh,Tawang,2016,52.94,40.76,78.73,27.84,37.02,29.16,84.28
Odisha,Jagatsinghpur,2025,58.07,41.32,19.16,95.43,82.58,62.55,21.05
Himachal Pradesh,Kullu,2021,15.08,22.41,86.55,66.15,15.36,27.09,59.12
Chhattisgarh,Bijapur,2020,17.46,32.98,72.68,96.73,72.69,31.54,57.11
Maharashtra,Pune,2024,96.65,19.51,12.34,74.89,95.78,93.52,79.34
Uttar Pradesh,Bahraich,2022,72.98,85.34,48.56,83.84,17.8,28.54,30.97
Madhya Pradesh,Niwari,2020,95.13,94.98,27.94,64.01,26.85,76.95,77.78
Kerala,Pathanamthitta,2023,65.46,61.39,11.88,17.48,65.34,98.14,32.1
Maharashtra,Palghar,2020,41.3,30.96,27.21,82.73,88.9,93.12,16.88
Uttar Pradesh,Jhansi,2025,53.31,26.07,59.45,24.96,54.74,80.64,27.88
Punjab,Patiala,2016,22.9,18.62,55.38,47.73,92.71,36.57,19.65
Maharashtra,Sangli,2021,18.99,30.32,23.99,75.35,53.05,96.01,16.12
Manipur,Kakching,2015,92.36,33.2,71.6,14.89,82.43,47.51,86.31
Tamil Nadu,Namakkal,2024,24.84,67.29,34.65,78.21,11.26,60.14,12.49
Assam,Udalguri,2016,84.88,19.98,66.05,59.44,49.68,73.8,54.49
Karnataka,Udupi,2020,91.23,51.99,77.6,67.01,64.22,99.02,98.39
Meghalaya,West Khasi Hills,2025,68.76,23.13,65.49,37.72,34.08,82.49,38.36
Madhya Pradesh,Niwari,2023,40.36,99.68,20.98,84.11,86.7,17.16,44.97
Meghalaya,Ri Bhoi,2021,55.84,70.08,47.55,66.81,29.98,29.9,29.44
Uttar Pradesh,Gorakhpur,2015,19.5,38.09,75.15,91.06,99.86,47.19,31.27
Uttar Pradesh,Rae Bareli,2019,31.77,37.75,42.94,73.85,20.04,98.47,21.97
Haryana,Panipat,2019,99.49,29.44,95.3,97.13,40.92,64.71,30.8
Karnataka,Bidar,2024,37.88,55.23,80.58,32.35,77.01,46.46,79.18
Andhra Pradesh,Bapatla,2022,48.9,35.14,32.98,85.64,45.27,26.56,91.62
Odisha,Mayurbhanj,2019,66.99,58.73,51.88,29.11,15.62,45.89,60.86
Uttarakhand,Uttarkashi,2025,11.14,81.3,30.62,39.94,78.71,25.13,47.39
Manipur,Churachandpur,2021,14.15,64.29,12.36,82.69,73.3,40.47,53.19
Uttar Pradesh,Kushinagar,2024,95.39,38.66,97.73,15.13,14.06,63.8,25.09
Uttar Pradesh,Prayagraj,2019,72.14,52.3,97.08,86.05,77.22,39.42,66.54
Assam,Hailakandi,2022,56.13,57.27,69.26,40.31,21.94,60.74,28.32
Uttar Pradesh,Ayodhya,2025,50.77,24.41,34.0,51.33,81.75,24.04,70.8
Uttar Pradesh,Budaun,2019,28.68,81.35,57.93,97.67,94.31,65.57,88.5
Uttar Pradesh,Shravasti,2021,91.75,12.91,58.42,93.37,27.2,85.06,16.59
Uttar Pradesh,Budaun,2024,94.78,40.7,72.72,81.77,59.39,92.61,46.28
Tamil Nadu,Erode,2015,82.75,34.88,22.02,39.65,60.31,66.78,65.33
Andhra Pradesh,Visakhapatnam,2024,92.64,61.93,36.37,24.79,66.76,76.45,55.42
Rajasthan,Pratapgarh,2019,33.87,38.46,62.98,52.72,85.03,21.61,20.25
Punjab,Malerkotla,2024,59.12,60.29,99.99,74.38,58.61,45.9,41.32
Odisha,Cuttack,2017,92.66,27.07,11.66,33.42,64.76,72.59,15.8
Tripura,Gomati,2019,16.36,20.63,70.43,43.4,20.58,41.75,71.06
Karnataka,Vijayapura,2019,95.6,62.13,82.52,47.06,22.83,84.84,25.86
Chhattisgarh,Jashpur,2020,27.53,89.73,62.02,89.45,71.5,37.21,66.12
Himachal Pradesh,Solan,2015,79.43,39.56,64.37,38.41,26.81,99.71,87.12
Gujarat,Bharuch,2016,48.28,83.55,37.53,89.08,43.68,81.4,57.6
Arunachal Pradesh,East Siang,2021,44.04,26.99,64.16,44.85,62.85,31.43,20.7
Karnataka,Hassan,2015,40.44,75.67,72.2,88.44,60.07,97.48,78.66
Uttar Pradesh,Sambhal,2025,52.79,28.52,13.69,52.29,60.94,19.45,94.39
Rajasthan,Nagaur,2021,10.34,45.14,88.46,68.99,78.73,91.27,59.34
Jharkhand,Pakur,2015,65.38,84.04,11.57,19.97,28.43,68.25,38.33
Chhattisgarh,Baloda Bazar,2021,80.87,28.23,62.06,60.52,68.06,53.66,69.54
Haryana,Panchkula,2019,89.32,86.65,34.69,41.93,76.97,28.38,86.53
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,94.6,12.37,54.29,49.28,32.93,61.79,38.99
Odisha,Angul,2022,61.07,17.3,29.86,19.81,54.68,38.4,11.99
Uttar Pradesh,Pratapgarh,2022,50.76,21.57,94.36,68.87,77.77,62.4,80.07
Arunachal Pradesh,Upper Siang,2019,24.96,93.15,98.36,28.45,81.22,98.94,98.77
Chhattisgarh,Mahasamund,2017,40.32,71.45,54.47,92.97,80.02,84.89,69.91
Nagaland,Shamator,2020,70.5,52.8,42.48,19.16,26.65,65.57,17.1
Madhya Pradesh,Mandsaur,2022,36.97,99.4,30.14,48.7,94.02,28.12,74.1
Rajasthan,Dholpur,2023,64.29,46.62,55.64,52.08,19.09,41.12,36.79
Uttar Pradesh,Gonda,2020,49.64,54.55,23.48,85.52,64.31,69.08,52.96
Telangana,Khammam,2017,98.33,65.59,75.74,12.64,71.64,16.6,28.12
Manipur,Imphal West,2016,33.17,28.21,38.49,90.59,46.4,32.75,42.12
Telangana,Suryapet,2017,95.02,51.35,93.92,71.68,31.58,73.6,39.45
Bihar,Nawada,2015,26.39,11.64,36.87,55.57,72.45,99.33,11.62
Madhya Pradesh,Seoni,2023,53.92,85.27,47.58,24.46,15.23,80.77,55.62
Uttar Pradesh,Gautam Buddha Nagar,2018,28.74,76.82,26.36,74.93,35.07,13.39,40.78
Sikkim,Soreng,2021,34.8,25.56,40.48,38.72,38.69,64.02,29.03
Meghalaya,South Garo Hills,2019,25.08,44.27,63.05,52.47,41.17,67.6,40.22
Jharkhand,Jamtara,2025,59.65,59.08,66.9,92.41,56.61,35.36,15.21
Tamil Nadu,Perambalur,2024,33.52,51.68,21.92,97.76,68.29,74.15,72.11
Karnataka,Kalaburagi,2021,20.26,85.87,80.05,92.33,32.65,26.03,36.19
Assam,Dima Hasao,2017,65.38,94.84,38.66,61.68,28.61,15.04,26.84
Rajasthan,Jalore,2021,76.8,80.69,82.35,12.41,38.36,25.64,30.38
Madhya Pradesh,Mandsaur,2017,24.23,38.09,31.7,39.81,44.49,39.75,67.43
Telangana,Mulugu,2023,21.66,12.96,40.06,46.66,14.24,34.72,30.86
Gujarat,Valsad,2024,52.76,74.86,21.39,65.77,71.5,36.88,14.64
Rajasthan,Baran,2016,94.97,30.91,85.54,89.91,63.75,43.22,84.35
Uttar Pradesh,Balrampur,2021,80.66,56.46,91.21,96.2,77.84,58.37,25.19
Rajasthan,Kekri,2020,89.05,81.82,80.08,71.58,43.56,53.84,46.46
Rajasthan,Sirohi,2016,81.05,76.21,51.33,73.56,20.21,54.81,19.07
Gujarat,Gir Somnath,2019,90.25,30.21,42.88,59.32,45.6,50.68,78.14
Andhra Pradesh,Nandyal,2021,98.57,74.72,76.45,88.56,69.72,86.88,78.52
Uttar Pradesh,Rae Bareli,2020,81.37,22.87,84.31,45.29,90.42,76.8,89.32
Karnataka,Vijayanagara,2025,74.79,81.37,21.17,89.06,93.0,90.71,89.27
Telangana,Nirmal,2022,69.66,74.01,95.12,29.92,28.73,72.29,15.92
Karnataka,Dharwad,2015,78.93,57.83,97.04,69.72,17.17,77.58,46.13
Odisha,Boudh,2025,22.92,36.34,13.52,63.75,53.66,69.75,72.96
Nagaland,Dimapur,2019,15.26,32.6,82.98,67.94,80.21,32.62,74.49
Jharkhand,Palamu,2016,36.54,96.24,35.97,83.41,43.19,81.86,26.37
West Bengal,North 24 Parganas,2024,91.17,99.79,78.53,56.18,86.67,10.33,58.77
Andhra Pradesh,Palnadu,2021,39.7,88.59,18.73,30.2,34.14,91.47,61.74
Uttar Pradesh,Ambedkar Nagar,2022,46.32,16.55,75.48,21.77,62.56,69.94,79.49
Maharashtra,Mumbai Suburban,2022,33.78,95.73,52.85,81.46,27.5,37.11,84.18
Andhra Pradesh,Bapatla,2019,45.05,45.55,95.09,40.08,15.36,93.26,34.88
Arunachal Pradesh,Lepa Rada,2024,61.64,15.04,75.15,37.06,89.02,49.11,58.21
Karnataka,Yadgir,2017,27.94,61.57,72.76,26.63,80.32,29.09,89.84
Arunachal Pradesh,East Kameng,2020,37.67,10.79,12.46,17.28,41.17,99.81,88.59
Rajasthan,Kekri,2018,96.56,82.05,22.35,96.3,39.57,95.01,89.28
Chhattisgarh,Raigarh,2021,85.42,95.38,47.65,15.29,12.02,21.15,96.09
Assam,Karimganj,2020,25.28,96.83,48.85,57.48,87.32,39.23,18.03
Jharkhand,Hazaribagh,2020,39.27,83.09,33.93,11.56,35.16,42.82,99.55
Uttarakhand,Haridwar,2020,30.62,26.81,29.26,38.17,51.36,11.31,32.21
Uttarakhand,Uttarkashi,2023,87.29,26.34,68.79,54.62,94.18,48.45,85.96
Himachal Pradesh,Chamba,2017,83.55,19.34,79.44,68.08,67.87,28.23,54.21
Uttar Pradesh,Chandauli,2019,50.21,67.29,63.51,26.37,63.41,39.27,55.06
Kerala,Malappuram,2015,73.87,65.29,98.76,10.66,25.3,71.19,78.38
Uttar Pradesh,Unnao,2017,38.93,11.41,36.77,54.28,33.24,47.8,82.61
Himachal Pradesh,Shimla,2022,51.41,68.73,19.86,50.33,74.97,92.79,24.07
Haryana,Fatehabad,2024,32.85,56.87,54.63,76.69,80.63,95.48,95.24
Haryana,Sirsa,2022,11.91,38.94,31.63,69.09,23.66,18.35,90.54
Assam,Bongaigaon,2025,87.99,98.22,24.05,16.92,38.82,79.1,22.92
Maharashtra,Hingoli,2024,92.54,86.81,47.83,31.35,65.6,28.91,64.53
Odisha,Boudh,2018,21.22,53.15,11.16,54.85,99.3,37.56,89.93
Manipur,Thoubal,2020,19.97,37.04,80.1,47.44,76.11,56.33,52.99
Chhattisgarh,Sakti,2020,62.05,40.82,74.31,29.68,79.5,64.11,66.1
Jharkhand,Koderma,2018,88.81,49.02,52.04,11.8,31.67,68.28,45.8
Uttar Pradesh,Mirzapur,2019,46.4,76.45,86.2,66.22,70.0,21.14,35.47
Uttar Pradesh,Jhansi,2025,17.11,93.53,82.63,21.77,28.51,60.04,29.12
Uttar Pradesh,Bareilly,2018,97.51,76.06,88.59,44.94,93.64,77.58,43.21
Maharashtra,Sangli,2020,86.27,32.41,25.95,81.72,28.76,70.98,31.74
Nagaland,Shamator,2019,95.74,45.13,68.06,66.96,70.07,76.5,53.38
Bihar,Madhepura,2023,75.82,32.15,35.73,70.07,20.52,34.08,72.92
Sikkim,Soreng,2024,11.72,10.77,95.44,59.98,89.91,60.58,65.19
Gujarat,Anand,2015,79.98,44.68,94.7,18.15,32.23,19.49,63.69
Manipur,Noney,2020,83.38,35.82,59.47,42.13,92.02,95.68,21.73
Madhya Pradesh,Agar Malwa,2017,52.48,78.33,44.05,40.04,32.78,15.02,73.46
Nagaland,Kohima,2016,72.73,63.44,53.08,31.37,26.27,22.89,62.84
Arunachal Pradesh,West Siang,2018,93.38,95.92,27.42,12.81,83.37,39.43,63.88
Telangana,Ranga Reddy,2024,30.18,15.76,42.14,67.86,35.65,52.4,48.1
Haryana,Faridabad,2016,78.5,95.75,75.91,73.73,52.67,47.91,67.67
Andhra Pradesh,Bapatla,2015,27.93,78.95,39.55,38.95,65.55,53.24,63.65
Kerala,Palakkad,2019,83.48,65.57,38.01,82.94,40.07,57.39,79.91
Tripura,Unakoti,2018,69.1,42.02,23.84,66.93,65.51,69.03,70.69
Rajasthan,Sirohi,2020,82.73,27.98,60.11,63.85,62.7,39.63,88.86
Chhattisgarh,Kanker,2018,92.88,18.11,65.9,95.22,99.67,85.89,54.71
Madhya Pradesh,Shahdol,2023,55.56,71.57,68.04,97.81,85.54,44.12,86.06
Jharkhand,Dumka,2015,66.34,14.22,38.08,25.94,27.04,59.35,67.2
Gujarat,Amreli,2022,86.39,60.5,31.1,70.81,63.27,25.11,32.92
Bihar,Samastipur,2021,30.41,23.87,29.76,93.3,17.37,35.84,73.25
Rajasthan,Dungarpur,2015,65.89,90.38,47.57,20.83,78.61,18.98,11.29
Tamil Nadu,Chengalpattu,2020,85.78,66.0,12.59,43.88,69.48,88.07,20.72
Tamil Nadu,Nilgiris,2017,87.47,58.75,14.92,10.24,78.56,55.0,47.97
Assam,Udalguri,2018,25.38,96.93,33.88,70.84,22.46,98.04,30.31
Arunachal Pradesh,Lower Siang,2024,10.89,18.26,62.7,68.16,63.92,97.18,28.1
Assam,Goalpara,2017,32.73,94.36,22.88,82.87,94.61,65.9,13.16
Chhattisgarh,Mahasamund,2021,67.4,32.65,62.96,28.22,45.68,38.66,99.16
Assam,Kokrajhar,2025,76.57,53.3,19.35,17.68,34.27,12.34,84.5
Uttarakhand,Champawat,2015,73.24,92.27,79.23,79.88,99.73,58.46,44.56
Assam,Morigaon,2023,52.56,99.06,87.26,49.2,79.79,10.23,39.81
Jharkhand,Latehar,2025,32.34,45.53,72.85,21.2,24.76,54.52,34.09
Andhra Pradesh,Bapatla,2024,32.53,97.5,91.37,68.33,50.69,21.58,26.85
Rajasthan,Bikaner,2017,51.32,37.04,24.89,25.92,48.41,49.62,12.29
West Bengal,Kalimpong,2021,60.45,56.43,13.46,78.73,37.42,59.21,77.58
Punjab,Pathankot,2016,11.0,35.05,71.17,46.57,17.87,50.51,96.78
Uttar Pradesh,Kaushambi,2025,81.94,32.48,69.67,88.57,55.27,50.56,26.09
Andhra Pradesh,East Godavari,2016,21.12,18.26,63.58,85.25,20.58,16.9,62.09
Assam,Baksa,2025,61.77,43.88,23.58,12.42,43.34,89.02,47.37
Kerala,Alappuzha,2019,53.12,58.45,51.98,95.14,29.42,68.76,74.15
Gujarat,Tapi,2021,99.78,43.52,47.19,83.22,52.56,18.28,26.65
Maharashtra,Yavatmal,2025,61.72,99.17,81.32,36.96,50.66,68.09,81.07
Uttarakhand,Tehri Garhwal,2020,24.9,73.48,53.03,25.81,60.82,25.22,86.81
Madhya Pradesh,Satna,2024,64.24,99.37,43.81,31.89,83.22,27.14,33.58
Telangana,Mahabubnagar,2021,13.61,12.82,59.57,73.51,58.66,60.98,99.81
Gujarat,Kheda,2016,64.48,43.38,89.17,66.14,49.52,74.19,59.85
Rajasthan,Deeg,2020,55.72,59.96,33.16,29.53,39.11,99.16,83.8
Rajasthan,Pali,2018,50.05,21.0,17.42,59.66,95.06,99.91,14.81
Himachal Pradesh,Kangra,2015,72.84,11.14,91.12,34.89,52.72,48.4,57.43
Uttar Pradesh,Agra,2015,46.06,41.01,48.38,19.13,56.17,91.12,66.59
Uttar Pradesh,Mau,2024,11.91,39.65,70.05,54.57,22.55,15.14,84.45
Uttar Pradesh,Amethi,2018,22.22,88.52,67.89,51.52,73.1,18.07,40.65
Manipur,Kamjong,2018,34.65,85.29,36.51,89.87,17.69,83.94,73.44
Andhra Pradesh,Sri Potti Sriramulu Nellore,2015,25.52,22.11,48.6,26.0,44.42,61.46,22.23
