state,district,year,poverty_rate,below_poverty_line,unemployment_rate,income_per_capita,social_welfare_spending,food_insecurity,homelessness
Gujarat,Bharuch,2017,57.12,38.77,20.48,16.3,10.86,26.49,70.85
Uttar Pradesh,Bahraich,2020,29.17,46.38,64.81,44.67,37.35,53.9,32.33
Uttar Pradesh,Meerut,2023,33.57,35.63,25.13,47.11,50.72,36.76,72.19
Karnataka,Yadgir,2021,60.15,62.02,21.97,82.08,16.34,99.76,84.72
Madhya Pradesh,Khargone,2017,93.77,37.48,43.95,38.32,40.08,69.94,42.08
Madhya Pradesh,Agar Malwa,2021,18.87,89.42,27.07,57.85,50.54,36.96,79.93
Uttar Pradesh,Ambedkar Nagar,2025,77.28,35.44,64.85,34.73,79.2,85.33,31.7
Meghalaya,East Jaintia Hills,2021,64.34,54.86,89.61,38.53,92.92,85.01,20.24
Gujarat,Aravalli,2020,85.88,29.19,25.98,84.33,36.62,37.25,21.44
Madhya Pradesh,Jhabua,2021,90.76,79.0,99.04,31.94,36.42,24.44,62.43
Telangana,Siddipet,2016,41.08,87.32,39.37,71.21,74.65,80.95,67.18
Manipur,Imphal East,2020,63.05,71.51,90.96,11.55,31.38,96.12,49.85
Assam,Baksa,2015,80.06,89.13,55.58,64.03,46.98,72.53,80.13
Tamil Nadu,Kanchipuram,2022,74.24,16.72,91.7,34.21,28.56,85.27,43.69
Karnataka,Chikkamagaluru,2018,11.12,87.07,63.17,31.03,56.11,94.19,76.48
Gujarat,Botad,2022,58.94,55.62,86.44,63.8,28.03,45.35,25.37
Tamil Nadu,Salem,2024,75.16,81.65,98.93,90.09,76.03,86.56,61.14
Uttar Pradesh,Ambedkar Nagar,2025,43.67,20.99,15.58,66.74,24.41,20.83,22.68
Madhya Pradesh,Shajapur,2020,51.29,27.88,82.88,99.5,24.67,26.69,19.73
Tripura,Gomati,2015,78.85,40.93,11.84,79.92,51.73,57.74,45.53
Odisha,Kandhamal,2018,62.19,49.28,91.7,18.9,69.44,57.1,83.76
Bihar,Kaimur,2018,79.1,67.88,69.4,37.18,65.63,15.6,49.8
Haryana,Nuh,2016,71.57,36.83,26.31,39.37,13.92,45.63,46.26
West Bengal,Malda,2020,79.98,63.68,57.67,88.19,71.82,43.48,31.41
Rajasthan,Neem Ka Thana,2019,88.52,42.23,14.15,12.53,42.1,52.45,86.83
West Bengal,Hooghly,2015,25.6,16.36,96.93,63.93,10.58,23.75,51.19
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2021,91.76,39.65,19.77,61.22,34.1,12.2,42.71
Madhya Pradesh,Chhatarpur,2022,40.39,96.01,85.82,35.75,29.83,47.16,69.38
Odisha,Kandhamal,2016,88.94,54.6,54.38,63.51,47.41,17.28,91.77
Rajasthan,Sawai Madhopur,2024,39.5,55.06,14.87,78.09,82.41,87.11,50.26
Manipur,Noney,2024,51.57,60.07,58.87,22.42,43.01,58.03,58.72
Madhya Pradesh,Anuppur,2023,51.64,22.01,29.28,84.16,60.42,47.45,32.12
Bihar,Begusarai,2025,46.98,36.46,72.35,58.55,66.42,92.17,60.65
Madhya Pradesh,Ujjain,2019,17.19,29.63,68.69,10.13,91.01,80.82,89.79
Madhya Pradesh,Jhabua,2015,53.88,17.38,74.28,11.82,99.79,59.33,78.59
Odisha,Khordha,2020,11.22,78.15,70.01,46.15,98.7,78.88,19.4
Himachal Pradesh,Chamba,2025,50.77,32.14,77.62,18.25,19.17,62.77,77.78
Haryana,Panipat,2019,41.27,17.89,33.19,32.68,47.71,70.56,70.47
Himachal Pradesh,Kangra,2022,36.56,59.29,74.79,27.11,48.02,54.38,56.0
Gujarat,Banaskantha,2021,38.59,35.64,85.88,42.7,13.11,38.66,60.7
Punjab,Ferozepur,2022,29.65,26.7,58.25,65.44,10.41,74.51,67.62
Maharashtra,Jalgaon,2024,90.43,51.22,37.88,10.74,62.64,44.87,55.36
Haryana,Kaithal,2019,28.08,58.9,17.71,69.75,27.42,12.0,21.68
Maharashtra,Buldhana,2017,95.74,98.76,31.28,82.93,86.34,88.34,97.0
Nagaland,Phek,2020,15.24,87.34,12.3,13.29,56.85,55.54,85.81
Madhya Pradesh,Neemuch,2022,18.05,52.4,30.9,94.95,52.66,17.86,67.9
Tamil Nadu,Thiruvallur,2020,79.23,52.46,10.18,20.51,45.92,20.68,55.11
Uttarakhand,Pithoragarh,2015,13.28,12.93,82.47,37.99,42.67,79.36,38.25
Madhya Pradesh,Khargone,2015,32.78,75.94,60.64,13.89,33.56,82.71,99.84
Madhya Pradesh,Alirajpur,2021,21.1,50.24,65.33,78.9,96.18,41.93,59.63
Rajasthan,Sanchore,2018,75.28,68.95,56.83,76.82,77.81,83.59,86.36
Chhattisgarh,Rajnandgaon,2022,69.57,26.21,39.36,41.19,61.62,87.75,32.92
Nagaland,Dimapur,2024,77.54,52.63,42.9,38.75,48.93,59.06,46.26
Nagaland,Zunheboto,2021,99.85,20.61,58.33,21.22,93.05,11.52,63.82
Tamil Nadu,Pudukkottai,2015,14.2,76.02,65.91,52.29,32.75,84.04,53.52
Karnataka,Haveri,2017,49.22,13.76,20.42,99.75,89.96,24.73,73.87
Assam,Baksa,2022,71.65,45.93,93.05,21.73,52.88,47.2,91.26
Goa,North Goa,2018,65.75,71.84,32.68,97.95,93.71,75.43,59.99
Andhra Pradesh,Bapatla,2023,72.31,33.77,29.38,40.24,91.62,97.3,84.72
Chhattisgarh,Korea,2018,50.86,59.86,93.81,61.93,13.34,52.93,60.62
Tamil Nadu,Viluppuram,2025,49.56,24.83,38.01,91.42,78.78,63.69,85.31
Chhattisgarh,Mungeli,2019,87.48,52.46,91.46,70.31,98.24,30.41,68.64
Maharashtra,Bhandara,2018,14.61,44.53,78.49,61.02,53.6,15.34,96.13
Odisha,Nayagarh,2021,36.53,16.04,66.55,91.78,93.92,80.26,52.74
Madhya Pradesh,Narsinghpur,2017,32.57,77.82,35.28,43.77,78.52,80.99,61.28
Telangana,Siddipet,2021,37.76,21.71,14.91,74.44,17.36,67.31,64.64
Bihar,Bhagalpur,2020,93.56,66.45,81.24,22.21,86.6,80.78,55.99
Bihar,Aurangabad,2017,46.49,24.44,29.98,19.45,21.14,42.7,13.29
West Bengal,Birbhum,2019,57.41,64.54,14.87,72.46,10.44,65.59,22.12
Andhra Pradesh,Annamayya,2021,20.81,25.52,88.91,88.63,55.72,38.51,10.02
Karnataka,Bidar,2018,30.19,83.48,93.55,80.03,27.7,53.37,74.19
Maharashtra,Washim,2015,58.46,23.87,64.6,94.56,13.0,34.47,38.74
Karnataka,Uttara Kannada,2017,12.98,51.64,76.17,96.37,49.47,88.83,26.81
Telangana,Nirmal,2024,89.54,36.29,18.46,30.55,32.35,69.16,85.97
Arunachal Pradesh,Upper Subansiri,2020,78.74,13.19,82.6,36.45,10.38,61.29,11.59
Rajasthan,Salumbar,2020,57.99,61.82,81.1,47.87,62.98,73.52,48.79
Manipur,Kakching,2022,45.21,84.41,72.76,90.77,98.51,81.44,50.13
Sikkim,Mangan,2023,33.55,47.77,67.64,82.55,30.54,33.73,26.1
Jharkhand,Hazaribagh,2019,19.61,21.88,92.65,15.62,34.82,51.54,40.38
Jharkhand,Bokaro,2017,56.5,31.11,43.57,21.58,10.27,89.42,64.11
Odisha,Mayurbhanj,2019,18.74,31.46,20.92,30.21,51.44,26.63,78.01
Punjab,Amritsar,2015,15.32,40.95,33.02,84.66,11.58,28.21,31.83
Bihar,Kishanganj,2025,15.99,65.02,44.87,77.16,45.05,62.12,27.21
Karnataka,Hassan,2024,58.7,79.97,32.58,71.0,75.78,23.79,43.09
Gujarat,Valsad,2019,44.08,32.84,11.59,34.37,61.74,48.71,87.28
Maharashtra,Ahmednagar,2025,82.58,90.58,26.51,98.58,47.22,55.02,85.14
Uttar Pradesh,Chandauli,2015,72.8,29.9,72.63,90.06,97.58,76.61,81.72
Punjab,Faridkot,2018,99.16,65.28,82.59,13.66,80.78,86.72,14.87
Andhra Pradesh,Anakapalli,2024,69.94,51.0,12.67,74.68,82.9,79.17,41.12
Telangana,Medchal-Malkajgiri,2018,38.23,25.21,22.04,38.89,59.86,12.43,27.98
Gujarat,Kutch,2023,99.2,95.59,11.78,82.36,82.09,45.44,83.26
Rajasthan,Phalodi,2016,77.85,78.51,93.73,66.1,68.89,34.37,89.88
Karnataka,Dharwad,2025,52.69,19.1,76.87,18.61,12.61,66.87,51.73
Rajasthan,Alwar,2017,76.15,65.59,46.95,44.23,92.13,85.87,23.55
Uttar Pradesh,Rae Bareli,2018,17.53,34.45,83.77,46.84,24.41,32.13,97.64
Maharashtra,Nagpur,2022,16.45,87.39,22.39,30.28,11.78,25.88,84.55
Rajasthan,Dungarpur,2020,41.71,78.7,50.23,43.66,38.34,90.8,85.38
Karnataka,Bagalkot,2024,75.28,71.93,76.32,27.28,47.73,94.03,23.95
Karnataka,Udupi,2023,13.69,12.95,99.75,40.49,30.7,22.01,88.28
Uttar Pradesh,Banda,2015,51.49,47.82,53.66,30.42,77.88,21.5,16.48
Meghalaya,North Garo Hills,2020,15.2,34.7,76.78,82.35,80.06,40.97,96.13
Jharkhand,Latehar,2021,80.17,64.2,34.69,55.07,20.55,39.21,20.89
Assam,Dibrugarh,2021,10.86,65.84,54.84,86.68,97.2,44.94,77.16
Madhya Pradesh,Rajgarh,2021,33.68,42.57,26.89,11.73,91.32,29.52,88.54
Manipur,Tengnoupal,2023,33.08,12.09,25.28,30.34,12.65,76.86,37.7
Jharkhand,Hazaribagh,2016,80.11,27.43,83.97,76.87,77.25,73.68,74.22
Jharkhand,Lohardaga,2019,65.25,40.54,17.98,37.09,28.73,93.02,58.88
Odisha,Cuttack,2020,70.3,52.21,80.76,39.04,61.15,36.75,18.87
Madhya Pradesh,Rewa,2020,27.25,20.4,71.16,10.34,34.35,36.23,74.63
Uttar Pradesh,Sant Kabir Nagar,2025,27.06,71.1,90.84,56.23,50.02,74.71,16.93
West Bengal,Jhargram,2017,80.9,42.65,91.9,38.55,14.12,77.76,18.2
Himachal Pradesh,Sirmaur,2020,39.87,45.07,45.73,13.18,46.43,24.73,44.82
Madhya Pradesh,Narsinghpur,2020,65.27,68.91,87.55,42.03,83.56,57.22,33.83
Odisha,Balasore,2024,40.62,16.39,45.84,75.28,99.05,44.96,36.81
West Bengal,Darjeeling,2020,83.82,59.68,18.44,77.77,34.65,95.52,33.66
Assam,West Karbi Anglong,2018,11.19,89.68,44.23,14.24,79.53,22.54,70.66
Chhattisgarh,Bemetara,2020,56.58,24.63,80.31,18.05,70.25,56.6,29.16
Uttar Pradesh,Ballia,2019,73.58,70.47,22.8,39.27,63.18,60.05,98.14
Assam,Tinsukia,2025,34.32,71.74,43.49,40.39,97.22,86.32,32.02
Assam,Udalguri,2017,53.1,85.46,12.81,78.17,70.7,55.36,48.55
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,29.49,64.44,18.75,72.48,36.56,92.3,47.64
Uttar Pradesh,Jaunpur,2025,39.96,37.34,25.49,94.33,14.51,19.96,56.36
Jharkhand,West Singhbhum,2025,85.82,11.55,30.74,91.26,86.56,95.62,58.39
Rajasthan,Gangapur City,2018,94.7,39.26,65.99,79.6,61.18,46.44,16.16
Andhra Pradesh,Anakapalli,2019,99.65,77.04,38.45,85.1,77.3,98.34,29.32
Uttar Pradesh,Amroha,2016,68.84,59.25,72.8,30.82,29.91,28.07,14.44
Odisha,Nuapada,2024,34.43,20.88,51.4,76.82,44.73,98.19,15.94
Madhya Pradesh,Guna,2016,69.92,78.83,90.9,34.31,40.14,97.26,80.36
Uttar Pradesh,Rampur,2019,18.36,73.75,65.74,33.67,87.07,60.41,97.41
Chhattisgarh,Bemetara,2020,78.22,37.13,29.01,56.86,41.02,55.0,93.26
Andhra Pradesh,Kakinada,2022,57.06,83.87,28.46,51.4,15.33,69.45,45.11
Punjab,Ludhiana,2019,52.55,11.21,62.08,56.14,67.79,31.38,59.82
Bihar,Supaul,2025,65.49,10.28,28.97,73.53,86.5,25.9,30.74
Haryana,Jhajjar,2023,33.52,49.12,81.63,15.77,94.79,23.93,75.39
Rajasthan,Sirohi,2020,51.69,43.62,45.59,32.93,21.56,19.84,96.34
Karnataka,Haveri,2018,58.39,55.12,12.79,88.22,13.68,22.94,60.32
Punjab,Tarn Taran,2020,67.64,64.3,22.62,93.97,37.71,38.75,39.27
Karnataka,Chamarajanagar,2023,51.58,14.11,20.31,80.05,23.55,89.71,64.95
Punjab,Rupnagar,2020,44.94,45.3,20.06,79.96,62.94,33.45,31.22
Tripura,South Tripura,2015,26.14,53.57,29.28,56.33,90.19,63.68,33.69
Mizoram,Lawngtlai,2017,51.11,64.69,23.41,86.9,38.33,50.68,98.84
Andhra Pradesh,East Godavari,2016,35.06,49.57,19.01,74.75,78.2,91.47,40.65
Kerala,Idukki,2015,75.72,35.38,19.94,59.34,47.65,20.42,35.31
Telangana,Peddapalli,2024,16.0,38.58,79.3,45.56,34.84,81.0,54.48
Bihar,Sheikhpura,2020,86.84,60.43,82.4,95.23,58.63,35.72,77.17
Tamil Nadu,Vellore,2022,57.1,99.09,19.73,61.61,36.53,74.04,86.1
Nagaland,Dimapur,2021,96.44,89.93,32.64,20.27,91.96,41.97,63.6
Jharkhand,Gumla,2020,19.29,89.42,70.82,87.01,78.71,64.42,89.15
Nagaland,Kiphire,2025,82.12,34.38,14.61,14.9,31.06,77.3,15.71
Kerala,Kottayam,2024,80.41,33.28,23.38,16.27,79.75,39.85,83.69
Punjab,Ludhiana,2017,54.4,83.95,42.21,53.14,48.09,62.15,81.59
Uttar Pradesh,Mainpuri,2021,54.8,10.83,48.64,82.01,11.81,81.11,54.78
Mizoram,Lunglei,2019,51.11,61.1,34.76,52.38,52.46,46.58,49.36
Chhattisgarh,Gariaband,2022,26.27,45.29,97.31,24.76,44.92,90.79,12.36
Chhattisgarh,Sakti,2019,84.33,91.01,51.09,41.54,77.87,72.74,74.31
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,65.09,36.77,51.68,31.09,16.8,34.7,42.27
Uttar Pradesh,Sultanpur,2023,67.38,15.79,19.73,28.6,67.84,62.67,24.56
Tamil Nadu,Krishnagiri,2018,15.73,15.68,98.24,69.75,90.89,83.94,87.32
Madhya Pradesh,Katni,2025,40.21,89.79,70.43,78.23,41.52,79.84,93.65
West Bengal,Murshidabad,2019,99.19,72.11,66.46,39.17,90.21,25.27,89.84
Arunachal Pradesh,Lepa Rada,2020,83.76,43.5,44.78,21.14,58.86,34.57,91.49
Bihar,Katihar,2022,94.88,46.19,38.16,99.87,73.59,33.36,29.66
Uttar Pradesh,Mau,2016,88.32,55.86,22.26,40.57,56.78,46.67,42.0
Jharkhand,Koderma,2017,93.42,92.55,75.76,12.5,53.87,62.71,43.01
Chhattisgarh,Korea,2024,66.09,21.95,69.3,53.42,68.55,41.78,54.89
Uttar Pradesh,Ghazipur,2025,45.12,94.96,74.78,79.53,73.31,19.66,99.62
Uttar Pradesh,Kannauj,2025,70.77,39.76,21.08,46.03,40.78,71.36,16.84
Jharkhand,Chatra,2016,21.68,76.97,41.44,66.49,25.61,33.33,18.26
Maharashtra,Nanded,2024,83.02,82.68,91.56,42.33,82.86,46.53,78.42
Uttar Pradesh,Gonda,2025,73.41,25.67,36.29,23.71,64.15,70.56,17.01
Maharashtra,Nagpur,2016,99.51,87.19,16.06,28.04,19.48,30.87,70.53
Rajasthan,Jaipur,2019,43.8,92.77,16.91,16.6,27.28,85.82,77.75
Haryana,Rohtak,2021,44.49,13.31,13.15,59.79,51.91,27.12,99.52
Uttar Pradesh,Rampur,2015,13.17,24.89,62.16,77.25,82.55,47.81,38.3
Maharashtra,Raigad,2015,99.99,45.09,88.5,78.67,92.21,74.18,55.89
Madhya Pradesh,Bhind,2015,99.12,57.02,58.08,42.3,35.18,41.68,19.2
Jharkhand,Gumla,2017,15.56,21.42,52.27,92.63,93.66,69.77,25.65
Maharashtra,Jalna,2021,59.77,20.35,31.41,45.22,93.46,12.12,89.57
Telangana,Hyderabad,2019,57.68,23.66,66.51,88.47,31.98,82.54,82.3
Uttar Pradesh,Pratapgarh,2017,41.29,83.22,16.86,65.13,22.6,34.34,57.27
Haryana,Nuh,2019,94.89,17.95,81.08,82.91,29.73,47.75,11.03
West Bengal,Murshidabad,2017,84.53,83.19,71.7,48.9,95.67,40.3,69.36
Madhya Pradesh,Chhindwara,2017,15.17,70.39,29.42,16.54,29.87,37.64,12.28
Bihar,East Champaran,2018,16.93,11.41,93.48,36.82,67.64,91.21,22.48
Mizoram,Lunglei,2025,18.37,52.81,39.43,27.38,58.16,35.68,60.39
Odisha,Sonepur,2021,14.92,28.46,10.08,21.21,47.22,52.89,16.02
Rajasthan,Barmer,2021,70.93,87.96,96.44,90.19,52.53,46.13,69.05
Odisha,Dhenkanal,2020,75.52,86.57,44.11,58.72,58.34,79.94,84.44
Arunachal Pradesh,Upper Subansiri,2017,53.52,97.73,35.93,26.82,96.13,80.28,64.97
Madhya Pradesh,Dhar,2019,41.71,73.4,89.59,12.74,47.99,73.11,45.05
Madhya Pradesh,Betul,2024,76.34,36.85,79.73,49.31,62.34,99.21,35.65
Odisha,Deogarh,2023,46.92,36.91,22.35,14.58,89.99,53.93,17.18
Karnataka,Chamarajanagar,2015,83.15,20.19,53.1,30.83,14.85,97.32,56.41
Karnataka,Belagavi,2017,42.39,23.09,69.31,51.83,49.23,65.82,37.12
Maharashtra,Kolhapur,2017,72.17,12.76,17.22,54.11,70.18,56.28,80.74
Maharashtra,Amravati,2019,21.53,80.88,81.45,18.56,23.3,89.87,28.01
Odisha,Cuttack,2018,48.52,47.9,71.58,99.83,29.1,87.19,55.0
Madhya Pradesh,Khandwa,2017,61.96,78.75,89.33,49.87,37.74,20.33,86.06
Uttar Pradesh,Maharajganj,2019,98.94,68.66,79.37,81.22,84.6,29.95,63.2
Meghalaya,South West Khasi Hills,2017,23.54,55.19,85.05,68.25,37.07,82.54,95.48
Kerala,Thiruvananthapuram,2016,90.45,91.83,57.24,95.83,87.23,75.19,93.23
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2020,44.08,31.63,65.16,50.87,65.64,71.5,30.76
West Bengal,Dakshin Dinajpur,2023,22.57,85.17,89.87,45.8,25.49,42.07,79.93
Sikkim,Gangtok,2017,60.55,40.73,34.68,58.38,27.65,94.2,15.58
Jharkhand,Chatra,2015,26.12,15.89,69.14,87.48,26.78,25.51,28.8
Andhra Pradesh,Annamayya,2017,50.97,89.38,14.0,72.37,66.83,63.32,94.13
Kerala,Alappuzha,2022,73.54,90.45,61.75,89.66,22.26,10.22,74.35
Bihar,Khagaria,2025,33.16,15.64,80.45,69.75,71.32,38.07,67.85
Madhya Pradesh,Dewas,2019,48.27,53.98,86.39,43.39,38.34,19.01,62.75
Uttarakhand,Pauri Garhwal,2021,93.4,10.39,47.3,25.74,70.56,87.34,24.82
Haryana,Mahendragarh,2024,68.71,59.42,62.22,23.19,50.88,34.63,75.75
Manipur,Ukhrul,2025,20.76,43.59,85.0,51.05,45.16,12.17,37.18
Maharashtra,Jalgaon,2025,62.72,36.15,88.16,82.06,17.73,11.89,93.19
Rajasthan,Sanchore,2016,16.73,45.43,66.93,80.32,59.38,92.82,60.31
Andhra Pradesh,Prakasam,2023,11.82,85.84,64.5,86.68,50.2,15.65,99.79
Chhattisgarh,Durg,2024,79.24,18.65,81.57,44.79,71.46,76.3,53.32
West Bengal,Purba Bardhaman,2023,33.92,95.22,21.84,90.13,32.59,57.01,16.62
Kerala,Kasaragod,2021,37.83,18.61,84.65,98.8,97.71,36.85,96.04
Madhya Pradesh,Vidisha,2017,59.11,76.07,64.61,26.22,57.87,99.43,39.35
Odisha,Malkangiri,2018,29.01,40.51,49.95,87.32,80.06,16.57,91.47
Gujarat,Chhota Udepur,2021,90.24,71.12,81.61,13.16,73.61,55.55,38.04
Jharkhand,Koderma,2016,85.59,63.6,70.91,94.74,38.04,65.02,41.88
Uttar Pradesh,Rampur,2024,58.16,17.6,51.05,89.73,14.66,92.45,62.01
Manipur,Kangpokpi,2020,28.89,65.06,73.75,18.56,58.6,91.26,63.0
Arunachal Pradesh,Kamle,2017,12.51,46.32,74.41,16.04,95.29,34.94,75.74
Rajasthan,Sawai Madhopur,2017,31.8,98.17,28.06,85.05,92.16,44.29,20.31
Telangana,Suryapet,2024,48.78,70.49,28.92,71.12,62.57,17.77,59.96
Madhya Pradesh,Damoh,2018,85.36,73.21,17.87,67.3,72.03,90.79,64.19
Odisha,Khordha,2015,12.5,53.89,92.17,97.02,31.14,61.5,20.51
Tamil Nadu,Ranipet,2025,65.76,91.6,48.14,24.92,46.98,21.23,81.78
Rajasthan,Hanumangarh,2022,90.42,98.15,15.74,79.24,33.63,92.64,94.35
Odisha,Deogarh,2016,18.09,45.44,63.06,93.87,47.61,31.83,96.27
Haryana,Karnal,2025,91.44,19.4,24.08,46.33,58.88,42.43,26.47
Manipur,Kamjong,2015,89.39,47.65,26.8,62.16,59.23,57.17,41.35
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,85.49,71.7,85.1,55.42,63.51,42.22,41.17
Haryana,Hisar,2015,50.58,44.91,36.03,71.31,82.83,57.74,10.94
Telangana,Suryapet,2022,84.18,99.78,79.88,71.62,86.01,94.61,60.69
Haryana,Karnal,2017,78.16,36.6,52.21,59.19,14.89,20.51,28.38
Gujarat,Bhavnagar,2025,42.71,45.35,93.62,20.9,52.67,61.84,48.69
Odisha,Nuapada,2025,71.46,29.09,16.93,64.92,61.27,33.33,68.13
West Bengal,Murshidabad,2017,47.49,25.09,26.27,23.63,99.01,50.1,27.39
Haryana,Sonipat,2020,59.33,92.41,68.29,54.16,38.49,46.98,53.8
Arunachal Pradesh,Lower Siang,2020,76.35,69.06,80.1,76.57,45.28,68.14,56.14
Haryana,Mahendragarh,2023,83.61,26.1,40.62,84.05,16.48,69.66,61.06
Meghalaya,South Garo Hills,2015,57.35,78.03,16.65,42.13,56.49,47.83,96.68
Tamil Nadu,Coimbatore,2017,23.58,92.99,48.55,34.86,51.24,80.63,45.18
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,99.1,90.55,49.35,62.21,18.35,31.39,14.07
Jharkhand,Garhwa,2018,77.73,77.76,78.2,90.12,97.93,53.6,16.98
Telangana,Medchal-Malkajgiri,2019,63.6,44.01,30.25,57.32,62.93,39.23,46.15
Tripura,North Tripura,2018,94.15,55.19,89.76,19.66,37.61,90.08,45.58
Nagaland,Zunheboto,2022,73.31,70.9,62.49,62.72,54.22,40.59,65.33
Uttar Pradesh,Bahraich,2024,60.73,16.75,74.28,31.19,69.75,65.78,11.36
Tamil Nadu,Nagapattinam,2025,46.84,99.58,12.36,96.69,80.37,28.75,16.06
Tamil Nadu,Kanchipuram,2023,99.53,42.24,11.77,74.09,43.77,39.6,65.6
West Bengal,Darjeeling,2024,81.88,13.22,91.12,87.15,58.85,62.45,45.07
Manipur,Noney,2017,67.88,84.12,15.69,10.46,40.95,16.44,61.99
Chhattisgarh,Baloda Bazar,2017,71.0,60.61,86.06,71.59,44.27,35.39,85.18
Uttar Pradesh,Pilibhit,2020,51.67,11.59,49.91,52.78,54.75,29.14,38.79
Bihar,Arwal,2024,85.97,87.7,78.53,71.7,23.77,54.85,66.77
Haryana,Gurugram,2022,37.67,72.35,21.31,47.21,13.12,77.93,41.32
Madhya Pradesh,Gwalior,2023,85.18,33.81,99.28,51.73,66.21,58.77,10.42
Nagaland,Phek,2020,18.3,47.5,24.22,35.68,32.98,56.75,82.01
Tripura,Gomati,2019,82.71,67.21,78.0,68.63,80.71,65.02,55.46
Punjab,Amritsar,2025,80.74,73.27,18.4,49.99,85.21,80.78,16.23
Madhya Pradesh,Umaria,2023,22.8,53.06,45.45,17.71,28.76,89.03,31.87
Nagaland,Shamator,2018,64.68,12.22,33.71,62.75,13.28,73.46,68.59
Uttar Pradesh,Bhadohi,2017,63.12,92.67,22.02,47.23,16.02,14.63,36.77
Tamil Nadu,Nagapattinam,2022,71.68,93.07,75.16,80.87,42.87,92.75,52.4
Maharashtra,Beed,2020,79.72,58.75,38.91,90.08,28.1,13.57,19.01
Mizoram,Lunglei,2022,56.08,61.36,56.71,80.91,55.79,17.23,78.69
Maharashtra,Ratnagiri,2016,37.67,28.95,50.52,59.31,57.1,18.11,20.71
Odisha,Nabarangpur,2019,90.4,68.68,15.07,76.35,38.44,91.0,72.0
Odisha,Bargarh,2020,33.29,48.64,25.72,59.81,77.18,45.46,21.75
Maharashtra,Jalna,2016,74.33,85.17,66.77,55.24,71.59,23.27,34.79
West Bengal,Nadia,2024,30.27,18.62,19.66,85.51,60.77,12.53,36.06
Andhra Pradesh,Guntur,2018,43.53,93.61,55.8,11.56,59.01,85.63,30.43
Uttar Pradesh,Sonbhadra,2016,22.36,34.52,47.84,94.25,74.75,42.77,74.57
Rajasthan,Sawai Madhopur,2019,82.27,78.41,18.21,73.49,28.45,44.09,22.91
Assam,Morigaon,2020,68.92,28.47,90.16,19.93,92.68,46.54,36.61
Arunachal Pradesh,Siang,2020,26.48,92.31,64.12,33.17,15.58,40.69,19.04
Telangana,Rajanna Sircilla,2020,59.39,49.54,32.29,13.56,22.85,95.31,63.61
Telangana,Mancherial,2017,42.01,31.45,46.88,24.52,31.36,81.64,10.87
Chhattisgarh,Janjgir-Champa,2020,30.71,79.53,32.2,14.4,60.83,78.12,49.27
Telangana,Jogulamba Gadwal,2019,80.06,22.42,50.7,98.62,21.98,75.98,27.44
Maharashtra,Dhule,2016,71.97,60.0,34.91,12.1,66.28,28.08,54.38
Gujarat,Surendranagar,2018,73.68,85.62,55.11,97.45,44.41,21.1,48.63
Assam,Sivasagar,2023,36.13,37.76,15.66,42.58,87.38,84.74,70.02
Uttar Pradesh,Kushinagar,2019,62.81,84.09,44.51,75.11,88.96,27.49,31.56
Rajasthan,Nagaur,2016,59.53,62.67,52.25,66.07,62.7,74.62,68.38
Madhya Pradesh,Shivpuri,2016,14.88,87.46,47.39,93.63,38.49,59.83,41.15
Telangana,Karimnagar,2017,16.08,99.21,98.81,95.01,43.74,37.33,68.64
Uttar Pradesh,Hardoi,2016,71.28,53.78,22.17,53.92,55.08,43.1,55.59
Madhya Pradesh,Shajapur,2024,55.83,95.91,36.1,86.98,59.89,51.16,13.32
Gujarat,Mahisagar,2018,65.76,38.97,41.28,29.62,35.16,41.89,37.06
Karnataka,Kodagu,2021,71.57,82.81,31.17,55.59,28.46,30.27,21.65
Tamil Nadu,Vellore,2022,14.26,44.14,31.16,48.88,55.59,69.89,45.38
West Bengal,Purba Bardhaman,2024,75.69,46.65,47.41,13.88,23.93,14.22,75.27
Haryana,Ambala,2019,19.75,45.52,29.94,34.31,94.86,10.96,67.36
Madhya Pradesh,Chhindwara,2022,91.14,49.28,40.74,73.69,64.39,31.09,33.41
Uttar Pradesh,Hathras,2024,72.62,91.73,44.92,82.91,24.83,57.69,31.19
Assam,Cachar,2021,81.13,30.48,82.92,72.34,48.71,27.72,96.33
Karnataka,Belagavi,2016,54.91,50.7,75.11,22.71,78.0,91.96,80.42
Chhattisgarh,Bastar,2022,25.68,16.06,81.89,37.34,89.9,90.36,23.86
Madhya Pradesh,Bhind,2016,30.02,23.23,65.99,53.57,19.61,29.82,66.63
Meghalaya,South West Khasi Hills,2025,88.33,21.92,68.32,23.47,24.92,66.94,13.07
Bihar,Kishanganj,2016,28.65,31.4,37.78,59.79,98.27,48.34,40.74
Karnataka,Uttara Kannada,2022,13.78,68.03,58.06,24.9,58.24,89.94,35.59
Odisha,Balasore,2016,27.57,88.16,20.38,71.54,71.46,44.33,36.27
Bihar,Samastipur,2023,22.11,71.14,73.47,89.83,29.21,97.19,41.31
Mizoram,Kolasib,2018,81.43,20.51,54.11,48.05,83.31,99.8,39.2
