state,district,year,population,male_population,female_population,population_growth_rate,urban_population,rural_population
Maharashtra,Wardha,2020,1391297,336633,220762,2.8,1500912,110403
Maharashtra,Wardha,2021,558553,634236,508586,1.0,1955583,518301
Maharashtra,Wardha,2022,1083166,1437772,576502,0.87,384591,2245650
Maharashtra,Wardha,2023,1463691,2279056,310790,2.21,817168,1613845
Maharashtra,Wardha,2024,85309,664527,1217757,0.76,1166033,414097
Maharashtra,Wardha,2025,2892560,2324855,746202,0.5,418780,2989601
Maharashtra,Washim,2015,263086,327905,589066,0.77,191259,2587080
Maharashtra,Washim,2016,2887676,264286,2008507,1.97,1230915,1807091
Maharashtra,Washim,2017,4808324,819253,1341150,2.4,1416146,991893
Maharashtra,Washim,2018,3563001,1291149,2154352,0.61,1130951,1048779
Maharashtra,Washim,2019,4953079,1386715,2330964,3.4,362312,2838225
Maharashtra,Washim,2020,4890499,1018737,1924846,2.32,1630866,1696725
Maharashtra,Washim,2021,321743,908228,993720,0.87,1501696,2967972
Maharashtra,Washim,2022,4934281,1745331,2376605,1.28,438955,1739393
Maharashtra,Washim,2023,1816133,1393087,1854304,1.27,392273,1863509
Maharashtra,Washim,2024,1057851,998214,2452602,0.9,326885,1458708
Maharashtra,Washim,2025,3255682,1311509,1009304,2.72,1710399,2361841
Maharashtra,Yavatmal,2015,545637,826979,2088576,2.87,581738,309454
Maharashtra,Yavatmal,2016,1002295,1499057,2142109,0.73,26553,950760
Maharashtra,Yavatmal,2017,2245408,1703570,84995,2.63,1717298,2140438
Maharashtra,Yavatmal,2018,2466889,184904,310489,2.51,809325,1034623
Maharashtra,Yavatmal,2019,794191,1888054,1172451,2.43,30260,1622328
Maharashtra,Yavatmal,2020,379285,1137968,2394127,1.36,1570675,2100409
Maharashtra,Yavatmal,2021,2586546,1593582,1642014,1.16,1261612,436624
Maharashtra,Yavatmal,2022,3515623,2384013,840371,2.0,291394,2769073
Maharashtra,Yavatmal,2023,485820,968002,1172431,3.44,1259452,2133761
Maharashtra,Yavatmal,2024,2119920,307091,1800765,2.1,1775998,2422228
Maharashtra,Yavatmal,2025,1396819,1103214,297119,1.83,1392686,1439628
Manipur,Bishnupur,2015,2868710,2496845,1116345,3.03,1699792,965786
Manipur,Bishnupur,2016,1265575,1089479,1060953,1.98,1395116,515446
Manipur,Bishnupur,2017,1024432,1620992,708624,1.57,1888026,1011721
Manipur,Bishnupur,2018,142894,582735,1270561,2.65,1049806,2950708
Manipur,Bishnupur,2019,4126042,711450,1360773,1.11,1649330,477383
Manipur,Bishnupur,2020,4125932,1740112,1607734,2.96,1041459,1344269
Manipur,Bishnupur,2021,1814773,882106,1290010,2.46,632413,878177
Manipur,Bishnupur,2022,4227421,2441226,921947,2.02,1931849,1544337
Manipur,Bishnupur,2023,3942162,1663032,1689284,1.78,125079,1242246
Manipur,Bishnupur,2024,129378,335330,2355457,1.51,955186,1690617
Manipur,Bishnupur,2025,4695731,580250,79105,1.17,1110807,2095591
Manipur,Chandel,2015,2344291,2241444,960517,2.75,178455,341741
Manipur,Chandel,2016,2160283,1260600,580272,1.35,437378,300759
Manipur,Chandel,2017,2067546,2012168,240816,1.22,921087,2298564
Manipur,Chandel,2018,364759,188144,1866059,3.21,1266066,2708816
Manipur,Chandel,2019,4228533,718347,220738,0.77,1489418,2011195
Manipur,Chandel,2020,66356,2135129,969404,1.47,1153738,2139583
Manipur,Chandel,2021,2097080,1954765,1155353,1.82,131421,1344357
Manipur,Chandel,2022,2320750,833914,2037300,2.49,441842,720048
Manipur,Chandel,2023,2111505,1465717,1225130,1.23,1494148,613043
Manipur,Chandel,2024,4759835,1122934,1051739,1.91,311509,432830
Manipur,Chandel,2025,610844,1336273,1879156,1.45,638606,1727682
Manipur,Churachandpur,2015,675640,61408,2284245,3.16,1907454,2808246
Manipur,Churachandpur,2016,1879097,641007,2372840,1.72,819617,2562532
Manipur,Churachandpur,2017,4413910,2460517,232617,1.17,395933,2708623
Manipur,Churachandpur,2018,2858186,486446,2025818,2.91,824101,2911805
Manipur,Churachandpur,2019,728791,663014,1304892,1.54,687644,1286618
Manipur,Churachandpur,2020,1983018,2036580,2447725,2.26,544403,2500844
Manipur,Churachandpur,2021,2209811,2426353,1893980,2.15,126341,2285443
Manipur,Churachandpur,2022,3500392,793661,305355,0.93,301058,440485
Manipur,Churachandpur,2023,1917566,1977721,1508544,2.13,1685836,1498935
Manipur,Churachandpur,2024,934547,1356615,1831572,2.53,1750485,2730990
Manipur,Churachandpur,2025,3532749,637348,832191,2.74,31366,2104898
Manipur,Imphal East,2015,2515159,2234223,1338858,1.07,253699,2617370
Manipur,Imphal East,2016,3339015,554522,364843,2.71,143975,808217
Manipur,Imphal East,2017,4216156,1190339,1945570,0.77,119427,967785
Manipur,Imphal East,2018,1555677,1276194,1174001,2.57,257094,330627
Manipur,Imphal East,2019,4128922,2024416,127764,2.01,1782663,2947556
Manipur,Imphal East,2020,4287561,556231,2205041,2.27,1404730,2635152
Manipur,Imphal East,2021,2208868,386646,1541223,0.65,596668,870625
Manipur,Imphal East,2022,1383849,989525,1202251,1.58,265771,1538565
Manipur,Imphal East,2023,3638593,2363104,1971611,1.86,435629,1899368
Manipur,Imphal East,2024,3979755,108101,1970897,2.26,855661,457521
Manipur,Imphal East,2025,317747,572609,1655292,1.73,1922237,1847778
Manipur,Imphal West,2015,3599948,1143109,288302,0.56,1742731,2667015
Manipur,Imphal West,2016,4652399,1287764,764323,1.85,389468,2918806
Manipur,Imphal West,2017,4297006,1058930,1850207,0.82,1847487,1515855
Manipur,Imphal West,2018,1349645,306100,1360168,0.85,525173,2165510
Manipur,Imphal West,2019,908395,1713560,629914,0.78,1790885,1822920
Manipur,Imphal West,2020,1356715,2301871,961803,1.58,1755443,283076
Manipur,Imphal West,2021,548099,610376,1398906,0.59,664964,23945
Manipur,Imphal West,2022,981896,398128,576631,3.49,302598,1985380
Manipur,Imphal West,2023,2962860,727623,426992,0.54,1388282,1828328
Manipur,Imphal West,2024,436032,546667,1000765,1.94,697411,24776
Manipur,Imphal West,2025,1311522,695076,2098646,2.56,1748736,1272550
Manipur,Jiribam,2015,735782,1188477,319865,1.09,733979,1550054
Manipur,Jiribam,2016,4688145,398029,598350,3.18,45231,2504477
Manipur,Jiribam,2017,1559617,880369,2467824,1.7,1160492,2342375
Manipur,Jiribam,2018,3213839,1121821,1821970,2.63,101123,1833686
Manipur,Jiribam,2019,1867641,471487,2207602,2.57,724117,2636137
Manipur,Jiribam,2020,1035682,1825634,1042966,1.5,162351,1956371
Manipur,Jiribam,2021,4608008,2318289,514616,0.84,665343,2482912
Manipur,Jiribam,2022,4580668,672326,907003,2.48,1571214,2964252
Manipur,Jiribam,2023,4881264,1052934,2429775,0.76,1939131,1034858
Manipur,Jiribam,2024,2601232,875090,1905462,3.26,1382108,613104
Manipur,Jiribam,2025,4956431,1669956,1992279,2.99,1795672,2222279
Manipur,Kakching,2015,3396472,2078393,2314378,2.86,1604509,328919
Manipur,Kakching,2016,3399719,1696703,2282248,1.1,92389,2319610
Manipur,Kakching,2017,1420595,2276916,2384506,3.19,1091469,934512
Manipur,Kakching,2018,1022031,1540378,783389,2.18,425987,1636525
Manipur,Kakching,2019,1186738,554365,1063912,1.74,1788447,2766473
Manipur,Kakching,2020,3806193,1378672,452661,2.33,1235805,2431295
Manipur,Kakching,2021,3184303,1468719,541796,1.44,1853812,1074481
Manipur,Kakching,2022,3947049,1313231,68776,2.38,614677,2429860
Manipur,Kakching,2023,4998935,490909,2322685,2.6,1418300,1172748
Manipur,Kakching,2024,3893892,355418,136886,1.34,1344069,657360
Manipur,Kakching,2025,204630,1653093,1531936,1.67,1868119,1700293
Manipur,Kamjong,2015,3323751,2159357,306121,3.37,1129558,2350081
Manipur,Kamjong,2016,2030085,1416953,2484914,1.95,380288,567232
Manipur,Kamjong,2017,116925,2054557,974177,0.62,1041995,2039658
Manipur,Kamjong,2018,3751733,1534410,559370,1.98,284380,588395
Manipur,Kamjong,2019,3809305,607447,872801,1.49,1688169,1829284
Manipur,Kamjong,2020,4101288,598608,1610106,1.88,604776,36404
Manipur,Kamjong,2021,1922990,1785661,1363300,2.24,1696965,1307600
Manipur,Kamjong,2022,3831998,453416,1855460,2.75,36456,2271169
Manipur,Kamjong,2023,3323146,1072064,1027543,1.48,56578,1267004
Manipur,Kamjong,2024,2395505,1996692,719061,3.24,364353,2916815
Manipur,Kamjong,2025,849863,907001,755022,0.96,1806987,899572
Manipur,Kangpokpi,2015,4736722,775814,1865391,3.35,1143184,2639932
Manipur,Kangpokpi,2016,4841908,1206443,1662635,1.03,514014,2023221
Manipur,Kangpokpi,2017,259020,1998112,2160246,0.94,540467,1028017
Manipur,Kangpokpi,2018,4851074,289692,1381405,2.09,225789,2301996
Manipur,Kangpokpi,2019,1792407,2094771,1712602,1.88,721620,1101272
Manipur,Kangpokpi,2020,4609912,1911159,2231291,2.73,343521,947351
Manipur,Kangpokpi,2021,345875,1513295,2253554,3.06,1592677,2638360
Manipur,Kangpokpi,2022,1980154,843439,2156946,1.03,1634842,1593799
Manipur,Kangpokpi,2023,3300229,2133836,1854758,2.48,1481907,56021
Manipur,Kangpokpi,2024,361922,1819247,954734,2.38,1220686,1956182
Manipur,Kangpokpi,2025,3493133,1637915,828397,1.99,284231,1594940
Manipur,Noney,2015,401971,748335,1345210,1.11,639234,1107498
Manipur,Noney,2016,1883223,2325544,733201,2.17,750268,2702454
Manipur,Noney,2017,277495,798883,1433992,2.04,128454,197824
Manipur,Noney,2018,3205446,1374526,265803,3.19,205050,2114628
Manipur,Noney,2019,3428249,2235080,2451901,0.92,1547826,927842
Manipur,Noney,2020,980303,2396083,87830,3.06,47860,2023374
Manipur,Noney,2021,2986048,1028036,1632299,0.7,242036,2372023
Manipur,Noney,2022,4778492,1535991,455531,3.41,672125,2797625
Manipur,Noney,2023,1006359,992086,627165,1.12,809358,2784773
Manipur,Noney,2024,1932192,2123615,1576033,1.8,1279428,1776829
Manipur,Noney,2025,3835944,155209,2418676,0.56,1757514,2855304
Manipur,Pherzawl,2015,2053008,1640220,1998341,0.79,695793,927792
Manipur,Pherzawl,2016,3409238,1036181,452720,2.99,1055627,1352306
Manipur,Pherzawl,2017,2731470,2218861,475991,2.17,495885,2755190
Manipur,Pherzawl,2018,2393278,759754,480233,1.22,631241,1426178
Manipur,Pherzawl,2019,246231,66715,601259,1.93,444662,902216
Manipur,Pherzawl,2020,343692,2111740,1191791,2.46,1769117,1606010
Manipur,Pherzawl,2021,3179568,42709,918701,2.79,42642,872692
Manipur,Pherzawl,2022,887439,1517337,2252789,3.31,116690,1931371
Manipur,Pherzawl,2023,3842057,1440143,774800,2.76,656309,841465
Manipur,Pherzawl,2024,4292247,882482,2269146,3.16,1634510,302736
Manipur,Pherzawl,2025,1305115,2397680,1592443,1.32,1983629,1992212
Manipur,Senapati,2015,4196003,756344,476535,2.71,290595,2397776
Manipur,Senapati,2016,4781207,492999,2454866,3.08,188458,1563702
Manipur,Senapati,2017,1808149,236074,205956,1.52,1247155,210113
Manipur,Senapati,2018,3077780,926180,527877,0.57,1237225,1780046
Manipur,Senapati,2019,3522512,596246,1453025,2.36,1328046,1438291
Manipur,Senapati,2020,4425760,395909,1412384,1.82,126034,728092
Manipur,Senapati,2021,3271487,498328,1102093,3.43,1512594,259869
Manipur,Senapati,2022,1167100,299949,363411,0.67,99854,799188
Manipur,Senapati,2023,393231,749862,703053,2.36,1636059,767627
Manipur,Senapati,2024,714192,2083050,1094856,3.45,1904251,1299093
Manipur,Senapati,2025,3353275,2427856,666898,3.05,305853,1003235
Manipur,Tamenglong,2015,4575235,1526493,2328656,2.09,682856,1382577
Manipur,Tamenglong,2016,1785919,1557368,470559,3.37,277933,2787236
Manipur,Tamenglong,2017,2397588,1583760,2107125,2.42,805956,2344475
Manipur,Tamenglong,2018,785331,1460469,2202274,0.63,1787564,1054128
Manipur,Tamenglong,2019,374456,2167758,2496061,1.28,641707,2941510
Manipur,Tamenglong,2020,3772778,1010513,2116202,2.52,1570539,1378836
Manipur,Tamenglong,2021,1031192,1973540,1689518,2.06,864114,2425215
Manipur,Tamenglong,2022,4023186,1729915,308312,3.19,1141748,1216322
Manipur,Tamenglong,2023,805312,703876,1495311,3.0,1058979,1065446
Manipur,Tamenglong,2024,2189888,46834,1049130,1.28,1653125,248081
Manipur,Tamenglong,2025,516350,2136879,1985826,2.44,477234,629229
Manipur,Tengnoupal,2015,3103498,2034700,1034442,0.85,601287,2336609
Manipur,Tengnoupal,2016,4185062,1504931,2400197,2.26,1761790,2924719
Manipur,Tengnoupal,2017,2256337,2041789,1263930,2.09,476015,1822500
Manipur,Tengnoupal,2018,1188148,2368081,361777,3.16,1427553,1500487
Manipur,Tengnoupal,2019,1319657,1572271,1068945,0.55,318094,391017
Manipur,Tengnoupal,2020,4338081,1792119,1264517,1.04,376558,107656
Manipur,Tengnoupal,2021,2751856,1695773,35787,1.35,939798,2329632
Manipur,Tengnoupal,2022,3980618,451053,1874896,3.02,760825,159123
Manipur,Tengnoupal,2023,4724885,2015147,2460144,3.3,380171,1068913
Manipur,Tengnoupal,2024,3937036,1028417,237324,3.02,452353,2253711
Manipur,Tengnoupal,2025,4671022,1545764,1578365,2.75,345134,1145684
Manipur,Thoubal,2015,1484625,1832711,1269850,0.82,330757,1788585
Manipur,Thoubal,2016,1048452,741737,1055013,2.94,982382,1978237
Manipur,Thoubal,2017,1150875,1795378,2242983,1.06,752511,223161
Manipur,Thoubal,2018,1610081,1651753,1472423,3.04,1257080,2319596
Manipur,Thoubal,2019,3327810,1716771,2231052,0.59,1758216,2536019
Manipur,Thoubal,2020,2305298,1171663,1506714,2.14,558889,2576828
Manipur,Thoubal,2021,3461022,1778387,51026,1.15,246127,2576861
Manipur,Thoubal,2022,2580538,2164258,2243945,0.87,881191,177645
Manipur,Thoubal,2023,3462848,479256,1789310,2.68,763772,1590660
Manipur,Thoubal,2024,684639,2034557,743505,2.25,1726247,107398
Manipur,Thoubal,2025,734253,2352394,553019,1.77,666459,1463998
Manipur,Ukhrul,2015,1391126,123677,1514459,2.71,1758115,2316011
Manipur,Ukhrul,2016,1254034,1069972,1936282,1.2,645499,2715633
Manipur,Ukhrul,2017,3955911,2079257,1151170,1.5,62390,2183260
Manipur,Ukhrul,2018,1247540,440624,793829,1.25,1955989,206329
Manipur,Ukhrul,2019,3910376,678589,1021680,1.18,1023969,347894
Manipur,Ukhrul,2020,2967717,1361426,1390429,3.04,1681438,1836754
Manipur,Ukhrul,2021,1058845,1851747,2286926,2.24,747767,2190993
Manipur,Ukhrul,2022,1474796,1551600,594366,1.53,1406306,510308
Manipur,Ukhrul,2023,2959307,104883,1741733,2.82,713059,345563
Manipur,Ukhrul,2024,2815571,470643,713597,2.94,486882,2542646
Manipur,Ukhrul,2025,334013,1600719,2057566,2.6,191869,126940
Meghalaya,East Garo Hills,2015,2299007,544754,1965726,2.0,1936664,999512
Meghalaya,East Garo Hills,2016,806488,516938,229155,1.06,1157430,1173262
Meghalaya,East Garo Hills,2017,466320,2022833,1970058,2.07,864448,2119413
Meghalaya,East Garo Hills,2018,1808694,1691951,346918,0.75,222519,75293
Meghalaya,East Garo Hills,2019,2218908,1972580,2256700,1.9,506181,2294497
Meghalaya,East Garo Hills,2020,1975628,2300578,106785,2.17,1058593,1429064
Meghalaya,East Garo Hills,2021,3356021,2458142,2414222,1.39,465671,768674
Meghalaya,East Garo Hills,2022,3223942,139380,1987492,3.49,1855373,1153952
Meghalaya,East Garo Hills,2023,3685440,1235191,954595,1.96,422396,1094658
Meghalaya,East Garo Hills,2024,3941369,661536,1602893,0.73,949000,1079221
Meghalaya,East Garo Hills,2025,3524302,474451,1762951,1.6,1898674,724791
Meghalaya,East Jaintia Hills,2015,4322983,322605,733342,3.26,1453344,1610604
Meghalaya,East Jaintia Hills,2016,2902446,262147,1151727,3.49,1175161,1221340
Meghalaya,East Jaintia Hills,2017,1542663,2321832,1002926,1.07,126012,1338162
Meghalaya,East Jaintia Hills,2018,2019588,482871,280923,0.94,1511031,2659588
Meghalaya,East Jaintia Hills,2019,893160,1016751,2418503,1.18,189513,944808
Meghalaya,East Jaintia Hills,2020,1418795,110735,2058015,2.87,1795566,948662
Meghalaya,East Jaintia Hills,2021,393949,2279302,2352825,1.51,585761,435116
Meghalaya,East Jaintia Hills,2022,1320465,1652923,1269538,1.27,167339,2126071
Meghalaya,East Jaintia Hills,2023,1844678,1024055,1012794,2.46,1175211,1146244
Meghalaya,East Jaintia Hills,2024,4275510,1523717,1728368,3.33,218911,1418778
Meghalaya,East Jaintia Hills,2025,2480865,1804203,577819,1.03,641226,2693812
Meghalaya,East Khasi Hills,2015,2432739,1247061,206877,3.13,1040535,1896750
Meghalaya,East Khasi Hills,2016,4569967,2082239,1775824,2.67,667939,1766054
Meghalaya,East Khasi Hills,2017,3695702,1809881,304302,1.92,379575,1386723
Meghalaya,East Khasi Hills,2018,599762,1737254,2266673,3.27,1610442,2426499
Meghalaya,East Khasi Hills,2019,2569000,161801,890031,1.39,1899986,1535843
Meghalaya,East Khasi Hills,2020,3133408,1434920,1148200,1.57,572421,1323551
Meghalaya,East Khasi Hills,2021,340031,2145127,927991,1.66,984495,2458247
Meghalaya,East Khasi Hills,2022,1980694,846456,1910261,1.99,109138,813294
Meghalaya,East Khasi Hills,2023,308903,1572619,669086,0.82,1835870,149936
Meghalaya,East Khasi Hills,2024,712038,2032271,625186,2.44,1418401,2392775
Meghalaya,East Khasi Hills,2025,228429,1894584,1854465,1.3,29545,1359534
Meghalaya,North Garo Hills,2015,1457253,197823,2497422,1.2,1153531,2523417
Meghalaya,North Garo Hills,2016,2811203,627444,1867867,2.68,650008,597757
Meghalaya,North Garo Hills,2017,3455689,922837,1084550,2.89,1169571,645042
Meghalaya,North Garo Hills,2018,143527,2446810,924459,2.74,884070,256797
Meghalaya,North Garo Hills,2019,3160150,1074811,442232,2.22,1367146,2878103
Meghalaya,North Garo Hills,2020,1060542,2449889,2286622,1.0,1970082,854080
Meghalaya,North Garo Hills,2021,736649,1964748,478113,3.31,1513348,165572
Meghalaya,North Garo Hills,2022,3692795,1308319,1095364,2.33,679789,1035056
Meghalaya,North Garo Hills,2023,4698678,1360417,1942482,3.39,1477953,1499154
Meghalaya,North Garo Hills,2024,1645239,357797,1838254,0.85,455684,1714114
Meghalaya,North Garo Hills,2025,432245,1761359,1949274,3.37,1154842,1145574
Meghalaya,Ri Bhoi,2015,2030806,2048557,259643,3.27,1373383,661836
Meghalaya,Ri Bhoi,2016,817585,102742,107549,1.82,319545,2670284
Meghalaya,Ri Bhoi,2017,899847,2369467,694365,1.86,725037,52505
Meghalaya,Ri Bhoi,2018,1521999,1684865,687456,2.13,453881,141382
Meghalaya,Ri Bhoi,2019,542521,2030093,1527570,2.69,1331745,921701
Meghalaya,Ri Bhoi,2020,3778942,1308861,1934803,1.21,67626,1766307
Meghalaya,Ri Bhoi,2021,4216015,1969255,852694,1.18,1724789,2315372
Meghalaya,Ri Bhoi,2022,3830972,840501,614289,1.05,917582,452601
Meghalaya,Ri Bhoi,2023,2162044,508004,1914568,2.53,1374063,1995176
Meghalaya,Ri Bhoi,2024,975131,1341891,429520,2.03,1634744,1181307
Meghalaya,Ri Bhoi,2025,2881951,2398494,1880928,2.25,1060559,1134119
Meghalaya,South Garo Hills,2015,3768744,1478859,2124834,1.57,1110533,2812309
Meghalaya,South Garo Hills,2016,4191593,1079117,2453466,2.79,1020034,391321
Meghalaya,South Garo Hills,2017,690733,147992,1091783,3.02,504378,2889196
Meghalaya,South Garo Hills,2018,1666399,1618811,762361,1.5,1290111,2216963
Meghalaya,South Garo Hills,2019,708610,549227,2480022,2.7,650734,911286
Meghalaya,South Garo Hills,2020,3017693,2318325,2242305,3.19,1763132,1822687
Meghalaya,South Garo Hills,2021,3016471,2389162,2429028,2.79,1878856,1191906
Meghalaya,South Garo Hills,2022,3920952,487369,539630,1.34,775494,552500
Meghalaya,South Garo Hills,2023,907643,1091291,1027883,2.9,1445458,2166118
Meghalaya,South Garo Hills,2024,3983387,1199100,1899581,1.38,735198,1118329
Meghalaya,South Garo Hills,2025,3402856,1119053,1288075,3.35,1612934,1080831
Meghalaya,South West Garo Hills,2015,738903,2352176,383964,2.71,1134523,2071383
Meghalaya,South West Garo Hills,2016,1241672,407636,954177,3.03,804352,2654691
Meghalaya,South West Garo Hills,2017,1835811,1087467,1115732,3.07,441207,329504
Meghalaya,South West Garo Hills,2018,2354441,1594297,284680,2.71,280299,629228
Meghalaya,South West Garo Hills,2019,3874537,731098,2011656,0.99,1647119,1000972
Meghalaya,South West Garo Hills,2020,2432650,2240755,2194474,1.75,701741,511995
Meghalaya,South West Garo Hills,2021,2295280,904144,1100480,2.11,1130238,1847030
Meghalaya,South West Garo Hills,2022,4297561,1436458,1805462,2.26,1205301,2252402
Meghalaya,South West Garo Hills,2023,1676206,2316980,2170941,3.17,1575313,1826762
Meghalaya,South West Garo Hills,2024,2011784,1685121,294656,1.13,1548166,669790
Meghalaya,South West Garo Hills,2025,2457624,1778977,1943142,0.68,1700212,2261044
Meghalaya,South West Khasi Hills,2015,4128176,367974,1200124,1.07,1820639,989454
Meghalaya,South West Khasi Hills,2016,1348667,1067327,2069466,1.28,161842,158196
Meghalaya,South West Khasi Hills,2017,4402842,817996,1384195,2.91,1259279,1647646
Meghalaya,South West Khasi Hills,2018,4688268,245478,556544,2.2,614474,996427
Meghalaya,South West Khasi Hills,2019,4352161,603313,1929316,0.94,150016,1849147
Meghalaya,South West Khasi Hills,2020,4782357,1170530,2206339,0.66,1118050,1651999
Meghalaya,South West Khasi Hills,2021,2972337,2102148,209794,2.54,46570,2092930
Meghalaya,South West Khasi Hills,2022,3672595,2056139,867675,2.3,495390,1965545
Meghalaya,South West Khasi Hills,2023,440672,1726826,233411,0.9,1307027,984520
Meghalaya,South West Khasi Hills,2024,3581076,899267,425103,1.14,212358,1827398
