state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Nagaland,Kohima,2022,7279,47,209,1968997,1
Nagaland,Kohima,2023,6442,1,167,1002598,1
Nagaland,Kohima,2024,8451,6,849,1591755,3
Nagaland,Kohima,2025,5231,22,203,1721597,0
Nagaland,Longleng,2015,7595,12,1851,1866384,1
Nagaland,Longleng,2016,3127,14,1923,1419576,2
Nagaland,Longleng,2017,7483,3,1189,446461,2
Nagaland,Longleng,2018,5312,20,503,896074,1
Nagaland,Longleng,2019,5300,6,578,1250050,3
Nagaland,Longleng,2020,5639,7,1560,306908,0
Nagaland,Longleng,2021,1410,19,1235,812094,1
Nagaland,Longleng,2022,3697,21,297,1989018,1
Nagaland,Longleng,2023,5203,1,955,560283,0
Nagaland,Longleng,2024,1021,38,176,202660,0
Nagaland,Longleng,2025,8119,30,1138,519455,3
Nagaland,Mokokchung,2015,9440,2,391,865655,1
Nagaland,Mokokchung,2016,5292,35,1967,1782547,1
Nagaland,Mokokchung,2017,1777,37,1815,318808,3
Nagaland,Mokokchung,2018,9640,27,975,1368748,0
Nagaland,Mokokchung,2019,2324,48,500,12616,2
Nagaland,Mokokchung,2020,2392,11,567,1307407,1
Nagaland,Mokokchung,2021,3578,43,2000,914040,1
Nagaland,Mokokchung,2022,9589,5,97,849642,3
Nagaland,Mokokchung,2023,9757,11,1963,1481376,3
Nagaland,Mokokchung,2024,1696,38,1802,545840,1
Nagaland,Mokokchung,2025,9600,35,1581,1393816,3
Nagaland,Mon,2015,9988,8,115,204734,3
Nagaland,Mon,2016,716,41,882,85267,2
Nagaland,Mon,2017,382,1,687,795355,2
Nagaland,Mon,2018,9622,16,968,27957,0
Nagaland,Mon,2019,3912,42,1837,1557231,2
Nagaland,Mon,2020,3104,43,703,1998727,3
Nagaland,Mon,2021,1823,32,1217,101592,2
Nagaland,Mon,2022,2334,30,1595,1368754,0
Nagaland,Mon,2023,5503,25,1257,39833,2
Nagaland,Mon,2024,412,33,1439,1475902,3
Nagaland,Mon,2025,5760,46,1325,718260,1
Nagaland,Noklak,2015,9768,27,65,654503,1
Nagaland,Noklak,2016,2401,17,1378,1430740,2
Nagaland,Noklak,2017,3006,47,149,857997,1
Nagaland,Noklak,2018,6904,1,472,713852,2
Nagaland,Noklak,2019,9435,17,713,992513,2
Nagaland,Noklak,2020,3004,50,195,120714,2
Nagaland,Noklak,2021,2626,2,282,1719751,2
Nagaland,Noklak,2022,8402,30,1194,128445,2
Nagaland,Noklak,2023,6882,12,189,1412773,0
Nagaland,Noklak,2024,7246,44,1943,875821,2
Nagaland,Noklak,2025,4930,49,1746,890720,1
Nagaland,Peren,2015,3974,6,1775,1959706,2
Nagaland,Peren,2016,5293,2,843,360548,0
Nagaland,Peren,2017,8817,43,1841,382489,1
Nagaland,Peren,2018,5733,21,418,1099953,1
Nagaland,Peren,2019,4659,15,1810,595048,2
Nagaland,Peren,2020,3562,50,1165,1215809,2
Nagaland,Peren,2021,7486,41,394,1254940,0
Nagaland,Peren,2022,2557,38,795,1974368,0
Nagaland,Peren,2023,649,48,1233,80037,0
Nagaland,Peren,2024,4982,29,1545,764341,3
Nagaland,Peren,2025,9187,24,117,1878558,1
Nagaland,Phek,2015,4062,4,1875,523595,1
Nagaland,Phek,2016,9363,5,114,482939,0
Nagaland,Phek,2017,5787,18,184,757252,2
Nagaland,Phek,2018,1998,22,2000,1463098,1
Nagaland,Phek,2019,5929,7,1579,1201951,2
Nagaland,Phek,2020,7586,14,292,906343,0
Nagaland,Phek,2021,4265,5,1862,71351,1
Nagaland,Phek,2022,7201,3,1073,1098131,2
Nagaland,Phek,2023,3539,5,1494,1768130,0
Nagaland,Phek,2024,3188,44,1364,1680939,2
Nagaland,Phek,2025,379,9,334,1329498,2
Nagaland,Shamator,2015,8602,10,213,713441,1
Nagaland,Shamator,2016,6342,17,760,682078,0
Nagaland,Shamator,2017,6951,18,1959,314998,3
Nagaland,Shamator,2018,1250,24,835,852433,3
Nagaland,Shamator,2019,6307,19,601,1832558,2
Nagaland,Shamator,2020,5157,12,1300,606062,0
Nagaland,Shamator,2021,3724,3,516,369891,3
Nagaland,Shamator,2022,3373,16,497,1954189,2
Nagaland,Shamator,2023,9787,21,678,1512127,3
Nagaland,Shamator,2024,7891,50,1806,1642544,0
Nagaland,Shamator,2025,6876,49,1545,545512,3
Nagaland,Tuensang,2015,3870,26,1986,210782,0
Nagaland,Tuensang,2016,2305,8,156,634042,3
Nagaland,Tuensang,2017,427,31,753,804256,0
Nagaland,Tuensang,2018,6730,4,1454,946550,0
Nagaland,Tuensang,2019,256,4,1275,566472,1
Nagaland,Tuensang,2020,7979,8,413,1097189,0
Nagaland,Tuensang,2021,7636,21,1118,668685,2
Nagaland,Tuensang,2022,9796,32,1448,1052147,2
Nagaland,Tuensang,2023,1681,25,1906,1491355,0
Nagaland,Tuensang,2024,9261,18,1475,1736545,1
Nagaland,Tuensang,2025,9305,33,1261,1752423,1
Nagaland,Tseminyu,2015,3546,29,1517,822860,1
Nagaland,Tseminyu,2016,7979,43,510,1821490,2
Nagaland,Tseminyu,2017,3428,50,355,1271841,3
Nagaland,Tseminyu,2018,4358,22,1710,1645406,3
Nagaland,Tseminyu,2019,5672,49,850,1945256,0
Nagaland,Tseminyu,2020,2808,45,1237,275767,1
Nagaland,Tseminyu,2021,1575,24,750,762888,3
Nagaland,Tseminyu,2022,7392,21,982,1054790,0
Nagaland,Tseminyu,2023,9717,19,1839,121997,2
Nagaland,Tseminyu,2024,3478,39,511,822329,2
Nagaland,Tseminyu,2025,9117,37,1946,81315,1
Nagaland,Wokha,2015,3515,6,1266,1605354,3
Nagaland,Wokha,2016,3790,16,1177,1995276,1
Nagaland,Wokha,2017,5379,45,1030,1634164,1
Nagaland,Wokha,2018,5660,15,338,1380867,3
Nagaland,Wokha,2019,7171,10,1611,1959198,3
Nagaland,Wokha,2020,1692,14,1885,16503,2
Nagaland,Wokha,2021,1604,42,295,1673797,0
Nagaland,Wokha,2022,5426,15,1044,1286299,2
Nagaland,Wokha,2023,579,31,364,26100,0
Nagaland,Wokha,2024,738,49,1520,217953,2
Nagaland,Wokha,2025,426,34,387,121744,3
Nagaland,Zunheboto,2015,8951,7,597,964348,0
Nagaland,Zunheboto,2016,4242,33,1154,97305,0
Nagaland,Zunheboto,2017,4895,21,1191,826005,0
Nagaland,Zunheboto,2018,9883,19,1067,324538,0
Nagaland,Zunheboto,2019,9865,8,1361,900286,1
Nagaland,Zunheboto,2020,6491,3,670,1603050,3
Nagaland,Zunheboto,2021,4352,30,96,1857851,2
Nagaland,Zunheboto,2022,7370,14,1626,1074389,2
Nagaland,Zunheboto,2023,7437,15,1050,456877,1
Nagaland,Zunheboto,2024,5191,1,971,1409120,1
Nagaland,Zunheboto,2025,6384,39,1717,1246247,2
Odisha,Angul,2015,2902,36,426,603369,0
Odisha,Angul,2016,1021,6,1709,1575327,3
Odisha,Angul,2017,2847,15,990,992506,0
Odisha,Angul,2018,4422,16,1431,760556,1
Odisha,Angul,2019,3725,29,1001,1652419,3
Odisha,Angul,2020,4251,47,1449,188842,0
Odisha,Angul,2021,3235,25,748,756810,3
Odisha,Angul,2022,9222,8,1365,1449240,3
Odisha,Angul,2023,8103,27,1922,1233068,3
Odisha,Angul,2024,4687,47,194,239101,1
Odisha,Angul,2025,1855,10,1746,588321,1
Odisha,Balangir,2015,8610,15,291,1070954,1
Odisha,Balangir,2016,8880,43,1547,873324,0
Odisha,Balangir,2017,4894,33,1521,798775,0
Odisha,Balangir,2018,2412,24,1910,1959415,0
Odisha,Balangir,2019,3642,46,1457,1303767,3
Odisha,Balangir,2020,5784,36,527,851474,0
Odisha,Balangir,2021,2436,30,1973,880808,0
Odisha,Balangir,2022,3875,2,1138,1494098,1
Odisha,Balangir,2023,1742,9,1308,682842,0
Odisha,Balangir,2024,7832,41,1431,1355103,1
Odisha,Balangir,2025,7983,39,1502,1371253,3
Odisha,Balasore,2015,4819,24,498,1989018,3
Odisha,Balasore,2016,6520,13,111,441443,3
Odisha,Balasore,2017,6794,5,753,1803553,2
Odisha,Balasore,2018,446,12,92,224737,3
Odisha,Balasore,2019,8647,37,553,1027211,1
Odisha,Balasore,2020,3676,19,808,1455426,2
Odisha,Balasore,2021,9871,29,473,749952,1
Odisha,Balasore,2022,8414,18,920,1286621,2
Odisha,Balasore,2023,4267,28,1867,1053285,0
Odisha,Balasore,2024,1912,27,219,410039,1
Odisha,Balasore,2025,1214,30,1351,190359,2
Odisha,Bargarh,2015,1998,22,1082,1748906,0
Odisha,Bargarh,2016,4686,14,254,195241,1
Odisha,Bargarh,2017,7811,45,246,1967834,2
Odisha,Bargarh,2018,8918,5,926,274920,3
Odisha,Bargarh,2019,244,44,761,1727519,1
Odisha,Bargarh,2020,3941,1,1581,1957670,0
Odisha,Bargarh,2021,1342,46,1292,417694,2
Odisha,Bargarh,2022,7573,8,851,1845957,2
Odisha,Bargarh,2023,7174,12,1380,458489,0
Odisha,Bargarh,2024,7744,1,1772,1462235,1
Odisha,Bargarh,2025,788,37,1647,775537,2
Odisha,Bhadrak,2015,9942,18,762,1833571,0
Odisha,Bhadrak,2016,9271,10,1382,1454254,3
Odisha,Bhadrak,2017,6002,31,1838,1698989,3
Odisha,Bhadrak,2018,2315,14,686,1071600,1
Odisha,Bhadrak,2019,3782,41,1441,967578,3
Odisha,Bhadrak,2020,398,9,74,747897,2
Odisha,Bhadrak,2021,625,21,694,1598066,1
Odisha,Bhadrak,2022,8588,3,1458,1917301,1
Odisha,Bhadrak,2023,3466,19,1104,1146986,2
Odisha,Bhadrak,2024,1635,1,1285,1584536,2
Odisha,Bhadrak,2025,4482,6,1252,1619554,3
Odisha,Boudh,2015,6340,10,1115,1430854,3
Odisha,Boudh,2016,6519,22,350,677575,3
Odisha,Boudh,2017,1177,37,719,164612,1
Odisha,Boudh,2018,7241,49,1813,1613242,3
Odisha,Boudh,2019,3097,31,153,1995953,0
Odisha,Boudh,2020,9338,27,1562,768261,0
Odisha,Boudh,2021,8057,39,1184,1680841,2
Odisha,Boudh,2022,3679,13,1456,378928,1
Odisha,Boudh,2023,8505,43,1399,1255962,1
Odisha,Boudh,2024,1592,22,1268,52347,3
Odisha,Boudh,2025,3705,30,1490,265386,1
Odisha,Cuttack,2015,9322,21,1337,747270,0
Odisha,Cuttack,2016,5373,1,1037,1447257,2
Odisha,Cuttack,2017,4348,23,668,72319,3
Odisha,Cuttack,2018,7900,37,1465,1954019,1
Odisha,Cuttack,2019,1953,4,930,1884576,1
Odisha,Cuttack,2020,5372,4,1488,1434773,3
Odisha,Cuttack,2021,8412,36,1207,1652301,2
Odisha,Cuttack,2022,4371,6,75,824288,1
Odisha,Cuttack,2023,7792,23,1436,1533207,0
Odisha,Cuttack,2024,5525,10,396,1324318,1
Odisha,Cuttack,2025,1866,18,1597,1259589,0
Odisha,Deogarh,2015,8324,32,1014,530125,2
Odisha,Deogarh,2016,5031,47,512,1839023,1
Odisha,Deogarh,2017,2566,19,704,679034,3
Odisha,Deogarh,2018,7668,20,1981,26759,0
Odisha,Deogarh,2019,2474,2,209,121827,1
Odisha,Deogarh,2020,1835,15,804,1046534,3
Odisha,Deogarh,2021,1914,6,819,381096,1
Odisha,Deogarh,2022,9899,4,1051,428383,3
Odisha,Deogarh,2023,7606,45,920,74666,0
Odisha,Deogarh,2024,4613,49,189,203838,0
Odisha,Deogarh,2025,7748,20,683,432851,3
Odisha,Dhenkanal,2015,9977,17,1566,1903188,2
Odisha,Dhenkanal,2016,1084,20,1991,1395410,1
Odisha,Dhenkanal,2017,5509,38,870,627133,1
Odisha,Dhenkanal,2018,8109,30,790,1105839,2
Odisha,Dhenkanal,2019,8381,15,605,1402725,2
Odisha,Dhenkanal,2020,3646,43,320,912499,3
Odisha,Dhenkanal,2021,7877,48,122,1880452,0
Odisha,Dhenkanal,2022,4075,19,852,895127,2
Odisha,Dhenkanal,2023,7216,37,1099,411200,1
Odisha,Dhenkanal,2024,5267,15,504,1586243,2
Odisha,Dhenkanal,2025,2567,18,1167,378901,2
Odisha,Gajapati,2015,1416,2,730,1682620,3
Odisha,Gajapati,2016,628,42,1719,392389,3
Odisha,Gajapati,2017,1999,41,1398,1534385,1
Odisha,Gajapati,2018,6371,23,840,1090685,1
Odisha,Gajapati,2019,6934,2,872,693533,3
Odisha,Gajapati,2020,8221,15,1481,339215,1
Odisha,Gajapati,2021,1348,6,1676,1858807,0
Odisha,Gajapati,2022,9811,2,809,1489782,0
Odisha,Gajapati,2023,9594,14,446,128663,1
Odisha,Gajapati,2024,7496,21,1690,59053,0
Odisha,Gajapati,2025,9367,12,313,321082,0
Odisha,Ganjam,2015,7093,9,1664,1506376,2
Odisha,Ganjam,2016,1241,49,658,814235,0
Odisha,Ganjam,2017,1800,12,554,955872,0
Odisha,Ganjam,2018,1502,9,300,1925588,0
Odisha,Ganjam,2019,4992,47,1312,1079568,0
Odisha,Ganjam,2020,2403,13,178,740754,2
Odisha,Ganjam,2021,9407,32,890,750490,1
Odisha,Ganjam,2022,6324,24,1020,1055774,3
Odisha,Ganjam,2023,5892,7,279,1178912,0
Odisha,Ganjam,2024,7899,12,152,1988937,2
Odisha,Ganjam,2025,2639,25,575,1845619,1
Odisha,Jagatsinghpur,2015,1156,7,453,962217,1
Odisha,Jagatsinghpur,2016,8604,4,1264,747575,2
Odisha,Jagatsinghpur,2017,777,18,1005,1194337,1
Odisha,Jagatsinghpur,2018,3119,49,1227,1133605,0
Odisha,Jagatsinghpur,2019,7426,38,270,1972935,3
Odisha,Jagatsinghpur,2020,3523,23,1068,44265,0
Odisha,Jagatsinghpur,2021,3810,50,1084,1588041,2
Odisha,Jagatsinghpur,2022,1636,36,1006,1267862,1
Odisha,Jagatsinghpur,2023,2517,39,54,818588,3
Odisha,Jagatsinghpur,2024,8526,1,835,41986,2
Odisha,Jagatsinghpur,2025,9740,4,75,337785,3
Odisha,Jajpur,2015,7793,18,933,720508,0
Odisha,Jajpur,2016,3177,32,1231,1952448,1
Odisha,Jajpur,2017,5472,14,1713,1465711,3
Odisha,Jajpur,2018,4877,49,872,1191870,1
Odisha,Jajpur,2019,8792,14,1321,244044,3
Odisha,Jajpur,2020,3747,19,1294,1570223,2
Odisha,Jajpur,2021,8024,27,207,890123,0
Odisha,Jajpur,2022,9408,4,802,1100387,2
Odisha,Jajpur,2023,5928,46,1140,1379115,3
Odisha,Jajpur,2024,2683,47,484,1057280,0
Odisha,Jajpur,2025,2609,29,506,688487,3
Odisha,Jharsuguda,2015,7074,24,158,577053,2
Odisha,Jharsuguda,2016,3752,13,1451,1577717,1
Odisha,Jharsuguda,2017,3082,24,1316,1913076,0
Odisha,Jharsuguda,2018,4185,46,582,172440,1
Odisha,Jharsuguda,2019,7114,12,1285,593937,0
Odisha,Jharsuguda,2020,8594,25,600,1800334,0
Odisha,Jharsuguda,2021,9622,9,1186,1159382,1
Odisha,Jharsuguda,2022,4288,46,1779,765438,0
Odisha,Jharsuguda,2023,7915,32,479,155197,3
Odisha,Jharsuguda,2024,3270,2,91,154537,2
Odisha,Jharsuguda,2025,8688,8,1862,1484134,1
Odisha,Kalahandi,2015,9898,17,306,1755992,3
Odisha,Kalahandi,2016,5630,46,187,230116,2
Odisha,Kalahandi,2017,3270,9,1955,293602,0
Odisha,Kalahandi,2018,5544,50,459,1025087,1
Odisha,Kalahandi,2019,745,16,215,1708139,0
Odisha,Kalahandi,2020,3038,25,351,1782845,3
Odisha,Kalahandi,2021,7431,22,380,1055616,3
Odisha,Kalahandi,2022,5655,44,1353,1864662,2
Odisha,Kalahandi,2023,2478,5,786,1314552,1
Odisha,Kalahandi,2024,9511,28,772,881082,0
Odisha,Kalahandi,2025,3106,17,759,1841830,1
Odisha,Kandhamal,2015,1257,15,1889,1310410,3
Odisha,Kandhamal,2016,2459,33,101,1758915,3
Odisha,Kandhamal,2017,7798,7,887,601087,1
Odisha,Kandhamal,2018,9818,11,538,217815,3
Odisha,Kandhamal,2019,6466,48,240,379342,1
Odisha,Kandhamal,2020,7762,8,698,1493830,2
Odisha,Kandhamal,2021,7712,7,1853,1287925,3
Odisha,Kandhamal,2022,4189,3,1582,805148,0
Odisha,Kandhamal,2023,4237,31,1299,1571749,3
Odisha,Kandhamal,2024,8585,37,788,717401,2
Odisha,Kandhamal,2025,8314,22,1411,1634502,2
Odisha,Kendrapara,2015,8766,47,1176,1978218,0
Odisha,Kendrapara,2016,7502,33,1188,289377,2
Odisha,Kendrapara,2017,8721,25,105,1413505,1
Odisha,Kendrapara,2018,9067,49,1217,1862979,0
Odisha,Kendrapara,2019,5766,11,545,1326151,1
Odisha,Kendrapara,2020,1231,2,325,1477626,2
Odisha,Kendrapara,2021,5076,18,450,79947,2
Odisha,Kendrapara,2022,5557,13,1498,1150614,1
Odisha,Kendrapara,2023,755,22,1200,831961,3
Odisha,Kendrapara,2024,2004,36,968,667309,0
Odisha,Kendrapara,2025,749,5,619,849038,3
Odisha,Kendujhar (Keonjhar),2015,2432,19,905,1050421,0
Odisha,Kendujhar (Keonjhar),2016,1303,24,1026,509535,1
Odisha,Kendujhar (Keonjhar),2017,7174,30,1367,922583,1
Odisha,Kendujhar (Keonjhar),2018,6241,24,1576,318137,3
Odisha,Kendujhar (Keonjhar),2019,5490,49,360,548743,0
Odisha,Kendujhar (Keonjhar),2020,7735,21,1745,1115059,0
Odisha,Kendujhar (Keonjhar),2021,9416,27,80,1828959,2
Odisha,Kendujhar (Keonjhar),2022,3103,40,98,248101,3
Odisha,Kendujhar (Keonjhar),2023,2038,28,1039,703263,3
Odisha,Kendujhar (Keonjhar),2024,1707,31,528,1418712,0
Odisha,Kendujhar (Keonjhar),2025,4743,44,670,432390,1
Odisha,Khordha,2015,4220,13,896,952040,3
Odisha,Khordha,2016,4138,50,439,854757,0
Odisha,Khordha,2017,3308,22,1830,323229,0
Odisha,Khordha,2018,6969,11,1680,84220,2
Odisha,Khordha,2019,6687,18,270,987388,2
Odisha,Khordha,2020,5806,4,373,1383658,3
Odisha,Khordha,2021,7231,48,354,1147887,1
Odisha,Khordha,2022,9487,22,1313,1530730,0
Odisha,Khordha,2023,2854,48,886,1972612,2
Odisha,Khordha,2024,7800,5,1944,641415,3
Odisha,Khordha,2025,3507,26,1563,1455929,1
Odisha,Koraput,2015,9394,25,1493,618412,2
Odisha,Koraput,2016,5727,10,1471,200796,1
Odisha,Koraput,2017,7877,44,910,332783,1
Odisha,Koraput,2018,5871,39,254,66941,3
Odisha,Koraput,2019,4876,22,1114,204867,2
Odisha,Koraput,2020,5816,35,523,105768,0
Odisha,Koraput,2021,3270,18,1548,1956717,1
Odisha,Koraput,2022,3376,32,379,695722,1
Odisha,Koraput,2023,3333,35,763,1671562,0
Odisha,Koraput,2024,6749,10,1316,60482,1
Odisha,Koraput,2025,2510,6,1676,753475,3
Odisha,Malkangiri,2015,3914,22,541,836171,0
Odisha,Malkangiri,2016,4109,8,1427,1392016,0
Odisha,Malkangiri,2017,1434,2,532,278470,0
Odisha,Malkangiri,2018,6450,14,1932,876281,1
Odisha,Malkangiri,2019,6239,10,1027,1665946,3
Odisha,Malkangiri,2020,5585,43,1834,962072,3
Odisha,Malkangiri,2021,5355,19,1710,1232660,1
Odisha,Malkangiri,2022,7134,34,1138,950234,2
Odisha,Malkangiri,2023,1162,48,697,1944543,1
Odisha,Malkangiri,2024,2808,8,726,1166797,1
Odisha,Malkangiri,2025,5560,11,578,1549425,1
Odisha,Mayurbhanj,2015,3111,28,1578,750865,3
Odisha,Mayurbhanj,2016,6883,46,407,649428,3
Odisha,Mayurbhanj,2017,736,45,978,1691972,1
Odisha,Mayurbhanj,2018,6817,12,1449,1381791,0
Odisha,Mayurbhanj,2019,4871,33,1224,475345,3
Odisha,Mayurbhanj,2020,5937,22,145,652258,1
Odisha,Mayurbhanj,2021,4338,21,806,1822668,2
Odisha,Mayurbhanj,2022,3000,16,1553,1627291,0
Odisha,Mayurbhanj,2023,7120,45,1218,344968,0
Odisha,Mayurbhanj,2024,875,23,1086,177372,2
Odisha,Mayurbhanj,2025,2818,27,1235,883660,0
Odisha,Nabarangpur,2015,1173,17,579,831841,2
Odisha,Nabarangpur,2016,1409,26,56,396348,2
Odisha,Nabarangpur,2017,1152,49,1167,313774,0
Odisha,Nabarangpur,2018,6037,28,1720,1182838,0
Odisha,Nabarangpur,2019,1490,45,402,414168,3
Odisha,Nabarangpur,2020,4757,14,1258,562968,1
Odisha,Nabarangpur,2021,6386,32,1271,488575,0
Odisha,Nabarangpur,2022,3646,50,593,484644,3
Odisha,Nabarangpur,2023,8286,11,1149,1183118,1
Odisha,Nabarangpur,2024,3345,40,1172,928339,1
Odisha,Nabarangpur,2025,1875,37,672,1178288,0
Odisha,Nayagarh,2015,681,37,117,467093,0
Odisha,Nayagarh,2016,7924,40,1395,811254,0
Odisha,Nayagarh,2017,1540,15,1531,1085527,2
Odisha,Nayagarh,2018,9660,20,1601,1347535,1
Odisha,Nayagarh,2019,1695,31,1641,1023098,0
Odisha,Nayagarh,2020,5625,44,1304,1406698,3
Odisha,Nayagarh,2021,8855,48,850,1336782,2
Odisha,Nayagarh,2022,1969,28,471,1389459,2
Odisha,Nayagarh,2023,5013,30,1461,912203,2
Odisha,Nayagarh,2024,2293,49,105,587382,2
Odisha,Nayagarh,2025,9206,38,378,1569952,3
Odisha,Nuapada,2015,7677,2,1501,397805,1
Odisha,Nuapada,2016,4692,26,1935,221232,1
Odisha,Nuapada,2017,7254,20,1830,1444412,3
Odisha,Nuapada,2018,8696,42,55,62459,3
Odisha,Nuapada,2019,8068,48,1654,52067,0
Odisha,Nuapada,2020,8008,17,1297,904407,1
Odisha,Nuapada,2021,647,50,316,1587391,3
Odisha,Nuapada,2022,6955,17,1552,1010858,0
Odisha,Nuapada,2023,5308,17,1172,803041,0
Odisha,Nuapada,2024,3350,39,1534,587533,1
Odisha,Nuapada,2025,2322,6,721,1010920,2
Odisha,Puri,2015,3037,22,454,1018300,2
Odisha,Puri,2016,8219,1,1061,1175462,3
Odisha,Puri,2017,4290,4,1737,1438457,1
Odisha,Puri,2018,3120,46,359,728684,1
Odisha,Puri,2019,5567,27,812,956592,3
Odisha,Puri,2020,3727,4,1257,331669,3
Odisha,Puri,2021,5748,47,1152,1169145,0
Odisha,Puri,2022,6352,11,925,67176,2
Odisha,Puri,2023,7539,10,901,201743,1
Odisha,Puri,2024,8657,13,1275,1049329,2
Odisha,Puri,2025,5807,31,581,866478,2
Odisha,Rayagada,2015,972,35,1806,673351,3
Odisha,Rayagada,2016,2539,28,1371,1193885,3
Odisha,Rayagada,2017,9843,3,1464,684286,2
Odisha,Rayagada,2018,1567,27,1538,62888,2
Odisha,Rayagada,2019,7444,31,1264,983008,1
Odisha,Rayagada,2020,1447,26,423,908211,3
Odisha,Rayagada,2021,2330,31,814,1483148,1
Odisha,Rayagada,2022,5160,9,988,595017,3
Odisha,Rayagada,2023,3648,20,1795,780009,2
Odisha,Rayagada,2024,4491,23,636,1349581,1
Odisha,Rayagada,2025,585,21,1655,1511158,0
Odisha,Sambalpur,2015,6423,33,738,615256,3
Odisha,Sambalpur,2016,9656,37,1173,1751658,1
Odisha,Sambalpur,2017,3336,45,1926,1474242,2
Odisha,Sambalpur,2018,6909,1,256,521085,0
Odisha,Sambalpur,2019,8457,43,163,409318,1
Odisha,Sambalpur,2020,9745,39,1726,786777,2
Odisha,Sambalpur,2021,3238,14,1966,1825705,2
Odisha,Sambalpur,2022,4932,23,493,807316,2
Odisha,Sambalpur,2023,8019,23,478,324732,2
Odisha,Sambalpur,2024,6391,1,1997,1430306,2
Odisha,Sambalpur,2025,6618,14,1058,794978,1
Odisha,Sonepur,2015,6074,43,1220,483556,2
Odisha,Sonepur,2016,4602,35,1788,629175,1
Odisha,Sonepur,2017,2810,44,201,1946915,0
Odisha,Sonepur,2018,8102,37,1997,1429972,0
Odisha,Sonepur,2019,5862,42,1065,1418158,0
Odisha,Sonepur,2020,1117,18,470,1330898,0
Odisha,Sonepur,2021,6072,31,188,839562,0
Odisha,Sonepur,2022,8683,47,1977,528081,3
Odisha,Sonepur,2023,3384,8,1170,552411,0
Odisha,Sonepur,2024,8602,3,1734,376581,2
Odisha,Sonepur,2025,9918,32,802,192238,3
Odisha,Sundargarh,2015,1464,1,1241,1287147,0
Odisha,Sundargarh,2016,1483,16,741,93493,2
Odisha,Sundargarh,2017,8718,36,1904,791831,3
Odisha,Sundargarh,2018,6594,18,1380,1472177,2
Odisha,Sundargarh,2019,6512,3,568,872114,2
Odisha,Sundargarh,2020,9378,6,943,1304841,2
Odisha,Sundargarh,2021,304,37,642,1506613,2
Odisha,Sundargarh,2022,8603,48,427,309272,2
Odisha,Sundargarh,2023,4529,15,1428,1154522,0
Odisha,Sundargarh,2024,9531,20,660,259645,0
Odisha,Sundargarh,2025,7948,25,1358,1423158,1
Punjab,Amritsar,2015,6121,48,891,662091,2
Punjab,Amritsar,2016,4642,14,720,525825,2
Punjab,Amritsar,2017,2156,33,1797,140768,1
Punjab,Amritsar,2018,2180,19,882,1366740,2
Punjab,Amritsar,2019,9333,48,1950,919339,1
Punjab,Amritsar,2020,2425,2,1738,1667863,1
Punjab,Amritsar,2021,2545,48,1380,259552,2
Punjab,Amritsar,2022,7071,6,668,1456039,3
Punjab,Amritsar,2023,2872,15,689,669009,3
Punjab,Amritsar,2024,7834,12,66,1794577,0
Punjab,Amritsar,2025,5798,1,1375,1064284,2
Punjab,Barnala,2015,3086,10,1723,1772626,0
Punjab,Barnala,2016,7405,37,971,489666,3
Punjab,Barnala,2017,7008,2,356,139504,1
Punjab,Barnala,2018,2714,23,134,936615,3
Punjab,Barnala,2019,4228,22,572,39636,3
Punjab,Barnala,2020,3429,45,1382,1905307,0
Punjab,Barnala,2021,1112,14,1014,42302,1
Punjab,Barnala,2022,9402,12,813,1873173,3
Punjab,Barnala,2023,4860,16,700,592210,1
Punjab,Barnala,2024,3091,14,971,1509689,3
Punjab,Barnala,2025,2528,41,1876,828826,0
Punjab,Bathinda,2015,7725,27,1660,522312,2
Punjab,Bathinda,2016,5581,50,359,1681352,1
Punjab,Bathinda,2017,1632,26,1362,368928,1
Punjab,Bathinda,2018,5234,38,466,1386048,1
Punjab,Bathinda,2019,590,26,518,1155053,0
Punjab,Bathinda,2020,4121,30,59,1503482,0
Punjab,Bathinda,2021,6075,28,1519,703330,0
Punjab,Bathinda,2022,622,20,209,1375765,0
Punjab,Bathinda,2023,361,7,1440,1934669,0
Punjab,Bathinda,2024,9026,10,712,1451578,0
Punjab,Bathinda,2025,2052,17,1699,1905181,2
Punjab,Faridkot,2015,7821,19,1230,891932,2
Punjab,Faridkot,2016,2317,40,78,744935,1
Punjab,Faridkot,2017,9797,33,1935,54628,3
Punjab,Faridkot,2018,2563,44,1172,202226,2
Punjab,Faridkot,2019,1211,28,1974,44065,0
Punjab,Faridkot,2020,8162,20,1465,1116515,3
Punjab,Faridkot,2021,372,37,1246,1681270,1
Punjab,Faridkot,2022,2271,15,702,1218182,0
Punjab,Faridkot,2023,3148,26,1704,1111411,1
Punjab,Faridkot,2024,3740,19,619,463141,2
Punjab,Faridkot,2025,6042,29,1741,1735586,0
Punjab,Fatehgarh Sahib,2015,2259,27,938,1885972,1
Punjab,Fatehgarh Sahib,2016,2075,49,516,1588348,3
Punjab,Fatehgarh Sahib,2017,5720,13,1966,1179133,0
Punjab,Fatehgarh Sahib,2018,634,22,1022,665821,2
Punjab,Fatehgarh Sahib,2019,325,31,1652,464514,3
Punjab,Fatehgarh Sahib,2020,6354,21,265,1104141,2
Punjab,Fatehgarh Sahib,2021,8840,29,1193,529283,3
Punjab,Fatehgarh Sahib,2022,8931,38,1369,1278030,3
