state,district,year,factories,industrial_output,manufacturing_index,employment_rate,electricity_usage,export_value,industrial_growth
Madhya Pradesh,Tikamgarh,2017,80.93,89.29,60.14,30.07,82.3,87.89,15.97
Uttar Pradesh,Mainpuri,2018,40.9,29.25,89.45,58.6,44.23,96.46,73.53
Manipur,Kamjong,2018,28.23,80.25,81.84,35.48,55.05,18.96,26.23
Madhya Pradesh,Burhanpur,2023,62.41,28.68,29.31,27.4,94.81,61.6,98.49
Gujarat,Vadodara,2023,96.02,68.93,90.37,23.62,46.84,54.98,40.4
Karnataka,Kalaburagi,2025,37.17,82.44,57.88,93.69,94.98,43.32,96.35
Karnataka,Tumakuru,2018,24.31,49.46,25.08,93.28,16.57,14.87,83.49
Tripura,Sepahijala,2024,91.11,70.69,13.94,14.9,66.22,93.46,31.79
Tamil Nadu,Tenkasi,2022,73.62,75.39,66.64,44.99,33.49,68.06,71.0
West Bengal,South 24 Parganas,2024,99.19,46.99,56.25,20.76,91.45,35.89,68.93
Telangana,Bhadradri Kothagudem,2019,73.61,95.56,93.81,87.79,77.85,59.28,87.32
Chhattisgarh,Balod,2024,15.65,23.03,13.14,72.05,26.51,29.55,40.53
Punjab,Mansa,2025,62.96,12.02,43.64,45.31,33.52,27.36,80.79
Rajasthan,Barmer,2025,11.97,32.98,56.64,93.76,23.6,82.84,22.98
Meghalaya,East Garo Hills,2019,53.09,90.73,35.06,74.86,92.47,36.55,38.75
Punjab,Faridkot,2019,79.65,78.12,96.0,70.0,71.14,89.02,68.89
Mizoram,Kolasib,2024,13.88,50.06,55.36,44.57,95.01,48.91,51.36
Gujarat,Junagadh,2025,84.06,98.97,47.99,33.37,11.43,67.34,73.11
Tamil Nadu,Perambalur,2022,60.81,89.73,48.59,84.56,49.22,55.03,36.38
Nagaland,Phek,2021,69.38,52.05,29.91,88.22,10.49,34.11,95.59
Uttarakhand,Champawat,2016,85.15,29.19,70.4,98.04,53.59,80.84,39.36
Nagaland,Noklak,2025,46.42,43.11,22.71,33.01,60.28,19.17,60.33
Tamil Nadu,Cuddalore,2020,28.47,59.23,54.72,56.61,97.68,83.3,45.92
Chhattisgarh,Janjgir-Champa,2017,17.37,83.53,31.75,94.89,94.39,99.47,60.03
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2022,43.04,29.81,50.32,74.52,52.12,35.1,55.09
Madhya Pradesh,Umaria,2015,72.32,10.22,20.15,18.46,44.98,76.2,15.03
Telangana,Medchal-Malkajgiri,2024,68.33,77.8,22.61,20.22,71.29,32.91,39.51
Jharkhand,Jamtara,2023,47.82,24.44,24.7,68.71,41.25,61.21,61.29
Uttar Pradesh,Kaushambi,2021,13.63,43.03,47.93,25.21,41.21,97.69,59.18
Maharashtra,Satara,2024,88.78,30.71,78.32,84.69,34.97,47.11,63.56
Chhattisgarh,Korea,2022,54.53,85.55,56.73,41.69,50.9,99.84,84.15
Rajasthan,Baran,2025,24.43,77.82,50.65,28.13,48.82,66.61,40.26
Odisha,Jagatsinghpur,2023,96.16,28.03,20.56,55.71,58.48,65.49,80.72
Chhattisgarh,Mahasamund,2018,83.22,96.75,50.19,22.49,45.2,72.66,84.16
Andhra Pradesh,Prakasam,2024,35.52,71.5,27.9,86.86,99.14,68.84,66.29
Madhya Pradesh,Rajgarh,2017,14.83,57.18,50.56,44.03,57.16,62.48,22.72
Arunachal Pradesh,Kra Daadi,2016,73.73,14.99,99.39,80.94,45.35,39.77,46.16
Uttar Pradesh,Mathura,2018,11.22,60.98,30.4,44.68,39.93,40.08,51.21
Chhattisgarh,Sakti,2016,21.49,88.61,96.08,97.92,92.75,77.76,62.93
Bihar,Darbhanga,2023,29.62,32.6,56.23,45.9,63.19,47.51,65.78
Assam,Dhubri,2018,88.19,22.76,50.14,45.91,36.44,92.88,31.69
Uttar Pradesh,Ayodhya,2022,85.98,28.2,80.41,41.71,66.42,34.41,92.04
Rajasthan,Bharatpur,2016,47.17,97.14,39.7,47.85,54.71,27.25,69.66
Assam,Cachar,2019,51.34,58.16,61.59,24.83,91.23,89.48,19.95
Sikkim,Mangan,2019,84.52,57.27,16.3,57.13,30.64,57.86,68.9
Karnataka,Vijayapura,2025,64.36,88.28,84.09,25.47,25.35,30.7,40.44
Assam,Kamrup,2016,99.32,39.57,24.18,72.18,46.52,56.6,47.14
Karnataka,Bidar,2025,68.88,60.12,97.01,67.15,30.83,37.2,88.93
Rajasthan,Barmer,2016,96.61,79.14,21.87,58.34,81.48,75.0,63.92
Assam,Morigaon,2022,17.87,82.97,77.34,56.79,63.91,51.28,75.58
Tamil Nadu,Chennai,2016,64.75,36.17,13.84,93.15,42.75,64.86,96.0
Punjab,Rupnagar,2022,47.38,93.53,96.94,80.61,86.14,24.56,21.61
Madhya Pradesh,Katni,2023,35.52,80.36,79.0,83.94,24.99,54.73,56.02
Arunachal Pradesh,Anjaw,2019,93.5,28.77,86.32,31.56,63.2,82.46,11.82
Chhattisgarh,Sukma,2018,58.97,97.75,42.27,24.69,25.49,20.71,32.97
Tamil Nadu,Nagapattinam,2017,35.72,68.73,50.74,21.24,77.6,57.72,79.11
Uttar Pradesh,Bahraich,2016,65.36,41.02,52.98,30.85,87.94,78.76,97.43
Sikkim,Gyalshing,2020,35.11,37.41,73.5,25.42,33.93,35.85,62.75
Karnataka,Uttara Kannada,2025,89.23,96.49,52.21,60.26,92.64,37.47,64.07
Telangana,Jayashankar Bhupalpally,2019,59.65,97.08,29.59,58.66,26.88,97.09,53.21
Tripura,North Tripura,2015,33.34,33.13,48.41,41.42,56.41,34.66,91.27
Andhra Pradesh,Srikakulam,2016,27.21,76.08,68.03,66.11,30.6,57.73,42.63
West Bengal,Paschim Medinipur,2024,50.77,62.09,10.11,51.69,10.58,95.71,41.85
Kerala,Thiruvananthapuram,2019,97.21,82.63,13.33,95.03,22.0,80.43,61.6
Karnataka,Ballari,2023,79.42,92.16,96.39,49.96,93.18,28.81,32.77
Rajasthan,Dausa,2021,98.32,66.56,55.6,94.9,68.04,37.85,42.84
Bihar,Arwal,2025,15.66,80.89,79.72,18.96,13.77,98.26,91.94
Maharashtra,Pune,2019,10.74,57.47,79.19,98.0,12.78,72.54,31.33
Maharashtra,Solapur,2024,70.35,22.31,35.02,98.29,31.91,50.12,39.34
Bihar,Madhubani,2021,99.89,36.35,85.69,83.84,73.38,12.31,14.69
Bihar,Vaishali,2016,90.45,11.66,48.73,23.77,29.3,20.47,20.46
Uttarakhand,Uttarkashi,2021,58.56,51.45,42.37,40.78,55.21,43.24,31.43
Jharkhand,Lohardaga,2023,98.42,57.62,56.01,82.9,30.38,47.38,38.94
Bihar,Katihar,2023,16.83,43.53,15.07,76.63,68.1,81.07,17.78
West Bengal,Nadia,2024,13.62,56.17,25.16,59.37,72.78,74.23,42.62
Madhya Pradesh,Harda,2015,37.34,47.56,51.22,53.17,84.96,17.58,62.84
Mizoram,Kolasib,2018,47.84,13.44,10.28,26.32,52.28,93.24,55.08
Bihar,Darbhanga,2022,47.81,17.15,24.04,71.31,69.62,26.03,55.49
Uttar Pradesh,Meerut,2023,75.51,54.97,60.88,28.08,84.31,91.44,56.39
Arunachal Pradesh,Dibang Valley,2025,48.8,26.03,62.48,92.16,87.73,97.25,88.59
Nagaland,Chümoukedima,2016,33.97,37.85,73.54,69.98,25.65,85.52,25.15
Tamil Nadu,Tiruppur,2024,89.75,24.33,14.64,77.92,11.19,91.89,92.91
Punjab,Faridkot,2020,30.65,34.78,36.09,27.44,71.05,91.71,59.46
Assam,Kamrup Metropolitan,2024,49.32,23.96,31.0,28.52,98.94,89.7,71.95
Uttar Pradesh,Chandauli,2017,11.19,84.19,38.38,13.1,27.02,91.17,96.74
Tamil Nadu,Tiruchirappalli,2025,93.03,71.24,19.67,37.85,54.21,76.85,13.96
Uttar Pradesh,Mainpuri,2019,77.24,13.05,77.77,68.55,37.99,43.38,78.58
Telangana,Hanamkonda,2018,58.06,76.08,90.83,22.88,68.92,58.32,15.11
Manipur,Pherzawl,2022,16.01,23.06,46.21,30.89,46.42,87.23,59.93
Maharashtra,Bhandara,2015,56.55,56.33,74.57,40.32,61.74,14.45,98.12
Uttar Pradesh,Etah,2019,70.37,25.14,16.03,69.35,57.22,92.3,28.86
Maharashtra,Gadchiroli,2021,91.13,27.48,65.28,68.32,38.35,31.53,83.25
Karnataka,Ramanagara,2018,84.46,95.27,80.09,23.35,22.41,39.53,77.07
Madhya Pradesh,Gwalior,2015,88.95,87.99,97.18,53.41,55.51,20.41,87.03
Madhya Pradesh,Ratlam,2024,95.99,98.24,23.87,39.64,57.48,66.18,71.05
Maharashtra,Mumbai Suburban,2024,49.72,28.44,15.66,97.48,62.74,11.3,92.45
Gujarat,Bharuch,2025,78.08,61.72,63.93,94.2,18.4,92.41,85.52
Andhra Pradesh,Parvathipuram Manyam,2023,29.91,46.84,84.02,59.54,35.92,17.62,58.27
Assam,Dima Hasao,2016,86.21,14.37,97.35,10.07,39.11,15.86,52.12
Tamil Nadu,Ranipet,2018,13.32,20.75,32.66,13.16,23.56,18.72,76.43
Madhya Pradesh,Morena,2019,60.02,10.43,85.34,47.29,48.13,84.07,29.88
Uttar Pradesh,Rampur,2015,95.24,48.73,39.66,96.19,63.99,35.88,28.71
Jharkhand,Palamu,2017,76.11,52.48,87.66,34.04,90.77,28.65,36.95
Odisha,Dhenkanal,2019,97.09,53.33,38.78,46.63,33.35,31.8,52.09
Gujarat,Mahisagar,2021,64.3,73.63,49.74,18.72,38.57,17.24,75.68
Jharkhand,Gumla,2024,49.13,67.54,98.77,11.05,71.29,50.14,44.71
Chhattisgarh,Bilaspur,2016,80.17,82.83,80.1,60.98,13.25,81.73,96.55
Haryana,Karnal,2015,24.9,39.73,87.8,71.53,23.03,92.97,23.77
West Bengal,Paschim Medinipur,2024,48.19,21.14,76.31,20.45,89.58,48.4,80.02
West Bengal,Dakshin Dinajpur,2023,41.68,72.13,21.95,69.1,95.66,55.66,42.84
Uttarakhand,Champawat,2023,95.47,91.69,40.28,48.29,49.48,46.55,69.42
Maharashtra,Wardha,2016,17.62,54.17,88.11,37.4,96.29,71.66,34.19
Arunachal Pradesh,East Siang,2024,13.96,67.53,25.18,32.24,74.99,96.81,59.24
Maharashtra,Osmanabad (Dharashiv),2015,57.21,13.09,37.31,48.77,79.55,78.75,32.95
Madhya Pradesh,Sidhi,2020,62.48,72.08,80.1,72.7,93.99,74.01,29.36
Madhya Pradesh,Ujjain,2025,37.39,92.89,30.98,91.39,55.43,77.61,80.33
Jharkhand,Hazaribagh,2016,10.94,42.28,50.0,12.75,77.05,99.95,17.32
Odisha,Khordha,2020,37.28,45.04,54.48,80.85,79.36,48.18,79.65
West Bengal,Darjeeling,2016,95.99,80.35,45.06,59.32,19.98,25.8,62.81
Karnataka,Ramanagara,2017,63.29,92.8,27.66,39.95,12.45,30.67,28.18
Madhya Pradesh,Maihar,2018,57.88,49.57,27.45,25.87,31.65,36.26,41.57
Telangana,Nizamabad,2022,69.08,22.47,95.6,23.22,37.19,33.33,68.48
Manipur,Kakching,2024,77.9,49.78,99.74,46.04,18.77,34.83,96.99
Kerala,Palakkad,2023,35.04,43.95,52.17,67.45,37.04,29.38,82.73
Uttar Pradesh,Hapur,2024,54.12,47.86,65.47,20.48,62.34,42.54,79.44
Goa,North Goa,2016,26.63,23.27,72.93,46.97,64.9,19.78,63.37
Arunachal Pradesh,Siang,2024,65.27,80.41,45.9,95.97,60.29,29.75,33.57
Rajasthan,Neem Ka Thana,2016,80.26,79.24,88.06,81.31,60.36,99.36,12.79
Uttar Pradesh,Amroha,2023,79.95,56.8,42.82,73.54,75.43,99.96,82.24
Maharashtra,Beed,2015,12.74,74.88,58.6,17.87,31.75,48.07,22.67
Uttar Pradesh,Barabanki,2023,57.89,25.99,44.35,78.84,13.45,66.93,65.76
Kerala,Alappuzha,2023,97.29,94.64,38.93,65.31,40.51,82.59,37.2
Haryana,Fatehabad,2015,60.4,69.17,13.34,29.46,54.16,57.79,58.72
Uttar Pradesh,Lucknow,2015,64.44,39.19,97.56,95.41,38.76,49.53,78.65
Andhra Pradesh,Anantapur,2020,85.7,58.93,13.38,95.68,77.05,84.18,25.14
Assam,Hojai,2017,25.35,76.52,69.15,53.73,49.33,27.29,79.09
Gujarat,Dahod,2017,64.93,36.46,55.07,56.86,18.31,69.34,57.36
Karnataka,Ballari,2020,38.39,55.91,74.96,22.06,16.95,82.81,41.96
Bihar,Patna,2019,35.28,88.23,40.97,26.66,10.16,64.09,79.3
Karnataka,Kalaburagi,2021,31.26,85.05,83.31,25.49,29.69,59.25,64.72
Uttar Pradesh,Lalitpur,2022,10.33,17.85,64.93,72.96,64.06,45.93,28.51
Tamil Nadu,Viluppuram,2024,11.8,60.26,70.05,87.14,88.52,53.48,20.37
Meghalaya,South Garo Hills,2023,62.26,10.39,38.11,12.19,55.41,51.4,37.04
Uttar Pradesh,Mahoba,2016,91.41,85.29,90.79,43.64,85.54,52.94,81.35
Tamil Nadu,Tiruvannamalai,2020,60.64,87.78,51.16,76.37,44.29,51.71,73.78
Tamil Nadu,Mayiladuthurai,2025,62.93,32.19,50.2,34.6,66.1,40.84,63.96
Manipur,Kakching,2015,20.82,65.46,93.63,98.59,63.09,94.88,33.7
Haryana,Kaithal,2021,52.54,55.95,70.45,99.45,46.25,90.64,44.68
Chhattisgarh,Gaurela-Pendra-Marwahi,2016,63.69,43.51,14.22,58.0,24.2,69.13,54.74
Gujarat,Junagadh,2018,87.51,26.22,99.66,30.78,96.15,79.41,68.32
Gujarat,Kutch,2024,81.92,69.16,82.24,99.84,38.38,18.68,88.67
Mizoram,Saitual,2022,66.57,63.81,87.41,25.14,82.45,26.61,49.09
Maharashtra,Ahmednagar,2021,43.69,99.26,54.67,54.8,48.47,52.95,23.1
Nagaland,Mokokchung,2021,65.44,21.18,32.52,32.77,43.1,99.04,86.33
Assam,Barpeta,2020,30.96,49.02,66.98,18.19,86.65,77.38,38.81
Uttarakhand,Uttarkashi,2020,51.42,13.18,37.96,37.08,29.77,49.11,51.48
Nagaland,Mon,2017,56.27,52.32,50.65,27.66,46.0,82.62,49.41
Tamil Nadu,Virudhunagar,2023,79.77,93.56,73.32,74.47,17.0,59.47,78.02
Karnataka,Bidar,2015,92.21,69.46,79.07,76.32,38.19,78.6,55.74
Punjab,Gurdaspur,2018,80.76,94.33,27.28,20.47,11.2,33.59,92.04
Uttar Pradesh,Mau,2015,12.27,20.11,66.64,79.82,99.36,65.28,71.82
Rajasthan,Kota,2024,44.39,30.83,74.42,80.12,65.61,77.02,60.81
Punjab,Malerkotla,2020,27.61,14.73,57.96,97.67,33.3,80.22,60.33
Karnataka,Mandya,2018,77.29,96.68,59.84,31.06,81.98,72.75,55.24
Tamil Nadu,Cuddalore,2023,64.19,36.98,35.09,33.57,87.16,15.76,13.85
Rajasthan,Salumbar,2018,60.63,25.5,28.69,35.45,63.31,70.3,25.39
Madhya Pradesh,Umaria,2023,15.24,44.35,94.6,95.64,98.76,78.38,10.27
Assam,Nalbari,2016,71.38,57.88,69.0,11.37,88.04,95.96,58.32
West Bengal,Hooghly,2025,46.56,13.92,72.58,64.96,22.94,40.68,32.05
Bihar,Samastipur,2022,59.51,95.64,41.51,27.93,57.74,73.52,61.25
Rajasthan,Anupgarh,2019,18.89,63.66,27.81,23.95,18.39,48.83,92.96
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2022,77.24,56.56,90.91,41.18,35.81,70.95,35.07
Rajasthan,Hanumangarh,2015,17.06,83.97,25.02,84.65,97.28,26.97,78.75
Punjab,Malerkotla,2023,67.34,22.12,13.64,15.71,41.21,63.72,33.91
Assam,Bongaigaon,2021,21.75,49.3,47.49,45.65,31.76,68.79,43.79
Bihar,Araria,2023,50.74,12.51,33.91,32.77,91.94,39.97,28.7
Rajasthan,Banswara,2016,41.35,15.45,71.5,93.07,53.26,40.25,61.45
Assam,Kokrajhar,2024,89.76,96.23,58.23,67.63,42.93,57.71,50.48
Arunachal Pradesh,Lower Dibang Valley,2021,67.86,13.38,18.18,47.95,34.75,76.69,46.69
Himachal Pradesh,Lahaul & Spiti,2020,84.28,85.72,98.67,49.31,69.68,94.1,36.51
Maharashtra,Satara,2018,58.24,79.68,96.63,45.58,85.84,70.79,72.79
Haryana,Sonipat,2023,34.06,21.38,59.25,66.1,49.34,66.73,86.6
Uttar Pradesh,Amethi,2021,99.42,36.09,78.65,11.45,33.43,93.16,27.59
Madhya Pradesh,Satna,2024,16.07,12.91,23.91,97.15,83.9,21.73,38.21
Punjab,Hoshiarpur,2016,68.65,25.66,42.99,73.95,24.09,59.79,37.29
Punjab,Ludhiana,2021,52.35,60.8,94.35,82.47,32.63,77.78,46.83
Tripura,Unakoti,2024,56.65,13.86,83.01,58.55,31.44,72.68,49.99
Assam,Kamrup,2024,40.6,87.67,36.64,39.38,89.8,90.96,73.29
Madhya Pradesh,Satna,2018,18.6,37.41,17.28,85.89,88.21,39.7,50.01
Jharkhand,Ranchi,2024,66.82,65.07,53.84,44.72,54.25,48.16,31.11
Bihar,Rohtas,2024,36.42,67.39,14.71,37.89,60.55,40.42,76.83
Karnataka,Uttara Kannada,2018,53.41,13.41,28.78,59.66,27.38,51.9,42.04
Manipur,Kakching,2015,67.37,70.82,53.15,34.4,75.64,43.92,67.76
Punjab,Ludhiana,2025,75.67,48.96,87.03,78.83,27.09,15.9,35.68
Bihar,Supaul,2020,39.13,34.55,16.11,43.85,13.31,34.52,62.12
Meghalaya,South West Garo Hills,2017,91.78,95.5,54.58,62.95,30.35,77.56,44.61
Manipur,Bishnupur,2025,58.06,64.34,98.8,85.1,15.64,51.12,53.43
Gujarat,Panchmahal,2016,10.7,89.3,21.62,49.17,36.74,26.87,41.01
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,54.79,16.3,17.34,65.63,97.05,89.8,76.39
Chhattisgarh,Gariaband,2016,30.4,23.45,12.18,22.24,15.26,98.55,53.9
Karnataka,Hassan,2025,95.5,15.24,24.0,14.23,25.31,25.03,78.39
Rajasthan,Karauli,2017,90.65,54.24,71.93,94.59,11.78,80.22,37.59
Haryana,Jhajjar,2017,34.95,31.94,52.85,96.68,69.71,23.67,64.31
Uttarakhand,Champawat,2015,57.13,24.2,53.42,88.15,47.19,57.11,63.39
Arunachal Pradesh,Lower Dibang Valley,2015,27.43,97.49,22.58,13.19,21.51,34.8,98.24
Rajasthan,Didwana-Kuchaman,2020,37.34,78.25,66.93,55.57,48.69,31.18,44.97
Gujarat,Porbandar,2016,37.69,70.5,95.45,68.08,47.88,88.64,52.32
Odisha,Rayagada,2023,82.36,59.95,49.95,34.35,42.55,39.2,77.04
Rajasthan,Udaipur,2021,31.71,49.66,14.89,78.29,41.04,52.62,48.16
Haryana,Faridabad,2015,14.24,95.22,70.96,53.55,44.29,29.27,19.15
Uttar Pradesh,Siddharthnagar,2015,60.99,90.4,24.97,82.87,59.2,83.27,35.56
Madhya Pradesh,Alirajpur,2017,56.18,20.87,72.38,86.16,49.59,72.57,29.61
Sikkim,Namchi,2020,78.09,32.22,78.7,40.91,62.25,49.6,17.14
Madhya Pradesh,Jabalpur,2015,71.48,38.94,44.61,91.62,93.82,74.15,33.0
Andhra Pradesh,Parvathipuram Manyam,2021,48.46,58.31,59.02,78.48,32.93,79.09,80.82
Tamil Nadu,Nilgiris,2025,35.34,53.19,62.19,83.39,46.74,11.37,84.29
Jharkhand,Chatra,2016,46.29,40.07,71.51,45.87,57.33,81.03,34.5
Uttarakhand,Udham Singh Nagar,2025,33.93,39.28,98.74,35.19,97.71,12.01,79.24
Arunachal Pradesh,Papum Pare,2021,60.57,91.9,83.93,84.21,18.88,84.54,14.06
Karnataka,Kolar,2020,95.49,31.38,88.02,13.28,21.33,93.11,93.88
Tripura,South Tripura,2017,86.29,16.07,99.69,56.22,85.21,35.88,28.71
Odisha,Jharsuguda,2015,70.66,33.84,14.43,15.37,42.93,36.76,67.71
Rajasthan,Tonk,2023,46.61,84.92,95.56,38.11,65.33,11.57,15.5
Assam,Cachar,2022,41.32,72.72,79.46,39.63,24.81,45.24,85.21
West Bengal,Bankura,2024,83.79,45.76,14.84,40.5,60.37,27.26,23.7
Uttar Pradesh,Auraiya,2017,20.71,95.93,22.42,97.12,96.0,69.65,51.71
Uttar Pradesh,Hapur,2024,83.64,46.13,96.22,36.12,36.28,70.98,22.69
Punjab,Amritsar,2016,86.09,57.11,41.6,35.06,79.15,71.0,56.29
Karnataka,Dharwad,2025,51.26,84.04,54.79,42.03,30.79,54.41,29.49
Andhra Pradesh,East Godavari,2024,82.02,65.89,11.28,21.39,16.62,52.7,45.37
Bihar,Lakhisarai,2018,76.26,29.16,18.0,65.17,28.4,73.99,16.2
Telangana,Jayashankar Bhupalpally,2020,53.12,37.12,16.77,82.09,18.25,87.1,19.58
Assam,Golaghat,2022,51.25,48.22,97.8,98.72,59.78,71.73,66.8
Gujarat,Kutch,2025,67.31,44.98,73.45,70.14,57.47,98.48,83.07
Maharashtra,Amravati,2017,20.28,84.85,46.02,85.26,98.59,48.44,63.82
Telangana,Medchal-Malkajgiri,2019,33.91,74.86,45.19,16.22,49.19,57.58,65.41
Mizoram,Serchhip,2025,52.87,57.6,15.43,40.69,76.62,40.82,71.55
West Bengal,Purba Medinipur,2022,52.85,85.26,12.96,19.27,22.46,71.3,11.43
Karnataka,Belagavi,2025,15.59,96.39,45.93,25.9,62.16,69.88,55.47
Rajasthan,Jaisalmer,2017,69.31,95.19,63.75,20.13,67.66,16.64,35.9
Bihar,Arwal,2025,84.04,21.57,16.45,90.82,42.51,58.33,41.61
Madhya Pradesh,Neemuch,2021,85.01,35.67,46.67,55.09,44.16,14.5,24.03
Arunachal Pradesh,Changlang,2025,20.56,73.35,71.41,24.68,88.54,68.05,39.69
Chhattisgarh,Raipur,2023,64.94,93.35,65.64,87.92,38.08,26.83,14.03
Sikkim,Gyalshing,2021,88.74,31.98,16.53,44.36,91.51,39.8,95.69
Madhya Pradesh,Sheopur,2017,50.56,15.32,76.53,78.61,27.33,32.23,64.54
Tamil Nadu,Ariyalur,2022,40.75,98.32,85.32,86.92,24.97,97.67,34.14
Punjab,Jalandhar,2015,85.28,35.91,30.94,36.86,42.46,78.21,12.91
Tripura,West Tripura,2022,88.44,34.28,49.95,18.62,35.64,40.6,16.44
Assam,Dima Hasao,2020,72.48,56.35,73.09,94.46,19.24,17.63,49.16
Tamil Nadu,Nagapattinam,2015,72.41,64.29,63.54,83.38,28.71,50.92,30.8
Haryana,Yamunanagar,2021,96.31,54.81,46.23,19.18,87.74,26.6,36.82
Karnataka,Haveri,2025,49.34,80.48,40.17,30.41,54.52,33.35,45.59
Chhattisgarh,Durg,2016,82.0,69.97,73.69,87.78,80.03,86.57,68.02
Odisha,Kalahandi,2023,23.6,47.31,67.69,62.34,23.32,13.1,63.04
Telangana,Nagarkurnool,2025,13.55,84.29,62.68,93.63,88.03,56.71,50.96
Uttar Pradesh,Lakhimpur Kheri,2025,23.03,26.96,93.03,84.13,25.07,21.02,98.76
Karnataka,Tumakuru,2015,22.01,61.86,57.06,44.19,93.98,91.48,95.98
Karnataka,Tumakuru,2017,18.38,29.58,63.74,62.85,40.82,18.55,20.65
Uttar Pradesh,Mahoba,2019,27.69,81.56,67.65,60.81,76.02,70.07,48.66
Madhya Pradesh,Sheopur,2021,14.14,33.43,29.78,54.37,99.52,96.58,86.82
Haryana,Panipat,2019,74.62,16.42,72.56,16.32,61.93,95.44,18.8
Himachal Pradesh,Una,2020,75.75,27.04,60.41,35.07,87.13,97.09,45.14
West Bengal,Hooghly,2018,42.34,75.71,35.1,59.82,69.12,91.41,79.38
Karnataka,Chikkamagaluru,2024,86.68,14.47,43.71,78.04,37.87,27.57,10.26
Arunachal Pradesh,Lower Subansiri,2017,41.4,49.93,79.13,96.24,31.37,24.87,23.38
Karnataka,Koppal,2023,83.68,34.26,65.12,17.9,17.91,63.19,65.15
Tamil Nadu,Tenkasi,2022,76.6,83.74,55.27,12.15,91.57,99.7,76.46
Telangana,Bhadradri Kothagudem,2022,57.43,83.45,86.79,23.2,52.14,11.6,44.24
Rajasthan,Sirohi,2020,15.07,54.07,87.3,89.35,80.67,39.23,48.27
Jharkhand,Gumla,2017,89.79,40.44,18.68,16.64,34.21,85.0,66.33
Assam,Sonitpur,2022,22.64,80.34,24.29,18.53,75.3,56.18,60.65
Arunachal Pradesh,Tawang,2023,90.9,52.08,93.35,99.76,29.38,72.34,79.63
Punjab,Faridkot,2023,10.03,19.81,64.09,53.5,96.86,31.54,65.19
Bihar,East Champaran,2020,25.52,85.62,70.19,76.57,13.59,27.59,51.56
Uttar Pradesh,Jalaun,2015,31.0,15.54,14.5,39.9,39.64,78.45,65.53
Meghalaya,South West Garo Hills,2018,67.63,96.57,68.94,88.3,57.11,26.48,63.37
Assam,Barpeta,2016,34.87,74.28,32.57,10.56,86.03,85.5,31.54
Madhya Pradesh,Alirajpur,2020,56.4,79.64,35.69,33.15,13.56,35.68,75.83
Manipur,Tamenglong,2017,72.48,59.87,16.6,31.24,48.15,50.36,71.7
Uttarakhand,Champawat,2025,50.02,25.5,97.24,21.04,87.06,32.21,76.66
Uttar Pradesh,Saharanpur,2024,10.89,73.74,53.01,80.89,88.94,81.38,98.38
Uttar Pradesh,Kasganj,2015,74.76,93.53,11.21,47.49,84.21,93.72,18.41
Telangana,Rajanna Sircilla,2019,34.08,41.39,88.48,36.98,75.03,55.76,80.08
Jharkhand,Sahebganj,2024,54.55,75.6,39.11,18.5,46.63,53.59,94.02
Andhra Pradesh,Alluri Sitharama Raju,2018,87.04,61.71,53.05,81.49,63.14,20.72,87.01
Rajasthan,Beawar,2020,60.37,52.63,41.79,20.14,62.82,36.26,85.73
Karnataka,Dharwad,2022,35.43,21.64,62.25,90.96,60.84,99.12,78.19
Bihar,Begusarai,2022,81.24,65.86,30.3,19.76,97.62,99.72,42.4
Gujarat,Dang,2022,77.22,81.8,37.4,11.3,29.73,59.25,72.51
Karnataka,Yadgir,2019,37.66,10.45,98.11,54.55,22.57,18.19,44.8
Chhattisgarh,Raigarh,2019,42.24,37.95,28.81,63.58,16.67,91.77,46.13
Uttar Pradesh,Prayagraj,2020,57.9,77.87,34.31,95.87,68.68,44.76,12.98
West Bengal,North 24 Parganas,2017,12.17,86.07,65.22,72.97,94.22,85.29,83.61
Maharashtra,Ahmednagar,2016,89.03,36.1,16.19,90.2,56.86,41.38,89.28
Gujarat,Gandhinagar,2024,37.21,61.01,57.03,54.26,15.05,81.65,31.41
Gujarat,Amreli,2024,64.54,47.92,52.09,41.41,57.91,29.47,76.34
Rajasthan,Sawai Madhopur,2022,90.22,37.27,30.14,30.08,58.58,47.69,83.71
Gujarat,Navsari,2023,60.28,57.84,43.69,92.46,43.1,61.2,75.97
Rajasthan,Dungarpur,2016,18.26,23.34,57.89,71.33,48.58,58.2,87.39
Bihar,Buxar,2024,25.37,55.42,60.51,53.26,55.08,53.83,90.06
Chhattisgarh,Bilaspur,2021,68.88,67.7,22.23,78.32,92.2,88.83,22.15
Telangana,Khammam,2018,38.23,55.18,70.47,42.51,15.28,32.97,54.95
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2023,83.37,71.02,72.25,34.55,75.02,71.89,95.3
Tamil Nadu,Ramanathapuram,2022,33.9,98.43,44.83,47.3,33.31,15.53,31.56
Maharashtra,Solapur,2016,45.7,35.53,52.64,71.91,71.67,39.21,81.74
Tamil Nadu,Thiruvarur,2015,73.12,73.14,50.06,73.35,42.63,60.15,83.8
Uttar Pradesh,Farrukhabad,2024,52.99,23.01,46.17,84.68,61.26,77.97,34.89
Haryana,Faridabad,2023,91.93,15.06,20.29,63.87,94.73,28.07,67.18
